,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
100,100,100,0,1,Tavon Austin,Rams,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,2,0,11,1,2017
219,219,219,0,0,Tavon Austin,Rams,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,3,0,8,2,2017
339,339,339,0,1,Tavon Austin,49ers,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,3,0,14,3,2017
400,400,400,0,0,Tavon Austin,Cowboys,0,0,0,0,0,0,4.0,WR,0,0,-2,1,0,6,0,48,4,2017
483,483,483,0,1,Tavon Austin,Rams,0,0,0,0,0,0,8.0,WR,0,0,14,3,0,6,1,27,5,2017
661,661,661,0,0,Tavon Austin,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,2,0,0,6,2017
721,721,721,0,0,Tavon Austin,Rams,0,0,0,0,0,0,3.0,WR,0,0,15,2,0,3,0,27,7,2017
918,918,918,0,0,Tavon Austin,Giants,0,0,0,0,0,0,3.0,WR,0,0,9,0,0,6,0,34,9,2017
1065,1065,1065,0,0,Tavon Austin,Rams,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,5,0,2,10,2017
1271,1271,1271,0,0,Tavon Austin,Rams,0,0,0,0,0,0,1.0,WR,0,0,-1,3,0,5,0,17,12,2017
1405,1405,1405,0,0,Tavon Austin,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,3,0,8,13,2017
