,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
7,7,7,0,0,Tyrod Taylor,Bills,0,28,16,1,2,224,21.0,QB,0,0,0,0,0,8,0,38,1,2017
59,59,59,0,0,Tyrod Taylor,Panthers,0,25,17,0,0,125,10.0,QB,0,0,0,0,0,8,0,55,2,2017
83,83,83,0,0,Tyrod Taylor,Bills,0,26,20,0,2,213,21.0,QB,0,0,0,0,0,8,0,13,3,2017
118,118,118,0,0,Tyrod Taylor,Falcons,0,20,12,0,1,182,14.0,QB,0,0,0,0,0,7,0,12,4,2017
159,159,159,0,0,Tyrod Taylor,Bengals,0,37,20,1,1,166,10.0,QB,0,0,0,0,0,1,0,3,5,2017
208,208,208,0,0,Tyrod Taylor,Bills,0,33,20,0,1,268,21.0,QB,0,0,0,0,0,6,0,53,7,2017
245,245,245,0,0,Tyrod Taylor,Bills,0,27,20,0,1,165,18.0,QB,0,0,0,0,0,6,1,1,8,2017
266,266,266,0,1,Tyrod Taylor,Jets,0,40,29,0,2,285,31.0,QB,0,0,0,0,0,6,1,35,9,2017
322,322,322,0,0,Tyrod Taylor,Bills,0,18,9,1,0,56,2.0,QB,0,0,0,0,0,3,0,27,10,2017
338,338,338,0,1,Tyrod Taylor,Chargers,0,25,15,0,1,158,20.0,QB,0,0,0,0,0,4,1,38,11,2017
379,379,379,0,0,Tyrod Taylor,Chiefs,0,29,19,0,1,183,15.0,QB,0,0,0,0,0,9,0,27,12,2017
426,426,426,0,0,Tyrod Taylor,Bills,0,18,9,1,0,65,3.0,QB,0,0,0,0,0,3,0,32,13,2017
