,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
20,20,20.0,0.0,0.0,1.0,Bills,218.0,21.0,5.0,DST,190.0,2.0,0.0,Jets,408.0,0.0,1,2017.0
61,61,20.0,0.0,0.0,1.0,Raiders,218.0,21.0,5.0,DST,190.0,2.0,0.0,Jets,408.0,0.0,2,2017.0
63,63,40.5,0.0,0.0,0.5,Dolphins,224.0,33.0,2.5,DST,185.0,1.0,0.0,Jets,409.0,0.0,3,2017.0
110,110,48.0,0.0,0.0,1.0,Jaguars,214.33333333333334,24.0,7.333333333333333,DST,133.33333333333334,1.6666666666666667,0.0,Jets,347.6666666666667,0.0,4,2017.0
136,136,63.5,0.0,0.0,1.0,Browns,194.75,23.0,7.25,DST,143.75,1.5,0.0,Jets,338.5,0.0,5,2017.0
180,180,78.0,0.0,0.2,1.2,Patriots,211.6,21.2,8.0,DST,143.0,1.4,0.0,Jets,354.6,0.0,6,2017.0
198,198,95.0,0.0,0.3333333333333333,1.1666666666666667,Dolphins,219.16666666666666,21.666666666666668,7.5,DST,138.83333333333334,1.1666666666666667,0.0,Jets,358.0,0.0,7,2017.0
228,228,109.71428571428571,0.0,0.2857142857142857,1.2857142857142858,Falcons,231.28571428571428,23.0,7.428571428571429,DST,126.57142857142857,1.4285714285714286,0.0,Jets,357.85714285714283,0.0,8,2017.0
243,243,124.5,0.0,0.5,1.125,Bills,233.125,23.25,7.25,DST,128.25,1.375,0.0,Jets,361.375,0.0,9,2017.0
278,278,137.66666666666666,0.0,0.7777777777777778,1.0,Buccaneers,234.33333333333334,23.0,8.0,DST,121.0,2.0,0.0,Jets,355.3333333333333,0.0,10,2017.0
346,346,151.7,0.0,0.7,1.0,Panthers,229.0,22.2,7.9,DST,117.9,1.9,0.0,Jets,346.9,0.0,12,2017.0
379,379,169.36363636363637,0.0,0.6363636363636364,0.9090909090909091,Chiefs,222.1818181818182,23.363636363636363,7.454545454545454,DST,120.36363636363636,2.0,0.0,Jets,342.54545454545456,0.0,13,2017.0
