,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
17,17,17.0,0.0,0.0,0.0,Saints,284.0,19.0,5.0,DST,60.0,1.0,0.0,Vikings,344.0,0.0,1,2017.0
59,59,17.0,0.0,0.0,0.0,Steelers,284.0,19.0,5.0,DST,60.0,1.0,0.0,Vikings,344.0,0.0,2,2017.0
71,71,38.0,0.0,0.0,0.0,Buccaneers,258.5,22.5,4.0,DST,81.0,1.5,0.0,Vikings,339.5,0.0,3,2017.0
106,106,49.0,0.0,0.0,1.0,Lions,277.6666666666667,20.666666666666668,6.666666666666667,DST,62.666666666666664,1.6666666666666667,0.0,Vikings,340.3333333333333,0.0,4,2017.0
142,142,63.25,0.0,0.0,0.75,Bears,246.75,19.0,7.5,DST,71.25,2.75,0.0,Vikings,318.0,0.0,5,2017.0
160,160,79.0,0.0,0.2,0.8,Packers,229.2,18.6,7.8,DST,80.0,2.4,0.0,Vikings,309.2,0.0,6,2017.0
193,193,92.5,0.0,0.16666666666666666,1.1666666666666667,Ravens,216.83333333333334,17.166666666666668,9.333333333333334,DST,78.66666666666667,2.6666666666666665,0.0,Vikings,295.5,0.0,7,2017.0
221,221,106.85714285714286,0.0,0.14285714285714285,1.0,Browns,206.42857142857142,17.0,9.285714285714286,DST,76.57142857142857,3.0,0.0,Vikings,283.0,0.0,8,2017.0
288,288,121.125,0.0,0.375,0.875,Redskins,200.75,16.875,9.5,DST,81.375,3.0,0.0,Vikings,282.125,0.0,10,2017.0
302,302,139.66666666666666,0.0,0.3333333333333333,0.8888888888888888,Rams,213.22222222222223,18.333333333333332,8.777777777777779,DST,81.33333333333333,2.7777777777777777,0.0,Vikings,294.55555555555554,0.0,11,2017.0
336,336,155.9,0.0,0.4,0.8,Lions,212.8,17.2,9.0,DST,77.7,2.7,0.0,Vikings,290.5,0.0,12,2017.0
365,365,172.27272727272728,0.0,0.45454545454545453,0.8181818181818182,Falcons,214.9090909090909,17.727272727272727,8.909090909090908,DST,75.45454545454545,2.727272727272727,0.0,Vikings,290.3636363636364,0.0,13,2017.0
