,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2636,27.0,0.0,1.0,1.0,Justin Medlock,Buccaneers,4.0,K,1,1.0,1.0,2012.0,1.0
2665,27.0,0.0,1.0,1.0,Justin Medlock,Saints,4.0,K,2,1.0,1.0,2012.0,1.0
2706,41.5,0.0,0.5,0.5,Justin Medlock,Giants,4.5,K,3,3.0,3.0,2012.0,0.5
2732,60.0,0.0,0.3333333333333333,0.3333333333333333,Justin Medlock,Falcons,3.3333333333333335,K,4,2.3333333333333335,2.3333333333333335,2012.0,0.3333333333333333
2758,75.75,0.0,0.25,0.25,Justin Medlock,Seahawks,3.5,K,5,2.75,2.75,2012.0,0.5
2819,90.4,0.0,0.4,0.4,Justin Medlock,Cowboys,3.6,K,7,2.4,2.4,2012.0,0.4
2824,110.33333333333333,0.0,0.3333333333333333,0.3333333333333333,Justin Medlock,Bears,3.3333333333333335,K,8,2.3333333333333335,2.3333333333333335,2012.0,0.3333333333333333
2878,125.28571428571429,0.0,1.0,1.0,Justin Medlock,Redskins,5.142857142857143,K,9,2.142857142857143,2.142857142857143,2012.0,0.42857142857142855
2908,143.25,0.0,1.0,0.875,Justin Medlock,Broncos,4.875,K,10,2.25,2.25,2012.0,0.5
2935,160.55555555555554,0.0,1.0,0.7777777777777778,Justin Medlock,Buccaneers,4.555555555555555,K,11,2.2222222222222223,2.2222222222222223,2012.0,0.4444444444444444
