,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
74,74,74.0,0.0,0.0,Deonte Thompson,Bears,0.0,0.0,0.0,0.0,0.0,0.0,1.0,WR,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1,2017.0
113,113,74.0,0.0,0.0,Deonte Thompson,Buccaneers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,WR,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,2,2017.0
322,322,93.5,0.0,0.0,Deonte Thompson,Bears,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.5,36.0,2.5,0.0,0.0,0.0,0.0,3,2017.0
389,389,169.66666666666666,0.0,0.0,Deonte Thompson,Packers,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.3333333333333333,27.0,2.0,0.0,0.0,0.0,0.0,4,2017.0
679,679,224.5,0.0,0.0,Deonte Thompson,Bills,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.25,31.25,2.75,0.0,0.0,0.0,0.0,7,2017.0
846,846,315.4,0.0,0.0,Deonte Thompson,Bills,0.0,0.0,0.0,0.0,0.0,0.0,5.2,WR,0.0,0.2,46.4,3.0,0.0,0.2,0.0,0.0,8,2017.0
869,869,403.8333333333333,0.0,0.0,Deonte Thompson,Jets,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,WR,0.0,0.16666666666666666,39.5,2.6666666666666665,0.0,0.16666666666666666,0.0,0.0,9,2017.0
1040,1040,470.2857142857143,0.0,0.0,Deonte Thompson,Bills,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,WR,0.0,0.2857142857142857,45.42857142857143,3.2857142857142856,0.0,0.14285714285714285,0.0,0.0,10,2017.0
1118,1118,541.5,0.0,0.0,Deonte Thompson,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,5.125,WR,0.0,0.25,41.0,3.0,0.0,0.25,0.0,-0.625,11,2017.0
1274,1274,605.5555555555555,0.0,0.0,Deonte Thompson,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,4.888888888888889,WR,0.0,0.2222222222222222,40.44444444444444,3.0,0.0,0.2222222222222222,0.0,-0.5555555555555556,12,2017.0
1350,1350,672.4,0.0,0.0,Deonte Thompson,Bills,0.0,0.0,0.0,0.0,0.0,0.0,4.4,WR,0.0,0.2,37.0,2.8,0.0,0.2,0.0,-0.5,13,2017.0
