,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1587,23.0,0.0,1.0,1.0,Phil Dawson,Bengals,5.0,K,1,2.0,2.0,2011.0,0.0
1609,23.0,0.0,1.0,1.0,Phil Dawson,Colts,5.0,K,2,2.0,2.0,2011.0,0.0
1654,34.0,0.0,1.5,1.5,Phil Dawson,Dolphins,7.0,K,3,2.5,2.5,2011.0,0.5
1676,52.666666666666664,0.0,1.3333333333333333,1.3333333333333333,Phil Dawson,Titans,6.333333333333333,K,4,2.3333333333333335,2.3333333333333335,2011.0,0.3333333333333333
1745,67.5,0.25,1.5,1.5,Phil Dawson,Raiders,7.0,K,6,2.0,2.0,2011.0,0.25
1759,90.2,0.2,1.4,1.4,Phil Dawson,Seahawks,6.6,K,7,2.0,2.0,2011.0,0.4
1790,107.66666666666667,0.5,1.8333333333333333,1.5,Phil Dawson,49ers,7.166666666666667,K,8,1.6666666666666667,1.6666666666666667,2011.0,0.3333333333333333
1807,124.57142857142857,0.5714285714285714,1.7142857142857142,1.4285714285714286,Phil Dawson,Texans,7.0,K,9,1.5714285714285714,1.5714285714285714,2011.0,0.42857142857142855
1837,139.375,0.75,1.75,1.5,Phil Dawson,Rams,7.375,K,10,1.375,1.375,2011.0,0.5
1889,154.22222222222223,0.6666666666666666,2.111111111111111,1.7777777777777777,Phil Dawson,Jaguars,7.888888888888889,K,11,1.2222222222222223,1.2222222222222223,2011.0,0.4444444444444444
1903,171.3,0.6,2.0,1.6,Phil Dawson,Bengals,7.3,K,12,1.3,1.3,2011.0,0.4
1952,186.54545454545453,0.6363636363636364,2.090909090909091,1.6363636363636365,Phil Dawson,Ravens,7.545454545454546,K,13,1.3636363636363635,1.3636363636363635,2011.0,0.45454545454545453
1988,203.33333333333334,0.5833333333333334,2.0,1.5833333333333333,Phil Dawson,Steelers,7.25,K,14,1.3333333333333333,1.3333333333333333,2011.0,0.4166666666666667
2016,220.30769230769232,0.5384615384615384,1.9230769230769231,1.5384615384615385,Phil Dawson,Cardinals,6.923076923076923,K,15,1.2307692307692308,1.2307692307692308,2011.0,0.46153846153846156
2054,236.85714285714286,0.5,1.8571428571428572,1.5,Phil Dawson,Ravens,6.785714285714286,K,16,1.2857142857142858,1.2857142857142858,2011.0,0.5
2070,253.73333333333332,0.4666666666666667,1.7333333333333334,1.4,Phil Dawson,Steelers,6.466666666666667,K,17,1.3333333333333333,1.3333333333333333,2011.0,0.5333333333333333
