,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,2,0,3,3,Caleb Sturgis,Browns,11.0,K,1,2,2,2013,1,Browns,0,0,1,Dolphins,255,23,7.0,DST,20,4.0,0,275,0,0
1,45,1,1,1,Caleb Sturgis,Colts,8.0,K,2,3,3,2013,1,Colts,0,1,0,Dolphins,297,24,8.0,DST,101,5.0,0,398,0,0
2,72,1,2,2,Caleb Sturgis,Falcons,11.0,K,3,3,3,2013,0,Falcons,0,1,1,Dolphins,195,27,10.0,DST,90,5.0,0,285,0,1
3,122,0,1,1,Caleb Sturgis,Saints,5.0,K,4,2,2,2013,1,Saints,0,1,3,Dolphins,216,17,16.0,DST,115,4.0,0,331,0,0
4,138,0,4,3,Caleb Sturgis,Ravens,11.0,K,5,2,2,2013,0,Ravens,0,0,0,Dolphins,272,23,7.0,DST,22,6.0,0,294,0,1
5,216,0,1,0,Caleb Sturgis,Bills,3.0,K,7,3,3,2013,0,Bills,0,1,2,Dolphins,173,21,15.0,DST,120,2.0,0,293,1,1
6,229,1,3,1,Caleb Sturgis,Patriots,7.0,K,8,2,2,2013,1,Patriots,1,1,2,Dolphins,145,17,18.0,DST,156,6.0,0,301,0,0
7,256,0,3,2,Caleb Sturgis,Bengals,8.0,K,9,2,2,2013,0,Bengals,0,1,0,Dolphins,188,22,6.0,DST,157,3.0,0,345,0,1
8,286,0,2,2,Caleb Sturgis,Buccaneers,7.0,K,10,1,1,2013,1,Buccaneers,0,0,1,Dolphins,211,19,10.0,DST,2,2.0,1,213,0,0
9,318,0,2,2,Caleb Sturgis,Chargers,8.0,K,11,2,2,2013,0,Chargers,0,0,1,Dolphins,239,20,10.0,DST,104,4.0,0,343,0,1
10,337,0,4,3,Caleb Sturgis,Panthers,10.0,K,12,1,1,2013,0,Panthers,0,0,1,Dolphins,280,16,9.0,DST,52,3.0,0,332,0,1
11,363,0,4,3,Caleb Sturgis,Jets,11.0,K,13,2,2,2013,1,Jets,0,0,1,Dolphins,328,23,4.0,DST,125,1.0,0,453,0,0
12,396,0,3,2,Caleb Sturgis,Steelers,10.0,K,14,4,4,2013,1,Steelers,0,0,1,Dolphins,186,34,10.0,DST,181,2.0,0,367,1,0
13,446,0,1,1,Caleb Sturgis,Patriots,6.0,K,15,3,3,2013,0,Patriots,0,1,0,Dolphins,289,24,7.0,DST,89,4.0,0,378,0,1
14,516,0,0,0,Caleb Sturgis,Jets,1.0,K,17,1,1,2013,0,Jets,0,0,3,Dolphins,204,7,13.0,DST,92,0.0,0,296,0,1
15,1,0,4,4,Caleb Sturgis,Patriots,15.0,K,1,3,3,2014,0,Patriots,0,2,1,Dolphins,169,33,7.0,DST,191,1.0,0,360,0,1
16,55,0,1,1,Caleb Sturgis,Bills,4.0,K,2,1,1,2014,1,Bills,1,1,1,Dolphins,210,10,23.0,DST,80,4.0,0,290,1,0
17,75,1,3,2,Caleb Sturgis,Chiefs,9.0,K,3,1,1,2014,0,Chiefs,0,0,0,Dolphins,191,15,8.0,DST,141,4.0,0,332,0,1
18,109,0,1,1,Caleb Sturgis,Raiders,8.0,K,4,5,5,2014,1,Raiders,0,2,1,Dolphins,278,38,6.0,DST,157,0.0,0,435,0,0
19,173,0,1,1,Caleb Sturgis,Packers,6.0,K,6,3,3,2014,0,Packers,0,1,2,Dolphins,237,24,8.0,DST,112,1.0,0,349,0,1
20,193,0,4,2,Caleb Sturgis,Bears,9.0,K,7,3,3,2014,1,Bears,1,0,0,Dolphins,256,27,7.0,DST,137,4.0,0,393,0,0
21,225,0,2,2,Caleb Sturgis,Jaguars,9.0,K,8,3,3,2014,1,Jaguars,0,0,1,Dolphins,178,27,6.0,DST,148,3.0,0,326,0,0
22,245,0,4,3,Caleb Sturgis,Chargers,13.0,K,9,4,4,2014,0,Chargers,0,0,0,Dolphins,309,37,0.0,DST,132,0.0,0,441,0,1
23,272,1,3,3,Caleb Sturgis,Lions,12.0,K,10,1,1,2014,1,Lions,0,1,1,Dolphins,178,16,11.0,DST,50,3.0,0,228,0,0
24,310,0,2,2,Caleb Sturgis,Bills,8.0,K,11,2,2,2014,0,Bills,0,2,0,Dolphins,205,22,10.0,DST,125,5.0,0,330,0,1
25,351,0,0,0,Caleb Sturgis,Broncos,4.0,K,12,4,4,2014,1,Broncos,0,0,1,Dolphins,216,36,3.0,DST,97,1.0,0,313,0,0
