,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
333,333,333.0,0.0,0.0,Dontrelle Inman,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3,2017.0
448,448,333.0,0.0,0.0,Dontrelle Inman,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4,2017.0
989,989,390.5,0.0,0.0,Dontrelle Inman,Bears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0.0,10,2017.0
1113,1113,590.0,0.0,0.0,Dontrelle Inman,Bears,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,WR,0.0,0.0,32.333333333333336,2.6666666666666665,0.0,0.0,0.0,0.0,11,2017.0
1210,1210,720.75,0.0,0.0,Dontrelle Inman,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,3.0,WR,0.0,0.0,35.0,2.75,0.0,0.0,0.0,0.0,12,2017.0
1312,1312,818.6,0.0,0.0,Dontrelle Inman,Bears,0.0,0.0,0.0,0.0,0.0,0.0,3.6,WR,0.0,0.0,40.8,3.0,0.0,0.0,0.0,0.0,13,2017.0
