,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
22,2016,1,Raiders,0,1,0,Saints,419,34,3.0,DST,88,1.0,0,507,0,1
60,2016,2,Raiders,0,0,1,Falcons,389,35,3.0,DST,139,1.0,0,528,0,0
70,2016,3,Raiders,0,1,2,Titans,212,10,14.0,DST,181,1.0,0,393,0,1
117,2016,4,Raiders,0,1,0,Ravens,282,27,5.0,DST,130,2.0,0,412,0,1
135,2016,5,Raiders,0,2,2,Chargers,351,31,10.0,DST,72,2.0,0,423,0,0
180,2016,6,Raiders,0,0,0,Chiefs,223,26,2.0,DST,183,1.0,0,406,0,0
197,2016,7,Raiders,0,1,2,Jaguars,239,16,11.0,DST,105,1.0,0,344,0,1
236,2016,8,Raiders,0,0,0,Buccaneers,168,24,3.0,DST,102,2.0,0,270,0,1
249,2016,9,Raiders,0,1,1,Broncos,266,20,10.0,DST,33,2.0,0,299,0,0
303,2016,11,Raiders,0,1,1,Texans,230,20,10.0,DST,124,2.0,0,354,0,0
326,2016,12,Raiders,1,1,1,Panthers,229,32,14.0,DST,129,2.0,0,358,1,0
368,2016,13,Raiders,0,1,1,Bills,170,24,9.0,DST,212,4.0,0,382,0,0
405,2016,14,Raiders,0,2,1,Chiefs,258,21,8.0,DST,65,1.0,0,323,0,1
422,2016,15,Raiders,1,1,1,Chargers,190,16,13.0,DST,73,3.0,0,263,0,1
464,2016,16,Raiders,0,1,2,Colts,288,25,7.0,DST,102,0.0,0,390,0,0
505,2016,17,Raiders,0,0,1,Broncos,206,24,3.0,DST,143,0.0,0,349,0,1
538,2013,1,Raiders,0,0,0,Colts,147,21,5.0,DST,127,4.0,0,274,0,1
552,2013,2,Raiders,0,0,0,Jaguars,214,9,12.0,DST,34,5.0,0,248,0,0
602,2013,3,Raiders,0,2,0,Broncos,372,37,5.0,DST,164,1.0,0,536,0,1
621,2013,4,Raiders,1,1,0,Redskins,217,24,12.0,DST,122,1.0,0,339,1,0
640,2013,5,Raiders,1,2,3,Chargers,391,17,24.0,DST,36,2.0,0,427,1,0
689,2013,6,Raiders,0,1,0,Chiefs,105,24,6.0,DST,111,3.0,0,216,0,1
735,2013,8,Raiders,0,0,2,Steelers,241,18,13.0,DST,35,5.0,0,276,0,0
777,2013,9,Raiders,0,0,0,Eagles,418,49,1.0,DST,124,1.0,0,542,0,0
782,2013,10,Raiders,0,2,1,Giants,118,24,16.0,DST,133,3.0,0,251,1,1
823,2013,11,Raiders,0,1,1,Texans,304,23,7.0,DST,90,2.0,0,394,0,1
858,2013,12,Raiders,1,0,0,Titans,312,23,5.0,DST,114,2.0,0,426,0,0
877,2013,13,Raiders,0,1,0,Cowboys,208,31,10.0,DST,144,2.0,0,352,1,1
917,2013,14,Raiders,0,0,1,Jets,209,37,3.0,DST,143,1.0,0,352,0,1
953,2013,15,Raiders,0,1,0,Chiefs,306,56,4.0,DST,78,2.0,0,384,0,0
979,2013,16,Raiders,0,2,1,Chargers,196,26,8.0,DST,148,1.0,0,344,0,1
1016,2013,17,Raiders,1,0,0,Broncos,334,34,5.0,DST,124,3.0,0,458,0,0
1037,2014,1,Raiders,0,1,1,Jets,190,19,10.0,DST,212,2.0,0,402,0,1
1082,2014,2,Raiders,1,0,0,Texans,139,30,2.0,DST,188,0.0,0,327,0,0
1110,2014,3,Raiders,0,0,0,Patriots,221,16,6.0,DST,76,2.0,0,297,0,1
1134,2014,4,Raiders,0,2,1,Dolphins,278,38,6.0,DST,157,0.0,0,435,0,0
1204,2014,6,Raiders,0,0,0,Chargers,307,31,1.0,DST,116,1.0,0,423,0,0
1230,2014,7,Raiders,0,0,1,Cardinals,242,24,4.0,DST,123,1.0,0,365,0,0
1263,2014,8,Raiders,0,0,0,Browns,267,23,2.0,DST,39,1.0,0,306,0,1
1279,2014,9,Raiders,1,0,0,Seahawks,177,30,9.0,DST,149,1.0,0,326,1,1
1313,2014,10,Raiders,0,0,2,Broncos,353,41,4.0,DST,118,0.0,0,471,0,0
1330,2014,11,Raiders,0,0,0,Chargers,180,13,9.0,DST,120,2.0,0,300,0,1
1363,2014,12,Raiders,0,0,0,Chiefs,217,20,6.0,DST,96,2.0,0,313,0,0
1405,2014,13,Raiders,0,0,0,Rams,176,52,1.0,DST,172,1.0,0,348,0,1
1413,2014,14,Raiders,0,0,2,49ers,151,13,16.0,DST,97,5.0,0,248,0,0
1468,2014,15,Raiders,0,1,0,Chiefs,295,31,3.0,DST,93,1.0,0,388,0,1
1492,2014,16,Raiders,0,0,2,Bills,308,24,7.0,DST,13,2.0,0,321,0,0
1523,2014,17,Raiders,0,1,0,Broncos,309,47,9.0,DST,142,1.0,0,451,1,1
1544,2011,1,Raiders,0,2,1,Broncos,272,20,15.0,DST,38,5.0,0,310,0,1
1588,2011,2,Raiders,1,0,1,Bills,258,38,5.0,DST,223,1.0,0,481,0,1
1616,2011,3,Raiders,0,1,1,Jets,339,24,9.0,DST,100,4.0,0,439,0,0
1662,2011,4,Raiders,0,0,0,Patriots,226,31,1.0,DST,183,1.0,0,409,0,0
1671,2011,5,Raiders,0,0,2,Texans,403,20,11.0,DST,70,3.0,0,473,0,1
1696,2011,6,Raiders,0,1,0,Browns,203,17,14.0,DST,65,2.0,0,268,1,0
1736,2011,7,Raiders,0,0,2,Chiefs,161,28,4.0,DST,139,0.0,0,300,0,0
1794,2011,9,Raiders,0,0,0,Broncos,113,38,1.0,DST,299,1.0,0,412,0,0
1805,2011,10,Raiders,0,1,1,Chargers,239,17,14.0,DST,75,6.0,0,314,0,1
1833,2011,11,Raiders,0,2,3,Min,187,21,16.0,DST,124,5.0,0,311,0,1
1863,2011,12,Raiders,0,0,3,Bears,229,20,14.0,DST,172,4.0,0,401,0,0
1918,2011,13,Raiders,0,0,0,Dolphins,153,34,1.0,DST,209,1.0,0,362,0,1
1936,2011,14,Raiders,1,0,1,Packers,255,46,10.0,DST,136,4.0,1,391,0,1
1966,2011,15,Raiders,0,1,0,Lions,375,28,10.0,DST,57,2.0,0,432,1,0
1989,2011,16,Raiders,2,0,2,Chiefs,300,13,15.0,DST,135,0.0,0,435,0,1
2047,2011,17,Raiders,0,0,1,Chargers,310,38,2.0,DST,153,0.0,0,463,0,0
2077,2012,1,Raiders,0,0,0,Chargers,226,22,2.0,DST,32,1.0,0,258,0,0
2110,2012,2,Raiders,0,0,0,Dolphins,189,35,1.0,DST,263,1.0,0,452,0,1
