,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
31,31.0,0.0,0.0,0.0,Sam Martin,Min,0.0,K,1,0.0,0.0,2013.0,0.0
329,31.0,0.0,0.0,0.0,Sam Martin,Steelers,0.0,K,11,0.0,0.0,2013.0,0.0
815,296.0,0.0,0.0,0.0,Sam Martin,Dolphins,1.0,K,10,0.0,0.0,2014.0,0.0
