,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,27,27,0,0,0,Chris Boswell,Browns,3.0,K,1,3,3,2017,23,23,0,0,1,Steelers,255,21,4.0,DST,35,1.0,0,Browns,290,0
1,32,32,0,4,4,Chris Boswell,Steelers,14.0,K,2,2,2,2017,42,42,0,1,0,Vikings,146,9,11.0,DST,91,2.0,0,Steelers,237,0
2,32,32,0,4,4,Chris Boswell,Steelers,14.0,K,2,2,2,2017,43,43,0,0,1,49ers,89,9,11.0,DST,159,2.0,0,Steelers,248,0
3,86,86,0,2,1,Chris Boswell,Bears,5.0,K,3,2,2,2017,69,69,1,2,0,Steelers,212,17,13.0,DST,70,3.0,0,Bears,282,0
4,112,112,0,3,2,Chris Boswell,Ravens,8.0,K,4,2,2,2017,117,117,0,0,1,Steelers,208,26,4.0,DST,173,1.0,0,Ravens,381,0
5,140,140,0,3,3,Chris Boswell,Steelers,9.0,K,5,0,0,2017,128,128,0,3,2,Rams,275,10,19.0,DST,100,2.0,0,Steelers,375,0
6,140,140,0,3,3,Chris Boswell,Steelers,9.0,K,5,0,0,2017,149,149,0,0,1,Jaguars,82,30,4.0,DST,231,2.0,0,Steelers,313,0
7,182,182,0,1,1,Chris Boswell,Chiefs,5.0,K,6,2,2,2017,170,170,0,0,1,Steelers,245,19,7.0,DST,194,1.0,0,Chiefs,439,0
8,190,190,0,5,5,Chris Boswell,Steelers,17.0,K,7,2,2,2017,188,188,0,0,2,Bengals,108,14,12.0,DST,71,4.0,0,Steelers,179,0
9,190,190,0,5,5,Chris Boswell,Steelers,17.0,K,7,2,2,2017,192,192,0,1,0,Giants,131,7,10.0,DST,46,1.0,0,Steelers,177,0
10,230,230,0,2,2,Chris Boswell,Lions,8.0,K,8,2,2,2017,226,226,0,1,1,Steelers,317,20,8.0,DST,75,0.0,0,Lions,392,0
11,288,288,0,3,2,Chris Boswell,Colts,6.0,K,10,1,0,2017,274,274,1,0,1,Steelers,228,20,9.0,DST,88,1.0,0,Colts,316,0
12,300,300,1,4,4,Chris Boswell,Steelers,18.0,K,11,4,4,2017,297,297,1,0,4,Titans,264,17,19.0,DST,52,5.0,0,Steelers,316,0
13,300,300,1,4,4,Chris Boswell,Steelers,18.0,K,11,4,4,2017,312,312,0,1,0,Falcons,190,34,3.0,DST,89,1.0,0,Steelers,279,0
14,343,343,1,1,1,Chris Boswell,Steelers,7.0,K,12,3,2,2017,329,329,0,0,1,49ers,196,13,12.0,DST,84,3.0,0,Steelers,280,0
15,343,343,1,1,1,Chris Boswell,Steelers,7.0,K,12,3,2,2017,345,345,0,0,0,Packers,227,28,4.0,DST,80,4.0,0,Steelers,307,0
16,364,364,0,3,3,Chris Boswell,Bengals,11.0,K,13,2,2,2017,375,375,0,0,1,Steelers,282,23,4.0,DST,92,1.0,0,Bengals,374,0
