,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
133,133,133.0,0.0,0.0,Jaron Brown,Colts,0.0,0.0,0.0,0.0,0.0,0.0,7.0,WR,0.0,0.0,73.0,4.0,0.0,0.0,0.0,0.0,2,2017.0
257,257,133.0,0.0,0.0,Jaron Brown,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,7.0,WR,0.0,0.0,73.0,4.0,0.0,0.0,0.0,0.0,3,2017.0
361,361,195.0,0.0,0.0,Jaron Brown,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,7.5,WR,0.0,0.5,50.0,3.0,0.0,0.0,0.0,0.0,4,2017.0
515,515,250.33333333333334,0.0,0.0,Jaron Brown,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,WR,0.0,0.3333333333333333,68.33333333333333,4.666666666666667,0.0,0.0,0.0,0.0,5,2017.0
619,619,316.5,0.0,0.0,Jaron Brown,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,7.0,WR,0.0,0.25,61.0,4.25,0.0,0.0,0.0,0.0,6,2017.0
720,720,377.0,0.0,0.0,Jaron Brown,Rams,0.0,0.0,0.0,0.0,0.0,0.0,6.2,WR,0.0,0.2,54.8,3.6,0.0,0.0,0.0,0.0,7,2017.0
896,896,434.1666666666667,0.0,0.0,Jaron Brown,49ers,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,WR,0.0,0.16666666666666666,51.833333333333336,3.3333333333333335,0.0,0.0,0.0,0.0,9,2017.0
1052,1052,500.14285714285717,0.0,0.0,Jaron Brown,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,WR,0.0,0.2857142857142857,44.857142857142854,3.0,0.0,0.0,0.0,0.0,10,2017.0
1138,1138,569.125,0.0,0.0,Jaron Brown,Texans,0.0,0.0,0.0,0.0,0.0,0.0,5.125,WR,0.0,0.25,40.875,2.875,0.0,0.0,0.0,0.0,11,2017.0
1191,1191,632.3333333333334,0.0,0.0,Jaron Brown,Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,4.777777777777778,WR,0.0,0.2222222222222222,38.77777777777778,2.6666666666666665,0.0,0.0,0.0,0.0,12,2017.0
