,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
2,2,2.0,0.0,4.0,4.0,Wil Lutz,Vikings,13.0,K,1,1.0,1.0,2017.0
45,45,2.0,0.0,4.0,4.0,Wil Lutz,Saints,13.0,K,2,1.0,1.0,2017.0
69,69,23.5,0.0,3.5,3.0,Wil Lutz,Panthers,10.5,K,3,1.5,1.5,2017.0
110,110,38.666666666666664,0.3333333333333333,3.3333333333333335,2.6666666666666665,Wil Lutz,Dolphins,11.0,K,4,2.3333333333333335,2.3333333333333335,2017.0
166,166,56.5,0.25,3.25,2.5,Wil Lutz,Saints,10.25,K,6,2.25,2.25,2017.0
200,200,78.4,0.2,2.8,2.2,Wil Lutz,Packers,10.2,K,7,3.2,3.2,2017.0
227,227,98.66666666666667,0.16666666666666666,2.6666666666666665,2.1666666666666665,Wil Lutz,Saints,9.833333333333334,K,8,3.1666666666666665,3.0,2017.0
256,256,117.0,0.14285714285714285,2.5714285714285716,2.142857142857143,Wil Lutz,Saints,9.571428571428571,K,9,3.0,2.857142857142857,2017.0
271,271,134.375,0.125,2.5,2.0,Wil Lutz,Bills,9.125,K,10,3.125,2.875,2017.0
301,301,149.55555555555554,0.2222222222222222,2.4444444444444446,2.0,Wil Lutz,Saints,9.555555555555555,K,11,3.4444444444444446,3.111111111111111,2017.0
332,332,164.7,0.3,2.6,2.2,Wil Lutz,Rams,10.2,K,12,3.3,3.0,2017.0
373,373,179.9090909090909,0.36363636363636365,2.5454545454545454,2.1818181818181817,Wil Lutz,Saints,10.181818181818182,K,13,3.1818181818181817,2.909090909090909,2017.0
