Year,Week,Team,Sack,Pass Yards Allowed,Point After,Safety,Points,Touchdowns,Rush Yards Allowed,Interception,Total Yards,Blocks,Away Games,Fumble Returns,Opponent,Position
2013,1,Broncos,256.0,12594450625.0,531441.0,0.0,14641.0,0.0,11316496.0,16.0,23854493601.0,1.0,0.0,0.0,Ravens,DST
2013,1,Saints,81.0,6059221281.0,83521.0,0.0,14641.0,0.0,59969536.0,1.0,18141126721.0,0.0,0.0,1.0,Falcons,DST
2013,1,Texans,16.0,1121513121.0,614656.0,0.0,10000.0,1.0,40960000.0,1.0,4784350561.0,0.0,1.0,0.0,Chargers,DST
2013,1,Colts,1.0,1632240801.0,83521.0,0.0,6561.0,0.0,855036081.0,16.0,19150131456.0,0.0,0.0,0.0,Raiders,DST
2013,1,Rams,256.0,8540717056.0,331776.0,0.0,6561.0,0.0,54700816.0,1.0,23134410000.0,0.0,0.0,1.0,Cardinals,DST
2013,1,Bears,1.0,5887339441.0,194481.0,0.0,4096.0,0.0,15752961.0,16.0,13363360000.0,0.0,0.0,1.0,Bengals,DST
2013,1,Browns,256.0,4228250625.0,279841.0,0.0,2401.0,0.0,160000.0,1.0,5719140625.0,0.0,0.0,0.0,Dolphins,DST
2013,1,Steelers,1.0,187388721.0,65536.0,1.0,2401.0,0.0,157351936.0,0.0,2750058481.0,0.0,0.0,0.0,Titans,DST
2013,1,49ers,16.0,10750371856.0,614656.0,0.0,1296.0,0.0,15752961.0,1.0,21970650625.0,0.0,0.0,1.0,Packers,DST
2013,1,Falcons,16.0,13521270961.0,279841.0,0.0,625.0,0.0,37015056.0,1.0,30821664721.0,0.0,1.0,0.0,Saints,DST
2013,1,Ravens,81.0,39213900625.0,5764801.0,0.0,625.0,0.0,17850625.0,0.0,67652010000.0,0.0,1.0,1.0,Broncos,DST
2013,1,Jaguars,1.0,855036081.0,614656.0,1.0,625.0,0.0,214358881.0,0.0,7269949696.0,1.0,0.0,0.0,Chiefs,DST
2013,1,Patriots,0.0,506250000.0,194481.0,0.0,625.0,0.0,342102016.0,0.0,6690585616.0,0.0,1.0,16.0,Bills,DST
2013,1,Raiders,256.0,466948881.0,194481.0,0.0,625.0,0.0,260144641.0,0.0,5636405776.0,0.0,1.0,0.0,Colts,DST
2013,1,Vikings,0.0,16243247601.0,1336336.0,0.0,256.0,0.0,157351936.0,1.0,48382841521.0,0.0,1.0,1.0,Lions,DST
2013,1,Giants,16.0,3544535296.0,1679616.0,0.0,256.0,0.0,57289761.0,1.0,12003612721.0,0.0,1.0,0.0,Cowboys,DST
2013,1,Chargers,16.0,11716114081.0,923521.0,0.0,256.0,0.0,207360000.0,1.0,40642963201.0,0.0,0.0,0.0,Texans,DST
2013,1,Bengals,0.0,3429742096.0,331776.0,0.0,81.0,0.0,43046721.0,1.0,10884540241.0,0.0,1.0,0.0,Bears,DST
2013,1,Packers,16.0,26639462656.0,1336336.0,0.0,16.0,0.0,65610000.0,0.0,59553569296.0,0.0,1.0,0.0,49ers,DST
2013,2,Seahawks,81.0,131079601.0,81.0,1.0,390625.0,0.0,100000000.0,81.0,1836036801.0,0.0,0.0,16.0,49ers,DST
2013,2,Vikings,1.0,6505390336.0,923521.0,0.0,194481.0,16.0,260144641.0,16.0,28534304241.0,0.0,1.0,16.0,Bears,DST
2013,2,Patriots,256.0,1275989841.0,10000.0,0.0,130321.0,0.0,276922881.0,81.0,10226063376.0,0.0,0.0,1.0,Jets,DST
2013,2,Buccaneers,256.0,7676563456.0,65536.0,0.0,104976.0,1.0,31640625.0,16.0,18945044881.0,0.0,0.0,0.0,Saints,DST
2013,2,Broncos,1.0,15527402881.0,279841.0,0.0,65536.0,1.0,279841.0,256.0,19987173376.0,0.0,1.0,0.0,Giants,DST
2013,2,Ravens,625.0,1416468496.0,1296.0,0.0,50625.0,0.0,17850625.0,0.0,4499860561.0,0.0,0.0,0.0,Browns,DST
2013,2,Bears,1.0,2655237841.0,810000.0,0.0,28561.0,1.0,228886641.0,1.0,15006250000.0,0.0,0.0,16.0,Min,DST
2013,2,Bengals,16.0,2998219536.0,10000.0,0.0,28561.0,0.0,3748096.0,1.0,5972816656.0,0.0,0.0,1.0,Steelers,DST
2013,2,Raiders,625.0,2097273616.0,6561.0,0.0,20736.0,0.0,1336336.0,0.0,3782742016.0,0.0,0.0,0.0,Jaguars,DST
2013,2,Titans,16.0,6146560000.0,810000.0,0.0,20736.0,1.0,875213056.0,16.0,41740124416.0,0.0,1.0,0.0,Texans,DST
2013,2,Chiefs,81.0,6234839521.0,65536.0,0.0,14641.0,0.0,1874161.0,0.0,10226063376.0,0.0,0.0,16.0,Cowboys,DST
2013,2,Cowboys,256.0,1568239201.0,83521.0,0.0,10000.0,0.0,168896016.0,0.0,9597924961.0,1.0,1.0,0.0,Chiefs,DST
2013,2,Lions,1.0,4640470641.0,390625.0,0.0,10000.0,1.0,57289761.0,1.0,14666178816.0,0.0,1.0,0.0,Cardinals,DST
2013,2,Falcons,0.0,15352201216.0,331776.0,0.0,6561.0,1.0,22667121.0,1.0,31414372081.0,0.0,0.0,0.0,Rams,DST
2013,2,Bills,1296.0,1121513121.0,279841.0,0.0,6561.0,0.0,244140625.0,1.0,8999178496.0,0.0,0.0,0.0,Panthers,DST
2013,2,Jaguars,81.0,168896016.0,130321.0,0.0,6561.0,0.0,2608757776.0,0.0,13363360000.0,0.0,1.0,1.0,Raiders,DST
2013,2,Dolphins,81.0,9845600625.0,160000.0,0.0,6561.0,0.0,312900721.0,1.0,40282095616.0,0.0,1.0,0.0,Colts,DST
2013,2,Saints,1.0,163047361.0,38416.0,0.0,6561.0,0.0,655360000.0,1.0,5554571841.0,0.0,1.0,1.0,Buccaneers,DST
2013,2,Browns,16.0,1506138481.0,38416.0,0.0,4096.0,0.0,96059601.0,0.0,7676563456.0,0.0,1.0,1.0,Ravens,DST
2013,2,Colts,625.0,7780827681.0,331776.0,0.0,4096.0,0.0,104060401.0,0.0,25091827216.0,0.0,0.0,1.0,Dolphins,DST
2013,2,Jets,1.0,1003875856.0,28561.0,0.0,4096.0,0.0,8503056.0,0.0,2897022976.0,0.0,1.0,0.0,Patriots,DST
2013,2,49ers,256.0,193877776.0,707281.0,0.0,4096.0,0.0,875213056.0,1.0,7072810000.0,1.0,1.0,0.0,Seahawks,DST
2013,2,Packers,1.0,9721171216.0,160000.0,0.0,2401.0,0.0,136048896.0,1.0,31713911056.0,0.0,0.0,0.0,Redskins,DST
2013,2,Texans,256.0,276922881.0,331776.0,1.0,2401.0,0.0,200533921.0,0.0,3782742016.0,0.0,0.0,0.0,Titans,DST
2013,2,Cardinals,1.0,5554571841.0,194481.0,0.0,1296.0,0.0,5764801.0,0.0,10750371856.0,1.0,0.0,1.0,Lions,DST
2013,2,Panthers,1.0,6784652161.0,331776.0,0.0,1296.0,0.0,492884401.0,1.0,36136489216.0,0.0,1.0,1.0,Bills,DST
2013,2,Eagles,1.0,29093783761.0,1185921.0,0.0,625.0,0.0,252047376.0,0.0,84402451441.0,0.0,0.0,16.0,Chargers,DST
2013,2,Steelers,0.0,6146560000.0,160000.0,0.0,256.0,0.0,260144641.0,0.0,27439591201.0,0.0,1.0,0.0,Bengals,DST
2013,2,Redskins,256.0,37822859361.0,2085136.0,0.0,256.0,0.0,373301041.0,0.0,113164960000.0,0.0,1.0,0.0,Packers,DST
2013,2,Giants,0.0,8882874001.0,2825761.0,0.0,16.0,0.0,131079601.0,0.0,29376588816.0,0.0,0.0,1.0,Broncos,DST
2013,2,Chargers,16.0,28534304241.0,810000.0,0.0,16.0,0.0,100000000.0,0.0,68184176641.0,0.0,1.0,0.0,Eagles,DST
2013,2,Rams,16.0,16243247601.0,923521.0,0.0,16.0,0.0,1679616.0,0.0,23854493601.0,0.0,1.0,0.0,Falcons,DST
2013,3,Bears,81.0,20632736881.0,279841.0,0.0,456976.0,16.0,40960000.0,16.0,44386483761.0,0.0,1.0,81.0,Steelers,DST
2013,3,Chiefs,1296.0,777796321.0,65536.0,0.0,456976.0,1.0,4857532416.0,16.0,34507149121.0,0.0,1.0,81.0,Eagles,DST
2013,3,Ravens,81.0,835210000.0,6561.0,0.0,331776.0,16.0,78074896.0,1.0,4857532416.0,0.0,0.0,0.0,Texans,DST
2013,3,Panthers,2401.0,65610000.0,0.0,0.0,279841.0,0.0,12960000.0,16.0,506250000.0,0.0,0.0,1.0,Giants,DST
2013,3,Packers,256.0,2136750625.0,1336336.0,0.0,160000.0,1.0,45212176.0,1.0,7780827681.0,1.0,1.0,81.0,Bengals,DST
2013,3,Bengals,256.0,2217373921.0,810000.0,0.0,104976.0,1.0,1097199376.0,16.0,25344958401.0,0.0,0.0,16.0,Packers,DST
2013,3,Cowboys,1296.0,1506138481.0,2401.0,0.0,50625.0,0.0,1500625.0,0.0,2897022976.0,0.0,0.0,1.0,Rams,DST
2013,3,Patriots,81.0,2608757776.0,81.0,0.0,50625.0,0.0,88529281.0,1.0,10884540241.0,0.0,0.0,0.0,Buccaneers,DST
2013,3,Saints,256.0,671898241.0,2401.0,0.0,50625.0,0.0,54700816.0,16.0,3722098081.0,0.0,0.0,0.0,Cardinals,DST
2013,3,Colts,81.0,373301041.0,2401.0,0.0,38416.0,0.0,174900625.0,1.0,4162314256.0,0.0,1.0,1.0,49ers,DST
2013,3,Browns,1296.0,1445900625.0,531441.0,0.0,28561.0,0.0,322417936.0,1.0,11716114081.0,0.0,1.0,16.0,Min,DST
2013,3,Seahawks,81.0,2097273616.0,83521.0,0.0,28561.0,0.0,6765201.0,16.0,4931550625.0,0.0,0.0,1.0,Jaguars,DST
2013,3,Jets,4096.0,1871773696.0,160000.0,0.0,20736.0,0.0,207360000.0,0.0,11574317056.0,0.0,0.0,0.0,Bills,DST
2013,3,Vikings,81.0,8767700496.0,923521.0,0.0,14641.0,0.0,112550881.0,81.0,27982932961.0,0.0,0.0,1.0,Browns,DST
2013,3,Falcons,625.0,1445900625.0,531441.0,0.0,10000.0,0.0,65610000.0,1.0,6597500625.0,0.0,1.0,1.0,Dolphins,DST
2013,3,Lions,16.0,8100000000.0,160000.0,0.0,10000.0,0.0,207360000.0,1.0,31116960000.0,0.0,1.0,1.0,Redskins,DST
2013,3,Titans,16.0,937890625.0,83521.0,0.0,10000.0,0.0,108243216.0,0.0,5887339441.0,1.0,0.0,1.0,Chargers,DST
2013,3,Redskins,1.0,20415837456.0,531441.0,0.0,10000.0,1.0,15752961.0,1.0,37822859361.0,0.0,0.0,0.0,Lions,DST
2013,3,Cardinals,256.0,10355301121.0,923521.0,0.0,1296.0,0.0,116985856.0,1.0,32015587041.0,0.0,1.0,0.0,Saints,DST
2013,3,Jaguars,16.0,10884540241.0,4100625.0,0.0,1296.0,0.0,592240896.0,1.0,52643172481.0,0.0,1.0,1.0,Seahawks,DST
2013,3,Eagles,625.0,3782742016.0,456976.0,0.0,1296.0,0.0,454371856.0,0.0,24098215696.0,0.0,0.0,0.0,Chiefs,DST
2013,3,Chargers,16.0,6324066576.0,160000.0,0.0,1296.0,0.0,835210000.0,0.0,41740124416.0,0.0,1.0,0.0,Titans,DST
2013,3,Buccaneers,81.0,1664966416.0,279841.0,0.0,1296.0,0.0,592240896.0,1.0,16426010896.0,0.0,1.0,0.0,Patriots,DST
2013,3,Bills,0.0,12003612721.0,531441.0,0.0,625.0,0.0,1097199376.0,16.0,69257922561.0,0.0,1.0,0.0,Jets,DST
2013,3,Dolphins,0.0,2847396321.0,279841.0,0.0,625.0,0.0,454371856.0,1.0,20200652641.0,0.0,0.0,1.0,Falcons,DST
2013,3,Giants,1.0,1871773696.0,2085136.0,0.0,625.0,0.0,1416468496.0,1.0,26115852816.0,0.0,1.0,1.0,Panthers,DST
2013,3,Raiders,1.0,19150131456.0,1874161.0,0.0,625.0,0.0,723394816.0,0.0,82538991616.0,0.0,1.0,16.0,Broncos,DST
2013,3,Broncos,81.0,7370050801.0,194481.0,0.0,256.0,0.0,5764801.0,0.0,13680577296.0,0.0,0.0,0.0,Raiders,DST
2013,3,Steelers,16.0,519885601.0,2560000.0,0.0,256.0,0.0,131079601.0,0.0,4430766096.0,1.0,0.0,0.0,Bears,DST
2013,3,Rams,1.0,1698181681.0,923521.0,0.0,81.0,0.0,1387488001.0,0.0,24591257856.0,0.0,1.0,1.0,Cowboys,DST
2013,3,Texans,16.0,671898241.0,810000.0,0.0,16.0,0.0,31640625.0,0.0,3102044416.0,0.0,1.0,0.0,Ravens,DST
2013,3,49ers,1.0,533794816.0,531441.0,0.0,16.0,0.0,1146228736.0,0.0,12745506816.0,0.0,0.0,0.0,Colts,DST
2013,4,Colts,256.0,741200625.0,81.0,0.0,456976.0,1.0,2560000.0,81.0,1766100625.0,0.0,1.0,0.0,Jaguars,DST
2013,4,Titans,625.0,3262808641.0,28561.0,0.0,456976.0,1.0,68574961.0,16.0,11859210000.0,0.0,0.0,16.0,Jets,DST
2013,4,Redskins,2401.0,1416468496.0,38416.0,0.0,279841.0,1.0,116985856.0,1.0,7886150416.0,0.0,1.0,16.0,Raiders,DST
2013,4,Chiefs,81.0,1600000000.0,2401.0,0.0,234256.0,1.0,92236816.0,1.0,7886150416.0,0.0,0.0,16.0,Giants,DST
2013,4,Broncos,81.0,6505390336.0,160000.0,0.0,194481.0,16.0,759333136.0,0.0,41006250000.0,1.0,0.0,0.0,Eagles,DST
2013,4,Seahawks,256.0,11156640625.0,160000.0,0.0,160000.0,1.0,519885601.0,16.0,51336683776.0,0.0,1.0,1.0,Texans,DST
2013,4,Bills,256.0,10617447681.0,160000.0,0.0,104976.0,0.0,331776.0,625.0,14166950625.0,0.0,0.0,0.0,Ravens,DST
2013,4,Lions,81.0,6690585616.0,1048576.0,0.0,83521.0,1.0,294499921.0,81.0,30237384321.0,0.0,0.0,1.0,Bears,DST
2013,4,Browns,16.0,1698181681.0,1296.0,0.0,65536.0,0.0,15752961.0,1.0,5006411536.0,0.0,0.0,1.0,Bengals,DST
2013,4,Saints,256.0,2176782336.0,83521.0,0.0,65536.0,0.0,174900625.0,81.0,12003612721.0,0.0,0.0,1.0,Dolphins,DST
2013,4,49ers,625.0,835210000.0,14641.0,0.0,65536.0,0.0,104976.0,1.0,1249198336.0,0.0,1.0,1.0,Rams,DST
2013,4,Cardinals,16.0,895745041.0,10000.0,0.0,50625.0,0.0,40960000.0,16.0,4097152081.0,0.0,1.0,1.0,Buccaneers,DST
2013,4,Buccaneers,1.0,3317760000.0,28561.0,0.0,38416.0,0.0,9834496.0,16.0,7676563456.0,0.0,0.0,1.0,Cardinals,DST
2013,4,Raiders,1.0,2217373921.0,331776.0,0.0,20736.0,1.0,221533456.0,0.0,13206836241.0,1.0,0.0,1.0,Redskins,DST
2013,4,Texans,625.0,68574961.0,279841.0,0.0,10000.0,0.0,1026625681.0,1.0,5314410000.0,0.0,0.0,1.0,Seahawks,DST
2013,4,Vikings,625.0,16243247601.0,531441.0,0.0,10000.0,0.0,35153041.0,1.0,35477982736.0,0.0,0.0,1.0,Steelers,DST
2013,4,Ravens,16.0,466948881.0,279841.0,0.0,6561.0,0.0,1698181681.0,16.0,15006250000.0,0.0,1.0,1.0,Bills,DST
2013,4,Bengals,81.0,3722098081.0,83521.0,0.0,6561.0,0.0,62742241.0,0.0,12745506816.0,1.0,1.0,0.0,Browns,DST
2013,4,Cowboys,1.0,24098215696.0,810000.0,0.0,6561.0,1.0,157351936.0,1.0,65554433296.0,0.0,1.0,0.0,Chargers,DST
2013,4,Bears,1.0,2702336256.0,2560000.0,0.0,2401.0,0.0,639128961.0,1.0,22430753361.0,0.0,1.0,16.0,Lions,DST
2013,4,Giants,1.0,6879707136.0,923521.0,0.0,2401.0,0.0,108243216.0,16.0,23134410000.0,0.0,1.0,1.0,Chiefs,DST
2013,4,Chargers,81.0,2655237841.0,194481.0,0.0,1296.0,0.0,71639296.0,0.0,10355301121.0,0.0,0.0,1.0,Cowboys,DST
2013,4,Rams,16.0,519885601.0,1500625.0,0.0,1296.0,0.0,2300257521.0,0.0,18741610000.0,0.0,0.0,16.0,49ers,DST
2013,4,Patriots,16.0,25344958401.0,279841.0,0.0,625.0,0.0,11316496.0,1.0,43617904801.0,0.0,1.0,0.0,Falcons,DST
2013,4,Jaguars,16.0,6146560000.0,1874161.0,0.0,256.0,0.0,607573201.0,1.0,36469158961.0,0.0,0.0,0.0,Colts,DST
2013,4,Dolphins,16.0,24840596881.0,2085136.0,0.0,256.0,0.0,21381376.0,0.0,46753250625.0,0.0,1.0,1.0,Saints,DST
2013,4,Jets,16.0,3544535296.0,2085136.0,0.0,16.0,0.0,37015056.0,0.0,10750371856.0,0.0,1.0,0.0,Titans,DST
2013,4,Eagles,1.0,12003612721.0,7311616.0,0.0,1.0,0.0,395254161.0,0.0,49632710656.0,0.0,1.0,0.0,Broncos,DST
2013,4,Steelers,1.0,3782742016.0,1336336.0,0.0,1.0,0.0,442050625.0,0.0,23854493601.0,0.0,1.0,0.0,Min,DST
2013,4,Falcons,0.0,9971220736.0,810000.0,0.0,0.0,0.0,303595776.0,0.0,40282095616.0,0.0,0.0,0.0,Patriots,DST
2013,5,Cardinals,2401.0,4430766096.0,1296.0,1.0,531441.0,0.0,81450625.0,81.0,15527402881.0,0.0,0.0,1.0,Panthers,DST
2013,5,49ers,1.0,1097199376.0,81.0,0.0,390625.0,1.0,294499921.0,81.0,9597924961.0,0.0,0.0,1.0,Texans,DST
2013,5,Raiders,16.0,23372600161.0,83521.0,0.0,331776.0,1.0,1679616.0,81.0,33243864241.0,1.0,0.0,16.0,Chargers,DST
2013,5,Browns,256.0,1249198336.0,331776.0,0.0,130321.0,16.0,577200625.0,1.0,13841287201.0,0.0,0.0,0.0,Bills,DST
2013,5,Chiefs,81.0,2998219536.0,83521.0,0.0,130321.0,1.0,121550625.0,16.0,13206836241.0,0.0,1.0,1.0,Titans,DST
2013,5,Bengals,256.0,759333136.0,1296.0,0.0,104976.0,0.0,45212176.0,1.0,3782742016.0,0.0,0.0,1.0,Patriots,DST
2013,5,Rams,16.0,5082121521.0,160000.0,0.0,104976.0,1.0,84934656.0,16.0,17363069361.0,0.0,0.0,1.0,Jaguars,DST
2013,5,Patriots,256.0,1026625681.0,28561.0,0.0,50625.0,0.0,688747536.0,1.0,13521270961.0,0.0,1.0,1.0,Bengals,DST
2013,5,Colts,16.0,1766100625.0,614656.0,0.0,38416.0,1.0,2258530576.0,1.0,32015587041.0,1.0,0.0,1.0,Seahawks,DST
2013,5,Dolphins,16.0,3969126001.0,456976.0,0.0,28561.0,1.0,312900721.0,1.0,21743271936.0,0.0,0.0,1.0,Ravens,DST
2013,5,Packers,625.0,2428912656.0,6561.0,0.0,20736.0,0.0,16777216.0,0.0,6690585616.0,0.0,0.0,0.0,Lions,DST
2013,5,Eagles,1.0,11859210000.0,194481.0,0.0,10000.0,0.0,7890481.0,81.0,21517662721.0,0.0,1.0,1.0,Giants,DST
2013,5,Seahawks,16.0,1871773696.0,1336336.0,1.0,10000.0,0.0,141158161.0,0.0,10098039121.0,1.0,1.0,16.0,Colts,DST
2013,5,Panthers,16.0,655360000.0,234256.0,0.0,6561.0,0.0,65610000.0,81.0,3906250000.0,0.0,1.0,0.0,Cardinals,DST
2013,5,Saints,81.0,13363360000.0,104976.0,0.0,6561.0,0.0,78074896.0,0.0,35477982736.0,0.0,1.0,1.0,Bears,DST
2013,5,Broncos,256.0,48796810000.0,5308416.0,0.0,4096.0,0.0,7311616.0,1.0,74247530256.0,0.0,1.0,1.0,Cowboys,DST
2013,5,Ravens,1296.0,5473632256.0,279841.0,0.0,2401.0,0.0,234256.0,0.0,7471182096.0,0.0,1.0,0.0,Dolphins,DST
2013,5,Titans,16.0,2947295521.0,456976.0,0.0,2401.0,0.0,207360000.0,1.0,15527402881.0,0.0,0.0,1.0,Chiefs,DST
2013,5,Bills,625.0,1568239201.0,1874161.0,0.0,625.0,0.0,68574961.0,0.0,7072810000.0,0.0,1.0,0.0,Browns,DST
2013,5,Chargers,256.0,1445900625.0,531441.0,0.0,625.0,0.0,116985856.0,0.0,7992538801.0,0.0,1.0,0.0,Raiders,DST
2013,5,Falcons,256.0,835210000.0,810000.0,0.0,256.0,0.0,193877776.0,0.0,6879707136.0,0.0,0.0,0.0,Jets,DST
2013,5,Cowboys,0.0,29376588816.0,6765201.0,0.0,256.0,0.0,112550881.0,1.0,71443409521.0,0.0,0.0,1.0,Broncos,DST
2013,5,Jets,16.0,7992538801.0,614656.0,0.0,256.0,0.0,16777216.0,0.0,17363069361.0,0.0,1.0,1.0,Falcons,DST
2013,5,Bears,1.0,6414247921.0,456976.0,0.0,16.0,0.0,16777216.0,0.0,14498327281.0,0.0,0.0,0.0,Saints,DST
2013,5,Lions,1.0,5236114321.0,234256.0,0.0,16.0,0.0,1049760000.0,0.0,40642963201.0,0.0,1.0,0.0,Packers,DST
2013,5,Jaguars,16.0,1871773696.0,1336336.0,0.0,16.0,0.0,418161601.0,0.0,15178486401.0,0.0,1.0,0.0,Rams,DST
2013,5,Texans,1.0,131079601.0,1336336.0,0.0,1.0,0.0,981506241.0,0.0,6505390336.0,0.0,1.0,0.0,49ers,DST
2013,5,Giants,1.0,7992538801.0,1679616.0,0.0,1.0,0.0,384160000.0,0.0,37141383841.0,0.0,0.0,0.0,Eagles,DST
2013,6,Rams,625.0,5082121521.0,28561.0,0.0,1048576.0,16.0,547981281.0,16.0,31116960000.0,0.0,1.0,16.0,Texans,DST
2013,6,Chiefs,6561.0,547981281.0,2401.0,0.0,614656.0,1.0,214358881.0,81.0,5636405776.0,0.0,0.0,0.0,Raiders,DST
2013,6,Cowboys,81.0,2217373921.0,65536.0,0.0,83521.0,1.0,2176782336.0,1.0,35152125121.0,0.0,0.0,1.0,Redskins,DST
2013,6,Steelers,81.0,1146228736.0,1296.0,0.0,83521.0,0.0,47458321.0,16.0,5082121521.0,0.0,1.0,0.0,Jets,DST
2013,6,Titans,16.0,4097152081.0,160000.0,0.0,65536.0,1.0,519885601.0,0.0,26639462656.0,0.0,1.0,16.0,Seahawks,DST
2013,6,49ers,1.0,7471182096.0,160000.0,1.0,50625.0,0.0,141158161.0,16.0,26376683281.0,0.0,0.0,16.0,Cardinals,DST
2013,6,Panthers,81.0,2136750625.0,10000.0,0.0,38416.0,0.0,31640625.0,16.0,7072810000.0,0.0,1.0,0.0,Min,DST
2013,6,Bears,1.0,2897022976.0,194481.0,0.0,38416.0,1.0,228886641.0,81.0,15882300625.0,0.0,0.0,0.0,Giants,DST
2013,6,Seahawks,81.0,607573201.0,28561.0,0.0,38416.0,0.0,18974736.0,16.0,2472973441.0,0.0,0.0,0.0,Titans,DST
2013,6,Jaguars,0.0,7573350625.0,1500625.0,0.0,20736.0,1.0,157351936.0,1.0,27439591201.0,0.0,1.0,16.0,Broncos,DST
2013,6,Ravens,81.0,7886150416.0,130321.0,0.0,14641.0,0.0,384160000.0,1.0,36804120336.0,0.0,0.0,1.0,Packers,DST
2013,6,Packers,625.0,9597924961.0,83521.0,0.0,14641.0,0.0,4879681.0,0.0,16796160000.0,0.0,1.0,1.0,Ravens,DST
2013,6,Broncos,16.0,7170871761.0,130321.0,0.0,10000.0,0.0,25411681.0,16.0,17172529936.0,0.0,0.0,0.0,Jaguars,DST
2013,6,Lions,16.0,5236114321.0,83521.0,0.0,10000.0,0.0,252047376.0,16.0,24343800625.0,0.0,1.0,0.0,Browns,DST
2013,6,Chargers,1.0,1387488001.0,6561.0,0.0,10000.0,0.0,29986576.0,1.0,5082121521.0,0.0,0.0,0.0,Colts,DST
2013,6,Bengals,625.0,1358954496.0,331776.0,0.0,4096.0,0.0,285610000.0,0.0,10750371856.0,0.0,1.0,1.0,Bills,DST
2013,6,Jets,256.0,4228250625.0,130321.0,0.0,4096.0,0.0,28398241.0,0.0,11574317056.0,0.0,0.0,0.0,Steelers,DST
2013,6,Eagles,16.0,4362470401.0,160000.0,0.0,4096.0,0.0,78074896.0,1.0,15178486401.0,0.0,1.0,0.0,Buccaneers,DST
2013,6,Saints,625.0,3049800625.0,810000.0,0.0,2401.0,0.0,395254161.0,1.0,19987173376.0,0.0,1.0,0.0,Patriots,DST
2013,6,Cardinals,16.0,3208542736.0,1048576.0,0.0,1296.0,0.0,492884401.0,1.0,22430753361.0,0.0,1.0,1.0,49ers,DST
2013,6,Bills,81.0,10226063376.0,531441.0,0.0,1296.0,0.0,741200625.0,1.0,54423757521.0,0.0,0.0,0.0,Bengals,DST
2013,6,Colts,16.0,2655237841.0,130321.0,0.0,1296.0,0.0,466948881.0,0.0,19565295376.0,0.0,1.0,0.0,Chargers,DST
2013,6,Patriots,1.0,2798410000.0,531441.0,0.0,1296.0,0.0,294499921.0,1.0,16983563041.0,0.0,0.0,1.0,Saints,DST
2013,6,Raiders,81.0,121550625.0,331776.0,0.0,1296.0,0.0,151807041.0,0.0,2176782336.0,0.0,1.0,1.0,Chiefs,DST
2013,6,Browns,1.0,3782742016.0,923521.0,0.0,81.0,0.0,193877776.0,1.0,17944209936.0,0.0,0.0,0.0,Lions,DST
2013,6,Buccaneers,1.0,6784652161.0,923521.0,0.0,81.0,0.0,362673936.0,0.0,32625390625.0,0.0,0.0,1.0,Eagles,DST
2013,6,Redskins,1.0,741200625.0,923521.0,0.0,81.0,0.0,5308416.0,1.0,2058346161.0,0.0,1.0,0.0,Cowboys,DST
2013,6,Vikings,1.0,3102044416.0,1500625.0,0.0,1.0,0.0,294499921.0,0.0,18141126721.0,0.0,0.0,0.0,Panthers,DST
2013,6,Giants,0.0,4711998736.0,531441.0,0.0,1.0,0.0,146410000.0,0.0,19150131456.0,0.0,1.0,0.0,Bears,DST
