Year,Week,Name,50+,Points,FGA,XPM,XPA,Away Games,FGM,Opponent,Position
2011,3,Connor Barth,0.0,100.0,9.0,1.0,1.0,0.0,9.0,Falcons,K
2011,3,Stephen Hauschka,1.0,81.0,4.0,1.0,1.0,0.0,4.0,Cardinals,K
2011,3,Mason Crosby,0.0,81.0,4.0,9.0,9.0,1.0,4.0,Bears,K
2011,3,David Akers,1.0,81.0,4.0,1.0,1.0,1.0,4.0,Bengals,K
2011,3,Adam Vinatieri,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Steelers,K
2011,3,Nick Novak,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Chiefs,K
2011,3,Stephen Gostkowski,0.0,49.0,1.0,16.0,16.0,1.0,1.0,Bills,K
2011,3,Matt Bryant,0.0,49.0,4.0,1.0,1.0,1.0,4.0,Buccaneers,K
2011,3,Josh Scobee,1.0,36.0,1.0,1.0,1.0,1.0,1.0,Panthers,K
2011,3,Mike Nugent,0.0,36.0,4.0,0.0,0.0,0.0,4.0,49ers,K
2011,3,Olindo Mare,0.0,36.0,4.0,0.0,0.0,0.0,4.0,Jaguars,K
2011,3,John Kasay,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Texans,K
2011,3,Nick Folk,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Raiders,K
2011,3,Ryan Succop,0.0,25.0,4.0,4.0,4.0,1.0,1.0,Chargers,K
2011,3,Robbie Gould,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Packers,K
2011,3,Phil Dawson,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Dolphins,K
2011,3,Rob Bironas,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Broncos,K
2011,3,Jay Feely,0.0,16.0,9.0,1.0,1.0,1.0,1.0,Seahawks,K
2011,3,Lawrence Tynes,0.0,9.0,0.0,9.0,9.0,1.0,0.0,Eagles,K
2011,3,Matt Prater,0.0,4.0,0.0,4.0,4.0,1.0,0.0,Titans,K
2011,3,Brett Kern,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Broncos,K
2011,3,Josh Brown,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Ravens,K
2011,3,Matt Turk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Panthers,K
2011,3,Andy Lee,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Bengals,K
2011,4,Ryan Succop,4.0,400.0,25.0,1.0,1.0,0.0,25.0,Min,K
2011,4,Nick Novak,0.0,196.0,16.0,4.0,4.0,0.0,16.0,Dolphins,K
2011,4,Matt Bryant,1.0,196.0,9.0,9.0,9.0,1.0,9.0,Seahawks,K
2011,4,Jason Hanson,1.0,144.0,4.0,16.0,16.0,1.0,4.0,Cowboys,K
2011,4,Dan Carpenter,1.0,144.0,9.0,1.0,1.0,1.0,9.0,Chargers,K
2011,4,Dan Bailey,0.0,144.0,9.0,9.0,9.0,0.0,9.0,Lions,K
2011,4,Mike Nugent,0.0,121.0,9.0,4.0,4.0,0.0,9.0,Bills,K
2011,4,Olindo Mare,0.0,121.0,25.0,4.0,4.0,1.0,9.0,Bears,K
2011,4,John Kasay,0.0,121.0,25.0,4.0,4.0,1.0,9.0,Jaguars,K
2011,4,Alex Henery,0.0,121.0,25.0,4.0,4.0,0.0,9.0,49ers,K
2011,4,Robbie Gould,0.0,100.0,4.0,16.0,16.0,0.0,4.0,Panthers,K
2011,4,Billy Cundiff,0.0,100.0,4.0,16.0,16.0,0.0,4.0,Jets,K
2011,4,Jay Feely,0.0,81.0,4.0,9.0,9.0,0.0,4.0,Giants,K
2011,4,Phil Dawson,1.0,81.0,4.0,1.0,1.0,0.0,4.0,Titans,K
2011,4,Rian Lindell,0.0,64.0,4.0,4.0,4.0,1.0,4.0,Bengals,K
2011,4,Lawrence Tynes,0.0,49.0,1.0,16.0,16.0,1.0,1.0,Cardinals,K
2011,4,Sebastian Janikowski,0.0,49.0,4.0,1.0,1.0,0.0,4.0,Patriots,K
2011,4,Stephen Gostkowski,0.0,49.0,1.0,16.0,16.0,1.0,1.0,Raiders,K
2011,4,Mason Crosby,0.0,49.0,0.0,49.0,49.0,0.0,0.0,Broncos,K
2011,4,Rob Bironas,0.0,49.0,1.0,16.0,16.0,1.0,1.0,Browns,K
2011,4,Connor Barth,0.0,36.0,4.0,9.0,9.0,0.0,1.0,Colts,K
2011,4,David Akers,0.0,36.0,9.0,9.0,9.0,1.0,1.0,Eagles,K
2011,4,Adam Vinatieri,0.0,25.0,4.0,4.0,4.0,1.0,1.0,Buccaneers,K
2011,4,Neil Rackers,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Steelers,K
2011,4,Matt Prater,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Packers,K
2011,4,Ryan Longwell,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Chiefs,K
2011,4,Graham Gano,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Rams,K
2011,4,Nick Folk,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Ravens,K
2011,4,Shaun Suisham,0.0,16.0,4.0,1.0,1.0,1.0,1.0,Texans,K
2011,4,Josh Scobee,0.0,16.0,1.0,1.0,1.0,0.0,1.0,Saints,K
2011,4,Stephen Hauschka,0.0,16.0,1.0,16.0,16.0,0.0,0.0,Falcons,K
2011,4,Josh Brown,0.0,16.0,1.0,1.0,1.0,0.0,1.0,Redskins,K
2011,5,Nick Novak,1.0,361.0,25.0,4.0,4.0,1.0,25.0,Broncos,K
2011,5,Sebastian Janikowski,9.0,361.0,16.0,1.0,1.0,1.0,16.0,Texans,K
2011,5,Mason Crosby,1.0,225.0,16.0,1.0,1.0,1.0,16.0,Falcons,K
2011,5,Ryan Longwell,1.0,144.0,9.0,16.0,16.0,0.0,4.0,Cardinals,K
2011,5,John Kasay,0.0,144.0,9.0,9.0,9.0,1.0,9.0,Panthers,K
2011,5,Stephen Hauschka,1.0,144.0,4.0,16.0,16.0,1.0,4.0,Giants,K
2011,5,Stephen Gostkowski,0.0,144.0,9.0,9.0,9.0,0.0,9.0,Jets,K
2011,5,David Akers,0.0,144.0,4.0,36.0,36.0,0.0,4.0,Buccaneers,K
2011,5,Neil Rackers,1.0,100.0,9.0,4.0,4.0,0.0,4.0,Raiders,K
2011,5,Adam Vinatieri,1.0,64.0,1.0,9.0,9.0,0.0,1.0,Chiefs,K
2011,5,Shaun Suisham,0.0,64.0,1.0,25.0,25.0,0.0,1.0,Titans,K
2011,5,Josh Scobee,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Bengals,K
2011,5,Rian Lindell,0.0,49.0,1.0,16.0,16.0,0.0,1.0,Eagles,K
2011,5,Robbie Gould,0.0,49.0,4.0,1.0,1.0,1.0,4.0,Lions,K
2011,5,Mike Nugent,0.0,36.0,1.0,9.0,16.0,1.0,1.0,Jaguars,K
2011,5,Alex Henery,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Bills,K
2011,5,Jason Hanson,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Bears,K
2011,5,Jay Feely,1.0,36.0,1.0,1.0,1.0,1.0,1.0,Min,K
2011,5,Lawrence Tynes,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Seahawks,K
2011,5,Rob Bironas,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Steelers,K
2011,5,Ryan Succop,0.0,16.0,0.0,16.0,16.0,1.0,0.0,Colts,K
2011,5,Matt Prater,0.0,16.0,1.0,1.0,1.0,0.0,1.0,Chargers,K
2011,5,Olindo Mare,0.0,9.0,0.0,9.0,16.0,0.0,0.0,Saints,K
2011,5,Nick Folk,0.0,9.0,0.0,9.0,9.0,1.0,0.0,Patriots,K
2011,5,Connor Barth,0.0,9.0,1.0,0.0,0.0,1.0,1.0,49ers,K
2011,5,Matt Bryant,0.0,4.0,0.0,4.0,4.0,0.0,0.0,Packers,K
2011,5,Daniel Sepulveda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Titans,K
2011,6,Billy Cundiff,0.0,289.0,25.0,4.0,4.0,0.0,25.0,Texans,K
2011,6,Robbie Gould,1.0,225.0,9.0,16.0,16.0,0.0,9.0,Min,K
2011,6,Connor Barth,0.0,196.0,25.0,4.0,4.0,0.0,16.0,Saints,K
2011,6,David Akers,1.0,169.0,9.0,4.0,4.0,1.0,9.0,Lions,K
2011,6,Dan Bailey,0.0,100.0,9.0,1.0,1.0,1.0,9.0,Patriots,K
2011,6,Lawrence Tynes,0.0,81.0,9.0,9.0,9.0,0.0,4.0,Bills,K
2011,6,Mike Nugent,0.0,81.0,9.0,9.0,9.0,0.0,4.0,Colts,K
2011,6,Graham Gano,1.0,81.0,4.0,1.0,1.0,0.0,4.0,Eagles,K
2011,6,John Kasay,0.0,64.0,4.0,4.0,4.0,1.0,4.0,Buccaneers,K
2011,6,Alex Henery,0.0,64.0,4.0,4.0,4.0,1.0,4.0,Redskins,K
2011,6,Stephen Gostkowski,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Cowboys,K
2011,6,Josh Scobee,0.0,49.0,4.0,1.0,1.0,1.0,4.0,Steelers,K
2011,6,Shane Lechler,0.0,49.0,0.0,0.0,0.0,0.0,0.0,Browns,K
2011,6,Jason Hanson,0.0,49.0,9.0,1.0,1.0,0.0,4.0,49ers,K
2011,6,Matt Bryant,0.0,49.0,1.0,16.0,16.0,0.0,1.0,Panthers,K
2011,6,Rian Lindell,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Giants,K
2011,6,Sebastian Janikowski,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Browns,K
2011,6,Nick Folk,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Dolphins,K
2011,6,Mason Crosby,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Rams,K
2011,6,Dan Carpenter,0.0,36.0,4.0,0.0,0.0,1.0,4.0,Jets,K
2011,6,Adam Vinatieri,0.0,25.0,4.0,4.0,4.0,1.0,1.0,Bengals,K
2011,6,Shaun Suisham,0.0,25.0,4.0,4.0,4.0,0.0,1.0,Jaguars,K
2011,6,Olindo Mare,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Falcons,K
2011,6,Phil Dawson,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Raiders,K
2011,6,Ryan Longwell,0.0,16.0,4.0,1.0,1.0,1.0,1.0,Bears,K
2011,6,Josh Brown,0.0,9.0,4.0,0.0,0.0,1.0,1.0,Packers,K
2011,6,Neil Rackers,0.0,4.0,0.0,4.0,4.0,1.0,0.0,Ravens,K
2011,7,Josh Scobee,9.0,324.0,16.0,0.0,0.0,0.0,16.0,Ravens,K
2011,7,Mason Crosby,1.0,289.0,16.0,9.0,9.0,1.0,16.0,Min,K
2011,7,Olindo Mare,0.0,225.0,16.0,9.0,9.0,0.0,16.0,Redskins,K
2011,7,John Kasay,0.0,196.0,4.0,64.0,64.0,0.0,4.0,Colts,K
2011,7,Shaun Suisham,0.0,144.0,9.0,9.0,9.0,1.0,9.0,Cardinals,K
2011,7,Dan Bailey,1.0,144.0,4.0,16.0,16.0,0.0,4.0,Rams,K
2011,7,Neil Rackers,0.0,121.0,4.0,25.0,25.0,1.0,4.0,Titans,K
2011,7,Ryan Longwell,1.0,121.0,4.0,9.0,9.0,0.0,4.0,Packers,K
2011,7,Matt Bryant,0.0,121.0,9.0,4.0,4.0,1.0,9.0,Lions,K
2011,7,Jason Hanson,0.0,100.0,9.0,1.0,1.0,0.0,9.0,Falcons,K
2011,7,Phil Dawson,4.0,100.0,16.0,0.0,0.0,0.0,4.0,Seahawks,K
2011,7,Nick Folk,0.0,81.0,4.0,9.0,9.0,0.0,4.0,Chargers,K
2011,7,Dan Carpenter,0.0,81.0,9.0,0.0,0.0,0.0,9.0,Broncos,K
2011,7,Graham Gano,0.0,64.0,4.0,4.0,4.0,1.0,4.0,Panthers,K
2011,7,Matt Prater,1.0,36.0,9.0,1.0,1.0,1.0,1.0,Dolphins,K
2011,7,Robbie Gould,0.0,36.0,4.0,9.0,9.0,1.0,1.0,Buccaneers,K
2011,7,Ryan Succop,0.0,16.0,0.0,16.0,16.0,1.0,0.0,Raiders,K
2011,7,Connor Barth,0.0,16.0,1.0,1.0,1.0,0.0,1.0,Bears,K
2011,7,Nick Novak,0.0,9.0,0.0,9.0,9.0,1.0,0.0,Jets,K
2011,7,Stephen Hauschka,0.0,9.0,1.0,0.0,0.0,1.0,1.0,Browns,K
2011,7,Jay Feely,0.0,4.0,0.0,4.0,4.0,0.0,0.0,Steelers,K
2011,7,Adam Vinatieri,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Saints,K
2011,7,Billy Cundiff,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Jaguars,K
2011,7,Josh Brown,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Cowboys,K
2011,7,Rob Bironas,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Texans,K
2011,8,Rob Bironas,4.0,169.0,4.0,9.0,9.0,0.0,4.0,Colts,K
2011,8,Nick Novak,0.0,144.0,25.0,0.0,0.0,1.0,16.0,Chiefs,K
2011,8,Billy Cundiff,0.0,144.0,9.0,9.0,9.0,0.0,9.0,Cardinals,K
2011,8,Shaun Suisham,0.0,121.0,16.0,4.0,4.0,0.0,9.0,Patriots,K
2011,8,Ryan Succop,0.0,121.0,9.0,4.0,4.0,0.0,9.0,Chargers,K
2011,8,Rian Lindell,0.0,121.0,16.0,4.0,4.0,0.0,9.0,Redskins,K
2011,8,Jason Hanson,1.0,121.0,1.0,36.0,36.0,1.0,1.0,Broncos,K
2011,8,Mike Nugent,0.0,100.0,4.0,16.0,16.0,1.0,4.0,Seahawks,K
2011,8,Alex Henery,0.0,100.0,4.0,16.0,16.0,0.0,4.0,Cowboys,K
2011,8,Jay Feely,0.0,81.0,4.0,9.0,9.0,1.0,4.0,Ravens,K
2011,8,Lawrence Tynes,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Dolphins,K
2011,8,David Akers,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Browns,K
2011,8,Josh Brown,0.0,49.0,1.0,16.0,16.0,0.0,1.0,Saints,K
2011,8,Neil Rackers,0.0,36.0,4.0,9.0,9.0,0.0,1.0,Jaguars,K
2011,8,Ryan Longwell,0.0,36.0,4.0,9.0,9.0,1.0,1.0,Panthers,K
2011,8,Stephen Hauschka,0.0,36.0,4.0,0.0,0.0,0.0,4.0,Bengals,K
2011,8,Phil Dawson,1.0,36.0,1.0,1.0,1.0,1.0,1.0,49ers,K
2011,8,Stephen Gostkowski,0.0,25.0,4.0,4.0,4.0,1.0,1.0,Steelers,K
2011,8,Dan Carpenter,0.0,25.0,1.0,4.0,4.0,1.0,1.0,Giants,K
2011,8,Adam Vinatieri,0.0,16.0,1.0,1.0,1.0,1.0,1.0,Titans,K
2011,8,Matt Prater,0.0,16.0,1.0,1.0,1.0,0.0,1.0,Lions,K
2011,8,Olindo Mare,0.0,9.0,1.0,9.0,9.0,0.0,0.0,Min,K
2011,8,John Kasay,0.0,9.0,1.0,9.0,9.0,1.0,0.0,Rams,K
2011,8,Josh Scobee,0.0,4.0,0.0,4.0,4.0,1.0,0.0,Texans,K
2011,8,Dan Bailey,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Eagles,K
2011,8,Graham Gano,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bills,K
2011,9,David Akers,1.0,225.0,16.0,1.0,1.0,1.0,16.0,Redskins,K
2011,9,Neil Rackers,1.0,196.0,9.0,9.0,9.0,0.0,9.0,Browns,K
2011,9,Robbie Gould,1.0,196.0,9.0,9.0,9.0,1.0,9.0,Eagles,K
2011,9,Billy Cundiff,1.0,169.0,16.0,4.0,4.0,1.0,9.0,Steelers,K
2011,9,Nick Folk,1.0,121.0,9.0,9.0,9.0,1.0,4.0,Bills,K
2011,9,Dan Bailey,0.0,121.0,9.0,4.0,4.0,0.0,9.0,Seahawks,K
2011,9,Nick Novak,1.0,100.0,1.0,25.0,25.0,0.0,1.0,Packers,K
2011,9,Phil Dawson,4.0,100.0,4.0,0.0,0.0,1.0,4.0,Texans,K
2011,9,Connor Barth,0.0,100.0,9.0,1.0,1.0,1.0,9.0,Saints,K
2011,9,John Kasay,0.0,81.0,9.0,9.0,9.0,0.0,4.0,Buccaneers,K
2011,9,Mason Crosby,0.0,81.0,1.0,36.0,36.0,1.0,1.0,Chargers,K
2011,9,Josh Brown,0.0,81.0,16.0,0.0,0.0,1.0,9.0,Cardinals,K
2011,9,Shaun Suisham,0.0,64.0,4.0,4.0,4.0,0.0,4.0,Ravens,K
2011,9,Matt Prater,0.0,64.0,4.0,25.0,25.0,1.0,1.0,Raiders,K
2011,9,Stephen Gostkowski,0.0,64.0,9.0,4.0,4.0,0.0,4.0,Giants,K
2011,9,Stephen Hauschka,0.0,49.0,9.0,1.0,1.0,1.0,4.0,Cowboys,K
2011,9,Jay Feely,0.0,49.0,4.0,1.0,1.0,0.0,4.0,Rams,K
2011,9,Dan Carpenter,0.0,49.0,1.0,16.0,16.0,1.0,1.0,Chiefs,K
2011,9,Matt Bryant,0.0,49.0,1.0,16.0,16.0,1.0,1.0,Colts,K
2011,9,Lawrence Tynes,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Patriots,K
2011,9,Mike Nugent,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Titans,K
2011,9,Sebastian Janikowski,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Broncos,K
2011,9,Alex Henery,0.0,36.0,1.0,9.0,9.0,0.0,1.0,Bears,K
2011,9,Graham Gano,1.0,25.0,1.0,0.0,0.0,0.0,1.0,49ers,K
2011,9,Rob Bironas,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Bengals,K
2011,9,Ryan Succop,0.0,9.0,1.0,0.0,0.0,0.0,1.0,Dolphins,K
2011,9,Rian Lindell,0.0,9.0,1.0,0.0,0.0,0.0,1.0,Jets,K
2011,9,Adam Vinatieri,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Falcons,K
2011,9,Chas Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bears,K
2011,9,Dustin Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dolphins,K
2011,9,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Raiders,K
2011,10,John Kasay,1.0,256.0,25.0,4.0,4.0,1.0,16.0,Falcons,K
2011,10,Stephen Hauschka,0.0,256.0,25.0,1.0,1.0,0.0,25.0,Ravens,K
2011,10,Robbie Gould,1.0,225.0,16.0,16.0,16.0,0.0,9.0,Lions,K
2011,10,Stephen Gostkowski,1.0,225.0,9.0,16.0,16.0,1.0,9.0,Jets,K
2011,10,David Akers,1.0,225.0,16.0,1.0,1.0,0.0,16.0,Giants,K
2011,10,Dan Bailey,0.0,196.0,9.0,25.0,25.0,0.0,9.0,Bills,K
2011,10,Phil Dawson,0.0,144.0,25.0,0.0,0.0,0.0,16.0,Rams,K
2011,10,Rob Bironas,0.0,144.0,9.0,9.0,9.0,1.0,9.0,Panthers,K
2011,10,Matt Bryant,0.0,121.0,16.0,4.0,4.0,0.0,9.0,Saints,K
2011,10,Graham Gano,0.0,81.0,25.0,0.0,0.0,1.0,9.0,Dolphins,K
2011,10,Mason Crosby,0.0,81.0,1.0,36.0,36.0,0.0,1.0,Min,K
2011,10,Lawrence Tynes,0.0,64.0,4.0,4.0,4.0,1.0,4.0,49ers,K
2011,10,Dan Carpenter,0.0,64.0,9.0,4.0,4.0,0.0,4.0,Redskins,K
2011,10,Neil Rackers,0.0,49.0,4.0,16.0,25.0,1.0,1.0,Buccaneers,K
2011,10,Jason Hanson,0.0,49.0,4.0,1.0,1.0,1.0,4.0,Bears,K
2011,10,Josh Brown,0.0,49.0,4.0,1.0,1.0,1.0,4.0,Browns,K
2011,10,Shaun Suisham,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Bengals,K
2011,10,Sebastian Janikowski,0.0,36.0,1.0,9.0,9.0,1.0,1.0,Chargers,K
2011,10,Josh Scobee,0.0,25.0,4.0,4.0,4.0,1.0,1.0,Colts,K
2011,10,Matt Prater,0.0,25.0,4.0,4.0,4.0,1.0,1.0,Chiefs,K
2011,10,Mike Nugent,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Steelers,K
2011,10,Nick Novak,0.0,25.0,4.0,4.0,4.0,0.0,1.0,Raiders,K
2011,10,Alex Henery,0.0,25.0,1.0,4.0,4.0,0.0,1.0,Cardinals,K
