Year,Week,Name,50+,Points,FGA,XPM,XPA,Away Games,FGM,Opponent,Position
2014,12,Josh Brown,0.0,1024.0,0.0,1024.0,1024.0,0.0,0.0,Cowboys,K
2014,12,Josh Scobee,0.0,243.0,1.0,0.0,0.0,1.0,1.0,Colts,K
2014,12,Robbie Gould,0.0,243.0,1.0,243.0,243.0,0.0,0.0,Buccaneers,K
2014,12,Nick Folk,0.0,243.0,1.0,0.0,0.0,1.0,1.0,Bills,K
2014,12,Chandler Catanzaro,0.0,243.0,32.0,0.0,0.0,1.0,1.0,Seahawks,K
2014,12,Johnny Hekker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Chargers,K
2014,13,Matt Bryant,0.0,1419857.0,3125.0,32.0,32.0,0.0,3125.0,Cardinals,K
2014,13,Connor Barth,0.0,1419857.0,3125.0,32.0,32.0,1.0,3125.0,Chiefs,K
2014,13,Justin Tucker,0.0,759375.0,1024.0,243.0,243.0,0.0,1024.0,Chargers,K
2014,13,Cody Parkey,0.0,759375.0,1024.0,243.0,243.0,1.0,1024.0,Cowboys,K
2014,13,Mason Crosby,0.0,537824.0,3125.0,32.0,32.0,0.0,1024.0,Patriots,K
2014,13,Dan Carpenter,0.0,537824.0,3125.0,32.0,32.0,0.0,1024.0,Browns,K
2014,13,Stephen Hauschka,0.0,371293.0,1024.0,1.0,1.0,1.0,1024.0,49ers,K
2014,13,Nick Novak,1.0,248832.0,32.0,1024.0,1024.0,1.0,32.0,Ravens,K
2014,13,Greg Zuerlein,0.0,100000.0,1.0,16807.0,16807.0,0.0,1.0,Raiders,K
2014,13,Shaun Suisham,0.0,100000.0,1024.0,1.0,1.0,0.0,243.0,Saints,K
2014,13,Caleb Sturgis,0.0,100000.0,1024.0,1.0,1.0,1.0,243.0,Jets,K
2014,13,Matt Prater,0.0,100000.0,32.0,1024.0,1024.0,0.0,32.0,Bears,K
2014,13,Kai Forbath,0.0,59049.0,32.0,243.0,243.0,1.0,32.0,Colts,K
2014,13,Randy Bullock,0.0,59049.0,32.0,7776.0,7776.0,0.0,1.0,Titans,K
2014,13,Blair Walsh,0.0,16807.0,1.0,1024.0,1024.0,0.0,1.0,Panthers,K
2014,13,Adam Vinatieri,0.0,16807.0,0.0,16807.0,16807.0,0.0,0.0,Redskins,K
2014,13,Josh Scobee,0.0,16807.0,32.0,1.0,1.0,0.0,32.0,Giants,K
2014,13,Patrick Murray,0.0,16807.0,32.0,1.0,1.0,0.0,32.0,Bengals,K
2014,13,Graham Gano,0.0,16807.0,32.0,1.0,1.0,1.0,32.0,Min,K
2014,13,Nick Folk,0.0,16807.0,1024.0,1.0,1.0,0.0,32.0,Dolphins,K
2014,13,Josh Brown,0.0,7776.0,32.0,243.0,243.0,1.0,1.0,Jaguars,K
2014,13,Shayne Graham,0.0,3125.0,0.0,3125.0,3125.0,1.0,0.0,Steelers,K
2014,13,Robbie Gould,0.0,3125.0,1.0,32.0,32.0,1.0,1.0,Lions,K
2014,13,Cairo Santos,0.0,1024.0,1.0,1.0,1.0,0.0,1.0,Broncos,K
2014,13,Billy Cundiff,0.0,1024.0,32.0,1.0,1.0,1.0,1.0,Bills,K
2014,13,Chandler Catanzaro,0.0,1024.0,1.0,1.0,1.0,1.0,1.0,Falcons,K
2014,13,Dan Bailey,0.0,1024.0,1.0,1.0,1.0,0.0,1.0,Eagles,K
2014,13,Ryan Succop,0.0,243.0,0.0,243.0,243.0,1.0,0.0,Texans,K
2014,13,Stephen Gostkowski,0.0,243.0,1.0,243.0,243.0,1.0,0.0,Packers,K
2014,13,Phil Dawson,0.0,243.0,1.0,0.0,0.0,0.0,1.0,Seahawks,K
2014,13,Mike Nugent,0.0,32.0,0.0,32.0,32.0,1.0,0.0,Buccaneers,K
2014,14,Josh Brown,1.0,3200000.0,3125.0,243.0,243.0,1.0,3125.0,Titans,K
2014,14,Nick Folk,0.0,1048576.0,3125.0,1.0,1.0,1.0,3125.0,Min,K
2014,14,Mason Crosby,1.0,759375.0,243.0,1024.0,3125.0,0.0,243.0,Falcons,K
2014,14,Stephen Gostkowski,0.0,161051.0,243.0,32.0,32.0,1.0,243.0,Chargers,K
2014,14,Graham Gano,0.0,161051.0,32.0,3125.0,3125.0,1.0,32.0,Saints,K
2014,14,Dan Bailey,0.0,161051.0,32.0,3125.0,3125.0,1.0,32.0,Bears,K
2014,14,Shaun Suisham,0.0,100000.0,32.0,1024.0,1024.0,1.0,32.0,Bengals,K
2014,14,Matt Prater,0.0,100000.0,32.0,1024.0,1024.0,0.0,32.0,Buccaneers,K
2014,14,Adam Vinatieri,1.0,59049.0,32.0,1.0,1.0,1.0,32.0,Browns,K
2014,14,Phil Dawson,1.0,59049.0,243.0,1.0,1.0,1.0,32.0,Raiders,K
2014,14,Chandler Catanzaro,0.0,59049.0,3125.0,0.0,0.0,0.0,243.0,Chiefs,K
2014,14,Randy Bullock,0.0,59049.0,32.0,243.0,243.0,1.0,32.0,Jaguars,K
2014,14,Matt Bryant,1.0,59049.0,32.0,1024.0,1024.0,1.0,1.0,Packers,K
2014,14,Sebastian Janikowski,1.0,32768.0,1.0,243.0,243.0,0.0,1.0,49ers,K
2014,14,Connor Barth,1.0,32768.0,1.0,243.0,243.0,0.0,1.0,Bills,K
2014,14,Caleb Sturgis,0.0,16807.0,32.0,1.0,1.0,0.0,32.0,Ravens,K
2014,14,Josh Scobee,0.0,16807.0,32.0,1.0,1.0,0.0,32.0,Texans,K
2014,14,Patrick Murray,1.0,16807.0,1.0,32.0,32.0,1.0,1.0,Lions,K
2014,14,Blair Walsh,0.0,7776.0,243.0,243.0,243.0,0.0,1.0,Jets,K
2014,14,Stephen Hauschka,0.0,7776.0,1.0,243.0,243.0,1.0,1.0,Eagles,K
2014,14,Billy Cundiff,0.0,7776.0,32.0,243.0,243.0,0.0,1.0,Colts,K
2014,14,Dan Carpenter,0.0,3125.0,1.0,32.0,32.0,1.0,1.0,Broncos,K
2014,14,Greg Zuerlein,0.0,1024.0,243.0,1.0,32.0,1.0,1.0,Redskins,K
2014,14,Justin Tucker,0.0,1024.0,0.0,1024.0,1024.0,1.0,0.0,Dolphins,K
2014,14,Shayne Graham,0.0,1024.0,32.0,1.0,1.0,0.0,1.0,Panthers,K
2014,14,Mike Nugent,0.0,243.0,0.0,243.0,243.0,0.0,0.0,Steelers,K
2014,14,Cairo Santos,0.0,32.0,0.0,32.0,32.0,1.0,0.0,Cardinals,K
2014,14,Cody Parkey,0.0,32.0,0.0,32.0,32.0,0.0,0.0,Seahawks,K
2014,14,Nick Novak,0.0,32.0,0.0,32.0,32.0,0.0,0.0,Patriots,K
2014,14,Johnny Hekker,0.0,32.0,0.0,0.0,0.0,1.0,0.0,Redskins,K
2014,14,Jay Feely,0.0,32.0,0.0,32.0,243.0,0.0,0.0,Cowboys,K
2014,14,Ryan Succop,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Giants,K
2014,14,Tress Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rams,K
2014,14,Jon Ryan,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,Eagles,K
2014,15,Josh Scobee,32.0,1048576.0,3125.0,0.0,0.0,1.0,1024.0,Ravens,K
2014,15,Connor Barth,0.0,1048576.0,3125.0,1.0,1.0,1.0,3125.0,Chargers,K
2014,15,Dan Carpenter,1.0,759375.0,1024.0,1.0,1.0,0.0,1024.0,Packers,K
2014,15,Chandler Catanzaro,1.0,537824.0,1024.0,0.0,0.0,1.0,1024.0,Rams,K
2014,15,Graham Gano,0.0,371293.0,3125.0,1.0,1.0,0.0,1024.0,Buccaneers,K
2014,15,Mike Nugent,0.0,248832.0,243.0,243.0,243.0,1.0,243.0,Browns,K
2014,15,Ryan Succop,1.0,161051.0,243.0,0.0,0.0,0.0,243.0,Jets,K
2014,15,Stephen Gostkowski,0.0,161051.0,32.0,3125.0,3125.0,0.0,32.0,Dolphins,K
2014,15,Matt Prater,0.0,100000.0,243.0,1.0,1.0,0.0,243.0,Min,K
2014,15,Shaun Suisham,0.0,59049.0,32.0,243.0,243.0,1.0,32.0,Falcons,K
2014,15,Caleb Sturgis,1.0,59049.0,243.0,1.0,1.0,1.0,32.0,Patriots,K
2014,15,Cody Parkey,0.0,59049.0,32.0,243.0,243.0,0.0,32.0,Cowboys,K
2014,15,Sebastian Janikowski,1.0,59049.0,32.0,1.0,1.0,1.0,32.0,Chiefs,K
2014,15,Justin Tucker,0.0,32768.0,1024.0,32.0,32.0,0.0,32.0,Jaguars,K
2014,15,Matt Bryant,0.0,32768.0,32.0,32.0,32.0,0.0,32.0,Steelers,K
2014,15,Dan Bailey,0.0,32768.0,1.0,3125.0,3125.0,1.0,1.0,Eagles,K
2014,15,Cairo Santos,0.0,16807.0,243.0,1024.0,1024.0,0.0,1.0,Raiders,K
2014,15,Shayne Graham,0.0,16807.0,32.0,1024.0,1024.0,1.0,1.0,Bears,K
2014,15,Kai Forbath,0.0,16807.0,32.0,1.0,1.0,1.0,32.0,Giants,K
2014,15,Mason Crosby,0.0,16807.0,243.0,1.0,1.0,1.0,32.0,Bills,K
2014,15,Greg Zuerlein,0.0,7776.0,32.0,0.0,0.0,0.0,32.0,Cardinals,K
2014,15,Nick Folk,1.0,7776.0,32.0,1.0,1.0,1.0,1.0,Titans,K
2014,15,Randy Bullock,1.0,7776.0,1.0,1.0,1.0,1.0,1.0,Colts,K
2014,15,Josh Brown,0.0,7776.0,1.0,243.0,243.0,0.0,1.0,Redskins,K
2014,15,Adam Vinatieri,0.0,3125.0,1.0,32.0,32.0,0.0,1.0,Texans,K
2014,15,Patrick Murray,0.0,3125.0,1.0,32.0,32.0,1.0,1.0,Panthers,K
2014,15,Stephen Hauschka,0.0,3125.0,1.0,32.0,32.0,0.0,1.0,49ers,K
2014,15,Nick Novak,0.0,1024.0,243.0,1.0,1.0,0.0,1.0,Broncos,K
2014,15,Blair Walsh,0.0,32.0,243.0,32.0,32.0,1.0,0.0,Lions,K
2014,15,Jay Feely,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Saints,K
2014,15,Phil Dawson,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Seahawks,K
2014,15,Bryan Anger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ravens,K
2014,16,Randy Bullock,0.0,2476099.0,7776.0,1.0,1.0,0.0,7776.0,Ravens,K
2014,16,Josh Brown,1.0,759375.0,1024.0,1024.0,1024.0,1.0,243.0,Rams,K
2014,16,Sebastian Janikowski,0.0,537824.0,3125.0,32.0,32.0,0.0,1024.0,Bills,K
2014,16,Matt Bryant,1.0,537824.0,243.0,243.0,243.0,1.0,243.0,Saints,K
2014,16,Mike Nugent,0.0,371293.0,243.0,1024.0,1024.0,0.0,243.0,Broncos,K
2014,16,Cairo Santos,0.0,248832.0,1024.0,0.0,0.0,1.0,1024.0,Steelers,K
2014,16,Greg Zuerlein,1.0,161051.0,32.0,243.0,243.0,0.0,32.0,Giants,K
2014,16,Nick Folk,0.0,100000.0,1024.0,1.0,1.0,0.0,243.0,Patriots,K
2014,16,Blair Walsh,0.0,59049.0,32.0,243.0,243.0,1.0,32.0,Dolphins,K
2014,16,Ryan Succop,1.0,59049.0,32.0,1.0,1.0,1.0,32.0,Jaguars,K
2014,16,Kai Forbath,0.0,59049.0,32.0,243.0,243.0,0.0,32.0,Eagles,K
2014,16,Shaun Suisham,0.0,32768.0,32.0,32.0,32.0,0.0,32.0,Chiefs,K
2014,16,Matt Prater,0.0,32768.0,243.0,32.0,32.0,1.0,32.0,Bears,K
2014,16,Nick Novak,0.0,32768.0,1.0,3125.0,3125.0,1.0,1.0,49ers,K
2014,16,Mason Crosby,0.0,32768.0,243.0,32.0,32.0,1.0,32.0,Buccaneers,K
2014,16,Dan Carpenter,1.0,32768.0,1.0,243.0,243.0,1.0,1.0,Raiders,K
2014,16,Garrett Hartley,0.0,16807.0,32.0,1.0,1.0,1.0,32.0,Panthers,K
2014,16,Cody Parkey,0.0,7776.0,243.0,243.0,243.0,1.0,1.0,Redskins,K
2014,16,Chandler Catanzaro,0.0,7776.0,32.0,0.0,0.0,0.0,32.0,Seahawks,K
2014,16,Dan Bailey,0.0,7776.0,1.0,7776.0,7776.0,0.0,0.0,Colts,K
2014,16,Caleb Sturgis,0.0,3125.0,1.0,3125.0,3125.0,0.0,0.0,Min,K
2014,16,Stephen Hauschka,0.0,3125.0,243.0,3125.0,3125.0,1.0,0.0,Cardinals,K
2014,16,Stephen Gostkowski,0.0,3125.0,1.0,32.0,32.0,1.0,1.0,Jets,K
2014,16,Graham Gano,0.0,3125.0,32.0,32.0,32.0,0.0,1.0,Browns,K
2014,16,Phil Dawson,0.0,3125.0,1.0,3125.0,3125.0,0.0,0.0,Chargers,K
2014,16,Connor Barth,0.0,1024.0,1.0,1024.0,1024.0,1.0,0.0,Bengals,K
2014,16,Josh Scobee,0.0,243.0,0.0,243.0,243.0,0.0,0.0,Titans,K
2014,16,Patrick Murray,0.0,243.0,1.0,0.0,0.0,0.0,1.0,Packers,K
2014,16,Shayne Graham,0.0,32.0,0.0,32.0,32.0,0.0,0.0,Falcons,K
2014,16,Jay Feely,0.0,32.0,0.0,32.0,32.0,0.0,0.0,Lions,K
2014,16,Adam Vinatieri,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Cowboys,K
2014,16,Justin Tucker,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Texans,K
2014,16,Pat McAfee,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cowboys,K
2014,16,Dustin Colquitt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Steelers,K
2014,17,Connor Barth,0.0,1419857.0,1024.0,3125.0,3125.0,0.0,1024.0,Raiders,K
2014,17,Josh Brown,1.0,1048576.0,1024.0,32.0,32.0,0.0,1024.0,Eagles,K
2014,17,Dan Bailey,0.0,537824.0,243.0,3125.0,3125.0,1.0,243.0,Redskins,K
2014,17,Cairo Santos,0.0,371293.0,3125.0,1.0,1.0,0.0,1024.0,Chargers,K
2014,17,Nick Folk,0.0,371293.0,1024.0,1024.0,1024.0,1.0,243.0,Dolphins,K
2014,17,Cody Parkey,0.0,100000.0,32.0,1024.0,1024.0,1.0,32.0,Giants,K
2014,17,Graham Gano,0.0,100000.0,32.0,1024.0,1024.0,1.0,32.0,Falcons,K
2014,17,Phil Dawson,1.0,100000.0,32.0,32.0,32.0,0.0,32.0,Cardinals,K
2014,17,Adam Vinatieri,0.0,59049.0,243.0,243.0,243.0,1.0,32.0,Titans,K
2014,17,Shaun Suisham,0.0,59049.0,32.0,243.0,243.0,0.0,32.0,Bengals,K
2014,17,Stephen Gostkowski,0.0,59049.0,243.0,0.0,0.0,0.0,243.0,Bills,K
2014,17,Jay Feely,0.0,59049.0,1024.0,0.0,0.0,1.0,243.0,Min,K
2014,17,Greg Zuerlein,1.0,32768.0,32.0,0.0,0.0,1.0,32.0,Seahawks,K
2014,17,Justin Tucker,0.0,32768.0,32.0,32.0,32.0,0.0,32.0,Browns,K
2014,17,Patrick Murray,0.0,32768.0,32.0,32.0,32.0,0.0,32.0,Saints,K
2014,17,Stephen Hauschka,0.0,32768.0,32.0,32.0,32.0,0.0,32.0,Rams,K
2014,17,Blair Walsh,0.0,16807.0,32.0,1.0,1.0,0.0,32.0,Bears,K
2014,17,Josh Scobee,1.0,16807.0,32.0,32.0,32.0,1.0,1.0,Texans,K
2014,17,Caleb Sturgis,0.0,7776.0,32.0,243.0,243.0,0.0,1.0,Jets,K
2014,17,Mike Nugent,0.0,3125.0,32.0,32.0,32.0,1.0,1.0,Steelers,K
2014,17,Kai Forbath,0.0,3125.0,1.0,32.0,32.0,0.0,1.0,Cowboys,K
2014,17,Chandler Catanzaro,0.0,3125.0,1.0,32.0,32.0,1.0,1.0,49ers,K
2014,17,Dan Carpenter,0.0,3125.0,1.0,32.0,32.0,1.0,1.0,Patriots,K
2014,17,Ryan Succop,0.0,1024.0,1.0,1.0,1.0,0.0,1.0,Colts,K
2014,17,Garrett Hartley,0.0,1024.0,1.0,1.0,1.0,1.0,1.0,Ravens,K
2014,17,Mason Crosby,0.0,1024.0,1.0,1024.0,1024.0,0.0,0.0,Lions,K
2014,17,Shayne Graham,0.0,243.0,0.0,243.0,243.0,1.0,0.0,Buccaneers,K
2014,17,Randy Bullock,0.0,243.0,0.0,243.0,243.0,0.0,0.0,Jaguars,K
2014,17,Matt Bryant,0.0,243.0,1.0,0.0,0.0,0.0,1.0,Panthers,K
2014,17,Matt Prater,0.0,32.0,0.0,32.0,32.0,1.0,0.0,Packers,K
2014,17,Sebastian Janikowski,0.0,32.0,0.0,32.0,32.0,1.0,0.0,Broncos,K
2014,17,Ryan Quigley,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Dolphins,K
2014,17,Nick Novak,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Chiefs,K
2014,17,Brad Wing,0.0,-32.0,0.0,0.0,0.0,0.0,0.0,Bengals,K
2012,1,Blair Walsh,1.0,4096.0,64.0,8.0,8.0,0.0,64.0,Jaguars,K
2012,1,Nate Kaeding,0.0,4096.0,125.0,1.0,1.0,1.0,125.0,Raiders,K
2012,1,Billy Cundiff,0.0,4096.0,64.0,64.0,64.0,1.0,64.0,Saints,K
2012,1,Matt Bryant,0.0,4096.0,64.0,64.0,64.0,1.0,64.0,Chiefs,K
2012,1,Justin Tucker,0.0,2744.0,27.0,125.0,125.0,0.0,27.0,Bengals,K
2012,1,David Akers,1.0,2744.0,27.0,27.0,27.0,1.0,27.0,Packers,K
2012,1,Shayne Graham,0.0,1728.0,64.0,27.0,27.0,0.0,27.0,Dolphins,K
2012,1,Nick Folk,0.0,1728.0,8.0,216.0,216.0,0.0,8.0,Bills,K
2012,1,Greg Zuerlein,0.0,1331.0,27.0,8.0,8.0,1.0,27.0,Lions,K
2012,1,Robbie Gould,0.0,1331.0,8.0,125.0,125.0,0.0,8.0,Colts,K
2012,1,Stephen Hauschka,0.0,1000.0,64.0,1.0,1.0,1.0,27.0,Cardinals,K
2012,1,Stephen Gostkowski,0.0,1000.0,8.0,64.0,64.0,1.0,8.0,Titans,K
2012,1,Phil Dawson,0.0,1000.0,27.0,1.0,1.0,0.0,27.0,Eagles,K
2012,1,Connor Barth,0.0,1000.0,27.0,1.0,1.0,0.0,27.0,Panthers,K
2012,1,Josh Scobee,0.0,729.0,27.0,0.0,1.0,1.0,27.0,Min,K
2012,1,Jason Hanson,0.0,729.0,8.0,27.0,27.0,0.0,8.0,Rams,K
2012,1,Sebastian Janikowski,1.0,512.0,8.0,0.0,0.0,0.0,8.0,Chargers,K
2012,1,Jay Feely,0.0,512.0,8.0,8.0,8.0,0.0,8.0,Seahawks,K
2012,1,Shaun Suisham,0.0,343.0,8.0,1.0,1.0,1.0,8.0,Broncos,K
2012,1,Mike Nugent,0.0,343.0,8.0,1.0,1.0,1.0,8.0,Ravens,K
2012,1,Rob Bironas,0.0,343.0,8.0,1.0,1.0,0.0,8.0,Patriots,K
2012,1,Ryan Succop,0.0,216.0,8.0,27.0,27.0,0.0,1.0,Falcons,K
2012,1,Garrett Hartley,0.0,216.0,1.0,27.0,27.0,0.0,1.0,Redskins,K
2012,1,Dan Bailey,0.0,216.0,1.0,27.0,27.0,1.0,1.0,Giants,K
2012,1,Lawrence Tynes,0.0,125.0,1.0,8.0,8.0,0.0,1.0,Cowboys,K
2012,1,Matt Prater,0.0,125.0,1.0,8.0,8.0,0.0,1.0,Steelers,K
2012,1,Alex Henery,0.0,125.0,8.0,8.0,8.0,1.0,1.0,Browns,K
2012,1,Justin Medlock,0.0,64.0,1.0,1.0,1.0,1.0,1.0,Buccaneers,K
2012,1,Rian Lindell,0.0,64.0,0.0,64.0,64.0,1.0,0.0,Jets,K
2012,1,Dan Carpenter,0.0,64.0,1.0,1.0,1.0,1.0,1.0,Texans,K
2012,1,Adam Vinatieri,0.0,27.0,1.0,27.0,27.0,1.0,0.0,Bears,K
2012,1,Mason Crosby,0.0,8.0,0.0,8.0,8.0,0.0,0.0,49ers,K
2012,1,Shane Lechler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chargers,K
2012,2,Stephen Gostkowski,8.0,4096.0,125.0,0.0,0.0,0.0,64.0,Cardinals,K
2012,2,Lawrence Tynes,0.0,3375.0,64.0,27.0,27.0,0.0,64.0,Buccaneers,K
2012,2,Justin Tucker,8.0,3375.0,27.0,8.0,8.0,1.0,27.0,Eagles,K
2012,2,Adam Vinatieri,1.0,2197.0,27.0,8.0,8.0,0.0,27.0,Min,K
2012,2,Jason Hanson,0.0,2197.0,125.0,1.0,1.0,1.0,64.0,49ers,K
2012,2,Mason Crosby,1.0,2197.0,27.0,8.0,8.0,0.0,27.0,Bears,K
2012,2,Connor Barth,1.0,1728.0,8.0,64.0,64.0,1.0,8.0,Giants,K
2012,2,Greg Zuerlein,0.0,1331.0,27.0,8.0,8.0,0.0,27.0,Redskins,K
2012,2,Garrett Hartley,1.0,1331.0,8.0,27.0,27.0,1.0,8.0,Panthers,K
2012,2,Phil Dawson,1.0,1331.0,8.0,27.0,27.0,1.0,8.0,Bengals,K
2012,2,Blair Walsh,1.0,1000.0,8.0,8.0,8.0,1.0,8.0,Colts,K
2012,2,Mike Nugent,0.0,1000.0,8.0,64.0,64.0,0.0,8.0,Browns,K
2012,2,Shaun Suisham,0.0,729.0,8.0,27.0,27.0,0.0,8.0,Jets,K
2012,2,Stephen Hauschka,0.0,729.0,8.0,27.0,27.0,0.0,8.0,Cowboys,K
2012,2,Shayne Graham,0.0,729.0,8.0,27.0,27.0,1.0,8.0,Jaguars,K
2012,2,Matt Bryant,0.0,729.0,8.0,27.0,27.0,0.0,8.0,Broncos,K
2012,2,David Akers,0.0,729.0,8.0,27.0,27.0,0.0,8.0,Lions,K
2012,2,Nate Kaeding,0.0,512.0,1.0,125.0,125.0,0.0,1.0,Titans,K
2012,2,Jay Feely,0.0,512.0,8.0,8.0,8.0,1.0,8.0,Patriots,K
2012,2,Tim Masthay,0.0,343.0,0.0,0.0,0.0,0.0,0.0,Bears,K
2012,2,Sebastian Janikowski,0.0,343.0,8.0,1.0,1.0,1.0,8.0,Dolphins,K
2012,2,Alex Henery,0.0,216.0,1.0,27.0,27.0,0.0,1.0,Ravens,K
2012,2,Ryan Succop,0.0,125.0,1.0,8.0,8.0,1.0,1.0,Bills,K
2012,2,Justin Medlock,0.0,125.0,0.0,125.0,125.0,0.0,0.0,Saints,K
2012,2,Rian Lindell,0.0,125.0,0.0,125.0,125.0,0.0,0.0,Chiefs,K
2012,2,Dan Carpenter,0.0,125.0,0.0,125.0,125.0,0.0,0.0,Raiders,K
2012,2,Robbie Gould,0.0,64.0,1.0,1.0,1.0,1.0,1.0,Packers,K
2012,2,Nick Folk,0.0,64.0,1.0,1.0,1.0,1.0,1.0,Steelers,K
2012,2,Billy Cundiff,0.0,64.0,1.0,64.0,64.0,1.0,0.0,Rams,K
2012,2,Rob Bironas,0.0,64.0,1.0,1.0,1.0,1.0,1.0,Chargers,K
2012,2,Matt Prater,0.0,27.0,0.0,27.0,27.0,1.0,0.0,Falcons,K
2012,2,Josh Scobee,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Texans,K
2012,2,Dan Bailey,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Seahawks,K
2012,3,Ryan Succop,0.0,6859.0,216.0,1.0,1.0,1.0,216.0,Saints,K
2012,3,Lawrence Tynes,0.0,5832.0,125.0,27.0,27.0,1.0,125.0,Panthers,K
2012,3,Jason Hanson,1.0,4913.0,64.0,27.0,27.0,1.0,64.0,Titans,K
2012,3,Rob Bironas,0.0,2744.0,125.0,125.0,125.0,0.0,27.0,Lions,K
2012,3,Matt Prater,1.0,2197.0,27.0,8.0,8.0,0.0,27.0,Texans,K
2012,3,Robbie Gould,1.0,2197.0,27.0,8.0,8.0,0.0,27.0,Rams,K
2012,3,Stephen Gostkowski,0.0,1728.0,27.0,27.0,27.0,1.0,27.0,Ravens,K
2012,3,Nick Folk,0.0,1331.0,27.0,8.0,8.0,1.0,27.0,Dolphins,K
2012,3,Josh Scobee,0.0,1000.0,27.0,1.0,1.0,1.0,27.0,Colts,K
2012,3,Sebastian Janikowski,0.0,1000.0,8.0,64.0,64.0,0.0,8.0,Steelers,K
2012,3,Dan Bailey,0.0,1000.0,27.0,1.0,1.0,0.0,27.0,Buccaneers,K
2012,3,Jay Feely,0.0,729.0,8.0,27.0,27.0,0.0,8.0,Eagles,K
2012,3,Greg Zuerlein,1.0,512.0,8.0,0.0,0.0,1.0,8.0,Bears,K
2012,3,Blair Walsh,1.0,512.0,1.0,27.0,27.0,0.0,1.0,49ers,K
2012,3,Mike Nugent,0.0,512.0,1.0,125.0,125.0,1.0,1.0,Redskins,K
2012,3,Dan Carpenter,0.0,512.0,64.0,8.0,8.0,0.0,8.0,Jets,K
2012,3,Justin Tucker,0.0,343.0,1.0,64.0,64.0,0.0,1.0,Patriots,K
2012,3,Shaun Suisham,0.0,343.0,1.0,64.0,64.0,1.0,1.0,Raiders,K
2012,3,Shayne Graham,0.0,343.0,1.0,64.0,64.0,1.0,1.0,Broncos,K
2012,3,Billy Cundiff,0.0,343.0,1.0,64.0,64.0,0.0,1.0,Bengals,K
2012,3,David Akers,0.0,343.0,27.0,1.0,1.0,1.0,8.0,Min,K
2012,3,Rian Lindell,0.0,216.0,1.0,27.0,27.0,1.0,1.0,Browns,K
2012,3,Alex Henery,0.0,216.0,8.0,0.0,0.0,1.0,8.0,Cardinals,K
2012,3,Garrett Hartley,0.0,216.0,8.0,27.0,27.0,0.0,1.0,Chiefs,K
2012,3,Mason Crosby,0.0,216.0,8.0,0.0,0.0,1.0,8.0,Seahawks,K
2012,3,Adam Vinatieri,0.0,125.0,8.0,8.0,8.0,0.0,1.0,Jaguars,K
2012,3,Connor Barth,0.0,64.0,1.0,1.0,1.0,1.0,1.0,Cowboys,K
2012,3,Nate Kaeding,0.0,27.0,1.0,0.0,0.0,0.0,1.0,Falcons,K
2012,3,Matt Bryant,0.0,27.0,0.0,27.0,27.0,1.0,0.0,Chargers,K
2012,3,Stephen Hauschka,0.0,8.0,0.0,8.0,8.0,0.0,0.0,Packers,K
2012,3,Phil Dawson,0.0,8.0,0.0,8.0,8.0,0.0,0.0,Bills,K
2012,3,Justin Medlock,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Giants,K
2012,3,Kevin Huber,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Redskins,K
2012,4,Greg Zuerlein,8.0,4913.0,64.0,1.0,1.0,0.0,64.0,Seahawks,K
2012,4,Phil Dawson,27.0,4096.0,27.0,1.0,1.0,1.0,27.0,Ravens,K
2012,4,Matt Prater,1.0,3375.0,27.0,64.0,64.0,0.0,27.0,Raiders,K
2012,4,Connor Barth,8.0,2744.0,27.0,1.0,1.0,0.0,27.0,Redskins,K
2012,4,Nick Novak,0.0,2197.0,27.0,64.0,64.0,1.0,27.0,Chiefs,K
2012,4,Alex Henery,0.0,2197.0,64.0,1.0,1.0,0.0,64.0,Giants,K
2012,4,Matt Bryant,0.0,1728.0,27.0,27.0,27.0,0.0,27.0,Panthers,K
2012,4,Robbie Gould,0.0,1000.0,8.0,64.0,64.0,1.0,8.0,Cowboys,K
2012,4,Stephen Gostkowski,0.0,1000.0,27.0,343.0,343.0,1.0,1.0,Bills,K
2012,4,David Akers,0.0,1000.0,64.0,64.0,64.0,1.0,8.0,Jets,K
2012,4,Mike Nugent,0.0,729.0,8.0,27.0,27.0,1.0,8.0,Jaguars,K
2012,4,Garrett Hartley,0.0,729.0,27.0,27.0,27.0,1.0,8.0,Packers,K
2012,4,Blair Walsh,0.0,512.0,27.0,8.0,8.0,1.0,8.0,Lions,K
