,Fumble TD,Fumbles Lost,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Position,Fumble TD M2E,Fumble TD EV,Fumbles Lost M2E,Fumbles Lost EV,Pass 2PT M2E,Pass 2PT EV,Pass Attempts M2E,Pass Attempts EV,Pass Completions M2E,Pass Completions EV,Pass Interceptions M2E,Pass Interceptions EV,Pass TD M2E,Pass TD EV,Pass Yards M2E,Pass Yards EV,Receiving 2PT M2E,Receiving 2PT EV,Receiving TD M2E,Receiving TD EV,Receiving Yards M2E,Receiving Yards EV,Receptions M2E,Receptions EV,Rush 2PT M2E,Rush 2PT EV,Rush Attempts M2E,Rush Attempts EV,Rush TD M2E,Rush TD EV,Rush Yards M2E,Rush Yards EV
Odell Beckham Jr.,0.0,0.037037037037,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,42.3333333333,2.2746860867e+12,108495.222222,0.0,0.296296296296,0.0,21967.1851852,"16092    WR
16271    WR
16313    WR
16536    WR
16648    WR
16748    WR
16817    WR
16947    WR
17041    WR
17149    WR
17254    WR
17367    WR
21119    WR
21191    WR
21312    WR
21474    WR
21514    WR
21625    WR
21773    WR
21814    WR
21938    WR
22010    WR
22212    WR
22325    WR
22435    WR
22572    WR
22834    WR
Name: Position, dtype: object",0.0,1.0,0.0013717421124828531,0.0,0.0,1.0,0.0013717421124828531,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1764.0,0.0,5.577922753496401e+29,0.0,2397032991434.0874,-4.421745412922303e+31,0.0,1.0,0.0877914951989026,0.0,0.0,1.0,482557224.96021944,0.0
Terrence Magee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,64.0,0.0,15625.0,"9129    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.611951705485901e+29,0.0,2744753188413.4453,0.0,0.0,1.0,4096.0,0.0,0.0,1.0,244140625.0,0.0
Steve Smith,0.0,0.0571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.00952380952381,1.18095238095,571977284308.0,58113.2952381,0.0,0.0952380952381,0.0,49.6,"12216    WR
12253    WR
12320    WR
12360    WR
12425    WR
12479    WR
12555    WR
12575    WR
12613    WR
12731    WR
12797    WR
12826    WR
12907    WR
12985    WR
13045    WR
13108    WR
13200    WR
13314    WR
13405    WR
13544    WR
13545    WR
13650    WR
13764    WR
13898    WR
14016    WR
14071    WR
14175    WR
14190    WR
14220    WR
14339    WR
         ..
19299    WR
19368    WR
19410    WR
19445    WR
19527    WR
19587    WR
19654    WR
19766    WR
19903    WR
19952    WR
19985    WR
20032    WR
20136    WR
20287    WR
20288    WR
20341    WR
20453    WR
20524    WR
20618    WR
20654    WR
20754    WR
20870    WR
20998    WR
21156    WR
21196    WR
21297    WR
21479    WR
21611    WR
21743    WR
21841    WR
Name: Position, Length: 105, dtype: object",0.0,1.0,0.0032653061224489793,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0702947845805e-05,0.0,0.7184580498866219,0.0,5.603385274684039e+29,0.0,2555577500233.196,0.0,0.0,1.0,0.009070294784580497,0.0,0.0,1.0,2460.1599999999994,0.0
Paxton Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Y. Hilton,0.0,0.016393442623,0.0,0.016393442623,0.0,0.0,0.0,0.0,0.0,4.52459016393,335508616115.0,11247.6229508,0.0,0.475409836066,0.0,12963.7540984,"15680    WR
15766    WR
15885    WR
15995    WR
16095    WR
16192    WR
16329    WR
16419    WR
16540    WR
16790    WR
16819    WR
16936    WR
17037    WR
17192    WR
17554    WR
17600    WR
17786    WR
17860    WR
17916    WR
18057    WR
18200    WR
18328    WR
18434    WR
18562    WR
18677    WR
18771    WR
18933    WR
18980    WR
19096    WR
19179    WR
         ..
19503    WR
19782    WR
19882    WR
19988    WR
20080    WR
20119    WR
20268    WR
20310    WR
20440    WR
20538    WR
20676    WR
20752    WR
20911    WR
20968    WR
21090    WR
21240    WR
21323    WR
21449    WR
21534    WR
21620    WR
21711    WR
21891    WR
21942    WR
22170    WR
22211    WR
22382    WR
22449    WR
22637    WR
22709    WR
22840    WR
Name: Position, Length: 61, dtype: object",0.0,1.0,0.0002687449610319807,0.0,0.0,1.0,0.0002687449610319807,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,17.566633820060318,0.0,5.606926042381427e+29,0.0,2707614447156.3687,0.0,0.0,1.0,0.2260145122278957,0.0,0.0,1.0,168058920.3227627,0.0
Trevor Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Sproles,0.0,0.0659340659341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208791208791,3436372975.12,3672.76923077,0.010989010989,150125.274725,0.153846153846,1166747568.31,"3608     RB
3691     RB
3819     RB
3929     RB
3977     RB
4045     RB
4304     RB
4370     RB
4456     RB
4524     RB
4635     RB
4741     RB
4784     RB
4879     RB
4994     RB
5045     RB
5148     RB
5243     RB
5292     RB
5412     RB
5485     RB
5686     RB
5758     RB
5771     RB
5887     RB
6044     RB
6129     RB
6211     RB
6312     RB
6391     RB
         ..
9560     RB
9653     RB
9709     RB
9785     RB
9847     RB
9914     RB
10034    RB
10141    RB
10259    RB
10390    RB
10413    RB
10530    RB
10607    RB
10689    RB
10794    RB
10877    RB
10960    RB
11054    RB
11154    RB
11233    RB
11278    RB
11368    RB
11426    RB
11561    RB
11686    RB
11772    RB
11870    RB
11942    RB
12041    RB
12134    RB
Name: Position, Length: 91, dtype: object",0.0,1.0,0.004347301050597754,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.015510740785466052,0.0,5.6119002198301065e+29,0.0,2732600412275.191,-5.040758046095366e+31,0.00012075836251660431,0.0,22537598111.339203,0.0,0.023668639053254444,0.0,1.3612998881519127e+18,0.0
Brittan Golden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4744971.8,1.0,0.0,0.0,0.0,0.0,"18049    WR
18823    WR
19038    WR
19091    WR
22888    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.6119516343948834e+29,0.0,2744753188413.4453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Trevone Boykin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Edelman,0.0,0.0535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857143,3.07142857143,98167341163.8,81568.0,0.0,1.66071428571,0.0,652516.517857,"12401    WR
12504    WR
13816    WR
13999    WR
14213    WR
14312    WR
14764    WR
15399    WR
15617    WR
15641    WR
15744    WR
15889    WR
16045    WR
16133    WR
16222    WR
16364    WR
16504    WR
16538    WR
16751    WR
16851    WR
16980    WR
17040    WR
17153    WR
17486    WR
17623    WR
17758    WR
17826    WR
17971    WR
18050    WR
18177    WR
18318    WR
18404    WR
18585    WR
18621    WR
18738    WR
18845    WR
18942    WR
19085    WR
19199    WR
19382    WR
19432    WR
19532    WR
20014    WR
20108    WR
20319    WR
20432    WR
20611    WR
21086    WR
21188    WR
21331    WR
21513    WR
21629    WR
21753    WR
21818    WR
21937    WR
22040    WR
Name: Position, dtype: object",0.0,1.0,0.002869897959183673,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0012755102040816326,0.0,7.497165532879819,0.0,5.610481000617774e+29,0.0,2481137426460.4453,0.0,0.0,1.0,2.7579719387755106,0.0,0.0,1.0,425777806076.411,0.0
Alex Erickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Quick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05714285714,585369920.543,1060.8,0.0,0.0,0.0,0.0,"15650    WR
15760    WR
15866    WR
16076    WR
16277    WR
16368    WR
16495    WR
17562    WR
17676    WR
17793    WR
17892    WR
17962    WR
18045    WR
18150    WR
18378    WR
18690    WR
18735    WR
19138    WR
19692    WR
19916    WR
19980    WR
20076    WR
20234    WR
20398    WR
20620    WR
20734    WR
20773    WR
21586    WR
21902    WR
21997    WR
22055    WR
22307    WR
22402    WR
22769    WR
22858    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5239002267573695,0.0,5.611942935131497e+29,0.0,2741242707388.019,-5.056700266710947e+31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Andre Holmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25806451613,2516902640.58,727.741935484,0.0,0.0,0.0,0.0,"15783    WR
15936    WR
15986    WR
16193    WR
16371    WR
16432    WR
16586    WR
16798    WR
16865    WR
17002    WR
17100    WR
17180    WR
17288    WR
17457    WR
18570    WR
18676    WR
18727    WR
18877    WR
18960    WR
19084    WR
19236    WR
19719    WR
20513    WR
21238    WR
21339    WR
21822    WR
22022    WR
22312    WR
22425    WR
22648    WR
22733    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.554052491617528,0.0,5.611913995824404e+29,0.0,2742345686718.2324,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Isaiah Pead,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,300676.5,203.0,0.0,126.25,0.0,16896.6666667,"5168    RB
5231    RB
5968    RB
6065    RB
6697    RB
6948    RB
7019    RB
7075    RB
7268    RB
7773    RB
7839    RB
7974    RB
Name: Position, dtype: object",0.0,1.0,0.02777777777777775,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.006944444444444437,0.0,0.1111111111111111,0.0,5.6119517009819465e+29,0.0,2744083910432.1123,0.0,0.0,1.0,15939.0625,0.0,0.0,1.0,285497344.44444436,0.0
Julius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92307692308,75530375216.9,19912.6923077,0.0,0.0,0.0,0.0,"23109    TE
23132    TE
23210    TE
23301    TE
23349    TE
23380    TE
23420    TE
23490    TE
23547    TE
23608    TE
23678    TE
23733    TE
24577    TE
24630    TE
24678    TE
24747    TE
24774    TE
24818    TE
24861    TE
24918    TE
24986    TE
25041    TE
25190    TE
25256    TE
25284    TE
25358    TE
25387    TE
25447    TE
25504    TE
25584    TE
25629    TE
25702    TE
25753    TE
25784    TE
25814    TE
25887    TE
26061    TE
26114    TE
26276    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,91.96318211702827,0.0,5.6108201217266926e+29,0.0,2679173081184.617,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Deonte Thompson,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165243580.0,46.7777777778,0.0,0.0,0.0,0.0,"17851    WR
17985    WR
18382    WR
18589    WR
19357    WR
19825    WR
21034    WR
22498    WR
22836    WR
Name: Position, dtype: object",0.0,1.0,0.012345679012345678,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.6119342471310965e+29,0.0,2744601507704.0137,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Marqise Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952381,819555684.048,1078.95238095,0.0,1.80952380952,0.0,215542.809524,"15669    WR
15818    WR
16268    WR
16376    WR
16512    WR
16697    WR
16863    WR
16933    WR
17074    WR
17231    WR
17294    WR
17467    WR
21251    WR
21382    WR
22097    WR
22290    WR
22405    WR
22511    WR
22610    WR
22696    WR
22848    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.056689342403628114,0.0,5.611939426425001e+29,0.0,2741182599017.226,-5.056589386337676e+31,0.0,1.0,3.2743764172335608,0.0,0.0,1.0,46458702737.41724,0.0
Blake Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13827860235.8,694.875,0.0,0.0,0.0,0.0,"22982    TE
23040    TE
23126    TE
23439    TE
23541    TE
23566    TE
23615    TE
23755    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.611744530208421e+29,0.0,2742454543281.0444,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Quinton Patton,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,8791042218.89,1197.44444444,0.0,0.166666666667,0.0,204033.388889,"17347    WR
17421    WR
17903    WR
19215    WR
21256    WR
21396    WR
21454    WR
21596    WR
21638    WR
21803    WR
21861    WR
21948    WR
22181    WR
22308    WR
22486    WR
22622    WR
22742    WR
22846    WR
Name: Position, dtype: object",0.0,1.0,0.0030864197530864174,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0771604938271605,0.0,5.611819993659342e+29,0.0,2740790249881.4946,-5.055865629928238e+31,0.0,1.0,0.02777777777777774,0.0,0.0,1.0,41629623781.484566,0.0
Rashad Ross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,27042653032.8,38.8,0.0,0.0,0.0,0.0,"21368    WR
21461    WR
21688    WR
22508    WR
22796    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.017777777777777778,0.0,5.6115465437582476e+29,0.0,2744627941079.4854,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Daryl Richardson,0.0,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240503.73913,62.347826087,0.0434782608696,10054.3043478,0.0,1150439.91304,"5047    RB
5139    RB
5344    RB
5413    RB
5508    RB
5607    RB
5659    RB
6477    RB
6550    RB
6678    RB
6759    RB
6837    RB
6894    RB
6980    RB
7064    RB
7213    RB
7314    RB
7396    RB
7505    RB
7589    RB
7658    RB
7772    RB
7849    RB
Name: Position, dtype: object",0.0,1.0,0.007561436672967863,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.61195170188349e+29,0.0,2744549918650.0737,0.0,0.0018903591682419658,0.0,101089035.91871454,0.0,0.0,1.0,1323511993523.4854,0.0
Drew Stanton,0.0,0.047619047619,0.047619047619,12795594.8571,783031.333333,6.28571428571,3.38095238095,339116832389.0,0.0,0.0,0.0,0.0,0.0,632.285714286,0.047619047619,424925.761905,"713     QB
777     QB
1038    QB
1116    QB
1160    QB
1202    QB
1267    QB
1281    QB
1375    QB
1539    QB
1559    QB
1606    QB
1632    QB
1664    QB
1711    QB
3163    QB
3189    QB
3297    QB
3413    QB
3463    QB
3498    QB
Name: Position, dtype: object",0.0,1.0,0.0022675736961451217,0.0,0.0022675736961451265,0.0,163727247748140.72,0.0,613138068981.7781,0.0,39.51020408163265,0.0,11.430839002267577,0.0,1.1500022600954912e+23,0.0,0.0,1.0,0.1111111111111111,0.0,5.61195170548686e+29,0.0,2744756501873.779,0.0,0.0,1.0,399785.22448979586,0.0,0.0022675736961451217,0.0,180561903130.3426,0.0
Antonio Gates,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3375,27543905373.3,16963.1125,0.0,0.0,0.0,0.0,"23086    TE
23137    TE
23238    TE
23289    TE
23417    TE
23421    TE
23497    TE
23553    TE
23606    TE
23686    TE
23712    TE
23779    TE
23891    TE
23934    TE
23996    TE
24009    TE
24139    TE
24149    TE
24195    TE
24266    TE
24319    TE
24356    TE
24400    TE
24437    TE
24482    TE
24537    TE
24598    TE
24629    TE
24677    TE
24727    TE
         ..
25794    TE
25869    TE
25937    TE
25956    TE
26015    TE
26050    TE
26095    TE
26153    TE
26209    TE
26494    TE
26542    TE
26580    TE
26642    TE
26686    TE
26731    TE
26788    TE
26832    TE
26899    TE
26953    TE
26986    TE
27040    TE
27089    TE
27139    TE
27189    TE
27236    TE
27318    TE
27335    TE
27374    TE
27573    TE
27604    TE
Name: Position, Length: 80, dtype: object",0.0,1.0,0.0006250000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,36.05001736111114,0.0,5.6115390339724684e+29,0.0,2688837631697.733,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33333333333,479055647.067,208.2,0.0,0.0,0.0,0.0,"22918    TE
22981    TE
23021    TE
23065    TE
23094    TE
23219    TE
23276    TE
23393    TE
24007    TE
24056    TE
24498    TE
24700    TE
25283    TE
26028    TE
26067    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,15.999999999999998,0.0,5.611944527993766e+29,0.0,2744066682571.4185,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Kenny Stills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609756097561,16358348706.9,1927.85365854,0.0,0.0975609756098,0.0,9.41463414634,"15798    WR
15918    WR
16014    WR
16160    WR
16312    WR
16457    WR
16554    WR
16679    WR
16745    WR
16844    WR
16926    WR
17105    WR
17184    WR
17292    WR
17390    WR
17513    WR
17672    WR
17866    WR
18025    WR
18235    WR
18377    WR
18431    WR
18590    WR
18681    WR
18814    WR
18898    WR
18996    WR
19120    WR
19182    WR
21154    WR
21280    WR
21410    WR
21660    WR
21851    WR
21946    WR
22119    WR
22287    WR
22457    WR
22632    WR
22752    WR
22869    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07640954458325078,0.0,5.611706617695518e+29,0.0,2738372349939.621,0.0,0.0,1.0,0.009518143961927428,0.0,0.0,1.0,88.63533610945865,0.0
Juwan Thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6145644.33333,227.888888889,0.0,24573.5555556,1.83333333333,90227034.7778,"3964    RB
4070    RB
4141    RB
4200    RB
4340    RB
4410    RB
4487    RB
4545    RB
4625    RB
4688    RB
4820    RB
4920    RB
8132    RB
8302    RB
8556    RB
8852    RB
8916    RB
9013    RB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.6119516134091766e+29,0.0,2744001452785.4946,0.0,0.0,1.0,603859632.641975,0.0,3.3611111111111116,0.0,8140917804790320.0,0.0
Ryan Tannehill,0.0,0.21875,0.046875,1467398160.16,71591398.2812,19.84375,114.015625,1.69851752234e+14,0.0,0.0,8287.765625,0.03125,0.0,606.671875,0.078125,28650943.2656,"31      QB
50      QB
103     QB
122     QB
167     QB
191     QB
271     QB
290     QB
336     QB
366     QB
394     QB
435     QB
465     QB
494     QB
534     QB
596     QB
628     QB
651     QB
694     QB
739     QB
796     QB
811     QB
864     QB
897     QB
915     QB
948     QB
973     QB
1028    QB
1058    QB
1104    QB
        ..
1295    QB
1323    QB
1397    QB
1420    QB
1470    QB
1490    QB
1534    QB
1558    QB
1584    QB
1638    QB
1668    QB
1693    QB
1723    QB
1775    QB
1821    QB
1846    QB
1881    QB
1920    QB
1950    QB
2014    QB
2050    QB
2084    QB
2108    QB
2150    QB
2183    QB
2209    QB
2245    QB
2281    QB
2344    QB
2376    QB
Name: Position, Length: 64, dtype: object",0.0,1.0,0.0478515625,0.0,0.0021972656249999996,0.0,2.1532573604299484e+18,0.0,5125328307864565.0,0.0,393.77441406249994,0.0,12999.562744140623,0.0,2.884961773680003e+28,0.0,0.0,1.0,0.11111111111111113,0.0,5.611951705362688e+29,0.0,2744756398328.1133,-5.06318188246355e+31,0.0,1.0,368050.7639160157,0.0,0.006103515625,0.0,820876550010062.6,0.0
Wendell Smallwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geronimo Allison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Sherman,0.0,0.030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606060606061,3142936.27273,16.7575757576,0.0,0.181818181818,0.0,62.8484848485,"3672     RB
3848     RB
4002     RB
4128     RB
4240     RB
4479     RB
4572     RB
4742     RB
4837     RB
5065     RB
5257     RB
5361     RB
5431     RB
5593     RB
5650     RB
5759     RB
5907     RB
5987     RB
6075     RB
6236     RB
6843     RB
7084     RB
7171     RB
7962     RB
8383     RB
9282     RB
10842    RB
11018    RB
11093    RB
11326    RB
11732    RB
12014    RB
12179    RB
Name: Position, dtype: object",0.0,1.0,0.0009182736455463731,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07438016528925619,0.0,5.6119516583975276e+29,0.0,2744700976575.282,0.0,0.0,1.0,0.03305785123966942,0.0,0.0,1.0,3949.9320477502315,0.0
Damien Williams,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,197390367.375,442.833333333,0.0,8085.66666667,0.0,6101451.875,"3751    RB
3844    RB
3912    RB
4160    RB
4307    RB
4380    RB
4460    RB
4570    RB
4737    RB
4833    RB
4868    RB
4991    RB
7958    RB
7999    RB
8130    RB
8229    RB
8392    RB
8463    RB
8836    RB
8946    RB
9018    RB
9110    RB
9188    RB
9266    RB
Name: Position, dtype: object",0.0,1.0,0.0017361111111111112,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0625,0.0,5.6119487480678755e+29,0.0,2743289386848.0293,0.0,0.0,1.0,65378005.44444444,0.0,0.0,1.0,37227714982941.01,0.0
Frank Gore,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0549450549451,292715500.385,540.241758242,0.0,10496722.2198,2.08791208791,31560597734.1,"3637     RB
3704     RB
3841     RB
3870     RB
3961     RB
4072     RB
4158     RB
4312     RB
4357     RB
4444     RB
4555     RB
4637     RB
4699     RB
4776     RB
4849     RB
4943     RB
5039     RB
5164     RB
5219     RB
5296     RB
5385     RB
5472     RB
5544     RB
5629     RB
5786     RB
5878     RB
5964     RB
6028     RB
6112     RB
6204     RB
         ..
9084     RB
9140     RB
9255     RB
9337     RB
9406     RB
9513     RB
9609     RB
9688     RB
9759     RB
9832     RB
9909     RB
10053    RB
10158    RB
10252    RB
10802    RB
10879    RB
10992    RB
11045    RB
11136    RB
11210    RB
11353    RB
11438    RB
11572    RB
11599    RB
11703    RB
11781    RB
11860    RB
11956    RB
12039    RB
12201    RB
Name: Position, Length: 91, dtype: object",0.0,1.0,0.02040816326530612,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07750003354398956,0.0,5.6119473198507516e+29,0.0,2742966723558.35,0.0,0.0,1.0,110181177359227.78,0.0,4.3593768868494145,0.0,9.960713293336086e+20,0.0
Trevor Siemian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"1117    QB
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11111111111111113,0.0,5.611951705486859e+29,0.0,2744756501873.779,-5.063182073471589e+31,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Mohamed Sanu,0.0,0.0185185185185,0.0,0.0925925925926,0.0925925925926,0.0,0.037037037037,5839449.27778,0.0185185185185,0.314814814815,9871564629.43,2608.2962963,0.0,4.88888888889,0.037037037037,4849430.2037,"15675    WR
15739    WR
15875    WR
16085    WR
16196    WR
16350    WR
16426    WR
16533    WR
16680    WR
16785    WR
16838    WR
16998    WR
17118    WR
17244    WR
17346    WR
17446    WR
17576    WR
17641    WR
17734    WR
17890    WR
17975    WR
18055    WR
18212    WR
18287    WR
18359    WR
18481    WR
18541    WR
18816    WR
18899    WR
19015    WR
19069    WR
19255    WR
19528    WR
19986    WR
20173    WR
20228    WR
20332    WR
20420    WR
21120    WR
21268    WR
21367    WR
21434    WR
21547    WR
21668    WR
21884    WR
21933    WR
22091    WR
22180    WR
22305    WR
22419    WR
22507    WR
22661    WR
22690    WR
22871    WR
Name: Position, dtype: object",0.0,1.0,0.0003429355281207133,0.0,0.0,1.0,0.008573388203017836,0.0,0.008573388203017836,0.0,0.0,1.0,0.0013717421124828536,0.0,34099167867739.434,0.0,0.00034293552812071355,0.0,0.00034293552812071225,0.0,5.6118038048343875e+29,0.0,2736120816159.6934,0.0,0.0,1.0,23.901234567901238,0.0,0.0013717421124828536,0.0,23516973300593.75,0.0
Jarvis Landry,0.0,0.129032258065,0.0,0.0322580645161,0.0322580645161,0.0,0.0,17143.2580645,0.0322580645161,3.25806451613,829450963240.0,295570.0,0.0,510.516129032,0.0322580645161,27663992.871,"15791    WR
15933    WR
16042    WR
16208    WR
16362    WR
16491    WR
16549    WR
16661    WR
16746    WR
16822    WR
16964    WR
17080    WR
17170    WR
17331    WR
17405    WR
21104    WR
21210    WR
21329    WR
21448    WR
21623    WR
21714    WR
21845    WR
21941    WR
22018    WR
22141    WR
22210    WR
22421    WR
22459    WR
22605    WR
22682    WR
22820    WR
Name: Position, dtype: object",0.0,1.0,0.01664932362122792,0.0,0.0,1.0,0.0010405827263267429,0.0,0.0010405827263267429,0.0,0.0,1.0,0.0,1.0,293891297.0665974,0.0,0.001040582726326745,0.0,8.554052491617542,0.0,5.599531259866219e+29,0.0,1852758360480.4453,-3.417735930620848e+31,0.0,1.0,260626.71800208118,0.0,0.0010405827263267246,0.0,765296501564943.2,0.0
