,Fumble TD,Fumbles Lost,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Position,Fumble TD M2E,Fumble TD EV,Fumbles Lost M2E,Fumbles Lost EV,Pass 2PT M2E,Pass 2PT EV,Pass Attempts M2E,Pass Attempts EV,Pass Completions M2E,Pass Completions EV,Pass Interceptions M2E,Pass Interceptions EV,Pass TD M2E,Pass TD EV,Pass Yards M2E,Pass Yards EV,Receiving 2PT M2E,Receiving 2PT EV,Receiving TD M2E,Receiving TD EV,Receiving Yards M2E,Receiving Yards EV,Receptions M2E,Receptions EV,Rush 2PT M2E,Rush 2PT EV,Rush Attempts M2E,Rush Attempts EV,Rush TD M2E,Rush TD EV,Rush Yards M2E,Rush Yards EV
Roger Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Williams,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727273,1.72727272727,630006635267.0,7330.52272727,0.0,0.0681818181818,0.0,16.4090909091,"15637    WR
15796    WR
15878    WR
15980    WR
16084    WR
16231    WR
16339    WR
16447    WR
16592    WR
16894    WR
16982    WR
17221    WR
17257    WR
17400    WR
17540    WR
17663    WR
17844    WR
17918    WR
18033    WR
18135    WR
18245    WR
18375    WR
18441    WR
18689    WR
18797    WR
18887    WR
18993    WR
19077    WR
19230    WR
21099    WR
21199    WR
21423    WR
21567    WR
21742    WR
21869    WR
21970    WR
22052    WR
22114    WR
22262    WR
22360    WR
22496    WR
22642    WR
22704    WR
22786    WR
Name: Position, dtype: object",0.0,1.0,0.002066115702479339,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0005165289256198347,0.0,1.9430670339761262,0.0,5.602516542088032e+29,0.0,2720520834827.2944,0.0,0.0,1.0,0.004648760330578512,0.0,0.0,1.0,269.25826446281,0.0
Carlos Hyde,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5803409.19048,216.142857143,0.0,23769827.1429,3.28571428571,1.10413685802e+12,"3618    RB
3766    RB
3805    RB
3917    RB
3985    RB
4092    RB
4166    RB
4332    RB
4365    RB
4472    RB
4533    RB
4622    RB
4749    RB
4796    RB
7882    RB
8012    RB
8100    RB
8211    RB
8256    RB
8358    RB
8445    RB
Name: Position, dtype: object",0.0,1.0,0.002267573696145133,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11111111111111112,0.0,5.611951618536746e+29,0.0,2744040367591.894,0.0,0.0,1.0,565004682401307.6,0.0,10.795918367346937,0.0,1.2191182012352282e+24,0.0
Jeremy Kerley,0.0,0.0689655172414,0.0,0.0689655172414,0.0344827586207,0.0,0.0,1306.36206897,0.0,0.155172413793,1204229671.47,1440.89655172,0.0,1.34482758621,0.0,2564566.05172,"14209    WR
14349    WR
14487    WR
14550    WR
14737    WR
14800    WR
15181    WR
15286    WR
15375    WR
15468    WR
15546    WR
15686    WR
15773    WR
15863    WR
16069    WR
16142    WR
16298    WR
16377    WR
16492    WR
16601    WR
16856    WR
16989    WR
17124    WR
17305    WR
17415    WR
17534    WR
17775    WR
17847    WR
17933    WR
18091    WR
18133    WR
18291    WR
18414    WR
18859    WR
19019    WR
19082    WR
19220    WR
19301    WR
19431    WR
19513    WR
19694    WR
19748    WR
19892    WR
19939    WR
20065    WR
20258    WR
20355    WR
20447    WR
20585    WR
20723    WR
20829    WR
20939    WR
20992    WR
21322    WR
21738    WR
21847    WR
21975    WR
22098    WR
Name: Position, dtype: object",0.0,1.0,0.004756242568370987,0.0,0.0,1.0,0.004756242568370987,0.0,0.001189060642092746,0.0,0.0,1.0,0.0,1.0,1706581.8552318665,0.0,0.0,1.0,0.03174131325142026,0.0,5.61193366301931e+29,0.0,2739984223047.18,-5.054378772855324e+31,0.0,1.0,1.8085612366230674,0.0,0.0,1.0,6576999033655.937,0.0
Clive Walford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214285714286,3543090447.36,1484.0,0.0,0.0,0.0,0.0,"22934    TE
22985    TE
23102    TE
23178    TE
23250    TE
23286    TE
23331    TE
23396    TE
23461    TE
23495    TE
23561    TE
23627    TE
23668    TE
23721    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.014172335600907028,0.0,5.611898620933188e+29,0.0,2739841527511.113,-5.0541155460518945e+31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Quincy Enunwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14107095359.9,2004.4,0.0,0.0,0.0,0.0,"21259    WR
21348    WR
21696    WR
22173    WR
22281    WR
22385    WR
22530    WR
22613    WR
22711    WR
22890    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.6117403466204395e+29,0.0,2738119017596.606,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Stephen Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Grant,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55553.8,0.4,0.0,26.0,0.0,18662.8,"7969    RB
8057    RB
8155    RB
8328    RB
8404    RB
Name: Position, dtype: object",0.0,1.0,0.039999999999999994,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.61195170465452e+29,0.0,2744755176489.406,0.0,0.0,1.0,676.0,0.0,0.0,1.0,348300103.84,0.0
Troymaine Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Brown,0.0,0.0344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44827586207,2.08516109949e+12,42493.7586207,0.0,2.34482758621,0.0,184652.206897,"15662    WR
15807    WR
15858    WR
16186    WR
16251    WR
16365    WR
16425    WR
16610    WR
16641    WR
16760    WR
16858    WR
16981    WR
17219    WR
17307    WR
17408    WR
21084    WR
21244    WR
21343    WR
21442    WR
21525    WR
21612    WR
21726    WR
22128    WR
22235    WR
22342    WR
22451    WR
22589    WR
22699    WR
22842    WR
Name: Position, dtype: object",0.0,1.0,0.0011890606420927468,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2430968423834055,0.0,5.580754066086461e+29,0.0,2605760795297.8364,-4.806780250816505e+31,0.0,1.0,5.498216409036884,0.0,0.0,1.0,34096437511.766907,0.0
Jalin Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Tye,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727272727,38461658095.6,10445.6363636,0.0,0.0,0.0,0.0,"23098    TE
23152    TE
23271    TE
23300    TE
23337    TE
23433    TE
23489    TE
23549    TE
23602    TE
23669    TE
23706    TE
Name: Position, dtype: object",0.0,1.0,0.008264462809917356,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.003673094582185492,0.0,5.61137546494231e+29,0.0,2710254400999.85,-4.9995369309889215e+31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Randall Cobb,0.0,0.089552238806,0.0,0.0149253731343,0.0,0.0,0.0,0.0,0.0149253731343,13.0298507463,68765125241.9,18045.9104478,0.0,75.1641791045,0.0,989313.134328,"13924    WR
14099    WR
14199    WR
14251    WR
14390    WR
14498    WR
14587    WR
14839    WR
14953    WR
15041    WR
15175    WR
15237    WR
15338    WR
15486    WR
15642    WR
15738    WR
15938    WR
15977    WR
16098    WR
16217    WR
16309    WR
16423    WR
16643    WR
16738    WR
16867    WR
16952    WR
17083    WR
17165    WR
17266    WR
17370    WR
         ..
19441    WR
19582    WR
19653    WR
19741    WR
19850    WR
19927    WR
20047    WR
20116    WR
20321    WR
20472    WR
20560    WR
20657    WR
20765    WR
20866    WR
21088    WR
21213    WR
21299    WR
21467    WR
21582    WR
21676    WR
21865    WR
21922    WR
22043    WR
22137    WR
22244    WR
22396    WR
22465    WR
22607    WR
22764    WR
22853    WR
Name: Position, Length: 67, dtype: object",0.0,1.0,0.008019603475161506,0.0,0.0,1.0,0.00022276676319893073,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00022276676319893073,0.0,161.20155441696988,0.0,5.610921472946066e+29,0.0,2685287730264.215,0.0,0.0,1.0,5649.653820449993,0.0,0.0,1.0,978740477754.6002,0.0
Rashad Jennings,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,1328798730.23,781.65625,0.0,9581101.15625,1.203125,412511225654.0,"3606     RB
3715     RB
3777     RB
3899     RB
3972     RB
4453     RB
4517     RB
4587     RB
4731     RB
4841     RB
4980     RB
5110     RB
5158     RB
5262     RB
5307     RB
5415     RB
5510     RB
5691     RB
5702     RB
5789     RB
5841     RB
5936     RB
6014     RB
6180     RB
6294     RB
6426     RB
6472     RB
6776     RB
6867     RB
6966     RB
         ..
7374     RB
7485     RB
7899     RB
8030     RB
8105     RB
8173     RB
8280     RB
8351     RB
8468     RB
8511     RB
8599     RB
8663     RB
8830     RB
8927     RB
8975     RB
9051     RB
9153     RB
9226     RB
9361     RB
9428     RB
9557     RB
9662     RB
10115    RB
10198    RB
10232    RB
10325    RB
10402    RB
10514    RB
10610    RB
10671    RB
Name: Position, Length: 64, dtype: object",0.0,1.0,0.00390625,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.000244140625,0.0,0.10093858506944443,0.0,5.611931796655061e+29,0.0,2742167125099.9385,0.0,0.0,1.0,91797499366295.1,0.0,1.447509765625,0.0,1.701655112907071e+23,0.0
Jameis Winston,0.0,0.125,0.0625,3002462794.69,125328976.5,268.3125,997.0,4.46370248306e+14,0.0,0.0,0.0,0.0,0.0,8110.0,0.375,72890443.4375,"621     QB
660     QB
699     QB
734     QB
764     QB
818     QB
853     QB
889     QB
926     QB
938     QB
989     QB
1021    QB
1060    QB
1094    QB
1132    QB
1178    QB
Name: Position, dtype: object",0.0,1.0,0.015624999999999998,0.0,0.003906250000000001,0.0,9.014782833482672e+18,0.0,1.5707352350537552e+16,0.0,71991.59765625001,0.0,994009.0000000002,0.0,1.9924639857282905e+29,0.0,0.0,1.0,0.11111111111111113,0.0,5.611951705486859e+29,0.0,2744756501873.779,-5.063182073471589e+31,0.0,1.0,65772100.00000001,0.0,0.140625,0.0,5313016744515387.0,0.0
Malcolm Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2509845.66667,22.0,0.0,0.0,0.0,0.0,"22929    TE
23169    TE
23475    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.611951667882866e+29,0.0,2744683606208.4453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Troy Niklas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6666666667,1757749.16667,11.5,0.0,0.0,0.0,0.0,"23162    TE
23225    TE
23747    TE
25479    TE
25838    TE
25891    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,106.77777777777771,0.0,5.6119516791512216e+29,0.0,2744718397200.6953,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
C.J. Spiller,0.0,0.0963855421687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421687,11359774236.3,875.180722892,0.0,39011.8313253,0.21686746988,54767078.2048,"3613     RB
3722     RB
3815     RB
3889     RB
3992     RB
4098     RB
4136     RB
4909     RB
5001     RB
5064     RB
5129     RB
5273     RB
5316     RB
5388     RB
5486     RB
5591     RB
5711     RB
5806     RB
5896     RB
6006     RB
6130     RB
6208     RB
6275     RB
6357     RB
6435     RB
6528     RB
6629     RB
6758     RB
6842     RB
6881     RB
         ..
9376     RB
9455     RB
9522     RB
9645     RB
9710     RB
9871     RB
9940     RB
10017    RB
10098    RB
10353    RB
10437    RB
10531    RB
10604    RB
10740    RB
10795    RB
10893    RB
11014    RB
11101    RB
11179    RB
11240    RB
11405    RB
11478    RB
11562    RB
11626    RB
11693    RB
11766    RB
11878    RB
11935    RB
12032    RB
12125    RB
Name: Position, Length: 83, dtype: object",0.0,1.0,0.00929017273914937,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05614425573781067,0.0,5.611781507912746e+29,0.0,2741857390330.0967,0.0,0.0,1.0,1521922983.3537526,0.0,0.04703149949194368,0.0,2999432855092790.5,0.0
Tevin Coleman,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83674.6666667,0.166666666667,0.0,10224367.25,0.0833333333333,170939907347.0,"7907    RB
7994    RB
8324    RB
8371    RB
8469    RB
8542    RB
8627    RB
8748    RB
8796    RB
8944    RB
9029    RB
9108    RB
Name: Position, dtype: object",0.0,1.0,0.0625,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11111111111111113,0.0,5.611951704233197e+29,0.0,2744755949630.2505,-5.063181054762086e+31,0.0,1.0,104537685662872.58,0.0,0.006944444444444446,0.0,2.9220451923857917e+22,0.0
Eric Decker,0.0,0.0493827160494,0.0,0.0123456790123,0.0,0.0,0.0,0.0,0.0,4.24691358025,54511128167.6,14507.7283951,0.0,0.0123456790123,0.0,0.0123456790123,"13312    WR
13439    WR
13578    WR
13817    WR
13950    WR
14007    WR
14165    WR
14222    WR
14410    WR
14555    WR
14596    WR
14688    WR
14776    WR
14964    WR
14986    WR
15149    WR
15245    WR
15365    WR
15620    WR
15668    WR
15747    WR
15953    WR
15996    WR
16216    WR
16349    WR
16470    WR
16545    WR
16688    WR
16857    WR
17016    WR
         ..
19433    WR
19516    WR
19632    WR
19754    WR
19839    WR
20025    WR
20115    WR
20296    WR
20335    WR
20459    WR
20613    WR
20664    WR
20749    WR
20853    WR
20965    WR
21087    WR
21197    WR
21424    WR
21634    WR
21736    WR
21835    WR
21927    WR
22012    WR
22136    WR
22224    WR
22345    WR
22450    WR
22581    WR
22687    WR
22802    WR
Name: Position, Length: 81, dtype: object",0.0,1.0,0.002438652644413961,0.0,0.0,1.0,0.0001524157902758726,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,15.31611034903216,0.0,5.6111350171992705e+29,0.0,2696896178985.4243,0.0,0.0,1.0,0.00015241579027587256,0.0,0.0,1.0,0.00015241579027587256,0.0
Chester Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le'Veon Bell,0.0,0.0285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857142857143,6763524081.17,11415.7714286,0.0,15655210.4857,2.65714285714,309329265496.0,"3600    RB
3717    RB
3786    RB
3886    RB
3958    RB
4044    RB
4109    RB
4203    RB
4290    RB
4379    RB
4429    RB
4584    RB
4670    RB
4757    RB
4869    RB
4956    RB
5297    RB
5491    RB
5562    RB
5646    RB
5714    RB
5777    RB
5862    RB
5941    RB
6009    RB
6126    RB
6186    RB
6266    RB
6355    RB
8077    RB
8164    RB
8251    RB
8349    RB
8422    RB
8523    RB
Name: Position, dtype: object",0.0,1.0,0.0008163265306122448,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.061315192743764166,0.0,5.611850370821353e+29,0.0,2707061104492.3457,0.0,0.0,1.0,245085615352018.56,0.0,7.060408163265306,0.0,9.568459449234787e+22,0.0
Josh McCown,0.0,3.43333333333,0.1,1531989706.47,142140552.133,6.9,47.5333333333,4.46273868601e+14,0.0,0.0,0.0,0.0,0.0333333333333,913.266666667,1.16666666667,12905781.7333,"640     QB
687     QB
718     QB
748     QB
801     QB
830     QB
849     QB
991     QB
1220    QB
1250    QB
1309    QB
1522    QB
1555    QB
1596    QB
1639    QB
1667    QB
1696    QB
1754    QB
1785    QB
2017    QB
2075    QB
2124    QB
2156    QB
2177    QB
2208    QB
2238    QB
2348    QB
2914    QB
2930    QB
2971    QB
Name: Position, dtype: object",0.0,1.0,11.787777777777782,0.0,0.010000000000000004,0.0,2.3469924607198234e+18,0.0,2.0203936560768856e+16,0.0,47.61000000000001,0.0,2259.4177777777777,0.0,1.991603657959848e+29,0.0,0.0,1.0,0.1111111111111111,0.0,5.61195170548686e+29,0.0,2744756501873.779,0.0,0.0011111111111111111,0.0,834056.0044444448,0.0,1.3611111111111114,0.0,166559202148440.3,0.0
Walter Powell,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"16303    WR
Name: Position, dtype: object",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.61195170548686e+29,0.0,2744756501873.779,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Mike Wallace,0.0,0.0326086956522,0.0,0.0108695652174,0.0,0.0,0.0,0.0,0.0,0.880434782609,4868572785.92,4181.9673913,0.0,0.336956521739,0.0,3823.5,"12244    WR
12374    WR
12410    WR
12563    WR
12702    WR
12807    WR
12923    WR
12972    WR
13058    WR
13150    WR
13313    WR
13392    WR
13489    WR
13603    WR
13692    WR
13789    WR
13920    WR
14010    WR
14119    WR
14248    WR
14336    WR
14417    WR
14504    WR
14613    WR
14680    WR
14790    WR
15048    WR
15077    WR
15216    WR
15328    WR
         ..
19197    WR
19304    WR
19394    WR
19500    WR
19800    WR
19835    WR
19964    WR
20052    WR
20127    WR
20241    WR
20377    WR
20505    WR
20568    WR
20632    WR
20766    WR
20930    WR
21100    WR
21247    WR
21350    WR
21409    WR
21679    WR
21765    WR
21994    WR
22061    WR
22193    WR
22370    WR
22456    WR
22618    WR
22750    WR
22856    WR
Name: Position, Length: 92, dtype: object",0.0,1.0,0.001063327032136104,0.0,0.0,1.0,0.00011814744801512289,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2993199957992016,0.0,5.611878761883374e+29,0.0,2730917203476.692,-5.037653073902513e+31,0.0,1.0,0.1135396975425331,0.0,0.0,1.0,14619152.249999996,0.0
Jarius Wright,0.0,0.0212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446808510638,5281233022.26,1314.55319149,0.0,0.170212765957,0.0,13184961.9362,"15697    WR
15810    WR
15984    WR
16135    WR
16254    WR
16345    WR
16493    WR
16582    WR
16972    WR
17039    WR
17195    WR
17270    WR
17429    WR
17662    WR
17760    WR
17898    WR
18085    WR
18210    WR
18374    WR
18466    WR
18519    WR
18759    WR
18969    WR
19072    WR
19229    WR
20224    WR
20468    WR
20597    WR
20704    WR
20818    WR
20892    WR
20972    WR
21131    WR
21246    WR
21365    WR
21652    WR
21763    WR
21897    WR
21982    WR
22087    WR
22146    WR
22285    WR
22389    WR
22483    WR
22616    WR
22715    WR
22854    WR
Name: Position, dtype: object",0.0,1.0,0.0004526935264825713,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.012876615864393138,0.0,5.611872579205231e+29,0.0,2740402508753.262,0.0,0.0,1.0,0.028972385694884563,0.0,0.0,1.0,173843221258257.38,0.0
Larry Fitzgerald,0.0,0.0425531914894,0.0,0.0106382978723,0.0,0.0,0.0,0.0,0.0106382978723,9.1170212766,168308807296.0,47994.7765957,0.0,0.0212765957447,0.0,5.44680851064,"12226    WR
12340    WR
12433    WR
12543    WR
12626    WR
12840    WR
12884    WR
12987    WR
13079    WR
13158    WR
13319    WR
13401    WR
13496    WR
13600    WR
13752    WR
13788    WR
13945    WR
14008    WR
14125    WR
14238    WR
14360    WR
14521    WR
14609    WR
14687    WR
14765    WR
14891    WR
15013    WR
15120    WR
15185    WR
15332    WR
         ..
19504    WR
19634    WR
19749    WR
19838    WR
19989    WR
20061    WR
20125    WR
20391    WR
20479    WR
20594    WR
20737    WR
20814    WR
20869    WR
21052    WR
21092    WR
21184    WR
21300    WR
21439    WR
21530    WR
21643    WR
21769    WR
21834    WR
22013    WR
22132    WR
22247    WR
22368    WR
22491    WR
22612    WR
22698    WR
22801    WR
Name: Position, Length: 94, dtype: object",0.0,1.0,0.0018107741059302852,0.0,0.0,1.0,0.00011317338162064282,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00011317338162064282,0.0,77.15317388461341,0.0,5.609430286546586e+29,0.0,2588031164002.282,0.0,0.0,1.0,0.00045269352648257113,0.0,0.0,1.0,29.66772295156178,0.0
C.J. Anderson,0.0,0.0645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290323,392227757.323,2591.90322581,0.0,3995687.03226,17.9032258065,141129956723.0,"3663    RB
3742    RB
3865    RB
4189    RB
4276    RB
4314    RB
4352    RB
4439    RB
4506    RB
4585    RB
4674    RB
4773    RB
4853    RB
4937    RB
5673    RB
5984    RB
7932    RB
8032    RB
8144    RB
8195    RB
8293    RB
8355    RB
8494    RB
8603    RB
8705    RB
8737    RB
8782    RB
8907    RB
9121    RB
9157    RB
9233    RB
Name: Position, dtype: object",0.0,1.0,0.004162330905306971,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07226268932824602,0.0,5.61194582889987e+29,0.0,2736175048717.6587,-5.047352086456441e+31,0.0,1.0,15965514859755.264,0.0,320.525494276795,0.0,1.991766468470869e+22,0.0
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,10951596560.3,4362.90909091,0.0,6.0,0.0,8224197622.64,"16115    WR
17342    WR
17378    WR
21377    WR
21443    WR
21766    WR
22074    WR
22538    WR
22660    WR
22767    WR
22819    WR
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05876951331496776,0.0,5.611787623381329e+29,0.0,2730319206275.938,-5.036549963770603e+31,0.0,1.0,36.0,0.0,0.0,1.0,6.7637426536177615e+19,0.0
Jerome Felton,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98063.5483871,1.16129032258,0.0,2.0,0.0,131767.258065,"4159     RB
4499     RB
5025     RB
5618     RB
5753     RB
5900     RB
5996     RB
6084     RB
7264     RB
7497     RB
7856     RB
8322     RB
8844     RB
9394     RB
9589     RB
9650     RB
9742     RB
9820     RB
9971     RB
10041    RB
10104    RB
10201    RB
10297    RB
10388    RB
10466    RB
10757    RB
11033    RB
11200    RB
11331    RB
11840    RB
12025    RB
Name: Position, dtype: object",0.0,1.0,0.0010405827263267437,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.0,5.611951704017614e+29,0.0,2744752653984.5464,0.0,0.0,1.0,3.999999999999999,0.0,0.0,1.0,17362610297.84079,0.0
Tyler Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeSean McCoy,0.0,0.127906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139534883721,356696052.907,1020.55813953,0.0116279069767,5675212.9186,1.12790697674,92020617162.6,"3617     RB
3701     RB
3830     RB
3922     RB
3966     RB
4035     RB
4211     RB
4289     RB
4372     RB
4442     RB
4510     RB
4588     RB
4706     RB
4788     RB
4856     RB
4954     RB
5032     RB
5117     RB
5202     RB
5314     RB
5384     RB
5461     RB
5566     RB
5655     RB
5712     RB
5774     RB
5839     RB
6024     RB
6090     RB
6198     RB
         ..
9322     RB
9405     RB
9536     RB
9601     RB
9676     RB
9771     RB
9843     RB
9990     RB
10058    RB
10130    RB
10230    RB
10304    RB
10403    RB
10513    RB
10598    RB
10770    RB
10862    RB
10954    RB
11060    RB
11140    RB
11211    RB
11348    RB
11425    RB
11500    RB
11589    RB
11677    RB
11756    RB
11852    RB
11936    RB
12073    RB
Name: Position, Length: 86, dtype: object",0.0,1.0,0.016360194699837752,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03755783907217114,0.0,5.611946361256641e+29,0.0,2741375963478.9272,-5.056946080811471e+31,0.00013520822065981618,0.0,32208041671497.125,0.0,1.2721741481882098,0.0,8.467793982982367e+21,0.0
Jack Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,53439258.7143,110.80952381,0.0,0.0,0.0,0.0,"23012    TE
23123    TE
23173    TE
23284    TE
23479    TE
23700    TE
23752    TE
24901    TE
25232    TE
25280    TE
25331    TE
25384    TE
25453    TE
25531    TE
25581    TE
25676    TE
25705    TE
25948    TE
25993    TE
26122    TE
26151    TE
Name: Position, dtype: object",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03628117913832199,0.0,5.6119509048282685e+29,0.0,2744389351080.0215,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Robert Woods,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.25,42697935023.2,15332.3181818,0.0,0.0681818181818,0.0,650.954545455,"15664    WR
15833    WR
15941    WR
16050    WR
16129    WR
16202    WR
16396    WR
16433    WR
16660    WR
16794    WR
16821    WR
16954    WR
17093    WR
17208    WR
17271    WR
17384    WR
17516    WR
17612    WR
17761    WR
17820    WR
17952    WR
18098    WR
18192    WR
18308    WR
18372    WR
18775    WR
18896    WR
18950    WR
19081    WR
19242    WR
21132    WR
21205    WR
21359    WR
21476    WR
21593    WR
21659    WR
21719    WR
21990    WR
22070    WR
22155    WR
22273    WR
22357    WR
22455    WR
22608    WR
Name: Position, dtype: object",0.0,1.0,0.002066115702479339,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.002066115702479339,0.0,0.0069444444444444415,0.0,5.611311997970917e+29,0.0,2694188538408.7896,-4.969900645434854e+31,0.0,1.0,0.004648760330578512,0.0,0.0,1.0,423741.8202479341,0.0
