,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2614,5,1,3,3,David Akers,Packers,14.0,K,1,3,3,2012,1
2658,49,0,2,2,David Akers,Lions,9.0,K,2,3,3,2012,0
2695,86,0,3,2,David Akers,Min,7.0,K,3,1,1,2012,1
2717,108,0,4,2,David Akers,Jets,10.0,K,4,4,4,2012,1
2747,138,0,1,1,David Akers,Bills,9.0,K,5,6,6,2012,0
2794,185,0,3,1,David Akers,Giants,3.0,K,6,0,0,2012,0
2812,203,0,2,2,David Akers,Seahawks,7.0,K,7,1,1,2012,0
2842,233,0,1,1,David Akers,Cardinals,6.0,K,8,3,3,2012,1
2903,294,0,2,1,David Akers,Rams,6.0,K,10,3,3,2012,0
2918,309,0,3,3,David Akers,Bears,12.0,K,11,3,3,2012,0
2957,348,0,3,1,David Akers,Saints,7.0,K,12,4,4,2012,1
2993,384,0,3,2,David Akers,Rams,7.0,K,13,1,1,2012,1
3018,409,0,2,2,David Akers,Dolphins,9.0,K,14,3,3,2012,0
3043,434,0,3,2,David Akers,Patriots,11.0,K,15,5,5,2012,1
3077,468,1,3,2,David Akers,Seahawks,9.0,K,16,1,1,2012,1
3108,499,0,4,2,David Akers,Cardinals,9.0,K,17,3,3,2012,0
