,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
11,11,11,0,0,Jeremy Maclin,Bengals,0,0,0,0,0,0,11.0,WR,0,1,56,2,0,0,0,0,1,2017
119,119,119,0,0,Jeremy Maclin,Ravens,0,0,0,0,0,0,9.0,WR,0,1,31,4,0,0,0,0,2,2017
330,330,330,0,0,Jeremy Maclin,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,3,2017
418,418,418,0,0,Jeremy Maclin,Ravens,0,0,0,0,0,0,2.0,WR,0,0,21,3,0,0,0,0,4,2017
498,498,498,0,0,Jeremy Maclin,Raiders,0,0,0,0,0,0,4.0,WR,0,0,43,6,0,0,0,0,5,2017
787,787,787,0,0,Jeremy Maclin,Ravens,0,0,0,0,0,0,11.0,WR,0,1,53,3,0,0,0,0,8,2017
883,883,883,0,0,Jeremy Maclin,Titans,0,0,0,0,0,0,9.0,WR,0,0,98,8,0,0,0,0,9,2017
1121,1121,1121,0,0,Jeremy Maclin,Packers,0,0,0,0,0,0,3.0,WR,0,0,34,4,0,0,0,0,11,2017
1281,1281,1281,0,0,Jeremy Maclin,Ravens,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,12,2017
1334,1334,1334,0,0,Jeremy Maclin,Ravens,0,0,0,0,0,0,4.0,WR,0,0,41,4,0,0,0,0,13,2017
