,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
84,84,84,0,0,O.J. Howard,Buccaneers,0,0,0,0,0,0,1.0,TE,0,0,17,1,0,0,0,0,2,2017
128,128,128,0,0,O.J. Howard,Vikings,0,0,0,0,0,0,1.0,TE,0,0,12,1,0,0,0,0,3,2017
157,157,157,0,0,O.J. Howard,Buccaneers,0,0,0,0,0,0,12.0,TE,0,1,63,2,0,0,0,0,4,2017
286,286,286,0,0,O.J. Howard,Cardinals,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,6,2017
299,299,299,0,0,O.J. Howard,Bills,0,0,0,0,0,0,21.0,TE,0,2,98,6,0,0,0,0,7,2017
384,384,384,0,0,O.J. Howard,Buccaneers,0,0,0,0,0,0,1.0,TE,0,0,16,2,0,0,0,0,8,2017
443,443,443,0,1,O.J. Howard,Saints,0,0,0,0,0,0,-1.0,TE,0,0,6,1,0,0,0,0,9,2017
487,487,487,0,0,O.J. Howard,Dolphins,0,0,0,0,0,0,11.0,TE,0,1,52,3,0,0,0,0,11,2017
551,551,551,0,0,O.J. Howard,Falcons,0,0,0,0,0,0,5.0,TE,0,0,52,3,0,0,0,0,12,2017
626,626,626,0,0,O.J. Howard,Packers,0,0,0,0,0,0,1.0,TE,0,0,17,1,0,0,0,0,13,2017
