,Pass 2PT,Receiving Yards,Receptions,Pass Attempts,Rush Attempts,Rush TD,Rush Yards,Pass Yards,Pass Interceptions,Receiving TD,Fumble TD,Away Games,Points,Pass TD,Fumbles Lost,Receiving 2PT,Pass Completions,Year,Week,Rush 2PT,Name,Opponent,Position
0,0.0,-0.029145019073245362,-0.03772021648604352,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,16.568590025308442,0.0,-0.9993096305701114,2.5704231346948956,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Rob Gronkowski,Steelers,TE
1,0.0,-0.018513468016986785,-0.03772021648604352,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,1.411177145186773,0.0,-0.9993096305701114,0.9503128566228175,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Austin Seferian-Jenkins,Titans,TE
2,0.0,-0.021983388812139844,-0.006535274071599811,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,1.411177145186773,0.0,1.0006908463691024,0.7157676206501952,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Travis Kelce,Texans,TE
3,0.0,-0.023489137023929074,0.48065470718540426,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,1.411177145186773,0.0,1.0006908463691024,0.7157676206501952,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Tyler Eifert,Raiders,TE
4,0.0,-0.035466934268287745,0.21002174539292426,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,1.411177145186773,0.0,-0.9993096305701114,0.17862198089418854,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Jason Witten,Giants,TE
5,0.0,-0.03293752776605346,-0.04930641097207753,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.0006079069924010544,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Darren Fells,Saints,TE
6,0.0,-0.03431157309302145,-0.03772021648604352,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.01889945871094483,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Ladarius Green,Lions,TE
7,0.0,-0.03531097833842915,0.0648099167642934,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.03135781861643597,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Jordan Reed,Dolphins,TE
8,0.0,-0.03575255165013675,-0.006535274071599811,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,1.0006908463691024,-0.039576806739427706,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Jimmy Graham,Rams,TE
9,0.0,-0.03570765371256934,-0.04930641097207753,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,1.0006908463691024,-0.039576806739427706,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Eric Ebron,Chargers,TE
10,0.0,-0.03565343620014507,-0.03772021648604352,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.039576806739427706,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Martellus Bennett,Packers,TE
11,0.0,-0.03586336880022269,-0.05269011440121072,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,1.0006908463691024,-0.04479858753175758,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Delanie Walker,Buccaneers,TE
12,0.0,-0.035871549483036655,-0.053358413415280685,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.04479858753175758,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Lance Kendricks,Seahawks,TE
13,0.0,-0.03247271812204803,0.21002174539292426,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,1.0006908463691024,-0.04979225917703949,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Heath Miller,Patriots,TE
14,0.0,-0.03221863325262471,-0.03772021648604352,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,-0.9993096305701114,-0.04979225917703949,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Jared Cook,Seahawks,TE
15,0.0,-0.034438089910693206,-0.04930641097207753,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,1.0006908463691024,-0.05077017435884327,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Jordan Cameron,Redskins,TE
16,0.0,-0.03592526194775952,-0.05269011440121072,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,1.0006908463691024,-0.05077017435884327,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Dwayne Allen,Bills,TE
17,0.0,-0.03592549661066094,-0.053358413415280685,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.05125064172796882,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Gavin Escobar,Giants,TE
18,0.0,-0.0359254991871695,-0.053421725953455734,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.024788285561595565,0.0,-0.9993096305701114,-0.05125064172796882,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Scott Chandler,Steelers,TE
19,0.0,-0.03570765371256934,-0.03772021648604352,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,1.0006908463691024,-0.05146065374227072,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Kyle Rudolph,49ers,TE
20,0.0,-0.03583237975585926,-0.05269011440121072,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,1.0006908463691024,-0.05153867986172825,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Zach Ertz,Falcons,TE
21,0.0,-0.035819554185399116,-0.05269011440121072,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,-0.9993096305701114,-0.05153867986172825,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Vernon Davis,Min,TE
22,0.0,-0.03586336880022269,-0.04930641097207753,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,-0.9993096305701114,-0.05153867986172825,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Charles Clay,Colts,TE
23,0.0,-0.03588524108730407,-0.05269011440121072,0.0,-0.014647145865235845,-0.03719040016528009,-0.013167253977463982,0.0,0.0,-0.047581387636966496,0.0,-0.9993096305701114,-0.05153867986172825,0.0,-0.059517167024718355,-0.022060480141988612,0.0,2015,1,0.0,Garrett Celek,Min,TE
