,Receiving 2PT,Receptions,Week,Away Games,Pass Interceptions,Fumble TD,Pass TD,Pass 2PT,Points,Year,Pass Completions,Fumbles Lost,Receiving TD,Rush TD,Pass Yards,Rush Attempts,Pass Attempts,Rush 2PT,Receiving Yards,Rush Yards,Name,Opponent,Position
0,-0.04479308591452912,-0.05084616044797888,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.023910427854518735,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,0.3524676907009589,-0.0100294118713246,-0.06134497597635869,-0.055589021985328856,-0.06733531265686162,-0.027476030645025372,-0.03284767860414284,Marshawn Lynch,Packers,RB
1,-0.04479308591452912,-0.021371322262991013,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.023910427854518735,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,-0.04724760011560822,-0.0100294118713246,-0.0607887106894264,-0.055589021985328856,-0.06733531265686162,-0.026997827499091045,-0.032849023498015065,Le'Veon Bell,Browns,RB
2,-0.04479308591452912,-0.050849951423951226,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.024946379982498528,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,-0.04724760011560822,-0.0100294118713246,-0.058348392547643416,-0.055589021985328856,-0.06733531265686162,-0.027476079384799106,-0.03279698010054822,Knowshon Moreno,Patriots,RB
3,-0.04479308591452912,-0.049928744262671215,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.025057127320308185,2014,-0.03320445500854596,0.5864895249418638,-0.029224726000253918,-0.04724760011560822,-0.0100294118713246,-0.06011577516667733,-0.055589021985328856,-0.06733531265686162,-0.027475194384589213,-0.032835008184496944,DeMarco Murray,49ers,RB
4,-0.04479308591452912,-0.05084616044797888,1,0.9972005543956046,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.025057127320308185,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,0.3524676907009589,-0.0100294118713246,-0.06312476302670969,-0.055589021985328856,-0.06733531265686162,-0.027476079384708484,-0.03287635435170679,Mark Ingram,Falcons,RB
5,-0.04479308591452912,-0.050849951423951226,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.025215921356973283,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,-0.04724760011560822,-0.0100294118713246,-0.06329545718777016,-0.055589021985328856,-0.06733531265686162,-0.027476079384799106,-0.03285715323197285,Chris Ivory,Raiders,RB
6,-0.04479308591452912,0.07337274923787289,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.025215921356973283,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,-0.060141641754852315,-0.0100294118713246,-0.06246501967801212,-0.055589021985328856,-0.06733531265686162,-0.027024390302496624,-0.03287087308207709,Matt Forte,Bills,RB
7,-0.04479308591452912,-0.04696799202826922,1,0.9972005543956046,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.025270527577005795,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,-0.04724760011560822,-0.0100294118713246,-0.06269862503757795,-0.055589021985328856,-0.06733531265686162,-0.02744775937808244,-0.03287742380980488,Rashad Jennings,Lions,RB
8,-0.04479308591452912,-0.050849951423951226,1,0.9972005543956046,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.025270527577005795,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,0.3524676907009589,-0.0100294118713246,-0.06335640972562677,-0.055589021985328856,-0.06733531265686162,-0.027476079384799106,-0.03287774636363855,Isaiah Crowell,Steelers,RB
9,-0.04479308591452912,-0.04696799202826922,1,-1.00280730450064,-0.014152045525279001,0.0,-0.028312598015950877,0.0,-0.02531236029077381,2014,-0.03320445500854596,-0.07088421258695851,-0.029224726000253918,-0.04724760011560822,-0.0100294118713246,-0.06325704466246762,-0.055589021985328856,-0.06733531265686162,-0.027476030645025372,-0.03287443366248082,Darren Sproles,Jaguars,RB
