,Points,50+,XPM,XPA,FGM,Year,Week,FGA,Away Games,Name,Opponent,Position
31,-0.09643718631926153,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0889374574928914,2011,1,-0.10458356523049245,1.0032822845369858,Shaun Suisham,Ravens,K
32,-0.09643718631926153,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0889374574928914,2011,1,-0.10449172437129982,-0.9967284536091449,Ryan Succop,Bills,K
33,-0.09643230569480774,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08628747101512328,2011,2,-0.10311411148341025,-0.9967284536091449,Adam Vinatieri,Browns,K
34,-0.09643293756136648,-0.00514889016646596,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,2,-0.10375699749775871,-0.9967284536091449,John Kasay,Bears,K
35,-0.09643293756136648,-0.00514889016646596,-0.10093347671083258,-0.11234875181613181,-0.08827496087344938,2011,2,-0.1042162017937219,-0.9967284536091449,Jason Hanson,Chiefs,K
36,-0.09643293756136648,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08628747101512328,2011,2,-0.1022875437506765,-0.9967284536091449,Rob Bironas,Ravens,K
37,-0.09643407056347182,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,2,-0.10375699749775871,-0.9967284536091449,Nick Folk,Jaguars,K
38,-0.09643407056347182,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,2,-0.10375699749775871,1.0032822845369858,Mason Crosby,Panthers,K
39,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,2,-0.10375699749775871,1.0032822845369858,Neil Rackers,Dolphins,K
40,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,2,-0.10375699749775871,-0.9967284536091449,Olindo Mare,Packers,K
41,-0.09643502925756096,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,2,-0.10375699749775871,1.0032822845369858,Mike Nugent,Broncos,K
42,-0.09643502925756096,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,2,-0.10311411148341025,-0.9967284536091449,Graham Gano,Cardinals,K
43,-0.09643502925756096,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,2,-0.10375699749775871,1.0032822845369858,Josh Brown,Giants,K
44,-0.09643544323909946,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08827496087344938,2011,2,-0.1042162017937219,-0.9967284536091449,Stephen Gostkowski,Chargers,K
45,-0.09643544323909946,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08827496087344938,2011,2,-0.1042162017937219,1.0032822845369858,Phil Dawson,Colts,K
46,-0.09643544323909946,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08827496087344938,2011,2,-0.10375699749775871,1.0032822845369858,Dan Bailey,49ers,K
47,-0.09643581364363389,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08827496087344938,2011,2,-0.1042162017937219,-0.9967284536091449,Ryan Longwell,Buccaneers,K
48,-0.09643581364363389,-0.03247531884704328,-0.1015075855857032,-0.11289599549256063,-0.0887718333380309,2011,2,-0.1042162017937219,-0.9967284536091449,Rian Lindell,Raiders,K
49,-0.09643581364363389,-0.00514889016646596,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,2,-0.10449172437129982,-0.9967284536091449,David Akers,Cowboys,K
50,-0.09643614047116428,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0887718333380309,2011,2,-0.1042162017937219,1.0032822845369858,Alex Henery,Falcons,K
51,-0.09643614047116428,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,2,-0.1042162017937219,1.0032822845369858,Robbie Gould,Saints,K
52,-0.09643614047116428,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,2,-0.1042162017937219,1.0032822845369858,Billy Cundiff,Titans,K
53,-0.09643614047116428,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,2,-0.10311411148341025,-0.9967284536091449,Dan Carpenter,Texans,K
54,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,2,-0.1042162017937219,-0.9967284536091449,Shaun Suisham,Seahawks,K
55,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,2,-0.10449172437129982,-0.9967284536091449,Matt Prater,Bengals,K
56,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,2,-0.10449172437129982,1.0032822845369858,Connor Barth,Min,K
57,-0.09643666339521291,-0.00514889016646596,-0.10281237848313643,-0.11413973112080797,-0.0887718333380309,2011,2,-0.10449172437129982,1.0032822845369858,Josh Scobee,Jets,K
58,-0.09643666339521291,-0.03247531884704328,-0.1015075855857032,-0.11289599549256063,-0.0889374574928914,2011,2,-0.10458356523049245,1.0032822845369858,Sebastian Janikowski,Bills,K
59,-0.09643666339521291,-0.03247531884704328,-0.1015075855857032,-0.11289599549256063,-0.0889374574928914,2011,2,-0.10458356523049245,-0.9967284536091449,Matt Bryant,Eagles,K
60,-0.09643685949173114,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0889374574928914,2011,2,-0.10458356523049245,-0.9967284536091449,Lawrence Tynes,Rams,K
61,-0.09643701201124531,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.0887718333380309,2011,2,-0.1042162017937219,1.0032822845369858,Ryan Succop,Lions,K
62,-0.09643701201124531,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0889374574928914,2011,2,-0.10458356523049245,1.0032822845369858,Nick Novak,Patriots,K
63,-0.09643701201124531,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0889374574928914,2011,2,-0.10458356523049245,1.0032822845369858,Jay Feely,Redskins,K
64,-0.09643014863310717,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.08297498791791312,2011,3,-0.1012772942995575,-0.9967284536091449,Dan Bailey,Redskins,K
65,-0.09643163025124493,-0.00514889016646596,-0.10260361161954712,-0.11394073342028839,-0.08628747101512328,2011,3,-0.10311411148341025,1.0032822845369858,Jason Hanson,Min,K
66,-0.09643230569480774,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08628747101512328,2011,3,-0.10311411148341025,1.0032822845369858,Neil Rackers,Saints,K
67,-0.09643352585092119,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.08744684009914684,2011,3,-0.1022875437506765,1.0032822845369858,Billy Cundiff,Rams,K
68,-0.09643407056347182,-0.00514889016646596,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,3,-0.10375699749775871,-0.9967284536091449,Sebastian Janikowski,Jets,K
69,-0.09643407056347182,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,3,-0.10311411148341025,1.0032822845369858,Graham Gano,Cowboys,K
70,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,3,-0.10311411148341025,1.0032822845369858,Shaun Suisham,Colts,K
71,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,3,-0.10375699749775871,-0.9967284536091449,Ryan Longwell,Lions,K
72,-0.09643502925756096,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,3,-0.1042162017937219,-0.9967284536091449,Rian Lindell,Patriots,K
73,-0.09643502925756096,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,3,-0.10375699749775871,-0.9967284536091449,Alex Henery,Giants,K
74,-0.09643502925756096,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,3,-0.10311411148341025,1.0032822845369858,Dan Carpenter,Browns,K
75,-0.09643502925756096,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,3,-0.10375699749775871,-0.9967284536091449,Connor Barth,Falcons,K
76,-0.09643544323909946,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,3,-0.1042162017937219,-0.9967284536091449,Stephen Hauschka,Cardinals,K
77,-0.09643544323909946,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08827496087344938,2011,3,-0.1042162017937219,1.0032822845369858,Mason Crosby,Bears,K
78,-0.09643544323909946,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,3,-0.1042162017937219,1.0032822845369858,David Akers,Bengals,K
79,-0.09643581364363389,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08827496087344938,2011,3,-0.1042162017937219,-0.9967284536091449,Adam Vinatieri,Steelers,K
80,-0.09643581364363389,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08827496087344938,2011,3,-0.1042162017937219,-0.9967284536091449,Nick Novak,Chiefs,K
81,-0.09643614047116428,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0887718333380309,2011,3,-0.10449172437129982,1.0032822845369858,Stephen Gostkowski,Bills,K
82,-0.09643614047116428,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,3,-0.1042162017937219,1.0032822845369858,Matt Bryant,Buccaneers,K
83,-0.09643642372169062,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.0887718333380309,2011,3,-0.10449172437129982,1.0032822845369858,Josh Scobee,Panthers,K
84,-0.09643642372169062,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.08827496087344938,2011,3,-0.1042162017937219,-0.9967284536091449,Mike Nugent,49ers,K
85,-0.09643642372169062,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.08827496087344938,2011,3,-0.1042162017937219,-0.9967284536091449,Olindo Mare,Jaguars,K
86,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,3,-0.10449172437129982,-0.9967284536091449,John Kasay,Texans,K
87,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,3,-0.10449172437129982,1.0032822845369858,Nick Folk,Raiders,K
88,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,3,-0.1042162017937219,1.0032822845369858,Ryan Succop,Chargers,K
89,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,3,-0.10449172437129982,-0.9967284536091449,Robbie Gould,Packers,K
90,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,3,-0.10449172437129982,-0.9967284536091449,Phil Dawson,Dolphins,K
91,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,3,-0.10449172437129982,-0.9967284536091449,Rob Bironas,Broncos,K
92,-0.09643685949173114,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0887718333380309,2011,3,-0.10375699749775871,1.0032822845369858,Jay Feely,Seahawks,K
93,-0.09643701201124531,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0889374574928914,2011,3,-0.10458356523049245,1.0032822845369858,Lawrence Tynes,Eagles,K
94,-0.09643712095375545,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0889374574928914,2011,3,-0.10458356523049245,1.0032822845369858,Matt Prater,Titans,K
95,-0.09643712095375545,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.0889374574928914,2011,3,-0.10458356523049245,-0.9967284536091449,Brett Kern,Broncos,K
96,-0.09643718631926153,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0889374574928914,2011,3,-0.10458356523049245,-0.9967284536091449,Josh Brown,Ravens,K
97,-0.09643720810776354,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.0889374574928914,2011,3,-0.10458356523049245,1.0032822845369858,Matt Turk,Panthers,K
98,-0.09643720810776354,-0.03247531884704328,-0.10281237848313643,-0.11413973112080797,-0.0889374574928914,2011,3,-0.10458356523049245,1.0032822845369858,Andy Lee,Bengals,K
99,-0.09642849270695321,0.076830395875266,-0.10276018676723911,-0.11408998169567808,-0.0847968536213787,2011,4,-0.1022875437506765,-0.9967284536091449,Ryan Succop,Min,K
100,-0.09643293756136648,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08628747101512328,2011,4,-0.10311411148341025,-0.9967284536091449,Nick Novak,Dolphins,K
101,-0.09643293756136648,-0.00514889016646596,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,4,-0.10375699749775871,1.0032822845369858,Matt Bryant,Seahawks,K
102,-0.09643407056347182,-0.00514889016646596,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,4,-0.1042162017937219,1.0032822845369858,Jason Hanson,Cowboys,K
103,-0.09643407056347182,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08744684009914684,2011,4,-0.10375699749775871,1.0032822845369858,Dan Carpenter,Chargers,K
104,-0.09643407056347182,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,4,-0.10375699749775871,-0.9967284536091449,Dan Bailey,Lions,K
105,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,4,-0.10375699749775871,-0.9967284536091449,Mike Nugent,Bills,K
106,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,4,-0.1022875437506765,1.0032822845369858,Olindo Mare,Bears,K
107,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,4,-0.1022875437506765,1.0032822845369858,John Kasay,Jaguars,K
108,-0.09643457169901842,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08744684009914684,2011,4,-0.1022875437506765,-0.9967284536091449,Alex Henery,49ers,K
109,-0.09643502925756096,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,4,-0.1042162017937219,-0.9967284536091449,Robbie Gould,Panthers,K
110,-0.09643502925756096,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,4,-0.1042162017937219,-0.9967284536091449,Billy Cundiff,Jets,K
111,-0.09643544323909946,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08827496087344938,2011,4,-0.1042162017937219,-0.9967284536091449,Jay Feely,Giants,K
112,-0.09643544323909946,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,4,-0.1042162017937219,-0.9967284536091449,Phil Dawson,Titans,K
113,-0.09643581364363389,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08827496087344938,2011,4,-0.1042162017937219,1.0032822845369858,Rian Lindell,Bengals,K
114,-0.09643614047116428,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Lawrence Tynes,Cardinals,K
115,-0.09643614047116428,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,4,-0.1042162017937219,-0.9967284536091449,Sebastian Janikowski,Patriots,K
116,-0.09643614047116428,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Stephen Gostkowski,Raiders,K
117,-0.09643614047116428,-0.03247531884704328,-0.1002549844041673,-0.1117020092894432,-0.0889374574928914,2011,4,-0.10458356523049245,-0.9967284536091449,Mason Crosby,Broncos,K
118,-0.09643614047116428,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Rob Bironas,Browns,K
119,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,4,-0.1042162017937219,-0.9967284536091449,Connor Barth,Colts,K
120,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,4,-0.10375699749775871,1.0032822845369858,David Akers,Eagles,K
121,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,4,-0.1042162017937219,1.0032822845369858,Adam Vinatieri,Buccaneers,K
122,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,4,-0.10449172437129982,-0.9967284536091449,Neil Rackers,Steelers,K
123,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Matt Prater,Packers,K
124,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Ryan Longwell,Chiefs,K
125,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Graham Gano,Rams,K
126,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,4,-0.10449172437129982,1.0032822845369858,Nick Folk,Ravens,K
127,-0.09643685949173114,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0887718333380309,2011,4,-0.1042162017937219,1.0032822845369858,Shaun Suisham,Texans,K
128,-0.09643685949173114,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0887718333380309,2011,4,-0.10449172437129982,-0.9967284536091449,Josh Scobee,Saints,K
129,-0.09643685949173114,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0889374574928914,2011,4,-0.10449172437129982,-0.9967284536091449,Stephen Hauschka,Falcons,K
130,-0.09643685949173114,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.0887718333380309,2011,4,-0.10449172437129982,-0.9967284536091449,Josh Brown,Redskins,K
131,-0.09642934245853221,-0.00514889016646596,-0.10260361161954712,-0.11394073342028839,-0.0847968536213787,2011,5,-0.1022875437506765,1.0032822845369858,Nick Novak,Broncos,K
132,-0.09642934245853221,0.2134625392781526,-0.10276018676723911,-0.11408998169567808,-0.08628747101512328,2011,5,-0.10311411148341025,1.0032822845369858,Sebastian Janikowski,Texans,K
133,-0.09643230569480774,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.08628747101512328,2011,5,-0.10311411148341025,1.0032822845369858,Mason Crosby,Falcons,K
134,-0.09643407056347182,-0.00514889016646596,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,5,-0.10375699749775871,-0.9967284536091449,Ryan Longwell,Cardinals,K
135,-0.09643407056347182,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,5,-0.10375699749775871,1.0032822845369858,John Kasay,Panthers,K
136,-0.09643407056347182,-0.00514889016646596,-0.10197731102877916,-0.11334374031872968,-0.08827496087344938,2011,5,-0.1042162017937219,1.0032822845369858,Stephen Hauschka,Giants,K
137,-0.09643407056347182,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.08744684009914684,2011,5,-0.10375699749775871,-0.9967284536091449,Stephen Gostkowski,Jets,K
138,-0.09643407056347182,-0.03247531884704328,-0.10093347671083258,-0.11234875181613181,-0.08827496087344938,2011,5,-0.1042162017937219,-0.9967284536091449,David Akers,Buccaneers,K
139,-0.09643502925756096,-0.00514889016646596,-0.10260361161954712,-0.11394073342028839,-0.08827496087344938,2011,5,-0.10375699749775871,-0.9967284536091449,Neil Rackers,Raiders,K
140,-0.09643581364363389,-0.00514889016646596,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,5,-0.10449172437129982,-0.9967284536091449,Adam Vinatieri,Chiefs,K
141,-0.09643581364363389,-0.03247531884704328,-0.1015075855857032,-0.11289599549256063,-0.0887718333380309,2011,5,-0.10449172437129982,-0.9967284536091449,Shaun Suisham,Titans,K
142,-0.09643581364363389,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.08827496087344938,2011,5,-0.1042162017937219,-0.9967284536091449,Josh Scobee,Bengals,K
143,-0.09643614047116428,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0887718333380309,2011,5,-0.10449172437129982,-0.9967284536091449,Rian Lindell,Eagles,K
144,-0.09643614047116428,-0.03247531884704328,-0.10276018676723911,-0.11408998169567808,-0.08827496087344938,2011,5,-0.1042162017937219,1.0032822845369858,Robbie Gould,Lions,K
145,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11334374031872968,-0.0887718333380309,2011,5,-0.10449172437129982,1.0032822845369858,Mike Nugent,Jaguars,K
146,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,5,-0.10449172437129982,1.0032822845369858,Alex Henery,Bills,K
147,-0.09643642372169062,-0.03247531884704328,-0.10234265304006047,-0.11369198629463893,-0.0887718333380309,2011,5,-0.10449172437129982,-0.9967284536091449,Jason Hanson,Bears,K
148,-0.09643642372169062,-0.00514889016646596,-0.10276018676723911,-0.11408998169567808,-0.0887718333380309,2011,5,-0.10449172437129982,1.0032822845369858,Jay Feely,Min,K
149,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,5,-0.10449172437129982,-0.9967284536091449,Lawrence Tynes,Seahawks,K
150,-0.09643666339521291,-0.03247531884704328,-0.10260361161954712,-0.11394073342028839,-0.0887718333380309,2011,5,-0.10449172437129982,1.0032822845369858,Rob Bironas,Steelers,K
151,-0.09643685949173114,-0.03247531884704328,-0.10197731102877916,-0.11334374031872968,-0.0889374574928914,2011,5,-0.10458356523049245,1.0032822845369858,Ryan Succop,Colts,K
