,Fumble TD,Receiving 2PT,Year,Points,Rush TD,Pass Yards,Receptions,Rush Yards,Week,Fumbles Lost,Receiving TD,Pass Completions,Pass 2PT,Pass Attempts,Pass Interceptions,Away Games,Pass TD,Rush 2PT,Rush Attempts,Receiving Yards,Name,Opponent,Position
1439,0.0,0.0,2016,13492928512.0,128.0,0.0,279936.0,1222791080775407.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8031810176.0,13492928512.0,DeAngelo Williams,Redskins,RB
1440,0.0,0.0,2016,6103515625.0,1.0,0.0,823543.0,8235430000000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19487171.0,594467302491009.0,Spencer Ware,Chargers,RB
1441,0.0,0.0,2016,6103515625.0,1.0,0.0,16384.0,55784660123648.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280000000.0,506623120463.0,C.J. Anderson,Panthers,RB
1442,0.0,0.0,2016,2494357888.0,1.0,0.0,78125.0,373669453125.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,823543.0,3938980639167.0,Theo Riddick,Colts,RB
1443,0.0,0.0,2016,1280000000.0,128.0,0.0,128.0,40867559636992.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404825447.0,78125.0,Carlos Hyde,LA,RB
1444,0.0,0.0,2016,612220032.0,0.0,0.0,78125.0,230539333248.0,1,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62748517.0,64339296875.0,DeMarco Murray,Min,RB
1445,0.0,0.0,2016,612220032.0,1.0,0.0,16384.0,44231334895529.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268435456.0,271818611107.0,David Johnson,Patriots,RB
1446,0.0,0.0,2016,410338673.0,0.0,0.0,78125.0,44231334895529.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,268435456.0,27512614111.0,Danny Woodhead,Chiefs,RB
1447,0.0,0.0,2016,410338673.0,128.0,0.0,0.0,1954897493193.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105413504.0,0.0,Melvin Gordon,Chiefs,RB
1448,0.0,0.0,2016,410338673.0,0.0,0.0,78125.0,3938980639167.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35831808.0,1954897493193.0,Ameer Abdullah,Colts,RB
1449,0.0,0.0,2016,170859375.0,1.0,0.0,128.0,29509034655744.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2187.0,19487171.0,Jalen Richard,Saints,RB
1450,0.0,0.0,2016,105413504.0,0.0,0.0,78125.0,75144747810816.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494357888.0,2488651484819.0,Matt Forte,Bengals,RB
1451,0.0,0.0,2016,62748517.0,1.0,0.0,0.0,16048523266853.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2494357888.0,0.0,Ryan Mathews,Browns,RB
1452,0.0,0.0,2016,62748517.0,1.0,0.0,128.0,3521614606208.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35831808.0,268435456.0,Isaiah Crowell,Eagles,RB
1453,0.0,0.0,2016,35831808.0,1.0,0.0,16384.0,137231006679.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801088541.0,21870000000.0,T.J. Yeldon,Packers,RB
1454,0.0,0.0,2016,35831808.0,1.0,0.0,1.0,2488651484819.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105413504.0,62748517.0,Latavius Murray,Saints,RB
1455,0.0,0.0,2016,35831808.0,1.0,0.0,16384.0,2207984167552.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,268435456.0,35831808.0,LeSean McCoy,Ravens,RB
1456,0.0,0.0,2016,35831808.0,1.0,0.0,0.0,8235430000000.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2494357888.0,0.0,LeGarrette Blount,Cardinals,RB
1457,0.0,0.0,2016,19487171.0,0.0,0.0,16384.0,150363025899136.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13492928512.0,19487171.0,Lamar Miller,Bears,RB
1458,0.0,0.0,2016,19487171.0,1.0,0.0,128.0,1954897493193.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410338673.0,279936.0,Jeremy Langford,Texans,RB
1459,0.0,0.0,2016,19487171.0,1.0,0.0,1.0,897410677851.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280000000.0,1.0,Ezekiel Elliott,Giants,RB
1460,0.0,0.0,2016,19487171.0,0.0,0.0,78125.0,2494357888.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,69833729609375.0,Tevin Coleman,Buccaneers,RB
1461,0.0,0.0,2016,4782969.0,1.0,0.0,128.0,3404825447.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,268435456.0,Chris Thompson,Steelers,RB
1462,0.0,0.0,2016,4782969.0,0.0,0.0,2187.0,4782969.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16384.0,34359738368.0,Charles Sims,Falcons,RB
1463,0.0,0.0,2016,4782969.0,0.0,0.0,78125.0,3521614606208.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,612220032.0,52523350144.0,Doug Martin,Falcons,RB
1464,0.0,0.0,2016,4782969.0,1.0,0.0,0.0,27512614111.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4782969.0,0.0,Jeremy Hill,Jets,RB
1465,0.0,0.0,2016,4782969.0,0.0,0.0,2187.0,114415582592.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62748517.0,3521614606208.0,Arian Foster,Seahawks,RB
1466,0.0,0.0,2016,2097152.0,1.0,0.0,0.0,13492928512.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Andy Janovich,Panthers,RB
1467,0.0,0.0,2016,823543.0,0.0,0.0,1.0,3142742836021.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105413504.0,410338673.0,Eddie Lacy,Jaguars,RB
1468,0.0,0.0,2016,823543.0,0.0,0.0,1.0,13348388671875.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,612220032.0,2187.0,Rashad Jennings,Cowboys,RB
1469,0.0,0.0,2016,823543.0,0.0,0.0,128.0,2207984167552.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35831808.0,17249876309.0,Mark Ingram,Raiders,RB
1470,0.0,0.0,2016,823543.0,1.0,0.0,128.0,612220032.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823543.0,612220032.0,Shaun Draughn,LA,RB
1471,0.0,0.0,2016,823543.0,0.0,0.0,2187.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105413504.0,Travaris Cadet,Raiders,RB
1472,0.0,0.0,2016,279936.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,Dwayne Washington,Colts,RB
