,Fumble TD,Receiving 2PT,Year,Points,Rush TD,Pass Yards,Receptions,Rush Yards,Week,Fumbles Lost,Receiving TD,Pass Completions,Pass 2PT,Pass Attempts,Pass Interceptions,Away Games,Pass TD,Rush 2PT,Rush Attempts,Receiving Yards,Name,Opponent,Position
0,0.0,0.0,2011,676.0,1.0,0.0,81.0,1225.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,3364.0,Mike Tolbert,Min,RB
1,0.0,0.0,2011,676.0,1.0,0.0,16.0,11449.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,1764.0,Ray Rice,Steelers,RB
2,0.0,0.0,2011,625.0,1.0,0.0,4.0,14884.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225.0,225.0,LeSean McCoy,Rams,RB
3,0.0,0.0,2011,441.0,0.0,0.0,25.0,4624.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,8100.0,Matt Forte,Falcons,RB
4,0.0,0.0,2011,324.0,1.0,0.0,1.0,14641.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,625.0,4.0,Cedric Benson,Browns,RB
5,0.0,0.0,2011,256.0,1.0,0.0,16.0,8100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,144.0,Beanie Wells,Panthers,RB
6,0.0,0.0,2011,256.0,1.0,0.0,0.0,13456.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,Ben Tate,Colts,RB
7,0.0,0.0,2011,225.0,0.0,0.0,1.0,22500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,484.0,36.0,Darren McFadden,Broncos,RB
8,0.0,0.0,2011,225.0,1.0,0.0,0.0,9409.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,Maurice Jones-Drew,Titans,RB
9,0.0,0.0,2011,225.0,1.0,0.0,9.0,5184.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,625.0,Tim Hightower,Giants,RB
10,0.0,0.0,2011,196.0,0.0,0.0,81.0,1444.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,3136.0,Reggie Bush,Patriots,RB
11,0.0,0.0,2011,169.0,0.0,0.0,25.0,8281.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,2401.0,Carnell Williams,Eagles,RB
12,0.0,0.0,2011,169.0,0.0,0.0,9.0,10000.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1600.0,Michael Turner,Bears,RB
13,0.0,0.0,2011,121.0,1.0,0.0,0.0,3249.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,James Starks,Saints,RB
14,0.0,0.0,2011,121.0,0.0,0.0,9.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,5329.0,Ryan Mathews,Min,RB
15,0.0,0.0,2011,121.0,1.0,0.0,9.0,1936.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,289.0,484.0,Felix Jones,Jets,RB
16,0.0,0.0,2011,121.0,1.0,0.0,0.0,3136.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Steven Jackson,Eagles,RB
17,0.0,0.0,2011,121.0,0.0,0.0,1.0,12544.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,400.0,25.0,Fred Jackson,Chiefs,RB
18,0.0,0.0,2011,121.0,1.0,0.0,1.0,1936.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,100.0,Ahmad Bradshaw,Redskins,RB
19,0.0,0.0,2011,121.0,0.0,0.0,16.0,5184.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,441.0,1764.0,Jahvid Best,Buccaneers,RB
20,0.0,0.0,2011,100.0,0.0,0.0,25.0,3136.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,81.0,Jamaal Charles,Bills,RB
21,0.0,0.0,2011,81.0,1.0,0.0,0.0,1521.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,Derrick Ward,Colts,RB
22,0.0,0.0,2011,81.0,0.0,0.0,4.0,9604.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,256.0,36.0,Adrian Peterson,Chargers,RB
23,0.0,0.0,2011,81.0,1.0,0.0,0.0,1156.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,BenJarvus Green-Ellis,Dolphins,RB
24,0.0,0.0,2011,64.0,0.0,0.0,36.0,256.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5329.0,LaDainian Tomlinson,Cowboys,RB
25,0.0,0.0,2011,64.0,0.0,0.0,36.0,3249.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,900.0,Peyton Hillis,Bengals,RB
26,0.0,0.0,2011,49.0,0.0,0.0,49.0,49.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5625.0,Darren Sproles,Packers,RB
