,Fumble TD,Receiving 2PT,Year,Points,Rush TD,Pass Yards,Receptions,Rush Yards,Week,Fumbles Lost,Receiving TD,Pass Completions,Pass 2PT,Pass Attempts,Pass Interceptions,Away Games,Pass TD,Rush 2PT,Rush Attempts,Receiving Yards,Name,Opponent,Position
5705,0.0,0.0,2013,614656.0,16.0,0.0,256.0,74805201.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104976.0,104976.0,Adrian Peterson,Lions,RB
5706,0.0,0.0,2013,390625.0,0.0,0.0,256.0,65610000.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194481.0,104060401.0,Reggie Bush,Min,RB
5707,0.0,0.0,2013,331776.0,1.0,0.0,1.0,1146228736.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,923521.0,625.0,LeSean McCoy,Redskins,RB
5708,0.0,0.0,2013,160000.0,16.0,0.0,625.0,390625.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,20151121.0,Joique Bell,Min,RB
5709,0.0,0.0,2013,50625.0,0.0,0.0,2401.0,104060401.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38416.0,11316496.0,Shane Vereen,Bills,RB
5710,0.0,0.0,2013,50625.0,1.0,0.0,256.0,6250000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130321.0,2825761.0,Matt Forte,Bengals,RB
5711,0.0,0.0,2013,50625.0,1.0,0.0,81.0,35153041.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65536.0,279841.0,Jamaal Charles,Jaguars,RB
5712,0.0,0.0,2013,20736.0,1.0,0.0,4096.0,1679616.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20736.0,1500625.0,Ray Rice,Broncos,RB
5713,0.0,0.0,2013,20736.0,1.0,0.0,1.0,2825761.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38416.0,923521.0,Eddie Lacy,49ers,RB
5714,0.0,0.0,2013,20736.0,1.0,0.0,16.0,3748096.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194481.0,194481.0,Frank Gore,Packers,RB
5715,0.0,0.0,2013,14641.0,0.0,0.0,4096.0,54700816.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,2313441.0,DeMarco Murray,Giants,RB
