,Fumble TD,Receiving 2PT,Year,Points,Rush TD,Pass Yards,Receptions,Rush Yards,Week,Fumbles Lost,Receiving TD,Pass Completions,Pass 2PT,Pass Attempts,Pass Interceptions,Away Games,Pass TD,Rush 2PT,Rush Attempts,Receiving Yards,Name,Opponent,Position
8541,0.0,0.0,2012,12167.0,1.0,0.0,8.0,4826809.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2744.0,15625.0,C.J. Spiller,Jets,RB
8542,0.0,0.0,2012,9261.0,8.0,0.0,0.0,884736.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21952.0,0.0,Alfred Morris,Saints,RB
8543,0.0,0.0,2012,8000.0,1.0,0.0,64.0,238328.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.0,24389.0,Kevin Smith,Rams,RB
8544,0.0,0.0,2012,8000.0,1.0,0.0,8.0,1953125.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9261.0,19683.0,Stevan Ridley,Titans,RB
8545,0.0,0.0,2012,8000.0,8.0,0.0,27.0,314432.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,15625.0,Ray Rice,Bengals,RB
8546,0.0,0.0,2012,8000.0,8.0,0.0,1.0,592704.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4913.0,27.0,Adrian Peterson,Jaguars,RB
8547,0.0,0.0,2012,6859.0,8.0,0.0,1.0,493039.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17576.0,-64.0,Arian Foster,Dolphins,RB
8548,0.0,0.0,2012,5832.0,1.0,0.0,27.0,512000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,64000.0,Matt Forte,Colts,RB
8549,0.0,0.0,2012,4913.0,1.0,0.0,1.0,1404928.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4096.0,1.0,Frank Gore,Packers,RB
8550,0.0,0.0,2012,4096.0,8.0,0.0,0.0,74088.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,0.0,Michael Bush,Colts,RB
8551,0.0,0.0,2012,3375.0,1.0,0.0,0.0,830584.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19683.0,0.0,Shonn Greene,Bills,RB
8552,0.0,0.0,2012,3375.0,1.0,0.0,1.0,753571.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5832.0,64.0,BenJarvus Green-Ellis,Ravens,RB
8553,0.0,0.0,2012,2744.0,1.0,0.0,8.0,474552.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4913.0,3375.0,Ahmad Bradshaw,Cowboys,RB
8554,0.0,0.0,2012,2197.0,0.0,0.0,8.0,2248091.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8000.0,729.0,DeMarco Murray,Giants,RB
8555,0.0,0.0,2012,1728.0,0.0,0.0,216.0,1331000.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8000.0,17576.0,LeSean McCoy,Browns,RB
8556,0.0,0.0,2012,1331.0,0.0,0.0,125.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42875.0,Darren Sproles,Redskins,RB
8557,0.0,0.0,2012,1331.0,0.0,0.0,2197.0,32768.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,636056.0,Darren McFadden,Chargers,RB
8558,0.0,0.0,2012,1331.0,0.0,0.0,64.0,857375.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13824.0,12167.0,Doug Martin,Panthers,RB
8559,0.0,0.0,2012,1000.0,0.0,0.0,216.0,328509.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2744.0,97336.0,Reggie Bush,Texans,RB
8560,0.0,0.0,2012,1000.0,1.0,0.0,0.0,110592.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,Donald Brown,Bears,RB
8561,0.0,0.0,2012,729.0,0.0,0.0,8.0,614125.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9261.0,1728.0,Marshawn Lynch,Cardinals,RB
8562,0.0,0.0,2012,729.0,1.0,0.0,8.0,24389.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1728.0,Shaun Draughn,Falcons,RB
8563,0.0,0.0,2012,512.0,0.0,0.0,216.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551368.0,Dexter McCluster,Falcons,RB
8564,0.0,0.0,2012,512.0,0.0,0.0,27.0,456533.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6859.0,5832.0,Maurice Jones-Drew,Min,RB
8565,0.0,0.0,2012,512.0,0.0,0.0,64.0,148877.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9261.0,29791.0,Steven Jackson,Lions,RB
8566,0.0,0.0,2012,512.0,0.0,0.0,0.0,658503.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,Jamaal Charles,Falcons,RB
8567,0.0,0.0,2012,343.0,1.0,0.0,0.0,2197.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,Knowshon Moreno,Steelers,RB
8568,0.0,1.0,2012,343.0,0.0,0.0,0.0,262144.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,Willis McGahee,Steelers,RB
8569,0.0,0.0,2012,216.0,1.0,0.0,1.0,64.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,64.0,LaRod Stephens-Howling,Seahawks,RB
8570,0.0,0.0,2012,216.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Joique Bell,Rams,RB
8571,0.0,0.0,2012,125.0,0.0,0.0,8.0,79507.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,729.0,1331.0,Jonathan Dwyer,Broncos,RB
8572,0.0,0.0,2012,64.0,0.0,0.0,216.0,64.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,103823.0,Chris Johnson,Patriots,RB
8573,0.0,0.0,2012,64.0,0.0,0.0,0.0,68921.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,729.0,0.0,Kendall Hunter,Packers,RB
8574,0.0,0.0,2012,27.0,0.0,0.0,0.0,32768.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1331.0,0.0,Michael Turner,Chiefs,RB
8575,0.0,0.0,2012,27.0,0.0,0.0,1.0,1331.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,32768.0,Daniel Thomas,Texans,RB
8576,0.0,0.0,2012,27.0,0.0,0.0,8.0,10648.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,343.0,2197.0,Jacquizz Rodgers,Chiefs,RB
