50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,3,3,Kai Forbath,Bal,11.0,K,14,2,2,2012
0,4,3,Rob Bironas,@Ind,11.0,K,14,2,2,2012
0,2,1,Lawrence Tynes,NO,10.0,K,14,7,7,2012
0,2,2,Garrett Hartley,@NYG,9.0,K,14,3,3,2012
0,3,2,Mason Crosby,Det,9.0,K,14,3,3,2012
1,2,2,Dan Carpenter,@SF,9.0,K,14,1,1,2012
0,2,2,David Akers,Mia,9.0,K,14,3,3,2012
0,3,2,Jason Hanson,@GB,8.0,K,14,2,2,2012
0,2,2,Dan Bailey,@Cin,8.0,K,14,2,2,2012
0,1,1,Shaun Suisham,SD,6.0,K,14,3,3,2012
0,2,2,Rian Lindell,Stl,6.0,K,14,0,0,2012
0,0,0,Stephen Gostkowski,Hou,6.0,K,14,6,6,2012
0,3,1,Alex Henery,@TB,5.0,K,14,2,2,2012
0,1,1,Nick Folk,@Jax,5.0,K,14,2,2,2012
0,0,0,Justin Tucker,@Was,4.0,K,14,4,4,2012
0,2,1,Josh Scobee,NYJ,4.0,K,14,1,1,2012
0,0,0,Blair Walsh,Chi,3.0,K,14,3,3,2012
0,0,0,Connor Barth,Phi,3.0,K,14,3,3,2012
0,0,0,Shayne Graham,@NE,2.0,K,14,2,2,2012
0,0,0,Robbie Gould,@Min,2.0,K,14,2,2,2012
0,0,0,Matt Bryant,@Car,2.0,K,14,2,2,2012
0,0,0,Greg Zuerlein,@Buf,1.0,K,14,1,1,2012
0,1,0,Ryan Succop,@Cle,1.0,K,14,1,1,2012
0,0,0,Sebastian Janikowski,Den,1.0,K,14,1,1,2012
3,5,5,Blair Walsh,@Stl,24.0,K,15,3,3,2012
2,6,5,Sebastian Janikowski,KC,19.0,K,15,0,0,2012
0,6,5,Shayne Graham,Ind,17.0,K,15,2,2,2012
0,3,3,Stephen Hauschka,@Buf,14.0,K,15,6,5,2012
1,3,3,Dan Carpenter,Jax,12.0,K,15,1,1,2012
0,2,2,Garrett Hartley,TB,11.0,K,15,5,5,2012
1,2,2,Dan Bailey,Pit,11.0,K,15,3,3,2012
0,3,2,David Akers,@NE,11.0,K,15,5,5,2012
0,3,2,Matt Prater,@Bal,10.0,K,15,4,4,2012
0,2,2,Stephen Gostkowski,SF,10.0,K,15,4,4,2012
1,1,1,Jay Feely,Det,10.0,K,15,5,5,2012
0,2,2,Matt Bryant,NYG,10.0,K,15,4,4,2012
0,2,2,Josh Brown,@Phi,10.0,K,15,4,4,2012
0,1,1,Kai Forbath,@Cle,8.0,K,15,5,5,2012
0,2,2,Olindo Mare,GB,7.0,K,15,1,1,2012
0,2,2,Alex Henery,Cin,7.0,K,15,1,1,2012
0,1,1,Graham Gano,@SD,7.0,K,15,4,4,2012
0,1,1,Shaun Suisham,@Dal,6.0,K,15,3,3,2012
0,1,1,Adam Vinatieri,@Hou,5.0,K,15,2,2,2012
0,1,1,Justin Tucker,Den,5.0,K,15,2,2,2012
0,1,1,Rian Lindell,Sea,5.0,K,15,2,2,2012
0,1,1,Jason Hanson,@Ari,4.0,K,15,1,1,2012
0,1,1,Nick Folk,@Ten,4.0,K,15,1,1,2012
0,1,1,Josh Scobee,@Mia,3.0,K,15,0,0,2012
0,0,0,Phil Dawson,Was,3.0,K,15,3,3,2012
0,2,0,Mason Crosby,@Chi,3.0,K,15,3,3,2012
0,1,0,Greg Zuerlein,Min,2.0,K,15,2,2,2012
0,1,0,Rob Bironas,NYJ,2.0,K,15,2,2,2012
0,0,0,Nick Novak,Car,1.0,K,15,1,1,2012
0,1,0,Lawrence Tynes,@Atl,0.0,K,15,0,0,2012
0,0,0,Brandon Fields,Jax,0.0,K,15,0,0,2012
0,4,4,Justin Tucker,NYG,15.0,K,16,3,3,2012
1,3,3,Blair Walsh,@Hou,13.0,K,16,2,2,2012
0,2,2,Mason Crosby,Ten,13.0,K,16,7,7,2012
1,2,2,Nick Novak,@NYJ,11.0,K,16,3,3,2012
0,3,3,Stephen Gostkowski,@Jax,11.0,K,16,2,2,2012
0,4,3,Josh Scobee,NE,10.0,K,16,1,1,2012
0,2,2,Matt Prater,Cle,10.0,K,16,4,4,2012
0,3,2,Garrett Hartley,@Dal,10.0,K,16,4,4,2012
0,3,3,Jason Hanson,Atl,10.0,K,16,1,1,2012
0,2,2,Kai Forbath,@Phi,9.0,K,16,3,3,2012
1,3,2,David Akers,@Sea,9.0,K,16,1,1,2012
0,2,2,Adam Vinatieri,@KC,8.0,K,16,2,2,2012
0,2,2,Alex Henery,Was,8.0,K,16,2,2,2012
1,2,2,Shayne Graham,Min,8.0,K,16,0,0,2012
1,2,2,Phil Dawson,@Den,8.0,K,16,0,0,2012
0,3,2,Ryan Succop,Ind,7.0,K,16,1,1,2012
1,2,1,Graham Gano,Oak,7.0,K,16,2,2,2012
0,2,2,Jay Feely,Chi,7.0,K,16,1,1,2012
0,1,1,Matt Bryant,@Det,7.0,K,16,4,4,2012
0,3,2,Josh Brown,@Pit,7.0,K,16,1,1,2012
0,2,2,Connor Barth,Stl,7.0,K,16,1,1,2012
0,1,1,Dan Bailey,NO,7.0,K,16,4,4,2012
0,2,1,Nate Kaeding,Buf,6.0,K,16,3,3,2012
0,2,2,Sebastian Janikowski,@Car,6.0,K,16,0,0,2012
0,0,0,Stephen Hauschka,SF,6.0,K,16,6,6,2012
0,1,1,Nick Folk,SD,5.0,K,16,2,2,2012
0,0,0,Greg Zuerlein,@TB,4.0,K,16,4,4,2012
0,3,1,Shaun Suisham,Cin,4.0,K,16,1,1,2012
0,1,0,Olindo Mare,@Ari,4.0,K,16,4,4,2012
0,1,1,Rian Lindell,@Mia,4.0,K,16,1,1,2012
0,0,0,Lawrence Tynes,@Bal,2.0,K,16,2,2,2012
0,0,0,Rob Bironas,@GB,1.0,K,16,1,1,2012
1,3,3,Blair Walsh,GB,15.0,K,17,4,4,2012
0,5,4,Olindo Mare,@Det,14.0,K,17,2,2,2012
0,4,3,Graham Gano,@NO,14.0,K,17,5,5,2012
1,4,3,Shayne Graham,@Ind,12.0,K,17,1,1,2012
1,2,2,Mason Crosby,@Min,12.0,K,17,4,4,2012
0,3,3,Josh Brown,Bal,11.0,K,17,2,2,2012
1,1,1,Garrett Hartley,Car,10.0,K,17,5,5,2012
0,3,3,Connor Barth,@Atl,10.0,K,17,1,1,2012
0,4,3,Nick Folk,@Buf,9.0,K,17,0,0,2012
0,4,2,David Akers,Ari,9.0,K,17,3,3,2012
0,1,1,Matt Prater,KC,8.0,K,17,5,5,2012
0,2,2,Stephen Hauschka,Stl,8.0,K,17,2,2,2012
0,1,1,Rob Bironas,Jax,8.0,K,17,5,5,2012
0,3,2,Greg Zuerlein,@Sea,7.0,K,17,1,1,2012
0,2,2,Jay Feely,@SF,7.0,K,17,1,1,2012
0,0,0,Lawrence Tynes,Phi,6.0,K,17,6,6,2012
0,1,1,Shaun Suisham,Cle,6.0,K,17,3,3,2012
0,1,1,Nick Novak,Oak,6.0,K,17,3,3,2012
0,1,1,Jason Hanson,Chi,6.0,K,17,3,3,2012
1,2,1,Phil Dawson,@Pit,6.0,K,17,1,1,2012
0,2,1,Justin Tucker,@Cin,5.0,K,17,2,2,2012
0,1,1,Matt Bryant,TB,5.0,K,17,2,2,2012
0,0,0,Adam Vinatieri,Hou,4.0,K,17,4,4,2012
0,2,0,Rian Lindell,NYJ,4.0,K,17,4,4,2012
0,0,0,Stephen Gostkowski,Mia,4.0,K,17,4,4,2012
0,1,0,Kai Forbath,Dal,4.0,K,17,4,4,2012
0,1,1,Dan Bailey,@Was,4.0,K,17,1,1,2012
0,2,1,Ryan Succop,@Den,3.0,K,17,0,0,2012
0,0,0,Sebastian Janikowski,@SD,3.0,K,17,3,3,2012
0,0,0,Josh Scobee,@Ten,2.0,K,17,2,2,2012
0,0,0,Sam Koch,@Cin,1.0,K,17,0,0,2012
0,1,0,Alex Henery,@NYG,1.0,K,17,1,1,2012
0,1,0,Nate Kaeding,@NE,0.0,K,17,0,0,2012
2,4,4,Dan Bailey,NYG,17.0,K,1,1,1,2016
1,6,4,Blair Walsh,@Ten,15.0,K,1,2,1,2016
1,3,3,Jason Myers,GB,13.0,K,1,2,2,2016
1,3,3,Stephen Gostkowski,@Ari,13.0,K,1,2,2,2016
1,2,2,Adam Vinatieri,Det,11.0,K,1,3,3,2016
0,4,3,Mike Nugent,@NYJ,11.0,K,1,2,2,2016
0,3,3,Nick Novak,Chi,11.0,K,1,2,2,2016
0,4,2,Wil Lutz,Oak,10.0,K,1,4,4,2016
0,3,3,Dustin Hopkins,Pit,10.0,K,1,1,1,2016
0,4,3,Nick Folk,Cin,10.0,K,1,2,1,2016
0,3,3,Matt Bryant,TB,10.0,K,1,1,1,2016
1,2,2,Justin Tucker,Buf,9.0,K,1,1,1,2016
0,3,2,Caleb Sturgis,Cle,9.0,K,1,3,3,2016
0,2,2,Cairo Santos,SD,9.0,K,1,3,3,2016
0,3,2,Josh Lambo,@KC,9.0,K,1,3,3,2016
0,2,2,Mason Crosby,@Jax,9.0,K,1,3,3,2016
0,3,2,Graham Gano,@Den,8.0,K,1,2,2,2016
0,1,1,Chris Boswell,@Was,8.0,K,1,5,5,2016
0,1,1,Matt Prater,@Ind,7.0,K,1,5,4,2016
0,2,2,Sebastian Janikowski,@NO,7.0,K,1,1,1,2016
0,1,1,Roberto Aguayo,@Atl,7.0,K,1,4,4,2016
0,2,2,Stephen Hauschka,Mia,6.0,K,1,1,0,2016
0,1,1,Ryan Succop,Min,4.0,K,1,1,1,2016
0,1,1,Patrick Murray,@Phi,4.0,K,1,1,1,2016
0,2,1,Andrew Franks,@Sea,4.0,K,1,1,1,2016
0,0,0,Phil Dawson,LA,4.0,K,1,4,4,2016
0,0,0,Brandon McManus,Car,3.0,K,1,3,3,2016
0,1,0,Chandler Catanzaro,NE,3.0,K,1,3,3,2016
0,0,0,Randy Bullock,@Dal,2.0,K,1,3,2,2016
0,0,0,Connor Barth,@Hou,2.0,K,1,2,2,2016
0,1,0,Dan Carpenter,@Bal,1.0,K,1,1,1,2016
0,4,4,Graham Gano,SF,16.0,K,2,5,4,2016
1,4,4,Cairo Santos,@Hou,14.0,K,2,0,0,2016
0,5,4,Brandon McManus,Ind,14.0,K,2,2,2,2016
1,3,3,Justin Tucker,@Cle,13.0,K,2,2,2,2016
1,3,3,Caleb Sturgis,@Chi,13.0,K,2,3,2,2016
0,5,4,Nick Novak,KC,13.0,K,2,1,1,2016
0,3,3,Nick Folk,@Buf,13.0,K,2,4,4,2016
0,3,3,Dustin Hopkins,Dal,11.0,K,2,2,2,2016
1,2,2,Adam Vinatieri,@Den,10.0,K,2,2,2,2016
0,3,3,Mike Nugent,@Pit,10.0,K,2,1,1,2016
0,2,2,Chandler Catanzaro,TB,10.0,K,2,5,4,2016
0,4,3,Josh Brown,NO,10.0,K,2,1,1,2016
0,3,3,Greg Zuerlein,Sea,9.0,K,2,0,0,2016
0,2,2,Phil Dawson,@Car,9.0,K,2,3,3,2016
0,2,2,Matt Bryant,@Oak,9.0,K,2,3,3,2016
0,2,2,Dan Bailey,@Was,9.0,K,2,3,3,2016
0,1,1,Josh Lambo,Jax,8.0,K,2,5,5,2016
0,2,2,Matt Prater,Ten,7.0,K,2,1,1,2016
0,3,2,Wil Lutz,@NYG,7.0,K,2,1,1,2016
0,2,1,Stephen Gostkowski,Mia,7.0,K,2,4,4,2016
0,1,1,Dan Carpenter,NYJ,7.0,K,2,4,4,2016
0,1,1,Andrew Franks,@NE,6.0,K,2,3,3,2016
0,1,1,Chris Boswell,Cin,6.0,K,2,3,3,2016
0,1,1,Blair Walsh,GB,5.0,K,2,2,2,2016
0,2,1,Ryan Succop,@Det,4.0,K,2,1,1,2016
0,1,0,Sebastian Janikowski,Atl,4.0,K,2,4,4,2016
0,1,1,Stephen Hauschka,@LA,3.0,K,2,0,0,2016
0,1,0,Jason Myers,@SD,2.0,K,2,2,2,2016
0,1,0,Patrick Murray,Bal,2.0,K,2,3,2,2016
0,0,0,Mason Crosby,@Min,2.0,K,2,2,2,2016
0,1,0,Connor Barth,Phi,2.0,K,2,2,2,2016
0,1,0,Roberto Aguayo,@Ari,1.0,K,2,1,1,2016
0,5,5,Dustin Hopkins,@NYG,17.0,K,3,2,2,2016
1,4,4,Justin Tucker,@Jax,15.0,K,3,1,1,2016
0,3,3,Stephen Hauschka,SF,13.0,K,3,4,4,2016
1,3,2,Matt Prater,@GB,11.0,K,3,3,3,2016
0,2,2,Caleb Sturgis,Pit,10.0,K,3,4,4,2016
0,6,3,Cody Parkey,@Mia,10.0,K,3,1,1,2016
0,3,3,Josh Lambo,@Ind,10.0,K,3,2,1,2016
0,2,2,Mason Crosby,Det,10.0,K,3,4,4,2016
1,1,1,Greg Zuerlein,@TB,9.0,K,3,4,4,2016
0,2,2,Stephen Gostkowski,Hou,9.0,K,3,3,3,2016
0,2,2,Dan Carpenter,Ari,9.0,K,3,4,3,2016
0,1,1,Matt Bryant,@NO,9.0,K,3,6,6,2016
0,2,2,Josh Brown,Was,9.0,K,3,3,3,2016
0,2,2,Adam Vinatieri,SD,8.0,K,3,2,2,2016
1,1,1,Wil Lutz,Atl,8.0,K,3,3,3,2016
1,1,1,Sebastian Janikowski,@Ten,7.0,K,3,2,2,2016
0,2,1,Dan Bailey,Chi,7.0,K,3,4,4,2016
0,2,2,Blair Walsh,@Car,6.0,K,3,1,0,2016
0,1,1,Cairo Santos,NYJ,6.0,K,3,3,3,2016
0,1,1,Andrew Franks,Cle,6.0,K,3,3,3,2016
1,1,1,Chandler Catanzaro,@Buf,6.0,K,3,1,1,2016
0,1,1,Mike Nugent,Den,5.0,K,3,2,2,2016
0,2,1,Jason Myers,Bal,5.0,K,3,2,2,2016
0,1,1,Brandon McManus,@Cin,5.0,K,3,3,2,2016
0,1,1,Connor Barth,@Dal,5.0,K,3,2,2,2016
0,1,1,Ryan Succop,Oak,4.0,K,3,1,1,2016
0,2,1,Graham Gano,Min,4.0,K,3,1,1,2016
0,2,1,Phil Dawson,@Sea,4.0,K,3,1,1,2016
0,1,1,Nick Folk,@KC,3.0,K,3,0,0,2016
0,2,1,Chris Boswell,@Phi,3.0,K,3,0,0,2016
0,1,0,Roberto Aguayo,LA,2.0,K,3,3,2,2016
0,0,0,Tress Way,@NYG,1.0,K,3,0,0,2016
0,0,0,Drew Butler,@Buf,-1.0,K,3,0,0,2016
0,5,5,Mike Nugent,Mia,16.0,K,4,1,1,2016
1,2,2,Matt Bryant,Car,14.0,K,4,6,6,2016
0,3,3,Jason Myers,Ind,12.0,K,4,3,3,2016
1,2,2,Adam Vinatieri,@Jax,11.0,K,4,3,3,2016
1,3,2,Nick Novak,Ten,11.0,K,4,3,3,2016
1,2,2,Stephen Hauschka,@NYJ,11.0,K,4,3,3,2016
1,2,2,Cody Parkey,@Was,10.0,K,4,2,2,2016
0,2,2,Josh Lambo,NO,10.0,K,4,4,4,2016
0,4,3,Dan Carpenter,@NE,10.0,K,4,1,1,2016
0,2,2,Brandon McManus,@TB,9.0,K,4,3,3,2016
0,2,2,Ryan Succop,@Hou,8.0,K,4,2,2,2016
1,2,2,Matt Prater,@Chi,8.0,K,4,0,0,2016
0,2,2,Justin Tucker,Oak,7.0,K,4,1,1,2016
0,1,1,Dustin Hopkins,Cle,7.0,K,4,4,4,2016
1,1,1,Graham Gano,@Atl,7.0,K,4,2,2,2016
0,2,2,Chandler Catanzaro,LA,7.0,K,4,1,1,2016
0,2,1,Blair Walsh,NYG,6.0,K,4,3,3,2016
0,2,1,Dan Bailey,@SF,6.0,K,4,3,3,2016
0,1,1,Greg Zuerlein,@Ari,5.0,K,4,2,2,2016
0,0,0,Wil Lutz,@SD,5.0,K,4,5,5,2016
0,1,1,Nick Folk,Sea,5.0,K,4,2,2,2016
0,1,1,Phil Dawson,Dal,5.0,K,4,2,2,2016
0,0,0,Chris Boswell,KC,5.0,K,4,5,5,2016
0,2,1,Connor Barth,Det,5.0,K,4,2,2,2016
0,0,0,Sebastian Janikowski,@Bal,4.0,K,4,4,4,2016
0,1,1,Josh Brown,@Min,4.0,K,4,1,1,2016
0,1,0,Cairo Santos,@Pit,2.0,K,4,2,2,2016
0,0,0,Andrew Franks,@Cin,1.0,K,4,1,1,2016
0,0,0,Roberto Aguayo,Den,1.0,K,4,1,1,2016
0,1,0,Stephen Gostkowski,Buf,0.0,K,4,0,0,2016
2,5,5,Adam Vinatieri,Chi,21.0,K,5,2,2,2016
1,5,4,Sebastian Janikowski,SD,16.0,K,5,2,2,2016
1,4,4,Greg Zuerlein,Buf,15.0,K,5,1,1,2016
1,3,3,Caleb Sturgis,@Det,13.0,K,5,2,2,2016
0,3,3,Mason Crosby,NYG,11.0,K,5,2,2,2016
0,3,3,Matt Bryant,@Den,11.0,K,5,2,2,2016
0,4,3,Connor Barth,@Ind,11.0,K,5,2,2,2016
0,3,3,Brandon McManus,Atl,10.0,K,5,1,1,2016
0,3,3,Josh Brown,@GB,10.0,K,5,1,1,2016
0,5,3,Roberto Aguayo,@Car,9.0,K,5,0,0,2016
0,1,1,Blair Walsh,Hou,7.0,K,5,4,4,2016
0,3,2,Nick Novak,@Min,7.0,K,5,1,1,2016
0,1,1,Josh Lambo,@Oak,7.0,K,5,4,4,2016
0,2,1,Stephen Gostkowski,@Cle,7.0,K,5,4,4,2016
0,2,2,Nick Folk,@Pit,7.0,K,5,1,1,2016
0,1,1,Chandler Catanzaro,@SF,7.0,K,5,4,4,2016
0,1,1,Chris Boswell,NYJ,7.0,K,5,4,4,2016
0,1,1,Ryan Succop,@Mia,6.0,K,5,4,3,2016
0,1,1,Matt Prater,Phi,6.0,K,5,3,3,2016
0,1,1,Dan Carpenter,@LA,6.0,K,5,4,3,2016
0,1,1,Andrew Franks,Ten,5.0,K,5,2,2,2016
0,1,1,Justin Tucker,Was,4.0,K,5,1,1,2016
0,2,1,Dustin Hopkins,@Bal,4.0,K,5,2,1,2016
0,0,0,Dan Bailey,Cin,4.0,K,5,4,4,2016
0,0,0,Phil Dawson,Ari,3.0,K,5,3,3,2016
0,1,0,Mike Nugent,@Dal,2.0,K,5,2,2,2016
0,1,0,Graham Gano,TB,2.0,K,5,2,2,2016
0,0,0,Cody Parkey,NE,1.0,K,5,1,1,2016
0,0,0,Drew Kaser,@Oak,0.0,K,5,0,0,2016
0,0,0,Jordan Berry,NYJ,0.0,K,5,0,0,2016
1,3,2,Wil Lutz,Car,13.0,K,6,5,5,2016
0,4,4,Josh Lambo,Den,13.0,K,6,1,1,2016
0,5,3,Andrew Franks,Pit,12.0,K,6,3,3,2016
0,3,3,Dan Bailey,@GB,12.0,K,6,3,3,2016
0,3,3,Adam Vinatieri,@Hou,11.0,K,6,2,2,2016
0,3,3,Justin Tucker,@NYG,11.0,K,6,2,2,2016
1,2,2,Dustin Hopkins,Phi,11.0,K,6,3,3,2016
0,3,3,Phil Dawson,@Buf,10.0,K,6,1,1,2016
0,3,3,Mason Crosby,Dal,10.0,K,6,1,1,2016
0,3,3,Connor Barth,Jax,10.0,K,6,1,1,2016
0,2,2,Stephen Gostkowski,Cin,9.0,K,6,4,3,2016
0,1,1,Dan Carpenter,SF,9.0,K,6,6,6,2016
0,2,2,Josh Brown,Bal,9.0,K,6,3,3,2016
0,2,2,Caleb Sturgis,@Was,8.0,K,6,2,2,2016
0,3,2,Cairo Santos,@Oak,8.0,K,6,3,2,2016
0,2,2,Cody Parkey,@Ten,8.0,K,6,2,2,2016
0,2,2,Nick Novak,Ind,8.0,K,6,3,2,2016
0,3,2,Stephen Hauschka,Atl,8.0,K,6,3,2,2016
0,1,1,Matt Prater,LA,7.0,K,6,4,4,2016
0,3,2,Brandon McManus,@SD,7.0,K,6,1,1,2016
0,1,1,Graham Gano,@NO,6.0,K,6,4,3,2016
0,1,1,Matt Bryant,@Sea,6.0,K,6,3,3,2016
0,1,1,Mike Nugent,@NE,5.0,K,6,2,2,2016
0,1,1,Jason Myers,@Chi,5.0,K,6,2,2,2016
0,0,0,Greg Zuerlein,@Det,4.0,K,6,4,4,2016
0,1,0,Ryan Succop,Cle,4.0,K,6,4,4,2016
0,2,1,Sebastian Janikowski,KC,4.0,K,6,1,1,2016
0,0,0,Chandler Catanzaro,NYJ,4.0,K,6,4,4,2016
0,1,1,Nick Folk,@Ari,3.0,K,6,0,0,2016
0,0,0,Chris Boswell,@Mia,1.0,K,6,1,1,2016
1,4,4,Sebastian Janikowski,@Jax,17.0,K,7,3,3,2016
0,4,4,Josh Lambo,@Atl,15.0,K,7,3,3,2016
1,3,3,Justin Tucker,@NYJ,12.0,K,7,1,1,2016
0,4,3,Matt Bryant,SD,12.0,K,7,3,3,2016
0,2,2,Adam Vinatieri,@Ten,10.0,K,7,4,4,2016
0,3,3,Jason Myers,Oak,10.0,K,7,1,1,2016
0,5,3,Chris Boswell,NE,10.0,K,7,1,1,2016
0,3,2,Roberto Aguayo,@SF,10.0,K,7,4,4,2016
0,2,2,Cairo Santos,NO,9.0,K,7,3,3,2016
0,3,3,Nick Novak,@Den,9.0,K,7,0,0,2016
0,2,2,Brandon McManus,Hou,9.0,K,7,3,3,2016
0,2,2,Ryan Succop,Ind,8.0,K,7,2,2,2016
0,3,2,Matt Prater,Was,8.0,K,7,2,2,2016
0,2,2,Andrew Franks,Buf,8.0,K,7,2,2,2016
0,3,2,Mason Crosby,Chi,8.0,K,7,3,2,2016
0,2,2,Caleb Sturgis,Min,7.0,K,7,1,1,2016
0,3,1,Mike Nugent,Cle,7.0,K,7,4,4,2016
0,3,2,Stephen Hauschka,@Ari,6.0,K,7,0,0,2016
0,2,1,Nick Folk,Bal,6.0,K,7,3,3,2016
0,4,2,Chandler Catanzaro,Sea,6.0,K,7,0,0,2016
0,1,1,Cody Parkey,@Cin,5.0,K,7,2,2,2016
0,2,1,Dustin Hopkins,@Det,5.0,K,7,2,2,2016
0,1,1,Robbie Gould,@LA,5.0,K,7,2,2,2016
0,1,1,Phil Dawson,TB,5.0,K,7,2,2,2016
0,1,1,Dan Carpenter,@Mia,5.0,K,7,2,2,2016
0,1,1,Greg Zuerlein,NYG,4.0,K,7,1,1,2016
0,1,1,Blair Walsh,@Phi,4.0,K,7,1,1,2016
0,1,1,Connor Barth,@GB,4.0,K,7,1,1,2016
0,0,0,Wil Lutz,@KC,3.0,K,7,3,3,2016
0,0,0,Stephen Gostkowski,@Pit,3.0,K,7,4,3,2016
0,0,0,Marquette King,@Jax,2.0,K,7,0,0,2016
0,0,0,Lachlan Edwards,Bal,-1.0,K,7,0,0,2016
1,4,4,Wil Lutz,Sea,15.0,K,8,1,1,2016
1,3,3,Graham Gano,Ari,14.0,K,8,3,3,2016
1,3,3,Caleb Sturgis,@Dal,13.0,K,8,2,2,2016
1,2,2,Stephen Gostkowski,@Buf,13.0,K,8,5,5,2016
0,3,3,Ryan Succop,Jax,12.0,K,8,4,3,2016
0,4,3,Cairo Santos,@Ind,12.0,K,8,3,3,2016
0,3,3,Dan Bailey,Phi,11.0,K,8,2,2,2016
0,2,2,Brandon McManus,SD,9.0,K,8,3,3,2016
0,4,2,Dustin Hopkins,@Cin,9.0,K,8,3,3,2016
0,2,2,Matt Bryant,GB,9.0,K,8,3,3,2016
0,2,2,Cody Parkey,NYJ,8.0,K,8,2,2,2016
0,2,2,Nick Novak,Det,8.0,K,8,2,2,2016
0,2,2,Stephen Hauschka,@NO,8.0,K,8,2,2,2016
0,2,2,Connor Barth,Min,8.0,K,8,2,2,2016
0,3,2,Matt Prater,@Hou,7.0,K,8,1,1,2016
0,1,1,Nick Folk,@Cle,7.0,K,8,4,4,2016
0,3,1,Sebastian Janikowski,@TB,6.0,K,8,3,3,2016
0,1,1,Mason Crosby,@Atl,6.0,K,8,3,3,2016
0,2,1,Dan Carpenter,NE,5.0,K,8,2,2,2016
0,1,1,Blair Walsh,@Chi,4.0,K,8,1,1,2016
0,1,1,Roberto Aguayo,Oak,4.0,K,8,2,1,2016
0,1,0,Mike Nugent,Was,3.0,K,8,4,3,2016
0,0,0,Chris Jones,Phi,3.0,K,8,0,0,2016
0,0,0,Adam Vinatieri,KC,2.0,K,8,2,2,2016
0,0,0,Jason Myers,@Ten,2.0,K,8,2,2,2016
0,0,0,Chandler Catanzaro,@Car,2.0,K,8,2,2,2016
0,0,0,Colton Schmidt,NE,1.0,K,8,0,0,2016
0,1,0,Josh Lambo,@Den,1.0,K,8,2,1,2016
0,0,0,Jon Ryan,@NO,0.0,K,8,0,0,2016
1,4,4,Cairo Santos,Jax,15.0,K,9,1,1,2016
1,3,3,Matt Bryant,@TB,15.0,K,9,4,4,2016
2,3,3,Matt Prater,@Min,14.0,K,9,1,1,2016
0,3,3,Josh Lambo,Ten,13.0,K,9,5,4,2016
0,4,3,Sebastian Janikowski,Den,12.0,K,9,3,3,2016
0,4,3,Caleb Sturgis,@NYG,11.0,K,9,2,2,2016
0,3,2,Wil Lutz,@SF,11.0,K,9,5,5,2016
0,3,3,Nick Folk,@Mia,11.0,K,9,2,2,2016
0,3,3,Phil Dawson,NO,11.0,K,9,2,2,2016
1,2,2,Brandon McManus,@Oak,10.0,K,9,2,2,2016
0,2,2,Andrew Franks,NYJ,9.0,K,9,3,3,2016
0,3,2,Mason Crosby,Ind,8.0,K,9,2,2,2016
0,1,1,Adam Vinatieri,@GB,7.0,K,9,4,4,2016
0,2,2,Justin Tucker,Pit,7.0,K,9,1,1,2016
0,1,1,Stephen Hauschka,Buf,7.0,K,9,4,4,2016
0,3,2,Graham Gano,@LA,7.0,K,9,1,1,2016
0,0,0,Ryan Succop,@SD,5.0,K,9,5,5,2016
0,2,1,Dan Carpenter,@Sea,5.0,K,9,2,2,2016
0,0,0,Dan Bailey,@Cle,5.0,K,9,5,5,2016
0,3,1,Greg Zuerlein,Car,4.0,K,9,1,1,2016
0,2,1,Blair Walsh,Det,4.0,K,9,2,1,2016
0,2,1,Cody Parkey,Dal,4.0,K,9,1,1,2016
0,0,0,Robbie Gould,Phi,4.0,K,9,4,4,2016
0,1,0,Jason Myers,@KC,2.0,K,9,2,2,2016
0,0,0,Chris Boswell,@Bal,2.0,K,9,2,2,2016
0,0,0,Roberto Aguayo,Atl,2.0,K,9,2,2,2016
0,0,0,Matt Darr,NYJ,0.0,K,9,0,0,2016
1,4,4,Dustin Hopkins,Min,16.0,K,10,2,2,2016
1,2,2,Ryan Succop,GB,13.0,K,10,5,5,2016
1,4,3,Brandon McManus,@NO,13.0,K,10,2,2,2016
0,4,4,Stephen Hauschka,@NE,13.0,K,10,2,1,2016
1,3,3,Dan Bailey,@Pit,13.0,K,10,2,2,2016
0,4,4,Cairo Santos,@Car,12.0,K,10,0,0,2016
0,3,3,Chandler Catanzaro,SF,11.0,K,10,2,2,2016
0,5,3,Caleb Sturgis,Atl,10.0,K,10,1,1,2016
1,2,2,Phil Dawson,@Ari,10.0,K,10,2,2,2016
0,2,2,Roberto Aguayo,Chi,10.0,K,10,4,4,2016
0,3,3,Greg Zuerlein,@NYJ,9.0,K,10,0,0,2016
1,2,2,Jason Myers,Hou,9.0,K,10,1,1,2016
0,4,3,Matt Bryant,@Phi,9.0,K,10,1,0,2016
0,2,2,Justin Tucker,Cle,8.0,K,10,2,2,2016
0,2,2,Mike Nugent,@NYG,8.0,K,10,2,2,2016
1,3,1,Nick Novak,@Jax,8.0,K,10,3,3,2016
0,1,1,Andrew Franks,@SD,7.0,K,10,4,4,2016
0,2,2,Mason Crosby,@Ten,7.0,K,10,2,1,2016
0,1,1,Josh Lambo,Mia,6.0,K,10,3,3,2016
0,1,1,Stephen Gostkowski,Sea,6.0,K,10,3,3,2016
0,3,2,Chris Boswell,Dal,6.0,K,10,0,0,2016
1,1,1,Connor Barth,@TB,6.0,K,10,1,1,2016
