50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,0,0,Matt Bryant,@NO,3.0,K,6,3,3,2015
0,0,0,Jason Myers,Hou,2.0,K,6,3,2,2015
0,0,0,Josh Brown,@Phi,1.0,K,6,1,1,2015
2,5,5,Blair Walsh,@Det,20.0,K,7,2,1,2015
0,3,3,Sebastian Janikowski,@SD,13.0,K,7,4,4,2015
1,3,3,Nick Folk,@NE,13.0,K,7,2,2,2015
1,4,3,Caleb Sturgis,@Car,12.0,K,7,1,1,2015
0,3,3,Stephen Gostkowski,NYJ,12.0,K,7,3,3,2015
0,3,3,Connor Barth,@Was,12.0,K,7,3,3,2015
0,4,3,Cairo Santos,Pit,11.0,K,7,2,2,2015
0,3,3,Dan Carpenter,@Jax,11.0,K,7,2,2,2015
1,1,1,Andrew Franks,Hou,10.0,K,7,6,5,2015
0,2,2,Graham Gano,Phi,9.0,K,7,3,3,2015
0,2,2,Josh Brown,Dal,9.0,K,7,3,3,2015
0,2,2,Stephen Hauschka,@SF,8.0,K,7,2,2,2015
0,3,2,Chandler Catanzaro,Bal,8.0,K,7,3,2,2015
0,2,2,Dan Bailey,@NYG,8.0,K,7,2,2,2015
1,1,1,Matt Prater,Min,7.0,K,7,2,2,2015
0,2,2,Josh Lambo,Oak,7.0,K,7,1,1,2015
0,1,1,Dustin Hopkins,TB,7.0,K,7,4,4,2015
0,2,2,Chris Boswell,@KC,7.0,K,7,1,1,2015
0,3,1,Greg Zuerlein,Cle,6.0,K,7,3,3,2015
0,2,2,Travis Coons,@Stl,6.0,K,7,0,0,2015
0,1,1,Justin Tucker,@Ari,4.0,K,7,1,1,2015
0,0,0,Jason Myers,Buf,4.0,K,7,5,4,2015
0,2,1,Matt Bryant,@Ten,4.0,K,7,1,1,2015
0,0,0,Adam Vinatieri,NO,3.0,K,7,3,3,2015
0,0,0,Kai Forbath,@Ind,3.0,K,7,4,3,2015
0,1,1,Phil Dawson,Sea,3.0,K,7,0,0,2015
0,0,0,Nick Novak,@Mia,2.0,K,7,3,2,2015
0,0,0,Ryan Succop,Atl,1.0,K,7,1,1,2015
0,0,0,Jeff Locke,@Det,0.0,K,7,0,0,2015
0,5,5,Justin Tucker,SD,17.0,K,8,2,2,2015
1,4,4,Adam Vinatieri,@Car,16.0,K,8,2,2,2015
1,4,4,Dan Bailey,Sea,14.0,K,8,0,0,2015
1,3,3,Graham Gano,Ind,13.0,K,8,3,2,2015
1,3,2,Sebastian Janikowski,NYJ,12.0,K,8,4,4,2015
1,2,2,Stephen Gostkowski,Mia,12.0,K,8,4,4,2015
1,1,1,Kai Forbath,NYG,12.0,K,8,7,7,2015
0,3,3,Blair Walsh,@Chi,11.0,K,8,2,2,2015
1,2,2,Brandon McManus,GB,11.0,K,8,3,3,2015
0,3,3,Connor Barth,@Atl,11.0,K,8,2,2,2015
0,4,3,Mike Nugent,@Pit,10.0,K,8,1,1,2015
1,3,2,Robbie Gould,Min,10.0,K,8,2,2,2015
0,2,2,Chandler Catanzaro,@Cle,10.0,K,8,4,4,2015
0,1,1,Cairo Santos,Det,9.0,K,8,6,6,2015
0,2,2,Nick Novak,Ten,8.0,K,8,2,2,2015
0,2,2,Josh Lambo,@Bal,8.0,K,8,3,2,2015
0,2,2,Nick Folk,@Oak,8.0,K,8,2,2,2015
1,2,2,Phil Dawson,@Stl,8.0,K,8,0,0,2015
0,2,2,Matt Bryant,TB,8.0,K,8,2,2,2015
0,3,2,Stephen Hauschka,@Dal,7.0,K,8,1,1,2015
0,0,0,Josh Brown,@NO,7.0,K,8,7,7,2015
0,2,2,Ryan Succop,@Hou,6.0,K,8,0,0,2015
1,1,1,Mason Crosby,@Den,6.0,K,8,1,1,2015
0,2,1,Greg Zuerlein,SF,5.0,K,8,2,2,2015
0,1,1,Matt Prater,@KC,4.0,K,8,1,1,2015
0,1,1,Chris Boswell,Cin,4.0,K,8,1,1,2015
0,0,0,Travis Coons,Ari,2.0,K,8,3,2,2015
0,1,0,Andrew Franks,@NE,1.0,K,8,1,1,2015
2,5,4,Greg Zuerlein,@Min,16.0,K,9,0,0,2015
1,4,4,Josh Brown,@TB,16.0,K,9,2,2,2015
1,5,4,Connor Barth,NYG,14.0,K,9,0,0,2015
0,4,3,Graham Gano,GB,13.0,K,9,4,4,2015
0,4,3,Chris Boswell,Oak,12.0,K,9,3,3,2015
1,2,2,Adam Vinatieri,Den,11.0,K,9,3,3,2015
1,2,2,Caleb Sturgis,@Dal,11.0,K,9,3,3,2015
0,3,3,Jason Myers,@NYJ,11.0,K,9,2,2,2015
1,3,2,Ryan Succop,@NO,10.0,K,9,2,2,2015
0,3,3,Matt Bryant,@SF,10.0,K,9,1,1,2015
0,2,2,Stephen Gostkowski,Was,9.0,K,9,3,3,2015
0,2,2,Dan Bailey,Phi,9.0,K,9,3,3,2015
0,2,2,Blair Walsh,Stl,7.0,K,9,1,1,2015
0,1,1,Mike Nugent,Cle,7.0,K,9,4,4,2015
0,2,2,Josh Lambo,Chi,7.0,K,9,2,1,2015
0,1,1,Dan Carpenter,Mia,7.0,K,9,4,4,2015
0,1,1,Brandon McManus,@Ind,6.0,K,9,3,3,2015
0,0,0,Sebastian Janikowski,@Pit,5.0,K,9,5,5,2015
0,1,1,Andrew Franks,@Buf,5.0,K,9,2,2,2015
0,1,1,Phil Dawson,Atl,5.0,K,9,2,2,2015
0,0,0,Ryan Quigley,Jax,4.0,K,9,4,4,2015
0,1,1,Dustin Hopkins,@NE,4.0,K,9,1,1,2015
0,1,0,Kai Forbath,Ten,4.0,K,9,4,4,2015
0,1,1,Travis Coons,@Cin,4.0,K,9,1,1,2015
0,0,0,Mason Crosby,@Car,3.0,K,9,3,3,2015
0,2,0,Robbie Gould,@SD,2.0,K,9,2,2,2015
1,6,5,Cairo Santos,@Den,19.0,K,10,2,2,2015
0,4,4,Dustin Hopkins,NO,17.0,K,10,5,5,2015
1,4,4,Josh Brown,NE,16.0,K,10,2,2,2015
0,3,3,Robbie Gould,@Stl,13.0,K,10,4,4,2015
0,3,3,Chandler Catanzaro,@Sea,13.0,K,10,4,4,2015
0,5,3,Blair Walsh,@Oak,12.0,K,10,3,3,2015
1,4,3,Jason Myers,@Bal,12.0,K,10,1,1,2015
1,2,2,Stephen Gostkowski,@NYG,11.0,K,10,3,3,2015
0,3,3,Dan Carpenter,@NYJ,10.0,K,10,2,1,2015
0,3,3,Chris Boswell,Cle,10.0,K,10,2,1,2015
0,2,2,Graham Gano,@Ten,9.0,K,10,3,3,2015
1,2,2,Matt Prater,@GB,8.0,K,10,2,0,2015
0,2,2,Stephen Hauschka,Ari,8.0,K,10,2,2,2015
0,2,2,Andrew Franks,@Phi,8.0,K,10,2,2,2015
1,3,2,Dan Bailey,@TB,8.0,K,10,0,0,2015
0,2,2,Greg Zuerlein,Chi,7.0,K,10,1,1,2015
0,2,2,Mike Nugent,Hou,6.0,K,10,0,0,2015
1,2,1,Connor Barth,Dal,6.0,K,10,1,1,2015
0,2,1,Caleb Sturgis,Mia,5.0,K,10,2,2,2015
0,1,1,Randy Bullock,Buf,5.0,K,10,2,2,2015
0,1,1,Ryan Succop,Car,4.0,K,10,1,1,2015
0,1,1,Nick Novak,@Cin,4.0,K,10,1,1,2015
0,2,1,Mason Crosby,Det,4.0,K,10,1,1,2015
0,1,1,Travis Coons,@Pit,3.0,K,10,1,0,2015
0,1,0,Justin Tucker,Jax,2.0,K,10,2,2,2015
0,0,0,Sebastian Janikowski,Min,2.0,K,10,2,2,2015
0,0,0,Kai Forbath,@Was,2.0,K,10,2,2,2015
0,0,0,Brandon McManus,KC,1.0,K,10,1,1,2015
0,0,0,Colton Schmidt,@NYJ,0.0,K,10,0,0,2015
0,0,0,Johnny Hekker,Chi,0.0,K,10,0,0,2015
1,5,5,Mason Crosby,@Min,18.0,K,11,1,1,2015
0,3,3,Graham Gano,Was,14.0,K,11,5,5,2015
0,4,4,Jason Myers,Ten,13.0,K,11,1,1,2015
1,3,3,Matt Prater,Oak,12.0,K,11,1,1,2015
0,5,3,Justin Tucker,Stl,10.0,K,11,1,1,2015
0,2,2,Chandler Catanzaro,Cin,10.0,K,11,4,4,2015
0,2,2,Cairo Santos,@SD,9.0,K,11,4,3,2015
1,2,2,Sebastian Janikowski,@Det,9.0,K,11,1,1,2015
0,3,3,Robbie Gould,Den,9.0,K,11,0,0,2015
1,3,2,Dan Carpenter,@NE,9.0,K,11,1,1,2015
0,1,1,Connor Barth,@Phi,9.0,K,11,6,6,2015
0,3,2,Stephen Gostkowski,Buf,8.0,K,11,2,2,2015
0,3,2,Ryan Succop,@Jax,7.0,K,11,1,1,2015
0,1,1,Mike Nugent,@Ari,7.0,K,11,4,4,2015
0,2,2,Phil Dawson,@Sea,7.0,K,11,1,1,2015
0,1,1,Adam Vinatieri,@Atl,6.0,K,11,3,3,2015
0,1,1,Nick Novak,NYJ,6.0,K,11,3,3,2015
0,1,1,Dan Bailey,@Mia,6.0,K,11,3,3,2015
0,1,1,Caleb Sturgis,TB,5.0,K,11,2,2,2015
0,1,1,Brandon McManus,@Chi,5.0,K,11,2,2,2015
1,1,1,Josh Lambo,KC,5.0,K,11,0,0,2015
0,1,1,Stephen Hauschka,SF,5.0,K,11,4,2,2015
0,1,1,Randy Bullock,@Hou,5.0,K,11,2,2,2015
0,1,0,Matt Bryant,Ind,3.0,K,11,3,3,2015
0,0,0,Dustin Hopkins,@Car,2.0,K,11,2,2,2015
0,0,0,Andrew Franks,Dal,2.0,K,11,2,2,2015
0,1,0,Greg Zuerlein,@Bal,1.0,K,11,2,1,2015
0,0,0,Blair Walsh,GB,1.0,K,11,2,1,2015
0,0,0,Brad Nortman,Was,0.0,K,11,0,0,2015
1,5,4,Graham Gano,@Dal,17.0,K,12,3,3,2015
1,4,4,Jason Myers,SD,15.0,K,12,2,1,2015
0,4,4,Adam Vinatieri,TB,13.0,K,12,2,1,2015
0,4,3,Cairo Santos,Buf,12.0,K,12,3,3,2015
0,3,3,Chris Boswell,@Sea,10.0,K,12,1,1,2015
0,2,2,Justin Tucker,@Cle,9.0,K,12,3,3,2015
0,1,1,Matt Prater,Phi,9.0,K,12,6,6,2015
1,2,2,Phil Dawson,Ari,9.0,K,12,1,1,2015
1,2,2,Mason Crosby,Chi,9.0,K,12,1,1,2015
0,3,2,Travis Coons,Bal,9.0,K,12,3,3,2015
0,3,2,Blair Walsh,@Atl,8.0,K,12,2,2,2015
0,3,2,Dustin Hopkins,NYG,8.0,K,12,2,2,2015
1,2,2,Kai Forbath,@Hou,8.0,K,12,0,0,2015
0,1,1,Randy Bullock,Mia,8.0,K,12,5,5,2015
0,1,1,Mike Nugent,Stl,7.0,K,12,4,4,2015
0,1,1,Josh Lambo,@Jax,7.0,K,12,4,4,2015
0,2,2,Chandler Catanzaro,@SF,7.0,K,12,2,1,2015
0,1,1,Nick Novak,NO,6.0,K,12,3,3,2015
0,2,1,Brandon McManus,NE,6.0,K,12,3,3,2015
0,1,1,Sebastian Janikowski,@Ten,6.0,K,12,3,3,2015
0,1,1,Stephen Gostkowski,@Den,6.0,K,12,3,3,2015
0,3,2,Connor Barth,@Ind,6.0,K,12,1,0,2015
0,2,2,Dan Bailey,Car,6.0,K,12,0,0,2015
0,1,1,Robbie Gould,@GB,5.0,K,12,2,2,2015
0,1,1,Shayne Graham,Min,4.0,K,12,1,1,2015
0,1,1,Dan Carpenter,@KC,4.0,K,12,2,1,2015
0,0,0,Stephen Hauschka,Pit,3.0,K,12,4,3,2015
0,1,0,Caleb Sturgis,@Det,2.0,K,12,2,2,2015
0,0,0,Andrew Franks,@NYJ,2.0,K,12,3,2,2015
0,0,0,Josh Brown,@Was,2.0,K,12,2,2,2015
0,0,0,Ryan Succop,Oak,1.0,K,12,2,1,2015
0,0,0,Zach Hocker,@Cin,1.0,K,12,1,1,2015
1,4,4,Shayne Graham,@TB,15.0,K,13,1,1,2015
1,4,3,Chris Boswell,Ind,15.0,K,13,4,4,2015
1,4,4,Dan Bailey,@Was,15.0,K,13,1,1,2015
1,3,3,Matt Prater,GB,13.0,K,13,2,2,2015
0,3,3,Mike Nugent,@Cle,13.0,K,13,4,4,2015
0,3,3,Randy Bullock,@NYG,11.0,K,13,2,2,2015
0,4,3,Dustin Hopkins,Dal,10.0,K,13,1,1,2015
1,4,2,Robbie Gould,SF,10.0,K,13,2,2,2015
0,2,2,Chandler Catanzaro,@Stl,9.0,K,13,3,3,2015
0,1,1,Stephen Hauschka,@Min,8.0,K,13,5,5,2015
0,3,2,Josh Brown,NYJ,8.0,K,13,2,2,2015
0,3,2,Justin Tucker,@Mia,7.0,K,13,1,1,2015
0,0,0,Ryan Succop,Jax,6.0,K,13,6,6,2015
0,2,1,Dan Carpenter,Hou,6.0,K,13,4,3,2015
0,0,0,Caleb Sturgis,@NE,5.0,K,13,5,5,2015
0,2,1,Brandon McManus,@SD,5.0,K,13,2,2,2015
1,2,1,Josh Lambo,Den,5.0,K,13,0,0,2015
0,0,0,Graham Gano,@NO,5.0,K,13,6,5,2015
0,1,1,Connor Barth,Atl,5.0,K,13,2,2,2015
0,1,1,Adam Vinatieri,@Pit,4.0,K,13,1,1,2015
0,0,0,Stephen Gostkowski,Phi,4.0,K,13,4,4,2015
0,1,0,Kai Forbath,Car,4.0,K,13,4,4,2015
0,0,0,Jason Myers,@Ten,3.0,K,13,5,3,2015
0,1,1,Zach Hocker,Ari,3.0,K,13,0,0,2015
0,1,0,Mason Crosby,@Det,3.0,K,13,3,3,2015
0,2,1,Travis Coons,Cin,3.0,K,13,0,0,2015
0,0,0,Cairo Santos,@Oak,2.0,K,13,3,2,2015
0,1,0,Sebastian Janikowski,KC,2.0,K,13,3,2,2015
0,0,0,Phil Dawson,@Chi,2.0,K,13,3,2,2015
0,0,0,Blair Walsh,Sea,1.0,K,13,1,1,2015
0,0,0,Nick Novak,@Buf,1.0,K,13,2,1,2015
0,0,0,Andrew Franks,Bal,1.0,K,13,1,1,2015
0,4,4,Chris Boswell,@Cin,15.0,K,14,3,3,2015
0,5,4,Brandon McManus,Oak,12.0,K,14,0,0,2015
0,4,3,Randy Bullock,Ten,12.0,K,14,3,3,2015
0,3,3,Caleb Sturgis,Buf,11.0,K,14,2,2,2015
0,3,3,Chandler Catanzaro,Min,11.0,K,14,2,2,2015
1,2,2,Blair Walsh,@Ari,10.0,K,14,2,2,2015
0,3,3,Adam Vinatieri,@Jax,10.0,K,14,1,1,2015
0,1,1,Jason Myers,Ind,9.0,K,14,7,6,2015
0,2,2,Stephen Gostkowski,@Hou,9.0,K,14,3,3,2015
0,3,2,Mike Nugent,Pit,8.0,K,14,2,2,2015
0,1,1,Graham Gano,Atl,8.0,K,14,5,5,2015
0,2,2,Dan Carpenter,@Phi,8.0,K,14,2,2,2015
0,2,1,Josh Brown,@Mia,7.0,K,14,4,4,2015
0,2,2,Justin Tucker,Sea,6.0,K,14,0,0,2015
0,2,2,Nick Novak,NE,6.0,K,14,0,0,2015
0,1,1,Dustin Hopkins,@Chi,6.0,K,14,3,3,2015
0,1,1,Andrew Franks,NYG,6.0,K,14,3,3,2015
0,1,1,Kai Forbath,@TB,6.0,K,14,3,3,2015
0,2,1,Travis Coons,SF,6.0,K,14,3,3,2015
0,0,0,Stephen Hauschka,@Bal,5.0,K,14,5,5,2015
0,2,1,Connor Barth,NO,5.0,K,14,2,2,2015
0,2,1,Cairo Santos,SD,4.0,K,14,1,1,2015
0,1,1,Phil Dawson,@Cle,4.0,K,14,1,1,2015
0,0,0,Mason Crosby,Dal,4.0,K,14,4,4,2015
0,0,0,Greg Zuerlein,Det,3.0,K,14,3,3,2015
0,2,1,Josh Lambo,@KC,3.0,K,14,0,0,2015
0,1,0,Robbie Gould,Was,3.0,K,14,3,3,2015
0,0,0,Matt Prater,@Stl,2.0,K,14,2,2,2015
0,1,0,Sebastian Janikowski,@Den,1.0,K,14,1,1,2015
0,0,0,Dan Bailey,@GB,1.0,K,14,1,1,2015
0,5,4,Stephen Gostkowski,Ten,15.0,K,15,3,3,2015
1,3,3,Connor Barth,@Stl,13.0,K,15,2,2,2015
1,2,2,Cairo Santos,@Bal,12.0,K,15,4,4,2015
0,3,3,Stephen Hauschka,Cle,12.0,K,15,3,3,2015
0,4,3,Mason Crosby,@Oak,12.0,K,15,3,3,2015
1,3,3,Dan Bailey,NYJ,12.0,K,15,1,1,2015
0,3,3,Shayne Graham,@Jax,11.0,K,15,2,2,2015
1,1,1,Blair Walsh,Chi,10.0,K,15,5,5,2015
0,4,3,Nick Novak,@Ind,10.0,K,15,1,1,2015
0,2,2,Chandler Catanzaro,@Phi,10.0,K,15,5,4,2015
0,2,2,Chris Boswell,Den,10.0,K,15,4,4,2015
0,2,2,Kai Forbath,Det,9.0,K,15,3,3,2015
0,2,2,Sebastian Janikowski,GB,8.0,K,15,2,2,2015
0,2,1,Graham Gano,@NYG,8.0,K,15,5,5,2015
0,1,1,Greg Zuerlein,TB,7.0,K,15,4,4,2015
1,1,1,Robbie Gould,@Min,7.0,K,15,2,2,2015
0,2,2,Travis Coons,@Sea,7.0,K,15,1,1,2015
0,3,2,Randy Bullock,@Dal,7.0,K,15,2,1,2015
0,1,1,Mike Nugent,@SF,6.0,K,15,3,3,2015
0,2,1,Josh Lambo,Mia,6.0,K,15,4,3,2015
0,1,1,Caleb Sturgis,Ari,5.0,K,15,2,2,2015
0,1,0,Matt Prater,@NO,5.0,K,15,5,5,2015
0,1,1,Jason Myers,Atl,5.0,K,15,2,2,2015
0,0,0,Dustin Hopkins,Buf,5.0,K,15,5,5,2015
0,1,1,Dan Carpenter,@Was,5.0,K,15,2,2,2015
0,0,0,Josh Brown,Car,5.0,K,15,5,5,2015
0,1,1,Adam Vinatieri,Hou,4.0,K,15,1,1,2015
0,1,1,Ryan Succop,@NE,4.0,K,15,2,1,2015
0,0,0,Brandon McManus,@Pit,3.0,K,15,4,3,2015
0,0,0,Justin Tucker,KC,2.0,K,15,2,2,2015
0,0,0,Andrew Franks,@SD,2.0,K,15,2,2,2015
0,1,0,Phil Dawson,Cin,2.0,K,15,2,2,2015
0,0,0,Sam Koch,KC,0.0,K,15,0,0,2015
2,5,5,Blair Walsh,NYG,23.0,K,16,5,4,2015
1,4,4,Robbie Gould,@TB,16.0,K,16,2,2,2015
0,4,4,Matt Prater,SF,14.0,K,16,2,2,2015
1,2,2,Justin Tucker,Pit,10.0,K,16,2,2,2015
0,2,2,Nick Novak,@Ten,10.0,K,16,4,4,2015
1,3,2,Shayne Graham,Car,10.0,K,16,2,2,2015
1,2,2,Sebastian Janikowski,SD,9.0,K,16,1,1,2015
0,3,2,Brandon McManus,Cin,8.0,K,16,2,2,2015
0,3,2,Josh Lambo,@Oak,8.0,K,16,2,2,2015
0,2,2,Stephen Gostkowski,@NYJ,8.0,K,16,2,2,2015
0,3,1,Kai Forbath,Jax,8.0,K,16,5,5,2015
0,1,1,Chandler Catanzaro,GB,8.0,K,16,5,5,2015
0,2,2,Randy Bullock,NE,8.0,K,16,2,2,2015
1,2,1,Mike Nugent,@Den,7.0,K,16,2,2,2015
0,2,2,Graham Gano,@Atl,7.0,K,16,1,1,2015
0,3,2,Travis Coons,@KC,7.0,K,16,1,1,2015
0,1,1,Caleb Sturgis,Was,6.0,K,16,3,3,2015
0,1,1,Dustin Hopkins,@Phi,6.0,K,16,4,3,2015
0,2,2,Andrew Franks,Ind,6.0,K,16,0,0,2015
0,3,2,Dan Bailey,@Buf,6.0,K,16,0,0,2015
0,1,1,Greg Zuerlein,@Sea,5.0,K,16,3,2,2015
0,1,1,Cairo Santos,Cle,5.0,K,16,2,2,2015
0,1,1,Stephen Hauschka,Stl,5.0,K,16,2,2,2015
0,2,1,Phil Dawson,@Det,5.0,K,16,2,2,2015
0,1,1,Josh Brown,@Min,5.0,K,16,2,2,2015
0,1,1,Chris Boswell,@Bal,5.0,K,16,2,2,2015
0,1,1,Adam Vinatieri,@Mia,4.0,K,16,2,1,2015
0,1,1,Dan Carpenter,Dal,4.0,K,16,2,1,2015
0,1,0,Connor Barth,Chi,3.0,K,16,3,3,2015
0,0,0,Jason Myers,@NO,1.0,K,16,1,1,2015
0,0,0,Tim Masthay,@Ari,0.0,K,16,0,0,2015
2,4,3,Nick Novak,Jax,16.0,K,17,3,3,2015
2,4,3,Stephen Hauschka,@Ari,16.0,K,17,4,3,2015
1,3,3,Adam Vinatieri,Ten,14.0,K,17,3,3,2015
0,4,4,Phil Dawson,Stl,13.0,K,17,1,1,2015
1,3,3,Justin Tucker,@Cin,12.0,K,17,1,1,2015
0,4,4,Travis Coons,Pit,12.0,K,17,0,0,2015
0,3,3,Josh Brown,Phi,12.0,K,17,3,3,2015
0,5,3,Greg Zuerlein,@SF,10.0,K,17,1,1,2015
1,2,2,Josh Lambo,@Den,10.0,K,17,2,2,2015
0,2,2,Dustin Hopkins,@Dal,10.0,K,17,4,4,2015
0,3,3,Dan Carpenter,NYJ,10.0,K,17,2,1,2015
0,2,2,Brandon McManus,SD,9.0,K,17,3,3,2015
0,2,2,Blair Walsh,@GB,8.0,K,17,2,2,2015
1,2,1,Matt Prater,@Chi,8.0,K,17,3,3,2015
1,1,1,Mike Nugent,Bal,8.0,K,17,3,3,2015
0,2,2,Robbie Gould,Det,8.0,K,17,2,2,2015
0,1,1,Graham Gano,TB,8.0,K,17,5,5,2015
0,3,2,Andrew Franks,NE,8.0,K,17,2,2,2015
0,2,2,Kai Forbath,@Atl,8.0,K,17,2,2,2015
0,3,2,Chris Boswell,@Cle,8.0,K,17,2,2,2015
1,2,1,Shayne Graham,NO,7.0,K,17,2,2,2015
0,2,2,Mason Crosby,Min,7.0,K,17,1,1,2015
0,1,1,Ryan Succop,@Ind,6.0,K,17,3,3,2015
0,2,2,Jason Myers,@Hou,6.0,K,17,0,0,2015
0,0,0,Caleb Sturgis,@NYG,5.0,K,17,5,5,2015
0,1,1,Sebastian Janikowski,@KC,5.0,K,17,2,2,2015
0,2,1,Randy Bullock,@Buf,5.0,K,17,2,2,2015
0,2,1,Stephen Gostkowski,@Mia,4.0,K,17,1,1,2015
0,1,1,Connor Barth,@Car,4.0,K,17,1,1,2015
0,0,0,Cairo Santos,Oak,3.0,K,17,3,3,2015
0,0,0,Dan Bailey,Was,3.0,K,17,3,3,2015
0,0,0,Johnny Hekker,@SF,0.0,K,17,0,0,2015
0,1,0,Chandler Catanzaro,Sea,0.0,K,17,1,0,2015
0,4,4,David Akers,Sea,15.0,K,1,3,3,2011
1,3,3,Sebastian Janikowski,@Den,13.0,K,1,2,2,2011
0,3,3,Robbie Gould,Atl,12.0,K,1,3,3,2011
0,2,2,Rian Lindell,@KC,11.0,K,1,5,5,2011
1,2,2,Nick Folk,Dal,11.0,K,1,3,3,2011
0,3,3,Josh Scobee,Ten,10.0,K,1,1,1,2011
0,2,2,Neil Rackers,Ind,10.0,K,1,4,4,2011
0,2,2,John Kasay,@GB,10.0,K,1,4,4,2011
0,2,2,Mike Nugent,@Cle,9.0,K,1,3,3,2011
0,2,2,Jason Hanson,@TB,9.0,K,1,3,3,2011
0,2,2,Billy Cundiff,Pit,9.0,K,1,3,3,2011
0,3,2,Matt Prater,Oak,8.0,K,1,2,2,2011
0,2,1,Stephen Gostkowski,@Mia,8.0,K,1,5,5,2011
0,2,2,Connor Barth,Det,8.0,K,1,2,2,2011
0,1,1,Alex Henery,@Stl,7.0,K,1,4,4,2011
0,3,2,Josh Brown,Phi,7.0,K,1,1,1,2011
0,1,1,Mike Scifres,Min,6.0,K,1,3,3,2011
0,0,0,Mason Crosby,NO,6.0,K,1,6,6,2011
0,1,1,Dan Carpenter,NE,6.0,K,1,3,3,2011
0,2,2,Matt Bryant,@Chi,6.0,K,1,0,0,2011
0,1,1,Dan Bailey,@NYJ,6.0,K,1,3,3,2011
0,1,1,Ryan Longwell,@SD,5.0,K,1,2,2,2011
0,1,1,Stephen Hauschka,@SF,5.0,K,1,2,2,2011
0,1,1,Phil Dawson,Cin,5.0,K,1,2,2,2011
0,1,0,Graham Gano,NYG,4.0,K,1,4,4,2011
0,1,0,Jay Feely,Car,4.0,K,1,4,4,2011
0,0,0,Olindo Mare,@Ari,3.0,K,1,3,3,2011
0,1,0,Lawrence Tynes,@Was,2.0,K,1,2,2,2011
0,0,0,Sam Koch,Pit,2.0,K,1,0,0,2011
0,1,0,Rob Bironas,@Jax,2.0,K,1,2,2,2011
0,1,0,Adam Vinatieri,@Hou,1.0,K,1,1,1,2011
0,0,0,Shaun Suisham,@Bal,1.0,K,1,1,1,2011
0,1,0,Ryan Succop,Buf,1.0,K,1,1,1,2011
1,4,4,Adam Vinatieri,Cle,15.0,K,2,1,1,2011
1,3,3,John Kasay,Chi,14.0,K,2,3,3,2011
1,2,2,Jason Hanson,KC,14.0,K,2,6,6,2011
0,5,4,Rob Bironas,Bal,14.0,K,2,2,2,2011
0,3,3,Nick Folk,Jax,12.0,K,2,3,3,2011
0,3,3,Mason Crosby,@Car,12.0,K,2,3,3,2011
0,3,3,Neil Rackers,@Mia,11.0,K,2,2,2,2011
0,3,3,Olindo Mare,GB,11.0,K,2,2,2,2011
0,3,3,Mike Nugent,@Den,10.0,K,2,1,1,2011
0,4,3,Graham Gano,Ari,10.0,K,2,1,1,2011
0,3,3,Josh Brown,@NYG,10.0,K,2,1,1,2011
0,2,2,Stephen Gostkowski,SD,9.0,K,2,3,3,2011
0,2,2,Phil Dawson,@Ind,9.0,K,2,3,3,2011
0,3,2,Dan Bailey,@SF,9.0,K,2,3,3,2011
0,2,2,Ryan Longwell,TB,8.0,K,2,2,2,2011
0,2,1,Rian Lindell,Oak,8.0,K,2,5,5,2011
1,1,1,David Akers,Dal,8.0,K,2,3,3,2011
0,2,1,Alex Henery,@Atl,7.0,K,2,4,4,2011
0,2,2,Robbie Gould,@NO,7.0,K,2,1,1,2011
0,2,2,Billy Cundiff,@Ten,7.0,K,2,1,1,2011
0,4,2,Dan Carpenter,Hou,7.0,K,2,1,1,2011
0,2,1,Shaun Suisham,Sea,6.0,K,2,3,3,2011
0,1,1,Matt Prater,Cin,6.0,K,2,3,3,2011
0,1,1,Connor Barth,@Min,6.0,K,2,3,3,2011
1,1,1,Josh Scobee,@NYJ,5.0,K,2,0,0,2011
0,0,0,Sebastian Janikowski,@Buf,5.0,K,2,5,5,2011
0,0,0,Matt Bryant,Phi,5.0,K,2,5,5,2011
0,0,0,Lawrence Tynes,Stl,4.0,K,2,4,4,2011
0,2,1,Ryan Succop,@Det,3.0,K,2,0,0,2011
0,0,0,Nick Novak,@NE,3.0,K,2,3,3,2011
0,0,0,Jay Feely,@Was,3.0,K,2,3,3,2011
0,6,6,Dan Bailey,Was,18.0,K,3,0,0,2011
1,4,4,Jason Hanson,@Min,16.0,K,3,2,2,2011
0,4,4,Neil Rackers,@NO,15.0,K,3,3,3,2011
0,5,3,Billy Cundiff,@Stl,13.0,K,3,4,4,2011
1,3,2,Sebastian Janikowski,NYJ,12.0,K,3,4,4,2011
1,4,3,Graham Gano,@Dal,12.0,K,3,1,1,2011
0,4,3,Shaun Suisham,@Ind,11.0,K,3,2,2,2011
0,3,3,Ryan Longwell,Det,11.0,K,3,2,2,2011
0,2,2,Rian Lindell,NE,10.0,K,3,4,4,2011
0,3,3,Alex Henery,NYG,10.0,K,3,1,1,2011
0,4,3,Dan Carpenter,@Cle,10.0,K,3,1,1,2011
0,3,3,Connor Barth,Atl,10.0,K,3,1,1,2011
1,2,2,Stephen Hauschka,Ari,9.0,K,3,1,1,2011
0,2,2,Mason Crosby,@Chi,9.0,K,3,3,3,2011
1,2,2,David Akers,@Cin,9.0,K,3,1,1,2011
0,2,2,Adam Vinatieri,Pit,8.0,K,3,2,2,2011
