Year,Week,Name,Fumble TD,Fumbles Lost,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Away Games
2012,1,Tony Scheffler,0,0,Rams,0,0,0,0,0,0,3.0,TE,0,0,30,5,0,0,0,0,0
2012,1,Tony Moeaki,0,0,Falcons,0,0,0,0,0,0,3.0,TE,0,0,37,3,0,0,0,0,0
2012,1,Todd Heap,0,0,Seahawks,0,0,0,0,0,0,3.0,TE,0,0,32,3,0,0,0,0,0
2012,1,Jermaine Gresham,0,0,Ravens,0,0,0,0,0,0,3.0,TE,0,0,30,3,0,0,0,0,1
2012,1,Fred Davis,0,0,Saints,0,0,0,0,0,0,3.0,TE,0,0,38,2,0,0,0,0,1
2012,1,Dallas Clark,0,0,Panthers,0,0,0,0,0,0,3.0,TE,0,0,33,1,0,0,0,0,0
2012,1,Logan Paulsen,0,0,Saints,0,0,0,0,0,0,2.0,TE,0,0,22,1,0,0,0,0,1
2012,1,Ed Dickson,0,0,Bengals,0,0,0,0,0,0,2.0,TE,0,0,22,2,0,0,0,0,0
2012,1,Jason Witten,0,0,Giants,0,0,0,0,0,0,1.0,TE,0,0,10,2,0,0,0,0,1
2012,1,Mike McNeill,0,0,Lions,0,0,0,0,0,0,1.0,TE,0,0,10,1,0,0,0,0,1
2012,1,Lance Kendricks,0,0,Lions,0,0,0,0,0,0,1.0,TE,0,0,16,2,0,0,0,0,1
2012,1,Will Heller,0,0,Rams,0,0,0,0,0,0,1.0,TE,0,0,19,2,0,0,0,0,0
2012,1,James Hanna,0,0,Giants,0,0,0,0,0,0,1.0,TE,0,0,10,1,0,0,0,0,1
2012,1,Anthony Fasano,0,0,Texans,0,0,0,0,0,0,1.0,TE,0,0,19,3,0,0,0,0,1
2012,1,James Casey,0,0,Dolphins,0,0,0,0,0,0,1.0,TE,0,0,17,1,0,0,0,0,0
2012,1,Kyle Adams,0,0,Colts,0,0,0,0,0,0,1.0,TE,0,0,17,1,0,0,0,0,0
2012,1,Benjamin Watson,0,0,Eagles,0,0,0,0,0,0,0.0,TE,0,0,9,2,0,0,0,0,0
2012,1,David Thomas,0,0,Redskins,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,0
2012,1,Craig Stevens,0,0,Patriots,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,0
2012,1,Lee Smith,0,0,Jets,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,1
2012,1,Alex Smith,0,0,Eagles,0,0,0,0,0,0,0.0,TE,0,0,-1,1,0,0,0,0,0
2012,1,John Phillips,0,0,Giants,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1
2012,1,Bear Pascoe,0,0,Cowboys,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,0
2012,1,Michael Palmer,0,0,Chiefs,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1
2012,1,Jeff King,0,0,Seahawks,0,0,0,0,0,0,0.0,TE,0,0,8,2,0,0,0,0,0
2012,1,Dustin Keller,0,0,Bills,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,0
2012,1,Dominique Jones,0,0,Bears,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,1
2012,1,Joel Dreessen,0,0,Steelers,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,0
2012,2,Dante Rosario,0,0,Titans,0,0,0,0,0,0,22.0,TE,0,3,48,4,0,0,0,0,0
2012,2,Vernon Davis,0,0,Lions,0,0,0,0,0,0,19.0,TE,0,2,73,5,0,0,0,0,0
2012,2,Brent Celek,0,0,Ravens,0,0,0,0,0,0,15.0,TE,0,0,157,8,0,0,0,0,0
2012,2,Rob Gronkowski,0,0,Cardinals,0,0,0,0,0,0,13.0,TE,0,1,75,6,0,0,0,0,0
2012,2,Jimmy Graham,0,0,Panthers,0,0,0,0,0,0,13.0,TE,0,1,71,7,0,0,0,0,1
2012,2,Tony Gonzalez,0,0,Broncos,0,0,0,0,0,0,13.0,TE,0,1,70,7,0,0,0,0,0
2012,2,Martellus Bennett,0,0,Buccaneers,0,0,0,0,0,0,13.0,TE,0,1,72,5,0,0,0,0,0
2012,2,Scott Chandler,0,0,Chiefs,0,0,0,0,0,0,11.0,TE,0,1,53,2,0,0,0,0,0
2012,2,Anthony McCoy,0,0,Cowboys,0,0,0,0,0,0,10.0,TE,0,1,41,5,0,0,0,0,0
2012,2,Kyle Rudolph,0,0,Colts,0,0,0,0,0,0,9.0,TE,0,1,35,3,0,0,0,0,1
2012,2,Brandon Myers,0,0,Dolphins,0,0,0,0,0,0,8.0,TE,0,0,86,6,0,0,0,0,1
2012,2,Kellen Davis,0,0,Packers,0,0,0,0,0,0,8.0,TE,0,1,21,1,0,0,0,0,1
2012,2,Tom Crabtree,0,0,Bears,0,0,0,0,0,0,8.0,TE,0,1,27,1,0,0,0,0,0
2012,2,Brandon Pettigrew,0,0,49ers,0,0,0,0,0,0,7.0,TE,0,1,18,3,0,0,0,0,1
2012,2,Matthew Mulligan,0,0,Redskins,0,0,0,0,0,0,7.0,TE,0,1,14,2,0,0,0,0,0
2012,2,Heath Miller,0,0,Jets,0,0,0,0,0,0,7.0,TE,0,1,19,3,0,0,0,0,0
2012,2,Anthony Fasano,0,0,Raiders,0,0,0,0,0,0,7.0,TE,0,1,19,2,0,0,0,0,0
2012,2,Dennis Pitta,0,0,Eagles,0,0,0,0,0,0,6.0,TE,0,0,65,8,0,0,0,0,1
2012,2,Todd Heap,0,0,Patriots,0,0,0,0,0,0,6.0,TE,0,0,62,5,0,0,0,0,1
2012,2,Dwayne Allen,0,0,Min,0,0,0,0,0,0,6.0,TE,0,1,3,1,0,1,0,0,0
2012,2,Jason Witten,0,0,Seahawks,0,0,0,0,0,0,5.0,TE,0,0,58,4,0,0,0,0,1
2012,2,Craig Stevens,0,0,Chargers,0,0,0,0,0,0,4.0,TE,0,0,46,1,0,0,0,0,1
2012,2,Owen Daniels,0,0,Jaguars,0,0,0,0,0,0,4.0,TE,0,0,47,6,0,0,0,0,1
2012,2,Alex Smith,0,0,Bengals,0,0,0,0,0,0,3.0,TE,0,0,30,3,0,0,0,0,1
2012,2,Jermaine Gresham,0,0,Browns,0,0,0,0,0,0,3.0,TE,0,0,37,4,0,0,0,0,0
2012,2,Ladarius Green,0,0,Titans,0,0,0,0,0,0,3.0,TE,0,0,31,1,0,0,0,0,0
2012,2,Dallas Clark,0,0,Giants,0,0,0,0,0,0,3.0,TE,0,0,33,4,0,0,0,0,1
2012,2,Benjamin Watson,0,0,Bengals,0,0,0,0,0,0,2.0,TE,0,0,27,1,0,0,0,0,1
2012,2,Konrad Reuland,0,0,Steelers,0,0,0,0,0,0,2.0,TE,0,0,20,2,0,0,0,0,1
2012,2,Randy McMichael,0,0,Titans,0,0,0,0,0,0,2.0,TE,0,0,29,3,0,0,0,0,0
2012,2,Lance Kendricks,0,0,Redskins,0,0,0,0,0,0,2.0,TE,0,0,25,2,0,0,0,0,0
2012,2,Ed Dickson,0,0,Eagles,0,0,0,0,0,0,2.0,TE,0,0,23,1,0,0,0,0,1
2012,2,Jared Cook,0,0,Chargers,0,0,0,0,0,0,2.0,TE,0,0,23,3,0,0,0,0,1
2012,2,Kevin Boss,0,0,Bills,0,0,0,0,0,0,2.0,TE,0,0,29,1,0,0,0,0,1
2012,2,Jacob Tamme,0,0,Falcons,0,0,0,0,0,0,1.0,TE,0,0,13,2,0,0,0,0,1
2012,2,Tony Scheffler,0,0,49ers,0,0,0,0,0,0,1.0,TE,0,0,13,1,0,0,0,0,1
2012,2,John Phillips,0,0,Seahawks,0,0,0,0,0,0,1.0,TE,0,0,16,2,0,0,0,0,1
2012,2,Greg Olsen,0,0,Saints,0,0,0,0,0,0,1.0,TE,0,0,13,1,0,0,0,0,0
2012,2,Clay Harbor,0,0,Ravens,0,0,0,0,0,0,1.0,TE,0,0,19,1,0,0,0,0,0
2012,2,Garrett Graham,0,0,Jaguars,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,1
2012,2,Coby Fleener,0,0,Min,0,0,0,0,0,0,1.0,TE,0,0,16,2,0,0,0,0,0
2012,2,Jermichael Finley,0,1,Bears,0,0,0,0,0,0,1.0,TE,0,0,26,4,0,0,0,0,0
2012,2,Joel Dreessen,0,0,Falcons,0,0,0,0,0,0,1.0,TE,0,0,16,2,0,0,0,0,1
2012,2,Fred Davis,0,0,Rams,0,0,0,0,0,0,1.0,TE,0,0,14,2,0,1,0,1,1
2012,2,James Casey,0,0,Jaguars,0,0,0,0,0,0,1.0,TE,0,0,18,3,0,0,0,0,1
2012,2,D.J. Williams,0,0,Bears,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,0
2012,2,Delanie Walker,0,0,Lions,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,0
2012,2,Matt Spaeth,0,0,Packers,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1
2012,2,Zach Potter,0,0,Texans,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,0
2012,2,Leonard Pope,0,0,Jets,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,0
2012,2,Tony Moeaki,0,0,Bills,0,0,0,0,0,0,0.0,TE,0,0,9,1,0,0,0,0,1
2012,2,Zach Miller,0,0,Cowboys,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,0
2012,2,Rob Housler,0,0,Patriots,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,1
2012,2,Will Heller,0,0,49ers,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,1
2012,2,Dorin Dickerson,0,0,Chiefs,0,0,0,0,0,0,0.0,TE,0,0,0,0,0,1,0,-8,0
2012,2,Charles Clay,0,0,Raiders,0,0,0,0,0,0,0.0,TE,0,0,2,1,0,0,0,0,0
2012,3,Heath Miller,0,0,Raiders,0,0,0,0,0,0,18.0,TE,0,2,60,8,0,0,0,0,1
2012,3,Kyle Rudolph,0,0,49ers,0,0,0,0,0,0,15.0,TE,0,2,36,5,0,0,0,0,0
2012,3,Tony Gonzalez,0,0,Chargers,0,0,0,0,0,0,15.0,TE,0,1,91,9,0,0,0,0,1
2012,3,Jared Cook,0,0,Lions,0,0,0,0,0,0,13.0,TE,0,1,77,4,0,0,0,0,0
2012,3,Martellus Bennett,0,0,Panthers,0,0,0,0,0,0,13.0,TE,0,1,73,6,0,0,0,0,1
2012,3,Jermaine Gresham,0,0,Redskins,0,0,0,0,0,0,12.0,TE,0,1,64,5,0,0,0,0,1
2012,3,Dennis Pitta,0,0,Patriots,0,0,0,0,0,0,11.0,TE,0,1,50,5,0,0,0,0,0
2012,3,Vernon Davis,0,0,Min,0,0,0,0,0,0,11.0,TE,0,1,53,5,0,0,0,0,1
2012,3,Greg Olsen,0,0,Giants,0,0,0,0,0,0,9.0,TE,0,0,98,7,0,0,0,0,0
2012,3,Joel Dreessen,0,0,Texans,0,0,0,0,0,0,9.0,TE,0,1,36,2,0,0,0,0,0
2012,3,Fred Davis,0,0,Bengals,0,0,0,0,0,0,9.0,TE,0,0,90,7,0,0,0,0,0
2012,3,Owen Daniels,0,0,Broncos,0,0,0,0,0,0,8.0,TE,0,1,26,3,0,0,0,0,1
2012,3,Jimmy Graham,0,0,Chiefs,0,0,0,0,0,0,7.0,TE,0,1,16,4,0,0,0,0,0
2012,3,Luke Stocker,0,0,Cowboys,0,0,0,0,0,0,6.0,TE,0,1,1,1,0,0,0,0,1
2012,3,Craig Stevens,0,0,Lions,0,0,0,0,0,0,6.0,TE,0,0,63,5,0,0,0,0,0
2012,3,Richard Gordon,0,0,Steelers,0,0,0,0,0,0,6.0,TE,0,1,1,1,0,0,0,0,0
2012,3,Jermichael Finley,0,0,Seahawks,0,0,0,0,0,0,6.0,TE,0,0,60,4,0,0,0,0,1
2012,3,Jed Collins,0,0,Chiefs,0,0,0,0,0,0,6.0,TE,0,1,6,1,0,0,0,0,0
2012,3,Brandon Pettigrew,0,1,Titans,0,0,0,0,0,0,5.0,TE,0,0,61,8,0,0,0,0,1
2012,3,Brandon Myers,0,0,Steelers,0,0,0,0,0,0,5.0,TE,0,0,55,4,0,0,0,0,0
2012,3,Anthony Fasano,0,0,Jets,0,0,0,0,0,0,4.0,TE,0,0,47,5,0,0,0,0,0
2012,3,Jordan Cameron,0,0,Bills,0,0,0,0,0,0,4.0,TE,0,0,45,5,0,0,0,0,0
2012,3,Jacob Tamme,0,0,Texans,0,0,0,0,0,0,3.0,TE,0,0,31,3,0,0,0,0,0
2012,3,Garrett Graham,0,0,Broncos,0,0,0,0,0,0,3.0,TE,0,0,39,2,0,0,0,0,1
2012,3,Brent Celek,0,0,Cardinals,0,0,0,0,0,0,3.0,TE,0,0,36,2,0,0,0,0,1
2012,3,Dwayne Allen,0,0,Jaguars,0,0,0,0,0,0,3.0,TE,0,0,35,5,0,0,0,0,0
2012,3,Rob Gronkowski,0,0,Ravens,0,0,0,0,0,0,2.0,TE,0,0,21,2,0,0,0,0,1
2012,3,Antonio Gates,0,0,Falcons,0,0,0,0,0,0,2.0,TE,0,0,22,3,0,0,0,0,0
2012,3,Kellen Davis,0,0,Rams,0,0,0,0,0,0,2.0,TE,0,0,20,2,0,0,0,0,0
2012,3,Orson Charles,0,0,Redskins,0,0,0,0,0,0,2.0,TE,0,0,25,1,0,0,0,0,1
2012,3,Scott Chandler,0,0,Browns,0,0,0,0,0,0,2.0,TE,0,0,22,2,0,0,0,0,1
2012,3,Kellen Winslow,0,0,Ravens,0,0,0,0,0,0,1.0,TE,0,0,12,1,0,0,0,0,1
2012,3,D.J. Williams,0,0,Seahawks,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,1
2012,3,Benjamin Watson,0,0,Bills,0,0,0,0,0,0,1.0,TE,0,0,15,4,0,0,0,0,0
2012,3,Konrad Reuland,0,0,Dolphins,0,0,0,0,0,0,1.0,TE,0,0,12,2,0,0,0,0,1
2012,3,Matthew Mulligan,0,0,Bears,0,0,0,0,0,0,1.0,TE,0,0,12,1,0,0,0,0,1
2012,3,Tony Moeaki,0,0,Saints,0,0,0,0,0,0,1.0,TE,0,0,12,2,0,0,0,0,1
2012,3,Zach Miller,0,0,Packers,0,0,0,0,0,0,1.0,TE,0,0,12,2,0,0,0,0,0
2012,3,Steve Maneri,0,0,Saints,0,0,0,0,0,0,1.0,TE,0,0,10,1,0,0,0,0,1
2012,3,Jeff King,0,0,Eagles,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,0
2012,3,Lance Kendricks,0,0,Bears,0,0,0,0,0,0,1.0,TE,0,0,18,3,0,0,0,0,1
2012,3,Rob Housler,0,0,Eagles,0,0,0,0,0,0,1.0,TE,0,0,18,2,0,0,0,0,0
2012,3,James Casey,0,0,Broncos,0,0,0,0,0,0,1.0,TE,0,0,11,3,0,0,0,0,1
2012,3,Jason Witten,0,0,Buccaneers,0,0,0,0,0,0,0.0,TE,0,0,8,2,0,0,0,0,0
2012,3,Delanie Walker,0,0,Min,0,0,0,0,0,0,0.0,TE,0,0,1,1,0,0,0,0,1
2012,3,Michael Palmer,0,0,Chargers,0,0,0,0,0,0,0.0,TE,0,0,1,1,0,0,0,0,1
2012,3,Randy McMichael,0,0,Falcons,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,0
2012,3,Anthony McCoy,0,0,Packers,0,0,0,0,0,0,0.0,TE,0,0,9,1,0,0,0,0,0
2012,3,Marcedes Lewis,0,0,Colts,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,1
2012,3,Michael Hoomanawanui,0,0,Ravens,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1
2012,3,Ed Dickson,0,0,Patriots,0,0,0,0,0,0,0.0,TE,0,0,5,2,0,0,0,0,0
2012,3,Dallas Clark,0,0,Cowboys,0,0,0,0,0,0,0.0,TE,0,0,0,1,0,0,0,0,1
2012,3,Kyle Adams,0,0,Rams,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,0
2012,3,Dante Rosario,0,1,Falcons,0,0,0,0,0,0,-1.0,TE,0,0,0,1,0,0,0,0,0
2012,4,Scott Chandler,0,0,Patriots,0,0,0,0,0,0,18.0,TE,0,2,62,4,0,0,0,0,0
2012,4,Jason Witten,0,0,Bears,0,0,0,0,0,0,17.0,TE,0,1,112,13,0,0,0,0,0
2012,4,Rob Gronkowski,0,1,Bills,0,0,0,0,0,0,15.0,TE,0,1,104,5,0,0,0,0,1
2012,4,Greg Olsen,0,0,Falcons,0,0,0,0,0,0,14.0,TE,0,1,89,6,0,0,0,0,1
2012,4,Owen Daniels,0,0,Titans,0,0,0,0,0,0,13.0,TE,0,1,72,6,0,0,0,0,0
2012,4,Marcedes Lewis,0,0,Bengals,0,0,0,0,0,0,9.0,TE,0,1,32,3,0,0,0,0,0
2012,4,James Casey,0,0,Titans,0,0,0,0,0,0,9.0,TE,0,1,36,5,0,0,0,0,0
2012,4,Craig Stevens,0,0,Texans,0,0,0,0,0,0,8.0,TE,0,1,24,2,0,0,0,0,1
2012,4,Jimmy Graham,0,0,Packers,0,0,0,0,0,0,7.0,TE,0,0,76,7,0,0,0,0,1
2012,4,Joel Dreessen,0,0,Raiders,0,0,0,0,0,0,7.0,TE,0,1,17,2,0,0,0,0,0
2012,4,Fred Davis,0,0,Buccaneers,0,0,0,0,0,0,7.0,TE,0,0,70,4,0,0,0,0,1
2012,4,Brandon Pettigrew,0,0,Min,0,0,0,0,0,0,6.0,TE,0,0,67,7,0,0,0,0,0
2012,4,Bear Pascoe,0,0,Eagles,0,0,0,0,0,0,6.0,TE,0,1,6,1,0,0,0,0,1
2012,4,Kellen Davis,0,0,Cowboys,0,0,0,0,0,0,6.0,TE,0,0,62,3,0,0,0,0,1
2012,4,Benjamin Watson,0,0,Ravens,0,0,0,0,0,0,5.0,TE,0,0,52,5,0,0,0,0,1
2012,4,Tony Gonzalez,0,0,Panthers,0,0,0,0,0,0,5.0,TE,0,0,51,5,0,0,0,0,0
2012,4,Antonio Gates,0,0,Chiefs,0,0,0,0,0,0,5.0,TE,0,0,59,3,0,0,0,0,1
2012,4,Jermichael Finley,0,0,Saints,0,0,0,0,0,0,5.0,TE,0,0,54,4,0,0,0,0,0
2012,4,Brent Celek,0,0,Giants,0,0,0,0,0,0,5.0,TE,0,0,57,4,0,0,0,0,0
2012,4,Rob Housler,0,0,Dolphins,0,0,0,0,0,0,4.0,TE,0,0,48,2,0,0,0,0,0
2012,4,Jermaine Gresham,0,0,Jaguars,0,0,0,0,0,0,4.0,TE,0,0,47,5,0,0,0,0,1
2012,4,Delanie Walker,0,0,Jets,0,0,0,0,0,0,3.0,TE,0,0,31,2,0,0,0,0,1
2012,4,Jacob Tamme,0,0,Raiders,0,0,0,0,0,0,3.0,TE,0,0,38,5,0,0,0,0,0
2012,4,Zach Miller,0,0,Rams,0,0,0,0,0,0,3.0,TE,0,0,32,3,0,0,0,0,1
2012,4,Anthony Fasano,0,0,Cardinals,0,0,0,0,0,0,3.0,TE,0,0,30,5,0,0,0,0,1
2012,4,Dorin Dickerson,0,0,Patriots,0,0,0,0,0,0,3.0,TE,0,0,36,2,0,0,0,0,0
2012,4,Jared Cook,0,0,Texans,0,0,0,0,0,0,3.0,TE,0,0,36,3,0,0,0,0,1
2012,4,Brandon Myers,0,0,Broncos,0,0,0,0,0,0,2.0,TE,0,0,22,1,0,0,0,0,1
2012,4,Anthony McCoy,0,0,Rams,0,0,0,0,0,0,2.0,TE,0,0,20,2,0,0,0,0,1
2012,4,Jeff King,0,0,Dolphins,0,0,0,0,0,0,2.0,TE,0,0,22,2,0,0,0,0,0
2012,4,Lance Kendricks,0,0,Seahawks,0,0,0,0,0,0,2.0,TE,0,0,22,2,0,0,0,0,0
2012,4,Vernon Davis,0,0,Jets,0,0,0,0,0,0,2.0,TE,0,0,28,2,0,0,0,0,1
2012,4,Tony Scheffler,0,0,Min,0,0,0,0,0,0,1.0,TE,0,0,16,1,0,0,0,0,0
2012,4,Tony Moeaki,0,0,Chargers,0,0,0,0,0,0,1.0,TE,0,0,18,3,0,0,0,0,0
2012,4,Daniel Fells,0,0,Bills,0,0,0,0,0,0,1.0,TE,0,0,18,1,0,0,0,0,1
2012,4,Tom Crabtree,0,0,Saints,0,0,0,0,0,0,1.0,TE,0,0,16,1,0,0,0,0,0
2012,4,Jed Collins,0,0,Packers,0,0,0,0,0,0,1.0,TE,0,0,12,1,0,0,0,0,1
2012,4,Dallas Clark,0,0,Redskins,0,0,0,0,0,0,1.0,TE,0,0,15,3,0,0,0,0,0
2012,4,Orson Charles,0,0,Jaguars,0,0,0,0,0,0,1.0,TE,0,0,10,1,0,0,0,0,1
2012,4,Jordan Cameron,0,0,Ravens,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,1
2012,4,David Thomas,0,0,Packers,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1
2012,4,Luke Stocker,0,0,Redskins,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,0
2012,4,Kyle Rudolph,0,0,Lions,0,0,0,0,0,0,0.0,TE,0,0,8,2,0,0,0,0,1
2012,4,Clay Harbor,0,0,Giants,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,0
2012,4,John Carlson,0,0,Lions,0,0,0,0,0,0,0.0,TE,0,0,-1,1,0,0,0,0,1
2012,4,Martellus Bennett,0,0,Eagles,0,0,0,0,0,0,0.0,TE,0,0,2,1,0,0,0,0,1
2012,4,Dedrick Epps,0,1,49ers,0,0,0,0,0,0,-1.0,TE,0,0,9,1,0,0,0,0,0
2012,5,Tony Gonzalez,0,0,Redskins,0,0,0,0,0,0,18.0,TE,0,1,123,13,0,0,0,0,1
2012,5,Owen Daniels,0,0,Jets,0,0,0,0,0,0,13.0,TE,0,1,79,4,0,0,0,0,1
2012,5,Vernon Davis,0,0,Bills,0,0,0,0,0,0,10.0,TE,0,0,106,5,0,0,0,0,0
2012,5,Jared Cook,0,0,Min,0,0,0,0,0,0,9.0,TE,0,1,37,5,0,0,0,0,1
2012,5,Dwayne Allen,0,0,Packers,0,0,0,0,0,0,9.0,TE,0,1,38,4,0,0,0,0,0
2012,5,Kyle Rudolph,0,0,Titans,0,0,0,0,0,0,8.0,TE,0,1,23,4,0,0,0,0,0
2012,5,Joel Dreessen,0,0,Patriots,0,0,0,0,0,0,8.0,TE,0,1,21,4,0,0,0,0,1
2012,5,Lance Kendricks,0,0,Cardinals,0,0,0,0,0,0,6.0,TE,0,1,7,1,0,0,0,0,0
2012,5,Jermaine Gresham,0,0,Dolphins,0,0,0,0,0,0,6.0,TE,0,0,60,5,0,0,0,0,0
2012,5,Brent Celek,0,0,Steelers,0,0,0,0,0,0,6.0,TE,0,1,9,3,0,0,0,0,1
2012,5,Jacob Tamme,0,0,Patriots,0,0,0,0,0,0,5.0,TE,0,0,50,6,0,0,0,0,1
2012,5,Zach Miller,0,0,Panthers,0,0,0,0,0,0,5.0,TE,0,0,59,3,0,0,0,0,1
2012,5,Fred Davis,0,0,Falcons,0,0,0,0,0,0,5.0,TE,0,0,54,5,0,0,0,0,0
2012,5,James Casey,0,0,Jets,0,0,0,0,0,0,5.0,TE,0,0,53,4,0,0,0,0,1
2012,5,Heath Miller,0,0,Eagles,0,0,0,0,0,0,4.0,TE,0,0,41,4,0,0,0,0,0
2012,5,Rob Housler,0,0,Rams,0,0,0,0,0,0,4.0,TE,0,0,45,3,0,0,0,0,1
2012,5,Coby Fleener,0,0,Packers,0,0,0,0,0,0,4.0,TE,0,0,41,5,0,0,0,0,0
2012,5,Greg Olsen,0,0,Seahawks,0,0,0,0,0,0,3.0,TE,0,0,37,2,0,0,0,0,0
2012,5,Rob Gronkowski,0,0,Broncos,0,0,0,0,0,0,3.0,TE,0,0,35,4,0,0,0,0,0
2012,5,Rhett Ellison,0,0,Titans,0,0,0,0,0,0,3.0,TE,0,0,35,2,0,0,0,0,0
2012,5,Charles Clay,0,0,Bengals,0,0,0,0,0,0,3.0,TE,0,0,35,3,0,0,0,0,1
2012,5,Scott Chandler,0,1,49ers,0,0,0,0,0,0,3.0,TE,0,0,40,4,0,0,0,0,1
2012,5,Martellus Bennett,0,0,Browns,0,0,0,0,0,0,3.0,TE,0,0,30,3,0,0,0,0,0
