,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
29,29,29.0,0.0,0.0,0.0,Jaguars,125.0,29.0,0.0,DST,155.0,0.0,0.0,Texans,280.0,0.0,1,2017.0
39,39,29.0,0.0,0.0,0.0,Bengals,125.0,29.0,0.0,DST,155.0,0.0,0.0,Texans,280.0,0.0,2,2017.0
70,70,34.0,0.0,0.5,0.0,Patriots,169.0,19.0,6.0,DST,118.5,1.5,0.0,Texans,287.5,0.0,3,2017.0
95,95,46.0,0.0,0.6666666666666666,0.0,Titans,225.0,24.666666666666668,8.333333333333334,DST,98.66666666666667,2.6666666666666665,0.0,Texans,323.6666666666667,0.3333333333333333,4,2017.0
152,152,58.25,0.0,0.75,1.0,Chiefs,196.0,22.0,11.75,DST,95.5,2.5,0.0,Texans,291.5,0.5,5,2017.0
157,157,77.0,0.0,0.6,0.8,Browns,221.4,26.0,9.6,DST,101.8,2.2,0.0,Texans,323.2,0.4,6,2017.0
233,233,90.33333333333333,0.0,0.5,1.1666666666666667,Steelers,203.33333333333334,24.5,11.666666666666666,DST,107.16666666666667,2.5,0.16666666666666666,Texans,310.5,0.5,8,2017.0
240,240,110.71428571428571,0.0,0.42857142857142855,1.1428571428571428,Colts,238.0,26.857142857142858,10.571428571428571,DST,96.57142857142857,2.4285714285714284,0.14285714285714285,Texans,334.57142857142856,0.42857142857142855,9,2017.0
287,287,126.875,0.0,0.5,1.0,Rams,243.125,26.0,11.125,DST,96.0,2.5,0.125,Texans,339.125,0.5,10,2017.0
307,307,144.66666666666666,0.0,0.4444444444444444,0.8888888888888888,Cardinals,253.77777777777777,26.77777777777778,10.222222222222221,DST,96.88888888888889,2.5555555555555554,0.1111111111111111,Texans,350.6666666666667,0.4444444444444444,11,2017.0
348,348,160.9,0.0,0.4,1.0,Ravens,252.8,26.2,9.9,DST,92.0,2.5,0.1,Texans,344.8,0.4,12,2017.0
371,371,177.9090909090909,0.0,0.36363636363636365,0.9090909090909091,Titans,243.9090909090909,25.90909090909091,9.181818181818182,DST,96.27272727272727,2.3636363636363638,0.09090909090909091,Texans,340.1818181818182,0.36363636363636365,13,2017.0
