,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1061,19,0,1,1,Josh Scobee,Broncos,6.0,K,1,3,3,2010,0
1092,50,0,2,2,Josh Scobee,Chargers,7.0,K,2,1,1,2010,1
1135,93,1,1,1,Josh Scobee,Eagles,5.0,K,3,0,0,2010,0
1150,108,1,1,1,Josh Scobee,Colts,9.0,K,4,4,4,2010,0
1172,130,0,5,5,Josh Scobee,Bills,18.0,K,5,3,3,2010,1
1224,182,0,1,1,Josh Scobee,Titans,3.0,K,6,0,0,2010,0
1244,202,0,2,2,Josh Scobee,Chiefs,8.0,K,7,2,2,2010,1
1271,229,0,0,0,Josh Scobee,Cowboys,5.0,K,8,5,5,2010,1
1327,285,0,3,1,Josh Scobee,Texans,7.0,K,10,4,4,2010,0
1359,317,0,1,1,Josh Scobee,Browns,6.0,K,11,3,3,2010,0
1385,343,0,2,2,Josh Scobee,Giants,8.0,K,12,2,2,2010,1
1427,385,0,3,1,Josh Scobee,Titans,5.0,K,13,2,2,2010,1
1444,402,0,1,1,Josh Scobee,Raiders,8.0,K,14,5,5,2010,0
1488,446,0,1,1,Josh Scobee,Colts,6.0,K,15,3,3,2010,1
1522,480,0,2,1,Josh Scobee,Redskins,5.0,K,16,2,2,2010,0
1551,509,0,2,1,Josh Scobee,Texans,5.0,K,17,2,2,2010,1
