,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
16,16,16.0,1.0,0.0,1.0,Chargers,185.0,21.0,6.0,DST,64.0,1.0,0.0,Broncos,249.0,0.0,1,2017.0
33,33,16.0,1.0,0.0,1.0,Cowboys,185.0,21.0,6.0,DST,64.0,1.0,0.0,Broncos,249.0,0.0,2,2017.0
84,84,24.5,0.5,0.0,1.5,Bills,206.5,19.0,11.0,DST,52.0,1.5,0.0,Broncos,258.5,0.5,3,2017.0
102,102,44.333333333333336,0.3333333333333333,0.0,1.0,Raiders,203.33333333333334,21.333333333333332,9.0,DST,59.666666666666664,2.3333333333333335,0.0,Broncos,263.0,0.3333333333333333,4,2017.0
174,174,58.75,0.25,0.0,1.0,Giants,210.0,18.5,9.75,DST,50.75,2.5,0.0,Broncos,260.75,0.25,6,2017.0
202,202,81.8,0.4,0.0,0.8,Chargers,191.6,19.4,9.0,DST,70.2,2.6,0.0,Broncos,261.8,0.2,7,2017.0
231,231,101.83333333333333,0.3333333333333333,0.0,0.6666666666666666,Chiefs,186.66666666666666,19.666666666666668,8.166666666666666,DST,71.83333333333333,2.6666666666666665,0.0,Broncos,258.5,0.16666666666666666,8,2017.0
245,245,120.28571428571429,0.2857142857142857,0.14285714285714285,0.7142857142857143,Eagles,188.14285714285714,21.0,7.714285714285714,DST,72.85714285714286,2.4285714285714284,0.0,Broncos,261.0,0.14285714285714285,9,2017.0
290,290,135.875,0.25,0.25,0.625,Patriots,192.375,24.75,8.0,DST,88.375,2.375,0.0,Broncos,280.75,0.25,10,2017.0
306,306,153.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,Bengals,204.0,26.555555555555557,7.222222222222222,DST,89.55555555555556,2.2222222222222223,0.0,Broncos,293.55555555555554,0.2222222222222222,11,2017.0
344,344,168.3,0.3,0.2,0.5,Raiders,197.7,25.9,7.3,DST,85.5,2.2,0.0,Broncos,283.2,0.2,12,2017.0
360,360,184.27272727272728,0.2727272727272727,0.2727272727272727,0.45454545454545453,Dolphins,201.9090909090909,25.454545454545453,7.090909090909091,DST,87.18181818181819,2.1818181818181817,0.0,Broncos,289.09090909090907,0.18181818181818182,13,2017.0
