,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
44,44,44,0,0,Bilal Powell,Bills,0,0,0,0,0,0,3.0,RB,0,0,17,5,0,7,0,22,1,2017
146,146,146,0,0,Bilal Powell,Raiders,0,0,0,0,0,0,1.0,RB,0,0,0,0,0,6,0,13,2,2017
190,190,190,0,0,Bilal Powell,Jets,0,0,0,0,0,0,9.0,RB,0,0,0,0,0,15,1,37,3,2017
265,265,265,0,0,Bilal Powell,Jets,0,0,0,0,0,0,24.0,RB,0,0,27,4,0,21,1,163,4,2017
408,408,408,0,0,Bilal Powell,Browns,0,0,0,0,0,0,2.0,RB,0,0,28,4,0,2,0,5,5,2017
525,525,525,0,0,Bilal Powell,Dolphins,0,0,0,0,0,0,8.0,RB,0,0,40,2,0,9,0,43,7,2017
624,624,624,0,0,Bilal Powell,Jets,0,0,0,0,0,0,5.0,RB,0,0,28,3,0,14,0,33,8,2017
682,682,682,0,0,Bilal Powell,Jets,0,0,0,0,0,0,7.0,RB,0,0,0,0,0,9,0,74,9,2017
786,786,786,0,1,Bilal Powell,Buccaneers,0,0,0,0,0,0,2.0,RB,0,0,6,1,0,10,0,30,10,2017
934,934,934,0,0,Bilal Powell,Jets,0,0,0,0,0,0,4.0,RB,0,0,12,1,0,9,0,34,12,2017
993,993,993,0,0,Bilal Powell,Jets,0,0,0,0,0,0,10.0,RB,0,0,2,2,0,18,1,48,13,2017
