,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
200,200,200.0,0.0,0.0,Corey Clement,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,8.0,RB,0.0,0.0,0.0,0.0,0.0,6.0,1.0,22.0,3,2017.0
311,311,200.0,0.0,0.0,Corey Clement,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,8.0,RB,0.0,0.0,0.0,0.0,0.0,6.0,1.0,22.0,4,2017.0
403,403,255.5,0.0,0.0,Corey Clement,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,5.5,RB,0.0,0.0,0.0,0.0,0.0,8.0,0.5,26.0,5,2017.0
507,507,304.6666666666667,0.0,0.0,Corey Clement,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,RB,0.0,0.0,7.333333333333333,0.3333333333333333,0.0,7.666666666666667,0.3333333333333333,23.0,6,2017.0
541,541,355.25,0.0,0.0,Corey Clement,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,3.5,RB,0.0,0.0,5.5,0.25,0.0,6.25,0.25,17.75,7,2017.0
626,626,392.4,0.0,0.0,Corey Clement,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,4.0,RB,0.0,0.2,6.2,0.4,0.0,5.2,0.2,15.4,8,2017.0
662,662,431.3333333333333,0.0,0.0,Corey Clement,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,RB,0.0,0.16666666666666666,5.166666666666667,0.3333333333333333,0.0,6.0,0.16666666666666666,21.833333333333332,9,2017.0
828,828,464.2857142857143,0.0,0.0,Corey Clement,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,7.0,RB,0.0,0.2857142857142857,6.571428571428571,0.42857142857142855,0.0,6.857142857142857,0.42857142857142855,26.0,11,2017.0
946,946,509.75,0.0,0.0,Corey Clement,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,7.75,RB,0.0,0.25,5.75,0.375,0.125,6.75,0.5,29.0,12,2017.0
1031,1031,558.2222222222222,0.0,0.0,Corey Clement,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,7.222222222222222,RB,0.0,0.2222222222222222,6.444444444444445,0.4444444444444444,0.1111111111111111,6.444444444444445,0.4444444444444444,28.77777777777778,13,2017.0
