,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0,Brandin Cooks,Oak,0,0,0,0,0,0,27.00,WR,0,2,143,6,0,1,0,11,1,2016
1,0,0,A.J. Green,@NYJ,0,0,0,0,0,0,24.00,WR,0,1,180,12,0,0,0,0,1,2016
2,0,0,Antonio Brown,@Was,0,0,0,0,0,0,24.00,WR,0,2,126,8,0,0,0,0,1,2016
3,0,0,Willie Snead,Oak,0,0,0,0,0,0,23.00,WR,0,1,172,9,0,0,0,0,1,2016
4,0,0,Larry Fitzgerald,NE,0,0,0,0,0,0,20.00,WR,0,2,81,8,0,0,0,0,1,2016
5,0,0,Jordan Matthews,Cle,0,0,0,0,0,0,17.00,WR,0,1,114,7,0,0,0,0,1,2016
6,0,0,Mike Wallace,Buf,0,0,0,0,0,0,16.00,WR,0,1,91,3,0,1,0,11,1,2016
7,0,0,Mohamed Sanu,TB,0,0,0,0,0,0,16.00,WR,1,1,80,5,0,0,0,0,1,2016
8,0,0,Will Fuller,Chi,0,0,0,0,0,0,16.00,WR,0,1,107,5,0,0,0,0,1,2016
9,0,0,Mike Evans,@Atl,0,0,0,0,0,0,15.00,WR,0,1,99,5,0,0,0,0,1,2016
10,0,0,Amari Cooper,@NO,0,0,0,0,0,0,15.00,WR,1,0,137,6,0,0,0,0,1,2016
11,0,0,Kelvin Benjamin,@Den,0,0,0,0,0,0,15.00,WR,0,1,91,6,0,0,0,0,1,2016
12,0,0,Doug Baldwin,Mia,0,0,0,0,0,0,15.00,WR,0,1,92,9,0,0,0,0,1,2016
13,0,0,Donte Moncrief,Det,0,0,0,0,0,0,12.00,WR,0,1,64,6,0,0,0,0,1,2016
14,0,0,Jeremy Maclin,SD,0,0,0,0,0,0,12.00,WR,0,1,63,5,0,1,0,-1,1,2016
15,0,0,Julio Jones,TB,0,0,0,0,0,0,12.00,WR,0,1,66,4,0,0,0,0,1,2016
16,0,0,Chris Hogan,@Ari,0,0,0,0,0,0,12.00,WR,0,1,60,3,0,0,0,0,1,2016
17,0,0,Eddie Royal,@Hou,0,0,0,0,0,0,11.00,WR,0,1,57,4,0,0,0,0,1,2016
18,0,0,Eli Rogers,@Was,0,0,0,0,0,0,11.00,WR,0,1,59,6,0,0,0,0,1,2016
19,0,0,DeAndre Hopkins,Chi,0,0,0,0,0,0,11.00,WR,0,1,54,5,0,0,0,0,1,2016
20,0,0,Quincy Enunwa,Cin,0,0,0,0,0,0,11.00,WR,0,1,54,7,0,0,0,0,1,2016
21,0,0,Nelson Agholor,Cle,0,0,0,0,0,0,11.00,WR,0,1,57,4,0,0,0,0,1,2016
22,0,0,Davante Adams,@Jax,0,0,0,0,0,0,11.00,WR,0,1,50,3,0,0,0,0,1,2016
23,0,0,Sterling Shepard,@Dal,0,0,0,0,0,0,10.00,WR,0,1,43,3,0,0,0,0,1,2016
24,0,0,Alshon Jeffery,@Hou,0,0,0,0,0,0,10.00,WR,0,0,105,4,0,0,0,0,1,2016
25,0,0,DeSean Jackson,Pit,0,0,0,0,0,0,10.00,WR,0,0,102,6,0,0,0,0,1,2016
26,0,0,Stefon Diggs,@Ten,0,0,0,0,0,0,10.00,WR,0,0,103,7,0,1,0,-1,1,2016
27,0,0,Michael Crabtree,@NO,0,0,0,0,0,0,10.00,WR,1,0,87,7,0,0,0,0,1,2016
28,0,0,Jordy Nelson,@Jax,0,0,0,0,0,0,9.00,WR,0,1,32,6,0,0,0,0,1,2016
29,0,0,Brandon LaFell,@NYJ,0,0,0,0,0,0,9.00,WR,0,0,91,4,0,0,0,0,1,2016
30,0,0,Phillip Dorsett,Det,0,0,0,0,0,0,9.00,WR,0,0,94,4,0,0,0,0,1,2016
31,0,0,Eric Decker,Cin,0,0,0,0,0,0,9.00,WR,0,1,37,2,0,0,0,0,1,2016
32,0,0,Victor Cruz,@Dal,0,0,0,0,0,0,9.00,WR,0,1,34,4,0,0,0,0,1,2016
33,0,0,Marvin Jones,@Ind,0,0,0,0,0,0,8.00,WR,0,0,85,4,0,0,0,0,1,2016
34,0,0,Tyrell Williams,@KC,0,0,0,0,0,0,7.00,WR,0,0,71,2,0,0,0,0,1,2016
35,0,0,Tajae Sharpe,Min,0,0,0,0,0,0,7.00,WR,0,0,76,7,0,0,0,0,1,2016
36,0,0,Allen Robinson,GB,0,0,0,0,0,0,7.00,WR,0,0,72,6,0,0,0,0,1,2016
37,0,0,Seth Roberts,@NO,0,0,0,0,0,0,7.00,WR,0,1,19,2,0,0,0,0,1,2016
38,0,0,Allen Hurns,GB,0,0,0,0,0,0,7.00,WR,0,0,75,4,0,0,0,0,1,2016
39,0,0,T.Y. Hilton,Det,0,0,0,0,0,0,7.00,WR,0,0,79,6,0,0,0,0,1,2016
40,0,0,Julian Edelman,@Ari,0,0,0,0,0,0,7.00,WR,0,0,66,7,0,3,0,16,1,2016
41,0,0,Odell Beckham Jr.,@Dal,0,0,0,0,0,0,7.00,WR,0,0,73,4,0,0,0,0,1,2016
42,0,0,Terrelle Pryor,@Phi,0,0,0,0,0,0,6.00,WR,0,0,68,3,0,0,0,0,1,2016
43,0,0,Quinton Patton,LA,0,0,0,0,0,0,6.00,WR,0,0,60,5,0,0,0,0,1,2016
44,0,0,Jeremy Kerley,LA,0,0,0,0,0,0,6.00,WR,0,0,61,7,0,0,0,0,1,2016
45,0,0,Tyreek Hill,SD,0,0,0,0,0,0,6.00,WR,0,1,9,1,0,0,0,0,1,2016
46,0,0,Michael Floyd,NE,0,0,0,0,0,0,6.00,WR,0,0,61,3,0,0,0,0,1,2016
47,0,0,Corey Coleman,@Phi,0,0,0,0,0,0,6.00,WR,0,0,69,2,0,0,0,0,1,2016
48,0,0,Randall Cobb,@Jax,0,0,0,0,0,0,6.00,WR,0,0,57,6,0,3,0,11,1,2016
49,0,0,Kenny Britt,@SF,0,0,0,0,0,0,6.00,WR,0,0,67,4,0,0,0,0,1,2016
