,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
68,1,3,3,Chandler Catanzaro,SF,13.00,K,3,2,2,2014
69,0,3,3,Josh Brown,Hou,12.00,K,3,3,3,2014
70,0,3,3,Justin Tucker,@Cle,11.00,K,3,2,2,2014
71,0,3,3,Stephen Gostkowski,Oak,10.00,K,3,1,1,2014
72,0,3,2,Kai Forbath,@Phi,10.00,K,3,4,4,2014
73,0,2,2,Dan Bailey,@Stl,10.00,K,3,4,4,2014
74,0,3,3,Blair Walsh,@NO,9.00,K,3,0,0,2014
75,1,3,2,Caleb Sturgis,KC,9.00,K,3,1,1,2014
76,0,3,3,Sebastian Janikowski,@NE,9.00,K,3,0,0,2014
77,0,2,2,Robbie Gould,@NYJ,9.00,K,3,3,3,2014
78,0,2,2,Nick Novak,@Buf,8.00,K,3,2,2,2014
79,0,3,2,Stephen Hauschka,Den,8.00,K,3,2,2,2014
80,0,1,0,Matt Bryant,TB,8.00,K,3,8,8,2014
81,0,1,1,Greg Zuerlein,Dal,7.00,K,3,4,4,2014
82,0,1,1,Mike Nugent,Ten,7.00,K,3,4,4,2014
83,0,2,2,Graham Gano,Pit,7.00,K,3,1,1,2014
84,0,1,1,Josh Scobee,Ind,5.00,K,3,2,2,2014
85,0,2,1,Nate Freese,GB,5.00,K,3,2,2,2014
86,0,1,1,Randy Bullock,@NYG,5.00,K,3,2,2,2014
87,0,0,0,Cairo Santos,@Mia,4.00,K,3,4,4,2014
88,0,1,1,Brandon McManus,@Sea,4.00,K,3,1,1,2014
89,0,1,1,Dan Carpenter,SD,4.00,K,3,1,1,2014
90,0,2,0,Billy Cundiff,Bal,3.00,K,3,3,3,2014
91,0,0,0,Patrick Murray,@Atl,2.00,K,3,2,2,2014
92,0,0,0,Shayne Graham,Min,2.00,K,3,3,2,2014
93,0,1,0,Phil Dawson,@Ari,2.00,K,3,2,2,2014
94,0,2,0,Ryan Succop,@Cin,1.00,K,3,1,1,2014
95,0,0,0,Mason Crosby,@Det,1.00,K,3,1,1,2014
96,0,0,0,Steve Weatherford,Hou,0.00,K,3,0,0,2014
97,0,0,0,Shane Lechler,@NYG,0.00,K,3,0,0,2014
98,1,5,4,Blair Walsh,Atl,17.00,K,4,3,3,2014
99,1,4,4,Phil Dawson,Phi,16.00,K,4,2,2,2014
100,0,4,4,Nick Novak,Jax,15.00,K,4,3,3,2014
101,2,3,3,Randy Bullock,Buf,15.00,K,4,2,2,2014
102,0,2,2,Adam Vinatieri,Ten,11.00,K,4,5,5,2014
103,0,2,2,Cairo Santos,NE,11.00,K,4,5,5,2014
104,1,2,2,Patrick Murray,@Pit,11.00,K,4,3,3,2014
105,1,2,1,Mason Crosby,@Chi,10.00,K,4,5,5,2014
106,1,1,1,Dan Bailey,NO,10.00,K,4,5,5,2014
107,0,1,1,Josh Brown,@Was,9.00,K,4,6,6,2014
108,0,2,1,Justin Tucker,Car,8.00,K,4,5,5,2014
109,0,1,1,Caleb Sturgis,@Oak,8.00,K,4,5,5,2014
110,1,2,1,Alex Henery,@NYJ,8.00,K,4,3,3,2014
111,0,2,1,Shaun Suisham,TB,6.00,K,4,3,3,2014
112,0,1,1,Ryan Succop,@Ind,5.00,K,4,2,2,2014
113,0,2,1,Shayne Graham,@Dal,5.00,K,4,2,2,2014
114,0,1,1,Robbie Gould,GB,5.00,K,4,2,2,2014
115,0,1,1,Nick Folk,Det,5.00,K,4,2,2,2014
116,0,1,1,Dan Carpenter,@Hou,5.00,K,4,2,2,2014
117,0,1,1,Graham Gano,@Bal,4.00,K,4,1,1,2014
118,0,0,0,Matt Bryant,@Min,4.00,K,4,4,4,2014
119,0,0,0,Cody Parkey,@SF,3.00,K,4,3,3,2014
120,0,0,0,Josh Scobee,@SD,2.00,K,4,2,2,2014
121,0,0,0,Sebastian Janikowski,Mia,2.00,K,4,2,2,2014
122,0,0,0,Stephen Gostkowski,@KC,2.00,K,4,2,2,2014
123,0,0,0,Kai Forbath,NYG,2.00,K,4,2,2,2014
124,2,5,5,Phil Dawson,KC,20.00,K,5,1,1,2014
125,0,5,5,Stephen Gostkowski,Cin,19.00,K,5,4,4,2014
126,1,3,3,Josh Brown,Atl,14.00,K,5,3,3,2014
127,0,3,2,Brandon McManus,Ari,11.00,K,5,5,5,2014
128,0,3,3,Shayne Graham,TB,11.00,K,5,2,2,2014
129,1,4,3,Dan Carpenter,@Det,11.00,K,5,0,0,2014
130,0,2,2,Cody Parkey,Stl,10.00,K,5,4,4,2014
131,1,2,2,Justin Tucker,@Ind,9.00,K,5,1,1,2014
132,0,3,3,Josh Scobee,Pit,9.00,K,5,0,0,2014
133,1,1,1,Patrick Murray,@NO,9.00,K,5,4,4,2014
134,0,2,2,Stephen Hauschka,@Was,9.00,K,5,3,3,2014
135,0,2,2,Billy Cundiff,@Ten,9.00,K,5,3,3,2014
136,0,2,2,Adam Vinatieri,Bal,8.00,K,5,2,2,2014
137,0,2,2,Chandler Catanzaro,@Den,8.00,K,5,2,2,2014
138,0,2,2,Matt Bryant,@NYG,8.00,K,5,2,2,2014
139,0,3,2,Dan Bailey,Hou,8.00,K,5,2,2,2014
140,0,1,1,Nick Novak,NYJ,7.00,K,5,4,4,2014
141,0,1,1,Graham Gano,Chi,7.00,K,5,4,4,2014
142,0,2,1,Robbie Gould,@Car,6.00,K,5,3,3,2014
143,0,0,0,Mason Crosby,Min,6.00,K,5,6,6,2014
144,0,1,1,Shaun Suisham,@Jax,5.00,K,5,2,2,2014
145,0,1,1,Cairo Santos,@SF,5.00,K,5,2,2,2014
146,0,2,1,Mike Nugent,@NE,5.00,K,5,2,2,2014
147,0,1,1,Kai Forbath,Sea,5.00,K,5,2,2,2014
148,0,1,1,Randy Bullock,@Dal,5.00,K,5,2,2,2014
149,0,0,0,Greg Zuerlein,@Phi,4.00,K,5,4,4,2014
150,0,1,1,Blair Walsh,@GB,4.00,K,5,1,1,2014
151,0,0,0,Ryan Succop,Cle,4.00,K,5,4,4,2014
152,0,3,0,Alex Henery,Buf,2.00,K,5,2,2,2014
153,0,0,0,Jon Ryan,@Was,0.00,K,5,0,0,2014
154,1,4,3,Stephen Gostkowski,@Buf,15.00,K,6,4,4,2014
155,1,3,3,Dan Bailey,@Sea,14.00,K,6,3,3,2014
156,0,4,3,Mike Nugent,Car,13.00,K,6,4,4,2014
157,0,4,3,Graham Gano,@Cin,13.00,K,6,4,4,2014
158,0,3,2,Justin Tucker,@TB,12.00,K,6,6,6,2014
159,0,3,3,Chandler Catanzaro,Was,12.00,K,6,3,3,2014
160,0,3,3,Stephen Hauschka,Dal,11.00,K,6,2,2,2014
161,2,2,2,Matt Bryant,Chi,11.00,K,6,1,1,2014
162,0,3,3,Ryan Succop,Jax,10.00,K,6,1,1,2014
163,0,2,2,Adam Vinatieri,@Hou,9.00,K,6,3,3,2014
164,0,2,2,Cody Parkey,NYG,9.00,K,6,3,3,2014
165,1,1,1,Phil Dawson,@Stl,9.00,K,6,4,4,2014
166,0,2,2,Mason Crosby,@Mia,9.00,K,6,3,3,2014
167,0,2,2,Kai Forbath,@Ari,8.00,K,6,2,2,2014
168,1,3,1,Matt Prater,@Min,7.00,K,6,2,2,2014
169,0,1,1,Nick Novak,@Oak,7.00,K,6,4,4,2014
170,0,1,1,Brandon McManus,@NYJ,7.00,K,6,4,4,2014
171,0,2,2,Robbie Gould,@Atl,7.00,K,6,2,1,2014
172,0,1,1,Billy Cundiff,Pit,7.00,K,6,4,4,2014
173,0,1,1,Caleb Sturgis,GB,6.00,K,6,3,3,2014
174,0,1,1,Greg Zuerlein,SF,5.00,K,6,2,2,2014
175,0,2,1,Patrick Murray,Bal,5.00,K,6,2,2,2014
176,0,1,1,Nick Folk,Den,5.00,K,6,2,2,2014
177,0,1,1,Shaun Suisham,@Cle,4.00,K,6,1,1,2014
178,0,1,0,Sebastian Janikowski,SD,4.00,K,6,4,4,2014
179,0,1,0,Randy Bullock,Ind,4.00,K,6,4,4,2014
180,0,1,1,Blair Walsh,Det,3.00,K,6,0,0,2014
181,0,1,0,Josh Scobee,@Ten,2.00,K,6,2,2,2014
182,0,0,0,Dan Carpenter,NE,2.00,K,6,2,2,2014
183,0,0,0,Brad Wing,@Cle,0.00,K,6,0,0,2014
184,0,4,4,Kai Forbath,Ten,13.00,K,7,1,1,2014
185,0,5,4,Nick Folk,@NE,13.00,K,7,1,1,2014
186,1,3,3,Blair Walsh,@Buf,12.00,K,7,1,1,2014
187,0,3,3,Shaun Suisham,Hou,12.00,K,7,3,3,2014
188,1,2,2,Adam Vinatieri,Cin,11.00,K,7,3,3,2014
189,0,3,3,Cairo Santos,@SD,11.00,K,7,2,2,2014
190,0,3,3,Shayne Graham,@Det,11.00,K,7,2,2,2014
191,0,3,3,Randy Bullock,@Pit,11.00,K,7,2,2,2014
192,0,2,2,Justin Tucker,Atl,9.00,K,7,3,3,2014
193,0,4,2,Caleb Sturgis,@Chi,9.00,K,7,3,3,2014
194,1,2,2,Sebastian Janikowski,Ari,9.00,K,7,1,1,2014
195,0,2,2,Stephen Gostkowski,NYJ,9.00,K,7,3,3,2014
196,0,2,2,Nick Novak,KC,8.00,K,7,2,2,2014
197,0,2,2,Stephen Hauschka,@Stl,8.00,K,7,2,2,2014
198,0,1,1,Mason Crosby,Car,8.00,K,7,5,5,2014
199,0,1,1,Dan Bailey,NYG,7.00,K,7,4,4,2014
200,0,1,1,Josh Scobee,Cle,6.00,K,7,3,3,2014
201,0,1,1,Matt Prater,NO,6.00,K,7,3,3,2014
202,0,0,0,Brandon McManus,SF,6.00,K,7,6,6,2014
203,0,2,2,Billy Cundiff,@Jax,6.00,K,7,0,0,2014
204,0,1,1,Chandler Catanzaro,@Oak,6.00,K,7,3,3,2014
205,0,1,1,Ryan Succop,@Was,5.00,K,7,2,2,2014
206,0,1,1,Graham Gano,@GB,5.00,K,7,2,2,2014
207,0,2,1,Phil Dawson,@Den,5.00,K,7,2,2,2014
208,0,1,1,Dan Carpenter,Min,5.00,K,7,2,2,2014
209,0,1,0,Greg Zuerlein,Sea,4.00,K,7,4,4,2014
210,0,0,0,Josh Brown,@Dal,3.00,K,7,3,3,2014
211,0,0,0,Robbie Gould,Mia,2.00,K,7,2,2,2014
212,0,1,0,Matt Bryant,@Bal,1.00,K,7,1,1,2014
213,0,0,0,Johnny Hekker,Sea,0.00,K,7,0,0,2014
214,0,3,3,Stephen Gostkowski,Chi,15.00,K,8,6,6,2014
215,1,3,3,Dan Carpenter,@NYJ,15.00,K,8,5,4,2014
216,2,3,3,Justin Tucker,@Cin,14.00,K,8,1,1,2014
217,0,3,3,Shayne Graham,GB,14.00,K,8,5,5,2014
218,1,3,3,Billy Cundiff,Oak,13.00,K,8,2,2,2014
219,1,2,2,Cairo Santos,Stl,12.00,K,8,4,4,2014
220,0,3,3,Randy Bullock,@Ten,12.00,K,8,3,3,2014
221,0,3,3,Mason Crosby,@NO,11.00,K,8,2,2,2014
222,0,2,2,Adam Vinatieri,@Pit,10.00,K,8,4,4,2014
223,0,3,3,Matt Prater,@Atl,10.00,K,8,1,1,2014
224,1,2,2,Cody Parkey,@Ari,10.00,K,8,2,2,2014
225,0,2,2,Caleb Sturgis,@Jax,9.00,K,8,3,3,2014
226,0,2,2,Mike Nugent,Bal,9.00,K,8,3,3,2014
227,1,2,2,Patrick Murray,Min,9.00,K,8,1,1,2014
228,1,2,2,Stephen Hauschka,@Car,9.00,K,8,1,1,2014
229,0,3,3,Graham Gano,Sea,9.00,K,8,0,0,2014
230,0,2,2,Kai Forbath,@Dal,8.00,K,8,2,2,2014
231,0,3,2,Blair Walsh,@TB,7.00,K,8,1,1,2014
232,0,0,0,Shaun Suisham,Ind,7.00,K,8,7,7,2014
233,0,3,2,Josh Scobee,Mia,7.00,K,8,1,1,2014
234,0,2,2,Sebastian Janikowski,@Cle,7.00,K,8,1,1,2014
235,1,1,1,Nick Folk,Buf,7.00,K,8,2,2,2014
236,0,1,1,Chandler Catanzaro,Phi,6.00,K,8,3,3,2014
237,0,1,0,Brandon McManus,SD,5.00,K,8,5,5,2014
238,0,1,1,Dan Bailey,Was,5.00,K,8,2,2,2014
239,0,1,1,Ryan Succop,Hou,4.00,K,8,1,1,2014
240,0,0,0,Nick Novak,@Den,3.00,K,8,3,3,2014
241,0,0,0,Matt Bryant,Det,3.00,K,8,3,3,2014
242,0,1,0,Greg Zuerlein,@KC,1.00,K,8,1,1,2014
243,0,0,0,Robbie Gould,@NE,1.00,K,8,1,1,2014
244,0,4,4,Adam Vinatieri,@NYG,16.00,K,9,4,4,2014
245,0,4,3,Caleb Sturgis,SD,13.00,K,9,4,4,2014
246,0,3,3,Stephen Gostkowski,Den,13.00,K,9,4,4,2014
247,0,4,3,Stephen Hauschka,Oak,12.00,K,9,3,3,2014
248,0,3,3,Billy Cundiff,TB,10.00,K,9,1,1,2014
249,0,2,2,Kai Forbath,@Min,8.00,K,9,2,2,2014
250,0,2,2,Greg Zuerlein,@SF,7.00,K,9,1,1,2014
251,0,1,1,Cody Parkey,@Hou,7.00,K,9,4,4,2014
252,0,1,1,Mike Nugent,Jax,7.00,K,9,4,4,2014
253,1,2,1,Dan Bailey,Ari,7.00,K,9,2,2,2014
254,0,1,1,Cairo Santos,NYJ,6.00,K,9,3,3,2014
255,0,2,1,Sebastian Janikowski,@Sea,6.00,K,9,3,3,2014
256,0,1,1,Josh Brown,Ind,6.00,K,9,3,3,2014
257,0,1,1,Justin Tucker,@Pit,5.00,K,9,2,2,2014
258,0,0,0,Shaun Suisham,Bal,5.00,K,9,5,5,2014
259,0,1,1,Josh Scobee,@Cin,5.00,K,9,2,2,2014
260,0,3,1,Patrick Murray,@Cle,5.00,K,9,2,2,2014
261,0,0,0,Shayne Graham,@Car,4.00,K,9,4,4,2014
262,0,1,1,Graham Gano,NO,4.00,K,9,1,1,2014
263,0,1,1,Nick Folk,@KC,4.00,K,9,1,1,2014
264,0,2,1,Phil Dawson,Stl,4.00,K,9,1,1,2014
265,0,0,0,Chandler Catanzaro,@Dal,4.00,K,9,4,4,2014
266,0,0,0,Blair Walsh,Was,3.00,K,9,3,3,2014
267,0,1,0,Brandon McManus,@NE,3.00,K,9,3,3,2014
268,0,1,0,Randy Bullock,Phi,3.00,K,9,3,3,2014
269,0,0,0,Brad Wing,Bal,2.00,K,9,0,0,2014
270,1,2,2,Mason Crosby,Chi,15.00,K,10,7,7,2014
271,0,4,4,Matt Bryant,@TB,13.00,K,10,1,1,2014
272,1,3,3,Caleb Sturgis,@Det,12.00,K,10,1,1,2014
273,0,2,2,Brandon McManus,@Oak,11.00,K,10,5,5,2014
274,1,3,2,Matt Prater,Mia,10.00,K,10,2,2,2014
275,1,3,2,Shaun Suisham,@NYJ,9.00,K,10,1,1,2014
276,0,1,1,Cody Parkey,Car,9.00,K,10,6,6,2014
277,0,2,2,Phil Dawson,@NO,9.00,K,10,3,3,2014
278,1,2,1,Dan Bailey,@Jax,9.00,K,10,4,4,2014
279,0,1,1,Stephen Hauschka,NYG,8.00,K,10,5,5,2014
280,0,3,2,Nick Folk,Pit,8.00,K,10,2,2,2014
281,1,1,1,Patrick Murray,Atl,7.00,K,10,2,2,2014
282,0,2,1,Chandler Catanzaro,Stl,7.00,K,10,4,4,2014
283,0,2,2,Dan Carpenter,KC,7.00,K,10,1,1,2014
284,0,1,1,Shayne Graham,SF,6.00,K,10,3,3,2014
285,0,2,1,Billy Cundiff,@Cin,6.00,K,10,3,3,2014
286,0,1,1,Cairo Santos,@Buf,5.00,K,10,2,2,2014
287,0,1,1,Sebastian Janikowski,Den,5.00,K,10,2,2,2014
288,0,1,1,Josh Brown,@Sea,5.00,K,10,2,2,2014
289,0,0,0,Justin Tucker,Ten,3.00,K,10,3,3,2014
290,0,1,1,Mike Nugent,Cle,3.00,K,10,0,0,2014
291,0,0,0,Graham Gano,@Phi,3.00,K,10,3,3,2014
292,0,0,0,Greg Zuerlein,@Ari,2.00,K,10,2,2,2014
293,0,0,0,Robbie Gould,@GB,2.00,K,10,2,2,2014
294,0,0,0,Ryan Succop,@Bal,1.00,K,10,1,1,2014
295,0,0,0,Josh Scobee,Dal,1.00,K,10,1,1,2014
296,0,0,0,Sam Martin,Mia,1.00,K,10,0,0,2014
297,0,0,0,Pat O'Donnell,@GB,0.00,K,10,0,0,2014
298,2,5,5,Greg Zuerlein,Den,20.00,K,11,1,1,2014
299,1,4,3,Randy Bullock,@Cle,13.00,K,11,2,2,2014
300,0,4,4,Matt Bryant,@Car,13.00,K,11,1,1,2014
301,0,3,2,Mason Crosby,Phi,11.00,K,11,6,5,2014
302,1,2,2,Adam Vinatieri,NE,10.00,K,11,2,2,2014
303,0,3,3,Phil Dawson,@NYG,10.00,K,11,1,1,2014
304,1,3,2,Blair Walsh,@Chi,9.00,K,11,1,1,2014
305,0,2,2,Shaun Suisham,@Ten,9.00,K,11,3,3,2014
306,0,2,2,Mike Nugent,@NO,9.00,K,11,3,3,2014
307,1,3,2,Nick Novak,Oak,9.00,K,11,1,1,2014
308,0,2,2,Patrick Murray,@Was,9.00,K,11,3,3,2014
309,0,4,3,Dan Carpenter,@Mia,9.00,K,11,0,0,2014
310,0,2,2,Caleb Sturgis,Buf,8.00,K,11,2,2,2014
311,1,2,2,Matt Prater,@Ari,8.00,K,11,0,0,2014
312,0,2,2,Cody Parkey,@GB,8.00,K,11,2,2,2014
313,0,2,2,Stephen Hauschka,@KC,8.00,K,11,2,2,2014
314,0,1,1,Ryan Succop,Pit,6.00,K,11,3,3,2014
315,0,1,1,Cairo Santos,Sea,6.00,K,11,3,3,2014
316,0,2,2,Sebastian Janikowski,@SD,6.00,K,11,0,0,2014
317,0,0,0,Stephen Gostkowski,@Ind,6.00,K,11,6,6,2014
318,0,3,1,Graham Gano,Atl,5.00,K,11,2,2,2014
319,0,1,1,Shayne Graham,Cin,4.00,K,11,1,1,2014
320,0,1,1,Josh Brown,SF,4.00,K,11,1,1,2014
321,0,1,0,Robbie Gould,Min,3.00,K,11,3,3,2014
322,0,0,0,Chandler Catanzaro,Det,2.00,K,11,2,2,2014
323,0,0,0,Brandon McManus,@Stl,1.00,K,11,1,1,2014
324,0,2,0,Kai Forbath,TB,1.00,K,11,1,1,2014
325,0,1,0,Billy Cundiff,Hou,1.00,K,11,1,1,2014
326,0,0,0,Andy Lee,@NYG,0.00,K,11,0,0,2014
327,1,6,5,Cody Parkey,Ten,21.00,K,12,4,4,2014
328,1,5,4,Stephen Hauschka,Ari,15.00,K,12,1,1,2014
329,0,5,4,Billy Cundiff,@Atl,14.00,K,12,2,2,2014
330,1,2,2,Justin Tucker,@NO,12.00,K,12,4,4,2014
331,0,3,3,Adam Vinatieri,Jax,11.00,K,12,2,2,2014
332,0,2,2,Stephen Gostkowski,Det,10.00,K,12,4,4,2014
333,1,1,1,Dan Carpenter,NYJ,10.00,K,12,5,5,2014
334,1,2,2,Blair Walsh,GB,9.00,K,12,1,1,2014
335,0,4,3,Matt Prater,@NE,9.00,K,12,0,0,2014
336,0,2,2,Nick Novak,Stl,9.00,K,12,3,3,2014
337,0,2,2,Shayne Graham,Bal,9.00,K,12,3,3,2014
338,0,2,2,Cairo Santos,@Oak,8.00,K,12,2,2,2014
339,0,2,2,Mike Nugent,@Hou,8.00,K,12,2,2,2014
340,1,1,1,Matt Bryant,Cle,8.00,K,12,3,3,2014
341,0,2,2,Patrick Murray,@Chi,7.00,K,12,1,1,2014
342,0,2,1,Brandon McManus,Mia,7.00,K,12,4,4,2014
343,0,2,2,Kai Forbath,@SF,7.00,K,12,1,1,2014
344,0,2,2,Randy Bullock,Cin,7.00,K,12,1,1,2014
345,0,1,1,Dan Bailey,@NYG,7.00,K,12,4,4,2014
346,0,2,1,Greg Zuerlein,@SD,6.00,K,12,3,3,2014
347,0,1,1,Ryan Succop,@Phi,6.00,K,12,3,3,2014
348,0,1,1,Sebastian Janikowski,KC,6.00,K,12,3,3,2014
349,0,1,1,Mason Crosby,@Min,6.00,K,12,3,3,2014
350,0,1,1,Phil Dawson,Was,5.00,K,12,2,2,2014
351,0,0,0,Caleb Sturgis,@Den,4.00,K,12,4,4,2014
352,0,0,0,Josh Brown,Dal,4.00,K,12,4,4,2014
353,0,1,1,Josh Scobee,@Ind,3.00,K,12,0,0,2014
354,0,1,0,Robbie Gould,TB,3.00,K,12,3,3,2014
355,0,1,1,Nick Folk,@Buf,3.00,K,12,0,0,2014
356,0,2,1,Chandler Catanzaro,@Sea,3.00,K,12,0,0,2014
357,0,0,0,Johnny Hekker,@SD,0.00,K,12,0,0,2014
358,0,5,5,Matt Bryant,Ari,17.00,K,13,2,2,2014
359,0,5,5,Connor Barth,@KC,17.00,K,13,2,2,2014
360,0,4,4,Justin Tucker,SD,15.00,K,13,3,3,2014
361,0,4,4,Cody Parkey,@Dal,15.00,K,13,3,3,2014
362,0,5,4,Mason Crosby,NE,14.00,K,13,2,2,2014
363,0,5,4,Dan Carpenter,Cle,14.00,K,13,2,2,2014
364,0,4,4,Stephen Hauschka,@SF,13.00,K,13,1,1,2014
365,1,2,2,Nick Novak,@Bal,12.00,K,13,4,4,2014
366,0,1,1,Greg Zuerlein,Oak,10.00,K,13,7,7,2014
367,0,4,3,Shaun Suisham,NO,10.00,K,13,1,1,2014
368,0,4,3,Caleb Sturgis,@NYJ,10.00,K,13,1,1,2014
369,0,2,2,Matt Prater,Chi,10.00,K,13,4,4,2014
370,0,2,2,Kai Forbath,@Ind,9.00,K,13,3,3,2014
371,0,2,1,Randy Bullock,Ten,9.00,K,13,6,6,2014
372,0,1,1,Blair Walsh,Car,7.00,K,13,4,4,2014
373,0,0,0,Adam Vinatieri,Was,7.00,K,13,7,7,2014
374,0,2,2,Josh Scobee,NYG,7.00,K,13,1,1,2014
375,0,2,2,Patrick Murray,Cin,7.00,K,13,1,1,2014
376,0,2,2,Graham Gano,@Min,7.00,K,13,1,1,2014
377,0,4,2,Nick Folk,Mia,7.00,K,13,1,1,2014
378,0,2,1,Josh Brown,@Jax,6.00,K,13,3,3,2014
379,0,0,0,Shayne Graham,@Pit,5.00,K,13,5,5,2014
380,0,1,1,Robbie Gould,@Det,5.00,K,13,2,2,2014
381,0,1,1,Cairo Santos,Den,4.00,K,13,1,1,2014
382,0,2,1,Billy Cundiff,@Buf,4.00,K,13,1,1,2014
383,0,1,1,Chandler Catanzaro,@Atl,4.00,K,13,1,1,2014
384,0,1,1,Dan Bailey,Phi,4.00,K,13,1,1,2014
385,0,0,0,Ryan Succop,@Hou,3.00,K,13,3,3,2014
386,0,1,0,Stephen Gostkowski,@GB,3.00,K,13,3,3,2014
387,0,1,1,Phil Dawson,Sea,3.00,K,13,0,0,2014
388,0,0,0,Mike Nugent,@TB,2.00,K,13,2,2,2014
389,1,5,5,Josh Brown,@Ten,20.00,K,14,3,3,2014
