,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
35,35,35.0,0.0,0.0,DeMarco Murray,Titans,0.0,0.0,0.0,0.0,0.0,0.0,5.0,RB,0.0,0.0,16.0,2.0,0.0,12.0,0.0,44.0,1,2017.0
140,140,35.0,0.0,0.0,DeMarco Murray,Jaguars,0.0,0.0,0.0,0.0,0.0,0.0,5.0,RB,0.0,0.0,16.0,2.0,0.0,12.0,0.0,44.0,2,2017.0
179,179,87.5,0.0,0.0,DeMarco Murray,Titans,0.0,0.0,0.0,0.0,0.0,0.0,3.5,RB,0.0,0.0,9.5,1.5,0.0,10.5,0.0,34.5,3,2017.0
309,309,118.0,0.0,0.0,DeMarco Murray,Texans,0.0,0.0,0.0,0.0,0.0,0.0,8.0,RB,0.0,0.0,8.0,1.3333333333333333,0.0,11.666666666666666,0.3333333333333333,61.333333333333336,4,2017.0
390,390,165.75,0.0,0.0,DeMarco Murray,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,6.75,RB,0.0,0.0,7.0,1.5,0.0,10.5,0.25,53.75,5,2017.0
443,443,210.6,0.0,0.2,DeMarco Murray,Titans,0.0,0.0,0.0,0.0,0.0,0.0,6.4,RB,0.0,0.0,7.8,2.0,0.0,11.2,0.2,54.6,6,2017.0
535,535,249.33333333333334,0.0,0.16666666666666666,DeMarco Murray,Browns,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,RB,0.0,0.0,14.333333333333334,2.3333333333333335,0.0,11.333333333333334,0.3333333333333333,52.166666666666664,7,2017.0
698,698,290.14285714285717,0.0,0.14285714285714285,DeMarco Murray,Titans,0.0,0.0,0.0,0.0,0.0,0.0,7.428571428571429,RB,0.0,0.0,14.714285714285714,2.4285714285714284,0.0,12.285714285714286,0.2857142857142857,53.142857142857146,9,2017.0
736,736,341.125,0.0,0.125,DeMarco Murray,Titans,0.0,0.0,0.0,0.0,0.0,0.0,6.875,RB,0.0,0.0,15.625,2.375,0.0,11.875,0.25,48.875,10,2017.0
852,852,385.0,0.0,0.1111111111111111,DeMarco Murray,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,8.88888888888889,RB,0.0,0.1111111111111111,17.22222222222222,2.5555555555555554,0.0,12.11111111111111,0.4444444444444444,48.111111111111114,11,2017.0
915,915,431.7,0.0,0.1,DeMarco Murray,Colts,0.0,0.0,0.0,0.0,0.0,0.0,8.4,RB,0.0,0.1,19.2,2.8,0.0,11.7,0.4,44.3,12,2017.0
1009,1009,475.6363636363636,0.0,0.09090909090909091,DeMarco Murray,Titans,0.0,0.0,0.0,0.0,0.0,0.0,8.454545454545455,RB,0.0,0.09090909090909091,20.454545454545453,2.8181818181818183,0.0,11.727272727272727,0.45454545454545453,41.09090909090909,13,2017.0
