,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
56,56,56.0,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0,1,2017.0
109,109,56.0,0.0,0.0,Davante Adams,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0,2,2017.0
273,273,82.5,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,9.5,WR,0.0,0.5,73.0,5.5,0.0,0.0,0.0,0.0,3,2017.0
376,376,146.0,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,WR,0.0,0.3333333333333333,68.66666666666667,4.666666666666667,0.0,0.0,0.0,0.0,4,2017.0
458,458,203.5,0.0,0.0,Davante Adams,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,8.0,WR,0.0,0.5,54.75,4.0,0.0,0.0,0.0,0.0,5,2017.0
577,577,254.4,0.0,0.0,Davante Adams,Vikings,0.0,0.0,0.0,0.0,0.0,0.0,10.0,WR,0.0,0.8,57.0,4.6,0.0,0.0,0.0,0.0,6,2017.0
758,758,308.1666666666667,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666,WR,0.0,0.8333333333333334,56.5,4.666666666666667,0.0,0.0,0.0,0.0,7,2017.0
904,904,372.42857142857144,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,8.857142857142858,WR,0.0,0.7142857142857143,50.142857142857146,4.285714285714286,0.0,0.0,0.0,0.0,9,2017.0
969,969,438.875,0.0,0.0,Davante Adams,Bears,0.0,0.0,0.0,0.0,0.0,0.0,8.375,WR,0.0,0.625,50.5,4.625,0.0,0.0,0.0,0.0,10,2017.0
1080,1080,497.77777777777777,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,9.11111111111111,WR,0.0,0.6666666666666666,54.888888888888886,4.666666666666667,0.0,0.0,0.0,0.0,11,2017.0
1185,1185,556.0,0.0,0.0,Davante Adams,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,9.4,WR,0.0,0.6,62.0,5.0,0.0,0.0,0.0,0.0,12,2017.0
1337,1337,613.1818181818181,0.0,0.0,Davante Adams,Packers,0.0,0.0,0.0,0.0,0.0,0.0,9.818181818181818,WR,0.0,0.6363636363636364,63.81818181818182,5.0,0.0,0.0,0.0,0.0,13,2017.0
