,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,10,10,0,3,3,Blair Walsh,Packers,9.0,K,1,0,0,2017,9,9,0,1,0,Steelers,135,9,12.0,DST,90,3.0,0,Packers,225,0
1,51,51,0,2,2,Blair Walsh,Steelers,6.0,K,2,1,0,2017,42,42,0,1,0,Vikings,146,9,11.0,DST,91,2.0,0,Steelers,237,0
2,51,51,0,2,2,Blair Walsh,Steelers,6.0,K,2,1,0,2017,43,43,0,0,1,49ers,89,9,11.0,DST,159,2.0,0,Steelers,248,0
3,93,93,0,0,0,Blair Walsh,Titans,3.0,K,3,3,3,2017,88,88,0,0,0,Steelers,364,27,2.0,DST,69,1.0,0,Titans,433,0
4,108,108,0,2,1,Blair Walsh,Steelers,8.0,K,4,5,5,2017,94,94,0,1,1,Colts,139,18,23.0,DST,98,3.0,0,Steelers,237,2
5,108,108,0,2,1,Blair Walsh,Steelers,8.0,K,4,5,5,2017,97,97,0,1,2,Ravens,206,9,17.0,DST,82,4.0,0,Steelers,288,0
6,135,135,0,3,3,Blair Walsh,Rams,10.0,K,5,1,1,2017,135,135,0,0,2,Steelers,179,16,11.0,DST,62,3.0,0,Rams,241,0
7,203,203,0,1,1,Blair Walsh,Giants,6.0,K,7,3,3,2017,203,203,0,1,0,Steelers,321,24,4.0,DST,104,1.0,0,Giants,425,0
8,223,223,0,2,2,Blair Walsh,Steelers,11.0,K,8,5,5,2017,218,218,0,0,3,Texans,367,38,17.0,DST,142,5.0,0,Steelers,509,1
9,223,223,0,2,2,Blair Walsh,Steelers,11.0,K,8,5,5,2017,227,227,0,1,0,Lions,411,15,8.0,DST,71,2.0,0,Steelers,482,0
10,267,267,0,3,0,Blair Walsh,Steelers,0.0,K,9,0,0,2017,244,244,0,1,0,Redskins,193,17,14.0,DST,51,6.0,1,Steelers,244,0
11,280,280,0,2,2,Blair Walsh,Cardinals,8.0,K,10,2,2,2017,279,279,0,0,0,Steelers,212,22,6.0,DST,75,5.0,0,Cardinals,287,0
12,303,303,0,4,3,Blair Walsh,Steelers,11.0,K,11,2,2,2017,297,297,1,0,4,Titans,264,17,19.0,DST,52,5.0,0,Steelers,316,0
13,303,303,0,4,3,Blair Walsh,Steelers,11.0,K,11,2,2,2017,312,312,0,1,0,Falcons,190,34,3.0,DST,89,1.0,0,Steelers,279,0
14,344,344,0,2,1,Blair Walsh,49ers,6.0,K,12,3,3,2017,347,347,0,0,1,Steelers,228,24,3.0,DST,90,0.0,0,49ers,318,0
15,376,376,0,1,1,Blair Walsh,Steelers,6.0,K,13,3,3,2017,362,362,0,1,1,Eagles,327,10,14.0,DST,98,3.0,0,Steelers,425,0
16,376,376,0,1,1,Blair Walsh,Steelers,6.0,K,13,3,3,2017,368,368,0,0,0,Bengals,223,20,6.0,DST,130,2.0,0,Steelers,353,0
