,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2113,22,0,1,1,Andrew Franks,Redskins,5.0,K,1,2,2,2015,1
2132,41,0,3,2,Andrew Franks,Jaguars,8.0,K,2,2,2,2015,1
2187,96,0,0,0,Andrew Franks,Bills,0.0,K,3,1,0,2015,0
2217,126,0,0,0,Andrew Franks,Jets,2.0,K,4,2,2,2015,0
2263,172,0,1,1,Andrew Franks,Titans,8.0,K,6,5,5,2015,1
2284,193,1,1,1,Andrew Franks,Texans,10.0,K,7,6,5,2015,0
2332,241,0,1,0,Andrew Franks,Patriots,1.0,K,8,1,1,2015,1
2351,260,0,1,1,Andrew Franks,Bills,5.0,K,9,2,2,2015,1
2372,281,0,2,2,Andrew Franks,Eagles,8.0,K,10,2,2,2015,1
2414,323,0,0,0,Andrew Franks,Cowboys,2.0,K,11,2,2,2015,0
2446,355,0,0,0,Andrew Franks,Jets,2.0,K,12,3,2,2015,1
2481,390,0,0,0,Andrew Franks,Ravens,1.0,K,13,1,1,2015,0
2498,407,0,1,1,Andrew Franks,Giants,6.0,K,14,3,3,2015,0
2542,451,0,0,0,Andrew Franks,Chargers,2.0,K,15,2,2,2015,1
2563,472,0,2,2,Andrew Franks,Colts,6.0,K,16,0,0,2015,0
2593,502,0,3,2,Andrew Franks,Patriots,8.0,K,17,2,2,2015,0
