,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,30,30,1,4,4,Cody Parkey,Chargers,15.0,K,2,1,1,2017,50,50,0,0,0,Dolphins,225,19,6.0,DST,111,2.0,0,Chargers,336,0
1,95,95,0,0,0,Cody Parkey,Jets,0.0,K,3,1,0,2017,63,63,0,0,2,Dolphins,195,6,17.0,DST,30,3.0,0,Jets,225,0
2,152,152,0,1,1,Cody Parkey,Dolphins,4.0,K,5,2,1,2017,127,127,0,2,0,Titans,119,10,23.0,DST,69,6.0,0,Dolphins,188,1
3,170,170,0,2,2,Cody Parkey,Falcons,8.0,K,6,2,2,2017,173,173,0,0,1,Dolphins,151,20,6.0,DST,138,0.0,0,Falcons,289,0
4,202,202,0,1,1,Cody Parkey,Dolphins,7.0,K,7,4,4,2017,196,196,0,1,1,Jets,180,28,7.0,DST,92,3.0,0,Dolphins,272,0
5,241,241,0,1,0,Cody Parkey,Ravens,0.0,K,8,0,0,2017,212,212,0,0,2,Dolphins,151,0,35.0,DST,45,3.0,0,Ravens,196,3
6,261,261,0,1,1,Cody Parkey,Dolphins,4.0,K,9,2,1,2017,257,257,0,1,1,Raiders,295,27,6.0,DST,84,1.0,0,Dolphins,379,0
7,293,293,0,0,0,Cody Parkey,Panthers,3.0,K,10,3,3,2017,286,286,0,0,1,Dolphins,213,21,3.0,DST,100,0.0,0,Panthers,313,0
8,309,309,0,2,2,Cody Parkey,Dolphins,8.0,K,11,2,2,2017,317,317,0,0,0,Buccaneers,268,30,1.0,DST,53,1.0,0,Dolphins,321,0
9,347,347,0,1,1,Cody Parkey,Patriots,5.0,K,12,2,2,2017,323,323,0,1,2,Dolphins,154,17,17.0,DST,67,7.0,0,Patriots,221,0
10,372,372,0,1,1,Cody Parkey,Dolphins,7.0,K,13,4,4,2017,352,352,1,0,3,Broncos,167,9,28.0,DST,103,3.0,2,Dolphins,270,1
