,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1578,14.0,0.0,1.0,1.0,Alex Henery,Rams,7.0,K,1,4.0,4.0,2011.0,1.0
1614,14.0,0.0,1.0,1.0,Alex Henery,Falcons,7.0,K,2,4.0,4.0,2011.0,1.0
1637,32.0,0.0,1.5,1.0,Alex Henery,Giants,7.0,K,3,4.0,4.0,2011.0,1.0
1672,45.666666666666664,0.0,2.0,1.6666666666666667,Alex Henery,49ers,8.0,K,4,3.0,3.0,2011.0,0.6666666666666666
1710,61.25,0.0,2.75,2.0,Alex Henery,Bills,8.75,K,5,2.75,2.75,2011.0,0.5
1731,78.2,0.0,2.4,1.8,Alex Henery,Redskins,8.2,K,6,2.8,2.8,2011.0,0.6
1782,93.0,0.0,2.3333333333333335,1.8333333333333333,Alex Henery,Cowboys,8.166666666666666,K,8,2.6666666666666665,2.6666666666666665,2011.0,0.6666666666666666
1822,110.85714285714286,0.0,2.2857142857142856,1.8571428571428572,Alex Henery,Bears,8.428571428571429,K,9,2.857142857142857,2.857142857142857,2011.0,0.5714285714285714
1853,129.25,0.0,2.125,1.75,Alex Henery,Cardinals,8.125,K,10,2.875,2.875,2011.0,0.5
1881,147.0,0.0,2.0,1.6666666666666667,Alex Henery,Giants,7.777777777777778,K,11,2.7777777777777777,2.7777777777777777,2011.0,0.4444444444444444
1910,164.0,0.0,1.9,1.6,Alex Henery,Patriots,7.5,K,12,2.7,2.7,2011.0,0.5
1957,180.54545454545453,0.0,1.9090909090909092,1.6363636363636365,Alex Henery,Seahawks,7.545454545454546,K,13,2.6363636363636362,2.6363636363636362,2011.0,0.45454545454545453
1976,198.25,0.0,1.75,1.5,Alex Henery,Dolphins,7.083333333333333,K,14,2.5833333333333335,2.5833333333333335,2011.0,0.5
2001,214.69230769230768,0.0,1.6923076923076923,1.4615384615384615,Alex Henery,Jets,7.0,K,15,2.6153846153846154,2.6153846153846154,2011.0,0.5384615384615384
2035,230.57142857142858,0.0,1.6428571428571428,1.4285714285714286,Alex Henery,Cowboys,7.142857142857143,K,16,2.857142857142857,2.857142857142857,2011.0,0.5
2068,246.6,0.06666666666666667,1.6666666666666667,1.4666666666666666,Alex Henery,Redskins,7.333333333333333,K,17,2.8,2.8,2011.0,0.5333333333333333
