,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
522,2013.0,1,Seahawks,0.0,2.0,0.0,Panthers,119.0,7.0,12.0,DST,134.0,1.0,0.0,253.0,0.0,1.0
544,2013.0,2,Seahawks,0.0,2.0,0.0,49ers,119.0,7.0,12.0,DST,134.0,1.0,0.0,253.0,0.0,1.0
587,2013.0,3,Seahawks,0.0,2.0,1.5,Jaguars,113.0,5.0,18.5,DST,117.0,2.0,0.5,230.0,0.0,0.5
613,2013.0,4,Seahawks,0.0,1.6666666666666667,1.6666666666666667,Texans,146.66666666666666,9.0,16.666666666666668,DST,95.0,2.3333333333333335,0.3333333333333333,241.66666666666666,0.0,0.3333333333333333
650,2013.0,5,Seahawks,0.0,1.5,1.75,Colts,191.25,11.75,17.5,DST,109.0,2.75,0.25,300.25,0.25,0.5
674,2013.0,6,Seahawks,0.2,1.6,1.4,Titans,194.6,16.2,16.0,DST,109.0,2.6,0.4,303.6,0.2,0.6
707,2013.0,7,Seahawks,0.16666666666666666,1.3333333333333333,1.5,Cardinals,188.33333333333334,15.666666666666666,15.666666666666666,DST,101.83333333333333,2.6666666666666665,0.3333333333333333,290.1666666666667,0.16666666666666666,0.5
734,2013.0,8,Seahawks,0.14285714285714285,1.1428571428571428,1.5714285714285714,Rams,190.57142857142858,16.571428571428573,15.142857142857142,DST,91.57142857142857,3.2857142857142856,0.2857142857142857,282.14285714285717,0.14285714285714285,0.5714285714285714
773,2013.0,9,Seahawks,0.125,1.0,1.625,Buccaneers,184.125,15.625,15.0,DST,105.125,3.25,0.25,289.25,0.125,0.625
789,2013.0,10,Seahawks,0.1111111111111111,0.8888888888888888,1.4444444444444444,Falcons,179.77777777777777,16.555555555555557,13.777777777777779,DST,116.22222222222223,3.2222222222222223,0.2222222222222222,296.0,0.1111111111111111,0.5555555555555556
808,2013.0,11,Seahawks,0.1,0.9,1.3,Min,178.0,15.9,13.5,DST,111.0,3.1,0.2,289.0,0.1,0.6
867,2013.0,13,Seahawks,0.09090909090909091,0.9090909090909091,1.4545454545454546,Saints,180.36363636363637,16.272727272727273,14.090909090909092,DST,112.9090909090909,3.0,0.18181818181818182,293.27272727272725,0.18181818181818182,0.5454545454545454
911,2013.0,14,Seahawks,0.08333333333333333,0.9166666666666666,1.3333333333333333,49ers,177.33333333333334,15.5,14.25,DST,107.16666666666667,2.8333333333333335,0.16666666666666666,284.5,0.25,0.5
928,2013.0,15,Seahawks,0.07692307692307693,0.8461538461538461,1.3076923076923077,Giants,175.6153846153846,15.76923076923077,13.76923076923077,DST,111.46153846153847,2.769230769230769,0.15384615384615385,287.0769230769231,0.23076923076923078,0.5384615384615384
971,2013.0,16,Seahawks,0.07142857142857142,0.7857142857142857,1.5714285714285714,Cardinals,174.21428571428572,14.642857142857142,14.5,DST,105.28571428571429,2.857142857142857,0.14285714285714285,279.5,0.21428571428571427,0.5714285714285714
994,2013.0,17,Seahawks,0.06666666666666667,0.7333333333333333,1.7333333333333334,Rams,173.8,14.8,14.466666666666667,DST,107.53333333333333,2.8,0.13333333333333333,281.3333333333333,0.2,0.5333333333333333
