,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
20,20,20,0,0,Theo Riddick,Lions,0,0,0,0,0,0,8.0,RB,0,1,27,6,0,1,0,-1,1,2017
129,129,129,0,0,Theo Riddick,Giants,0,0,0,0,0,0,3.0,RB,0,0,17,3,0,9,0,20,2,2017
212,212,212,0,0,Theo Riddick,Lions,0,0,0,0,0,0,3.0,RB,0,0,38,4,0,0,0,0,3,2017
346,346,346,0,0,Theo Riddick,Vikings,0,0,0,0,0,0,0.0,RB,0,0,8,1,0,4,0,4,4,2017
394,394,394,0,0,Theo Riddick,Lions,0,0,0,0,0,0,4.0,RB,0,0,45,4,0,2,0,8,5,2017
472,472,472,0,0,Theo Riddick,Saints,0,0,0,0,0,0,4.0,RB,0,0,45,5,0,2,0,8,6,2017
628,628,628,0,0,Theo Riddick,Lions,0,0,0,0,0,0,4.0,RB,0,0,24,2,0,4,0,21,8,2017
681,681,681,0,0,Theo Riddick,Packers,0,0,0,0,0,0,7.0,RB,0,0,62,4,0,5,0,11,9,2017
754,754,754,0,0,Theo Riddick,Lions,0,0,0,0,0,0,10.0,RB,0,1,12,3,0,4,0,35,10,2017
855,855,855,0,0,Theo Riddick,Bears,0,0,0,0,0,0,3.0,RB,0,0,4,1,0,9,0,35,11,2017
938,938,938,0,0,Theo Riddick,Lions,0,0,0,0,0,0,3.0,RB,0,0,10,1,0,5,0,20,12,2017
990,990,990,0,0,Theo Riddick,Ravens,0,0,0,0,0,0,12.0,RB,0,0,41,5,0,9,1,21,13,2017
