,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1042,2014,1,Redskins,0,1,0,Texans,206,17,6.0,DST,115,0.0,0,321,0,1
1059,2014,2,Redskins,0,0,1,Jaguars,123,10,19.0,DST,25,10.0,0,148,0,0
1118,2014,3,Redskins,0,1,0,Eagles,325,37,2.0,DST,54,0.0,0,379,0,1
1139,2014,4,Redskins,0,0,1,Giants,295,45,3.0,DST,154,1.0,0,449,0,0
1173,2014,5,Redskins,0,0,0,Seahawks,178,27,4.0,DST,225,3.0,0,403,0,0
1205,2014,6,Redskins,0,0,0,Cardinals,243,30,1.0,DST,74,1.0,0,317,0,1
1217,2014,7,Redskins,0,1,1,Titans,160,17,9.0,DST,76,1.0,0,236,0,0
1244,2014,8,Redskins,0,2,0,Cowboys,224,17,13.0,DST,171,5.0,0,395,0,1
1289,2014,9,Redskins,0,0,0,Min,252,29,2.0,DST,100,2.0,0,352,0,1
1341,2014,11,Redskins,0,1,0,Buccaneers,281,27,5.0,DST,48,2.0,0,329,0,0
1358,2014,12,Redskins,0,2,1,49ers,246,17,12.0,DST,66,2.0,0,312,0,1
1396,2014,13,Redskins,0,2,1,Colts,361,49,7.0,DST,126,1.0,0,487,0,1
1432,2014,14,Redskins,0,0,0,Rams,198,24,5.0,DST,131,4.0,0,329,0,0
1467,2014,15,Redskins,0,1,0,Giants,238,24,4.0,DST,49,1.0,0,287,0,1
1491,2014,16,Redskins,0,1,1,Eagles,361,24,8.0,DST,134,3.0,0,495,0,0
1534,2014,17,Redskins,0,0,1,Cowboys,299,44,2.0,DST,174,0.0,0,473,0,0
