,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,123,0,1,0,Nick Novak,Falcons,3.0,K,4,3,3,2015,1,Falcons,0,3,1,Texans,374,21,22.0,DST,54,1.0,0,428,2,0
1,139,0,2,2,Nick Novak,Colts,8.0,K,5,2,2,2015,0,Colts,0,0,2,Texans,362,20,9.0,DST,82,1.0,0,444,0,1
2,173,0,1,1,Nick Novak,Jaguars,7.0,K,6,4,4,2015,1,Jaguars,0,0,0,Texans,287,31,1.0,DST,95,1.0,0,382,0,0
3,211,0,0,0,Nick Novak,Dolphins,2.0,K,7,3,2,2015,1,Dolphins,0,0,1,Texans,251,26,13.0,DST,71,4.0,0,322,1,0
4,228,0,2,2,Nick Novak,Titans,8.0,K,8,2,2,2015,0,Titans,0,0,0,Texans,214,20,7.0,DST,56,3.0,0,270,0,1
5,289,0,1,1,Nick Novak,Bengals,4.0,K,10,1,1,2015,1,Bengals,0,0,1,Texans,174,10,12.0,DST,82,3.0,0,256,0,0
6,314,0,1,1,Nick Novak,Jets,6.0,K,11,3,3,2015,0,Jets,0,1,0,Texans,241,24,4.0,DST,123,1.0,0,364,0,1
7,344,0,1,1,Nick Novak,Saints,6.0,K,12,3,3,2015,0,Saints,0,0,1,Texans,195,24,4.0,DST,167,1.0,0,362,0,1
8,389,0,0,0,Nick Novak,Bills,1.0,K,13,2,1,2015,1,Bills,0,0,1,Texans,275,21,5.0,DST,126,2.0,0,401,0,0
9,405,0,2,2,Nick Novak,Patriots,6.0,K,14,0,0,2015,0,Patriots,0,1,0,Texans,102,6,18.0,DST,87,6.0,0,189,0,1
10,429,0,4,3,Nick Novak,Colts,10.0,K,15,1,1,2015,1,Colts,0,1,1,Texans,150,16,11.0,DST,155,3.0,0,305,0,0
11,458,0,2,2,Nick Novak,Titans,10.0,K,16,4,4,2015,1,Titans,0,1,0,Texans,202,34,3.0,DST,128,1.0,0,330,0,0
12,485,2,4,3,Nick Novak,Jaguars,16.0,K,17,3,3,2015,0,Jaguars,0,0,1,Texans,242,30,4.0,DST,160,2.0,0,402,0,1
