,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
14,14,14.0,0.0,0.0,0.0,Bears,176.0,17.0,8.0,DST,125.0,4.0,0.0,Falcons,301.0,0.0,1,2017.0
34,34,14.0,0.0,0.0,0.0,Packers,176.0,17.0,8.0,DST,125.0,4.0,0.0,Falcons,301.0,0.0,2,2017.0
87,87,24.0,0.0,0.5,0.5,Lions,242.0,20.0,11.0,DST,92.0,3.5,0.0,Falcons,334.0,0.5,3,2017.0
116,116,45.0,0.0,0.3333333333333333,0.3333333333333333,Bills,245.66666666666666,22.0,8.333333333333334,DST,85.0,3.0,0.0,Falcons,330.6666666666667,0.3333333333333333,4,2017.0
173,173,62.75,0.0,0.25,0.25,Dolphins,225.25,22.25,7.25,DST,93.0,3.0,0.0,Falcons,318.25,0.25,6,2017.0
205,205,84.8,0.0,0.2,0.4,Patriots,210.4,21.8,7.0,DST,102.0,2.4,0.0,Falcons,312.4,0.2,7,2017.0
225,225,104.83333333333333,0.0,0.16666666666666666,0.3333333333333333,Jets,215.5,22.0,6.333333333333333,DST,112.0,2.3333333333333335,0.0,Falcons,327.5,0.16666666666666666,8,2017.0
248,248,122.0,0.0,0.2857142857142857,0.2857142857142857,Panthers,218.42857142857142,21.714285714285715,6.714285714285714,DST,102.14285714285714,2.4285714285714284,0.0,Falcons,320.57142857142856,0.14285714285714285,9,2017.0
264,264,137.75,0.0,0.5,0.25,Cowboys,207.25,21.5,7.0,DST,114.5,2.25,0.0,Falcons,321.75,0.125,10,2017.0
299,299,151.77777777777777,0.0,0.6666666666666666,0.2222222222222222,Steelers,198.22222222222223,19.88888888888889,8.333333333333334,DST,113.66666666666667,2.888888888888889,0.0,Falcons,311.8888888888889,0.1111111111111111,11,2017.0
343,343,166.5,0.0,0.7,0.3,Buccaneers,200.8,21.0,8.8,DST,115.9,2.9,0.0,Falcons,316.7,0.2,12,2017.0
366,366,182.54545454545453,0.0,0.6363636363636364,0.2727272727272727,Vikings,207.9090909090909,20.90909090909091,8.454545454545455,DST,113.9090909090909,2.727272727272727,0.0,Falcons,321.8181818181818,0.18181818181818182,13,2017.0
