,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
34,34,34.0,1.0,3.0,3.0,Nick Folk,Buccaneers,13.0,K,2,3.0,2.0,2017.0
84,84,34.0,1.0,3.0,3.0,Nick Folk,Vikings,13.0,K,3,3.0,2.0,2017.0
113,113,59.0,0.5,2.0,2.0,Nick Folk,Buccaneers,9.0,K,4,2.5,2.0,2017.0
155,155,77.0,0.3333333333333333,2.6666666666666665,2.0,Nick Folk,Buccaneers,8.333333333333334,K,5,2.3333333333333335,1.6666666666666667,2017.0
