,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
9,9,0,2,2,Justin Tucker,Broncos,9.0,K,1,3,3,2013,1
60,60,0,2,0,Justin Tucker,Browns,2.0,K,2,2,2,2013,0
68,68,0,3,3,Justin Tucker,Texans,12.0,K,3,3,3,2013,0
111,111,0,2,2,Justin Tucker,Bills,8.0,K,4,2,2,2013,1
132,132,1,4,4,Justin Tucker,Dolphins,16.0,K,5,2,2,2013,1
179,179,0,1,1,Justin Tucker,Packers,5.0,K,6,2,2,2013,0
200,200,0,3,3,Justin Tucker,Steelers,10.0,K,7,1,1,2013,1
262,262,1,1,1,Justin Tucker,Browns,6.0,K,9,1,1,2013,1
282,282,0,2,2,Justin Tucker,Bengals,8.0,K,10,2,2,2013,0
310,310,1,2,2,Justin Tucker,Bears,10.0,K,11,2,2,2013,1
331,331,1,4,4,Justin Tucker,Jets,15.0,K,12,1,1,2013,0
359,359,0,5,5,Justin Tucker,Steelers,16.0,K,13,1,1,2013,0
417,417,0,0,0,Justin Tucker,Min,3.0,K,14,3,3,2013,0
421,421,2,6,6,Justin Tucker,Lions,22.0,K,15,0,0,2013,1
483,483,0,1,0,Justin Tucker,Patriots,1.0,K,16,1,1,2013,0
494,494,0,3,3,Justin Tucker,Bengals,9.0,K,17,0,0,2013,1
