,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
26,26,26,0,0,George Kittle,49ers,0,0,0,0,0,0,2.0,TE,0,0,27,5,0,0,0,0,1,2017
83,83,83,0,0,George Kittle,Steelers,0,0,0,0,0,0,1.0,TE,0,0,13,2,0,0,0,0,2,2017
140,140,140,0,0,George Kittle,49ers,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,3,2017
180,180,180,0,0,George Kittle,Cardinals,0,0,0,0,0,0,3.0,TE,0,0,35,2,0,0,0,0,4,2017
205,205,205,0,0,George Kittle,Colts,0,0,0,0,0,0,14.0,TE,0,1,83,7,0,0,0,0,5,2017
270,270,270,0,0,George Kittle,Redskins,0,0,0,0,0,0,4.0,TE,0,0,46,4,0,0,0,0,6,2017
332,332,332,0,0,George Kittle,49ers,0,0,0,0,0,0,1.0,TE,0,0,16,1,0,0,0,0,7,2017
373,373,373,0,0,George Kittle,Eagles,0,0,0,0,0,0,2.0,TE,0,0,22,2,0,0,0,0,8,2017
429,429,429,0,0,George Kittle,49ers,0,0,0,0,0,0,2.0,TE,0,0,27,3,0,0,0,0,9,2017
571,571,571,0,0,George Kittle,49ers,0,0,0,0,0,0,1.0,TE,0,0,14,1,0,0,0,0,12,2017
616,616,616,0,0,George Kittle,Bears,0,0,0,0,0,0,2.0,TE,0,0,20,2,0,0,0,0,13,2017
