,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
5,2016,1,Bills,0,1,0,Ravens,225,13,13.0,DST,83,4.0,0,308,0,1
49,2016,2,Bills,0,1,0,Jets,370,37,9.0,DST,123,1.0,0,493,1,0
66,2016,3,Bills,0,1,4,Cardinals,260,18,25.0,DST,88,5.0,0,348,1,0
99,2016,4,Bills,0,1,0,Patriots,187,0,15.0,DST,90,3.0,0,277,0,1
126,2016,5,Bills,0,1,2,LA,243,19,20.0,DST,102,4.0,0,345,1,1
161,2016,6,Bills,0,1,0,49ers,167,16,9.0,DST,133,3.0,0,300,0,0
210,2016,7,Bills,0,0,0,Dolphins,198,28,1.0,DST,256,1.0,0,454,0,1
225,2016,8,Bills,0,0,0,Patriots,285,41,5.0,DST,72,5.0,0,357,0,0
254,2016,9,Bills,1,0,0,Seahawks,245,31,6.0,DST,33,4.0,0,278,0,1
298,2016,11,Bills,0,0,2,Bengals,207,12,12.0,DST,93,1.0,0,300,0,1
346,2016,12,Bills,0,0,0,Jaguars,118,21,3.0,DST,183,2.0,0,301,0,0
383,2016,13,Bills,0,0,0,Raiders,260,38,0.0,DST,139,0.0,0,399,0,1
407,2016,14,Bills,0,0,3,Steelers,220,27,7.0,DST,240,0.0,0,460,0,0
423,2016,15,Bills,0,0,0,Browns,162,13,12.0,DST,107,5.0,0,269,0,0
473,2016,16,Bills,0,0,1,Dolphins,233,34,2.0,DST,261,0.0,0,494,0,0
508,2016,17,Bills,0,0,0,Jets,202,30,1.0,DST,127,1.0,0,329,0,1
515,2013,1,Bills,0,2,1,Patriots,273,23,16.0,DST,158,3.0,0,431,1,0
558,2013,2,Bills,0,0,1,Panthers,183,23,9.0,DST,125,6.0,0,308,0,0
599,2013,3,Bills,0,0,2,Jets,331,27,5.0,DST,182,0.0,0,513,0,1
614,2013,4,Bills,0,0,5,Ravens,321,20,18.0,DST,24,4.0,0,345,0,0
656,2013,5,Bills,0,0,0,Browns,199,37,5.0,DST,91,5.0,0,290,0,1
686,2013,6,Bills,0,0,1,Bengals,318,27,6.0,DST,165,3.0,0,483,0,0
700,2013,7,Bills,0,1,2,Dolphins,173,21,15.0,DST,120,2.0,0,293,1,1
747,2013,8,Bills,0,0,0,Saints,309,35,4.0,DST,77,4.0,0,386,0,1
774,2013,9,Bills,0,0,0,Chiefs,115,23,3.0,DST,95,2.0,0,210,0,0
794,2013,10,Bills,0,0,1,Steelers,164,23,7.0,DST,136,4.0,0,300,0,1
807,2013,11,Bills,0,1,3,Jets,133,14,22.0,DST,134,4.0,0,267,1,0
878,2013,13,Bills,0,1,0,Falcons,272,34,8.0,DST,151,6.0,0,423,0,0
913,2013,14,Bills,0,0,2,Buccaneers,81,27,6.0,DST,165,1.0,0,246,0,1
937,2013,15,Bills,0,1,2,Jaguars,195,20,15.0,DST,159,5.0,0,354,0,1
963,2013,16,Bills,0,0,2,Dolphins,89,0,21.0,DST,14,7.0,0,103,0,0
1020,2013,17,Bills,0,0,1,Patriots,115,34,3.0,DST,267,1.0,0,382,0,1
1031,2014,1,Bills,0,1,2,Bears,341,20,12.0,DST,86,2.0,0,427,0,1
1057,2014,2,Bills,1,1,1,Dolphins,210,10,23.0,DST,80,4.0,0,290,1,0
1112,2014,3,Bills,0,0,0,Chargers,250,22,3.0,DST,83,2.0,0,333,0,0
1129,2014,4,Bills,0,1,2,Texans,264,23,10.0,DST,37,3.0,0,301,0,1
1153,2014,5,Bills,0,1,1,Lions,204,14,14.0,DST,69,6.0,0,273,0,1
1199,2014,6,Bills,0,0,0,Patriots,346,37,2.0,DST,50,2.0,0,396,0,0
1210,2014,7,Bills,0,0,2,Min,118,16,13.0,DST,158,5.0,0,276,0,0
1239,2014,8,Bills,0,2,4,Jets,137,23,17.0,DST,175,4.0,0,312,0,1
1300,2014,10,Bills,0,1,0,Chiefs,151,17,12.0,DST,127,6.0,0,278,0,0
1328,2014,11,Bills,0,2,0,Dolphins,205,22,10.0,DST,125,5.0,0,330,0,1
1346,2014,12,Bills,1,0,1,Jets,126,3,27.0,DST,92,7.0,0,218,1,0
1379,2014,13,Bills,0,1,2,Browns,241,10,21.0,DST,74,2.0,0,315,1,0
1425,2014,14,Bills,0,1,2,Broncos,173,24,7.0,DST,133,0.0,0,306,0,1
1442,2014,15,Bills,1,0,2,Packers,175,13,22.0,DST,158,1.0,1,333,1,0
1501,2014,16,Bills,0,0,0,Raiders,207,26,2.0,DST,140,1.0,0,347,0,1
1516,2014,17,Bills,0,0,0,Patriots,144,9,11.0,DST,116,4.0,0,260,0,1
1543,2011,1,Bills,0,2,1,Chiefs,105,7,15.0,DST,108,2.0,0,213,0,1
1590,2011,2,Bills,0,1,1,Raiders,323,35,4.0,DST,131,0.0,0,454,0,0
1604,2011,3,Bills,0,0,4,Patriots,387,31,14.0,DST,108,0.0,0,495,1,0
1640,2011,4,Bills,0,0,2,Bengals,287,23,13.0,DST,171,2.0,0,458,1,1
1667,2011,5,Bills,0,1,4,Eagles,315,24,17.0,DST,174,0.0,0,489,1,0
1711,2011,6,Bills,1,0,0,Giants,292,27,3.0,DST,122,0.0,0,414,0,1
1744,2011,8,Bills,1,0,2,Redskins,152,0,26.0,DST,26,10.0,0,178,0,0
1784,2011,9,Bills,0,1,1,Jets,222,27,6.0,DST,126,1.0,0,348,0,0
1827,2011,10,Bills,0,0,0,Cowboys,270,44,0.0,DST,163,0.0,0,433,0,1
1852,2011,11,Bills,0,0,0,Dolphins,147,35,3.0,DST,95,1.0,1,242,0,1
1882,2011,12,Bills,0,1,1,Jets,180,28,4.0,DST,138,0.0,0,318,0,1
1913,2011,13,Bills,0,0,0,Titans,130,23,2.0,DST,187,1.0,0,317,0,0
1933,2011,14,Bills,1,1,0,Chargers,216,37,12.0,DST,150,2.0,0,366,1,1
1972,2011,15,Bills,0,3,0,Dolphins,194,30,8.0,DST,254,2.0,0,448,0,0
1984,2011,16,Bills,0,1,3,Broncos,152,14,34.0,DST,133,4.0,0,285,3,0
2039,2011,17,Bills,0,0,1,Patriots,342,49,6.0,DST,138,4.0,0,480,0,1
2076,2012,1,Bills,0,0,1,Jets,266,48,2.0,DST,118,0.0,0,384,0,1
2081,2012,2,Bills,0,2,1,Chiefs,272,17,21.0,DST,150,5.0,0,422,1,0
2122,2012,3,Bills,0,0,2,Browns,207,14,12.0,DST,33,4.0,0,240,0,1
2164,2012,4,Bills,0,2,0,Patriots,333,52,5.0,DST,247,1.0,0,580,0,0
2201,2012,5,Bills,0,1,0,49ers,310,45,2.0,DST,311,0.0,0,621,0,1
2209,2012,6,Bills,0,0,2,Cardinals,150,16,15.0,DST,182,5.0,1,332,0,1
2243,2012,7,Bills,0,0,0,Titans,193,35,8.0,DST,197,2.0,0,390,1,0
2302,2012,9,Bills,1,0,0,Texans,256,21,5.0,DST,118,2.0,0,374,0,1
2337,2012,10,Bills,0,0,0,Patriots,230,37,1.0,DST,117,1.0,0,347,0,1
2344,2012,11,Bills,0,1,2,Dolphins,124,14,19.0,DST,60,3.0,0,184,1,0
2378,2012,12,Bills,0,1,1,Colts,225,20,12.0,DST,87,4.0,0,312,0,1
2407,2012,13,Bills,0,1,1,Jaguars,186,18,11.0,DST,50,3.0,0,236,0,0
2451,2012,14,Bills,0,0,1,Rams,207,15,7.0,DST,78,1.0,0,285,0,0
2485,2012,15,Bills,1,0,0,Seahawks,196,50,4.0,DST,270,2.0,0,466,0,0
2516,2012,16,Bills,1,0,0,Dolphins,119,24,5.0,DST,182,2.0,0,301,0,1
2530,2012,17,Bills,1,1,1,Jets,199,9,20.0,DST,133,1.0,0,332,1,0
2583,2010,1,Bills,0,0,0,Dolphins,164,15,7.0,DST,132,3.0,0,296,0,0
2623,2010,2,Bills,0,0,0,Packers,255,34,0.0,DST,91,0.0,0,346,0,1
2637,2010,3,Bills,0,1,0,Patriots,245,38,9.0,DST,200,1.0,0,445,1,1
2681,2010,4,Bills,0,0,0,Jets,171,38,0.0,DST,273,0.0,0,444,0,0
2700,2010,5,Bills,0,2,1,Jaguars,165,36,8.0,DST,216,2.0,0,381,0,0
2760,2010,7,Bills,0,2,0,Ravens,229,37,6.0,DST,135,2.0,0,364,0,1
2780,2010,8,Bills,0,0,0,Chiefs,140,13,10.0,DST,274,3.0,0,414,0,1
2814,2010,9,Bills,0,1,0,Bears,178,22,4.0,DST,105,1.0,0,283,0,0
2829,2010,10,Bills,0,0,1,Lions,314,12,10.0,DST,76,1.0,0,390,0,0
2856,2010,11,Bills,0,1,2,Bengals,228,31,14.0,DST,133,2.0,0,361,1,1
2888,2010,12,Bills,0,1,0,Steelers,220,19,11.0,DST,206,5.0,0,426,0,0
2918,2010,13,Bills,0,0,4,Min,177,38,15.0,DST,210,1.0,0,387,1,1
2953,2010,14,Bills,0,2,1,Browns,82,6,17.0,DST,105,1.0,0,187,0,0
2986,2010,15,Bills,0,1,1,Dolphins,261,14,11.0,DST,65,3.0,0,326,0,1
3039,2010,16,Bills,0,0,0,Patriots,131,34,1.0,DST,217,1.0,0,348,0,0
3058,2010,17,Bills,0,0,1,Jets,112,38,9.0,DST,276,1.0,0,388,1,1
3085,2015,1,Bills,0,1,2,Colts,240,14,12.0,DST,64,2.0,0,304,0,0
3123,2015,2,Bills,0,2,0,Patriots,451,40,6.0,DST,56,2.0,0,507,0,0
3139,2015,3,Bills,0,0,3,Dolphins,289,14,18.0,DST,102,2.0,0,391,1,1
3189,2015,4,Bills,0,0,1,Giants,211,24,4.0,DST,92,1.0,0,303,0,0
3208,2015,5,Bills,0,0,1,Titans,179,13,11.0,DST,97,2.0,0,276,0,1
3253,2015,6,Bills,0,0,0,Bengals,243,34,0.0,DST,112,0.0,0,355,0,0
3267,2015,7,Bills,0,0,1,Jaguars,175,34,10.0,DST,120,2.0,0,295,1,1
3315,2015,9,Bills,0,1,0,Dolphins,289,17,10.0,DST,108,2.0,1,397,0,0
3337,2015,10,Bills,0,2,2,Jets,190,17,19.0,DST,128,1.0,0,318,1,1
