,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
123,123,123.0,0.0,0.0,DeVante Parker,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,8.0,WR,0.0,0.0,85.0,4.0,0.0,0.0,0.0,0.0,2,2017.0
240,240,123.0,0.0,0.0,DeVante Parker,Jets,0.0,0.0,0.0,0.0,0.0,0.0,8.0,WR,0.0,0.0,85.0,4.0,0.0,0.0,0.0,0.0,3,2017.0
379,379,181.5,0.0,0.0,DeVante Parker,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,10.5,WR,0.0,0.5,80.5,6.0,0.0,0.0,0.0,0.0,4,2017.0
546,546,247.33333333333334,0.0,0.0,DeVante Parker,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,9.0,WR,0.0,0.3333333333333333,76.66666666666667,6.0,0.0,0.0,0.0,0.0,5,2017.0
891,891,322.0,0.0,0.0,DeVante Parker,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,6.75,WR,0.0,0.25,59.0,4.75,0.0,0.0,0.0,0.0,9,2017.0
995,995,435.8,0.0,0.0,DeVante Parker,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,6.8,WR,0.0,0.2,62.4,4.8,0.0,0.0,0.0,0.0,10,2017.0
1132,1132,529.0,0.0,0.0,DeVante Parker,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,WR,0.0,0.16666666666666666,63.0,5.0,0.0,0.0,0.0,0.0,11,2017.0
1279,1279,615.1428571428571,0.0,0.0,DeVante Parker,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.14285714285714285,57.714285714285715,4.857142857142857,0.0,0.0,0.0,0.0,12,2017.0
1393,1393,698.125,0.0,0.0,DeVante Parker,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,5.25,WR,0.0,0.125,51.125,4.375,0.0,0.0,0.0,0.0,13,2017.0
