,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,22,22,0,2,1,Adam Vinatieri,Rams,3.0,K,1,1,0,2017,1,1,0,1,2,Colts,150,9,31.0,DST,75,4.0,1,Rams,225,2
1,48,48,0,2,2,Adam Vinatieri,Colts,7.0,K,2,1,1,2017,45,45,0,0,1,Cardinals,306,16,10.0,DST,83,4.0,0,Colts,389,0
2,79,79,0,1,1,Adam Vinatieri,Colts,7.0,K,3,4,4,2017,76,76,0,0,3,Browns,235,28,7.0,DST,111,1.0,0,Colts,346,0
3,121,121,0,1,1,Adam Vinatieri,Steelers,4.0,K,4,1,1,2017,94,94,0,1,1,Colts,139,18,23.0,DST,98,3.0,0,Steelers,237,2
4,121,121,0,1,1,Adam Vinatieri,Steelers,4.0,K,4,1,1,2017,97,97,0,1,2,Ravens,206,9,17.0,DST,82,4.0,0,Steelers,288,0
5,130,130,2,4,4,Adam Vinatieri,Colts,18.0,K,5,2,2,2017,151,151,0,0,0,49ers,336,23,3.0,DST,66,2.0,0,Colts,402,0
6,162,162,1,3,3,Adam Vinatieri,Titans,12.0,K,6,2,1,2017,181,181,0,1,0,Colts,212,22,4.0,DST,85,1.0,0,Titans,297,0
7,224,224,0,3,3,Adam Vinatieri,Bengals,11.0,K,8,2,2,2017,219,219,1,0,1,Colts,216,23,15.0,DST,115,4.0,0,Bengals,331,1
8,247,247,1,2,2,Adam Vinatieri,Texans,10.0,K,9,2,2,2017,240,240,0,1,0,Colts,279,20,15.0,DST,92,3.0,0,Texans,371,1
9,289,289,0,1,1,Adam Vinatieri,Colts,5.0,K,10,2,2,2017,274,274,1,0,1,Steelers,228,20,9.0,DST,88,1.0,0,Colts,316,0
10,331,331,0,3,3,Adam Vinatieri,Colts,10.0,K,12,1,1,2017,335,335,0,0,2,Titans,184,20,8.0,DST,92,0.0,0,Colts,276,0
11,380,380,0,1,1,Adam Vinatieri,Jaguars,4.0,K,13,1,1,2017,358,358,0,0,2,Colts,149,10,15.0,DST,141,4.0,0,Jaguars,290,0
