,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,6,0,3,2,Phil Dawson,Packers,10.0,K,1,4,4,2013,0,Packers,0,0,0,49ers,404,34,2.0,DST,90,2.0,0,494,0,1
1,58,0,1,1,Phil Dawson,Seahawks,3.0,K,2,0,0,2013,1,Seahawks,0,2,3,49ers,107,3,25.0,DST,100,3.0,1,207,0,0
2,95,0,0,0,Phil Dawson,Colts,1.0,K,3,1,1,2013,0,Colts,0,1,1,49ers,139,7,14.0,DST,115,3.0,0,254,0,1
3,124,0,2,0,Phil Dawson,Rams,5.0,K,4,5,5,2013,1,Rams,0,2,0,49ers,151,35,6.0,DST,219,2.0,0,370,0,0
4,142,0,2,2,Phil Dawson,Texans,10.0,K,5,4,4,2013,0,Texans,0,0,0,49ers,107,34,1.0,DST,177,1.0,0,284,0,1
5,162,0,3,3,Phil Dawson,Cardinals,12.0,K,6,3,3,2013,0,Cardinals,0,1,1,49ers,238,32,6.0,DST,149,2.0,0,387,0,1
6,206,0,1,1,Phil Dawson,Titans,7.0,K,7,4,4,2013,1,Titans,0,0,0,49ers,196,31,2.0,DST,153,2.0,0,349,0,0
7,235,0,0,0,Phil Dawson,Jaguars,6.0,K,8,6,6,2013,1,Jaguars,0,1,0,49ers,177,42,2.0,DST,221,0.0,0,398,0,0
8,274,1,3,3,Phil Dawson,Panthers,11.0,K,10,0,0,2013,0,Panthers,0,1,1,49ers,46,9,17.0,DST,105,6.0,0,151,0,1
9,311,1,2,2,Phil Dawson,Saints,10.0,K,11,2,2,2013,1,Saints,0,0,1,49ers,115,20,9.0,DST,81,3.0,0,196,0,0
10,342,0,2,2,Phil Dawson,Redskins,9.0,K,12,3,3,2013,1,Redskins,0,1,0,49ers,228,27,5.0,DST,76,2.0,0,304,0,0
11,364,0,3,3,Phil Dawson,Rams,11.0,K,13,2,2,2013,0,Rams,0,1,0,49ers,255,23,7.0,DST,83,4.0,0,338,0,1
12,392,1,4,4,Phil Dawson,Seahawks,15.0,K,14,1,1,2013,0,Seahawks,0,0,1,49ers,155,19,8.0,DST,163,2.0,0,318,0,1
13,423,0,4,4,Phil Dawson,Buccaneers,15.0,K,15,3,3,2013,1,Buccaneers,0,0,0,49ers,189,33,2.0,DST,187,2.0,0,376,0,0
14,463,0,2,2,Phil Dawson,Falcons,10.0,K,16,4,4,2013,0,Falcons,0,0,0,49ers,180,34,3.0,DST,199,3.0,0,379,0,1
15,487,1,4,3,Phil Dawson,Cardinals,13.0,K,17,2,2,2013,1,Cardinals,0,0,0,49ers,292,23,3.0,DST,83,2.0,0,375,0,0
