,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
17,17,17.0,0.0,0.0,Lamar Miller,Texans,0.0,0.0,0.0,0.0,0.0,0.0,9.0,RB,0.0,0.0,31.0,2.0,0.0,17.0,0.0,65.0,1,2017.0
106,106,17.0,0.0,0.0,Lamar Miller,Bengals,0.0,0.0,0.0,0.0,0.0,0.0,9.0,RB,0.0,0.0,31.0,2.0,0.0,17.0,0.0,65.0,2,2017.0
208,208,61.5,0.0,0.0,Lamar Miller,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,8.5,RB,0.0,0.0,28.5,2.5,0.0,17.5,0.0,63.0,3,2017.0
266,266,110.33333333333333,0.0,0.0,Lamar Miller,Texans,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,RB,0.0,0.0,21.333333333333332,2.0,0.0,16.333333333333332,0.0,60.666666666666664,4,2017.0
374,374,149.25,0.0,0.0,Lamar Miller,Texans,0.0,0.0,0.0,0.0,0.0,0.0,11.5,RB,0.0,0.25,30.0,2.5,0.0,17.0,0.25,64.25,5,2017.0
457,457,194.2,0.0,0.0,Lamar Miller,Texans,0.0,0.0,0.0,0.0,0.0,0.0,10.8,RB,0.0,0.2,27.0,2.4,0.0,16.6,0.2,66.2,6,2017.0
597,597,238.0,0.0,0.0,Lamar Miller,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,RB,0.0,0.16666666666666666,29.166666666666668,2.5,0.0,16.333333333333332,0.16666666666666666,62.0,8,2017.0
680,680,289.2857142857143,0.0,0.0,Lamar Miller,Texans,0.0,0.0,0.0,0.0,0.0,0.0,11.428571428571429,RB,0.0,0.2857142857142857,27.714285714285715,2.5714285714285716,0.0,17.0,0.2857142857142857,60.857142857142854,9,2017.0
762,762,338.125,0.0,0.0,Lamar Miller,Rams,0.0,0.0,0.0,0.0,0.0,0.0,11.0,RB,0.0,0.25,28.5,2.625,0.0,16.125,0.25,60.375,10,2017.0
824,824,385.22222222222223,0.0,0.0,Lamar Miller,Texans,0.0,0.0,0.0,0.0,0.0,0.0,10.555555555555555,RB,0.0,0.2222222222222222,26.88888888888889,2.4444444444444446,0.0,15.555555555555555,0.2222222222222222,60.333333333333336,11,2017.0
910,910,429.1,0.0,0.0,Lamar Miller,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,10.9,RB,0.0,0.3,26.4,2.6,0.0,16.2,0.2,60.4,12,2017.0
1005,1005,472.8181818181818,0.0,0.0,Lamar Miller,Titans,0.0,0.0,0.0,0.0,0.0,0.0,10.909090909090908,RB,0.0,0.2727272727272727,24.636363636363637,2.4545454545454546,0.0,16.272727272727273,0.2727272727272727,59.54545454545455,13,2017.0
