,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
12,12,12,0,0,Dak Prescott,Cowboys,0,39,24,0,1,268,18.0,QB,0,0,0,0,0,3,0,24,1,2017
42,42,42,0,0,Dak Prescott,Broncos,0,50,30,2,2,238,19.0,QB,0,0,0,0,0,3,0,24,2,2017
77,77,77,0,0,Dak Prescott,Cardinals,0,18,13,0,2,183,26.0,QB,0,0,0,0,0,3,1,16,3,2017
110,110,110,0,0,Dak Prescott,Cowboys,0,36,20,1,3,252,28.0,QB,0,0,0,0,0,3,0,25,4,2017
140,140,140,0,0,Dak Prescott,Cowboys,0,36,25,1,3,251,35.0,QB,0,0,0,0,0,4,1,37,5,2017
201,201,201,0,0,Dak Prescott,49ers,0,25,16,0,3,234,35.0,QB,0,0,0,0,0,4,1,26,7,2017
259,259,259,0,0,Dak Prescott,Redskins,0,22,14,0,0,143,6.0,QB,0,0,0,0,0,3,0,16,8,2017
268,268,268,0,0,Dak Prescott,Cowboys,0,33,21,0,2,249,29.0,QB,0,0,0,0,0,3,1,27,9,2017
314,314,314,0,2,Dak Prescott,Falcons,0,30,20,0,0,176,15.0,QB,0,0,0,0,0,6,1,42,10,2017
358,358,358,0,1,Dak Prescott,Cowboys,0,31,18,3,0,145,-1.0,QB,0,0,0,0,0,2,0,10,11,2017
390,390,390,0,0,Dak Prescott,Cowboys,0,27,20,2,0,179,3.0,QB,0,0,0,0,0,0,0,0,12,2017
410,410,410,0,0,Dak Prescott,Cowboys,0,22,11,0,2,102,18.0,QB,0,0,0,0,0,5,0,28,13,2017
