,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
12,12,12.0,0.0,2.0,2.0,Justin Tucker,Bengals,8.0,K,1,2.0,2.0,2017.0
52,52,12.0,0.0,2.0,2.0,Justin Tucker,Ravens,8.0,K,2,2.0,2.0,2017.0
94,94,32.0,0.0,2.0,1.5,Justin Tucker,Jaguars,7.0,K,3,2.5,2.5,2017.0
123,123,52.666666666666664,0.0,1.3333333333333333,1.0,Justin Tucker,Ravens,5.0,K,4,2.0,2.0,2017.0
133,133,70.25,0.0,1.5,1.0,Justin Tucker,Raiders,4.5,K,5,1.5,1.5,2017.0
163,163,82.8,0.0,1.8,1.4,Justin Tucker,Ravens,6.0,K,6,1.8,1.8,2017.0
193,193,96.16666666666667,0.16666666666666666,2.0,1.6666666666666667,Justin Tucker,Vikings,7.0,K,7,1.6666666666666667,1.6666666666666667,2017.0
222,222,110.0,0.2857142857142857,2.142857142857143,1.8571428571428572,Justin Tucker,Ravens,7.714285714285714,K,8,1.5714285714285714,1.5714285714285714,2017.0
250,250,124.0,0.375,2.25,1.875,Justin Tucker,Titans,8.25,K,9,1.875,1.875,2017.0
304,304,138.0,0.3333333333333333,2.2222222222222223,1.8888888888888888,Justin Tucker,Packers,8.222222222222221,K,11,1.8888888888888888,1.8888888888888888,2017.0
327,327,154.6,0.3,2.3,2.0,Justin Tucker,Ravens,8.5,K,12,1.9,1.9,2017.0
359,359,170.27272727272728,0.36363636363636365,2.3636363636363638,2.090909090909091,Justin Tucker,Ravens,8.909090909090908,K,13,1.9090909090909092,1.9090909090909092,2017.0
