,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,12,12.0,0.0,2.0,2.0,Justin Tucker,Bengals,8.0,K,1,2.0,2.0,2017.0,15,15.0,0.0,0.0,1.0,Ravens,111.0,20.0,7.0,DST,157.0,1.0,0.0,Bengals,268.0,0.0
1,52,12.0,0.0,2.0,2.0,Justin Tucker,Ravens,8.0,K,2,2.0,2.0,2017.0,31,2.0,0.0,1.0,4.0,Browns,144.0,0.0,25.0,DST,77.0,5.0,0.0,Ravens,221.0,0.0
2,94,32.0,0.0,2.0,1.5,Justin Tucker,Jaguars,7.0,K,3,2.5,2.5,2017.0,66,28.5,0.0,1.5,1.0,Ravens,160.5,22.0,17.0,DST,136.0,5.5,0.0,Jaguars,296.5,0.5
3,123,52.66666666666666,0.0,1.3333333333333333,1.0,Justin Tucker,Ravens,5.0,K,4,2.0,2.0,2017.0,117,41.333333333333336,0.0,0.6666666666666666,2.6666666666666665,Steelers,227.0,18.0,15.0,DST,112.0,2.6666666666666665,0.0,Ravens,339.0,0.0
4,133,70.25,0.0,1.5,1.0,Justin Tucker,Raiders,4.5,K,5,1.5,1.5,2017.0,153,63.0,0.0,1.0,0.0,Ravens,227.75,19.75,7.75,DST,120.0,2.5,0.0,Raiders,347.75,0.0
5,163,82.8,0.0,1.8,1.4,Justin Tucker,Ravens,6.0,K,6,1.8,1.8,2017.0,158,74.0,0.0,0.6,1.8,Bears,205.2,19.4,12.8,DST,123.4,2.4,0.0,Ravens,328.6,0.2
6,193,96.16666666666669,0.16666666666666666,2.0,1.6666666666666667,Justin Tucker,Vikings,7.0,K,7,1.6666666666666667,1.6666666666666667,2017.0,193,92.5,0.0,0.16666666666666666,1.1666666666666667,Ravens,216.83333333333331,17.166666666666668,9.333333333333334,DST,78.66666666666667,2.6666666666666665,0.0,Vikings,295.5,0.0
7,222,110.0,0.2857142857142857,2.142857142857143,1.8571428571428568,Justin Tucker,Ravens,7.7142857142857135,K,8,1.5714285714285714,1.5714285714285714,2017.0,212,104.85714285714286,0.0,0.7142857142857143,1.4285714285714286,Dolphins,189.28571428571428,21.142857142857142,12.571428571428573,DST,145.28571428571428,2.2857142857142856,0.0,Ravens,334.57142857142856,0.42857142857142855
8,250,124.0,0.375,2.25,1.875,Justin Tucker,Titans,8.25,K,9,1.875,1.875,2017.0,246,112.14285714285714,0.0,0.42857142857142855,1.0,Ravens,229.28571428571428,24.714285714285715,7.0,DST,100.14285714285714,1.5714285714285714,0.0,Titans,329.42857142857144,0.0
9,304,138.0,0.3333333333333333,2.2222222222222223,1.8888888888888888,Justin Tucker,Packers,8.222222222222221,K,11,1.8888888888888888,1.8888888888888888,2017.0,309,142.11111111111111,0.1111111111111111,1.0,0.6666666666666666,Ravens,242.55555555555557,23.0,8.222222222222221,DST,111.0,2.0,0.0,Packers,353.5555555555556,0.1111111111111111
10,327,154.6,0.3,2.3,2.0,Justin Tucker,Ravens,8.5,K,12,1.9,1.9,2017.0,327,149.5,0.0,0.7,1.6,Texans,185.2,17.1,15.5,DST,120.8,2.8,0.0,Ravens,306.0,0.6
11,359,170.27272727272728,0.3636363636363637,2.363636363636364,2.090909090909091,Justin Tucker,Ravens,8.909090909090908,K,13,1.9090909090909087,1.9090909090909087,2017.0,355,165.63636363636363,0.0,0.7272727272727273,1.6363636363636365,Lions,189.9090909090909,17.0,15.181818181818182,DST,115.8181818181818,2.727272727272727,0.0,Ravens,305.72727272727275,0.5454545454545454
