,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3147,15,0,2,2,Mason Crosby,Jaguars,9.0,K,1,3,3,2016,1
3192,60,0,0,0,Mason Crosby,Min,2.0,K,2,2,2,2016,1
3202,70,0,2,2,Mason Crosby,Lions,10.0,K,3,4,4,2016,0
3262,130,0,3,3,Mason Crosby,Giants,11.0,K,5,2,2,2016,0
3296,164,0,3,3,Mason Crosby,Cowboys,10.0,K,6,1,1,2016,0
3332,200,0,3,2,Mason Crosby,Bears,8.0,K,7,3,2,2016,0
3367,235,0,1,1,Mason Crosby,Falcons,6.0,K,8,3,3,2016,1
3390,258,0,3,2,Mason Crosby,Colts,8.0,K,9,2,2,2016,0
3423,291,0,2,2,Mason Crosby,Titans,7.0,K,10,2,1,2016,1
3449,317,0,2,1,Mason Crosby,Redskins,6.0,K,11,3,3,2016,1
3469,337,0,2,2,Mason Crosby,Eagles,9.0,K,12,3,3,2016,1
3520,388,0,0,0,Mason Crosby,Texans,3.0,K,13,3,3,2016,0
3538,406,0,2,1,Mason Crosby,Seahawks,8.0,K,14,5,5,2016,0
3570,438,0,3,3,Mason Crosby,Bears,12.0,K,15,3,3,2016,1
3607,475,0,1,1,Mason Crosby,Min,8.0,K,16,5,5,2016,0
3643,511,1,1,1,Mason Crosby,Lions,7.0,K,17,3,2,2016,1
