,Name,Pass TD,Pass Yards,Receiving Yards,Touchdowns,Pass Attempts,Pass Interceptions,Points_y,Rush Yards,Total Yards,Receptions,Pass Completions,Pass Yards Allowed,Interception,Points_x,Fumbles Lost,Rush Yards Allowed,Rush TD,Rush Attempts,Receiving TD,Sack
0,Chris Carson,0.0,0.0,15.0,0.33333333333333326,0.0,0.0,12.666666666666664,57.166666666666664,278.0,1.8333333333333333,0.0,179.83333333333334,0.6666666666666665,7.333333333333333,0.0,98.16666666666667,0.0,13.5,0.16666666666666663,2.5000000000000004
0,James White,0.0,0.0,34.3315404875285,0.12471155157081548,0.0,0.0,6.748838154101133,13.988705860397577,407.9166666666667,3.862968435337559,0.0,281.00000000000006,0.5824983015117575,5.021210690364551,0.0,126.91666666666664,0.0025270930744536874,3.4101661232802454,0.16333994118293305,2.198170731707317
0,Jacquizz Rodgers,0.0,0.0,6.769096517046318,0.24914079149480406,0.0,0.0,10.434425810005488,23.64855827784762,355.6363636363636,1.0201233865004566,0.0,277.7272727272728,1.0609298996173377,2.51245937844798,-0.056508399972967124,77.90909090909089,0.1243026290021752,5.614227064784867,0.031095196985028002,1.8982558139534884
0,Todd Gurley,0.0,0.0,45.906178727185036,0.1613662405346008,0.0,0.0,9.255339835152265,77.53063111463403,315.41666666666663,4.1866542943514755,0.0,204.08333333333326,0.7868739690361235,16.815121873363857,0.18240732495376466,111.33333333333333,0.6552106332210342,18.5318099710971,0.236414145755481,2.1494078959508713
0,Anthony Sherman,0.0,0.0,9.77064674283887,0.0686606600679952,0.0,0.0,9.559020694563259,0.03035184206025121,313.99999999999994,1.13241868201525,0.0,171.66666666666666,0.7899305871115583,0.5531863740896572,-0.026565772900186746,142.33333333333337,0.0,0.019890958003069503,0.01965445820009433,2.3141025641025643
0,Joe Kerridge,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,5.999999999999998,0.0,218.99999999999991,0.9999999999999997,0.0,161.0,0.9999999999999998,0.0,0.0,58.0,0.0,3.3306690738754696e-16,0.0,3.0
0,Jeremy Hill,0.0,0.0,2.416051579313624,0.07569820634231195,0.0,0.0,10.250542056973378,16.5321038112627,261.62499999999983,0.6286592769706782,0.0,157.24999999999994,0.5814743552931035,1.0615219799632372,0.08161394635486152,104.37500000000007,0.014181261882545454,6.14365753071551,0.014368349044667161,2.7585346331343965
0,C.J. Ham,0.0,0.0,5.875,0.0,0.0,0.0,9.25,1.75,288.375,0.5,0.0,194.5,0.75,2.0,0.0,93.875,0.25000000000000006,1.0,0.0,2.375
0,Bobby Rainey,0.0,0.0,6.915286617323247,0.5300931530284871,-0.037247864865936085,0.0,13.753353454167378,1.2373871939827938,297.0,1.471430440971075,0.0,174.33333333333331,0.6399362595075776,0.24960193555218985,-0.0009372465513827755,122.66666666666666,0.01691636338537458,1.4416436634302179,0.014319807238394862,3.0002306470697904
0,Matt Jones,0.0,0.0,-0.058885796629956744,0.5678511789785702,0.0,0.0,16.614823899895256,8.235364299909081,290.3333333333333,0.19646846592264877,0.0,193.33333333333337,1.8039572159402222,0.6436495467445802,-0.05031837049022503,96.99999999999993,0.005059357302178741,4.568404857290613,0.009631259708446513,2.4444388111564486
0,Tevin Coleman,0.0,0.0,19.80806988135558,0.13955975919555352,0.0,0.0,8.096849858520063,46.12242713108702,333.38461538461536,1.5062760767776309,0.0,234.23076923076917,0.9465318201585525,9.572629809706171,0.0478212942352193,99.15384615384622,0.4557616848236419,10.947241177150282,0.1471611025843964,2.8958333333333335
0,Shane Vereen,0.0,0.0,17.519885521447147,0.04355917653943053,0.08333333333333348,0.08333333333333463,6.963985145768216,8.9188579064781,333.5,2.693705249775937,0.0,229.50000000000003,0.8040142261087989,1.798151358374549,-0.00757059177884567,104.00000000000003,-0.005654124402790783,3.0000380431942397,-0.004054686147033276,1.9650430107679868
0,Thomas Rawls,0.0,0.0,8.019039064372624,0.13854910269487453,0.0,0.0,10.199239292256168,14.746795831800872,345.1,0.6700113387959121,0.0,246.80000000000015,0.5840060034843959,1.3968301522826867,0.05314466436471099,98.30000000000003,0.017146191982671852,6.634654660981394,0.016026084157370744,2.7351830901555623
