,Name,Pass TD,Pass Yards,Receiving Yards,Touchdowns,Pass Attempts,Pass Interceptions,Points_y,Rush Yards,Total Yards,Receptions,Pass Completions,Pass Yards Allowed,Interception,Points_x,Fumbles Lost,Rush Yards Allowed,Rush TD,Rush Attempts,Receiving TD,Sack
0,Chris Thompson,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,417.0,1.0,0.0,327.0,0.5,1.0,0.0,90.0,0.0,0.0,0.0,2.5
0,Martavis Bryant,0.0,0.0,36.864020169622336,0.004913869416261096,0.0,0.0,8.517063833553827,2.815248221756564,299.5624999999999,2.648357171706979,0.0,196.125,1.121508411169882,5.036069022551506,-0.020490226419821594,103.4375,0.0018062324035569288,0.6176761229192288,0.2643221366779923,2.2695735341062866
0,A.J. Green,0.0,0.0,71.72891182758363,0.132215365025111,0.0,0.0,9.083809653695308,0.31669852863241266,270.6153846153847,5.238189820194037,0.0,176.23076923076925,0.7778699759027085,10.256796784269573,0.07688225556498268,94.3846153846155,0.0,-0.006289243013933077,0.6224681276591933,2.380936233972016
0,Keelan Cole,0.0,0.0,27.166666666666668,0.08333333333333337,0.0,0.0,9.666666666666666,0.0,300.4166666666667,1.9166666666666665,0.0,164.08333333333334,0.9166666666666665,2.8333333333333335,0.0,136.33333333333334,0.0,0.0,0.08333333333333333,1.916666666666667
0,Rishard Matthews,0.0,0.0,67.44315501072509,0.2152918193064809,0.0,0.0,9.996652582007703,0.18046481178430618,306.8181818181818,4.499318920549731,0.0,221.0,0.9060983483287779,8.501355296000241,0.02220385480082493,85.81818181818177,0.0,0.00047922853170895285,0.37160188315282155,2.6507181009715635
0,Emmanuel Sanders,0.0,2.3465951404233466e-14,47.20021815577444,0.14402757389900656,4.542085430643255e-16,0.0,11.831846619840551,0.2795631148438904,270.09999999999997,4.099060377469247,3.1031848233631714e-16,197.2,0.8120003480628797,5.536701063189837,0.010311240776326058,72.90000000000015,0.0,0.026908070434651057,0.2055152130562111,2.412173209940886
0,Roger Lewis,0.0,0.0,23.153629397062183,0.0,0.0,0.0,7.723136608025182,0.0,329.3636363636364,1.8881401892741996,0.0,224.18181818181816,0.73830063876799,2.922928274972729,0.0,105.1818181818182,0.0,0.0,0.17954387894697146,1.8768069460168233
0,Dontrelle Inman,0.0,0.0,38.059302717797685,0.11668553035676843,0.0,0.0,8.929542200618716,0.0,331.1666666666667,2.7752519879882582,0.0,207.1666666666667,0.5235536430113288,4.2885398820409035,0.003215749535712159,124.00000000000011,0.0,0.0,0.1736907210381522,2.2845407034679366
0,Torrey Smith,0.0,0.0,30.64011216549736,0.08148705139013401,0.0,0.0,9.2425821671578,0.7414011845571411,343.1818181818182,2.33529187958333,0.0,248.27272727272748,0.685674791353329,3.6881555235390087,0.0,94.90909090909054,0.0,0.006694503584122186,0.1752741939780625,2.0391483516483517
0,Isaiah McKenzie,0.0,0.0,2.8000000000000007,0.19999999999999996,0.0,0.0,9.799999999999997,0.7999999999999989,323.6,0.3999999999999999,0.0,209.6,1.4,-0.20000000000000018,0.3999999999999999,114.0,0.0,0.19999999999999996,0.0,2.6000000000000005
0,Curtis Samuel,0.0,0.0,16.428571428571427,0.2857142857142856,0.0,0.0,9.85714285714286,9.142857142857142,294.7142857142857,2.142857142857143,0.0,197.57142857142858,0.7142857142857143,2.0,0.0,97.14285714285714,0.0,0.5714285714285713,0.0,2.0
0,Seth Roberts,0.0,0.0,28.290094347464827,-0.02282046439683061,0.0,0.0,7.683204491785794,0.0,315.5,2.922409691419414,0.0,237.9,0.5284923580602066,3.163665501243317,0.16165512490895512,77.59999999999997,0.0,0.0,0.06536629310564715,1.7473954027399539
0,Brenton Bersin,0.0,0.0,12.50052001539913,-0.17728617017018933,0.0,0.0,6.825144873658423,0.0,296.0,1.3287217436133911,0.0,189.99999999999994,0.003909398951743151,1.1438680144374722,0.018961804233734725,106.00000000000003,0.0,0.0,-0.026068415192806726,0.938769292999371
0,Taywan Taylor,0.0,0.0,21.0,0.18181818181818166,0.0,0.0,9.81818181818182,2.7272727272727337,312.72727272727275,1.4545454545454548,0.0,226.54545454545453,0.9090909090909092,2.4545454545454533,0.0,86.18181818181819,0.0,0.545454545454545,0.09090909090909083,2.0
0,Alex Erickson,0.0,0.0,22.442171295103492,0.12500000000000017,0.0,0.0,10.340082242475395,1.9742388828701563,259.62499999999994,1.4547440623910168,0.0,165.50000000000006,0.5256653919209673,2.7827873382659636,0.12500000000000017,94.12499999999999,0.0,0.47561604963865234,0.11928681743619124,3.0839886500081906
0,Marvin Hall,0.0,0.0,30.0,0.0,0.0,0.0,6.0,0.0,300.5,1.0,0.0,179.0,0.5,6.0,0.0,121.5,0.0,0.0,0.5,1.0
0,Chester Rogers,0.0,0.0,36.626911761699326,0.34625148644120984,0.0,0.0,11.334007797585137,0.16666666666666768,350.3333333333333,2.8893229027658163,0.0,230.99999999999997,0.995559331289698,4.17090305447196,0.0,119.33333333333333,0.0,0.3333333333333336,0.16666666666666702,2.3437670279772256
0,Nick Williams,0.0,0.0,32.37168108324421,-0.13212180776454935,0.0,0.0,5.4849885509540215,0.0,281.0,2.8330791251008853,0.0,164.0,-0.08064651572500381,2.9416014365330962,0.0,116.99999999999987,0.0,0.0,0.006152215752878831,2.9489681292709538
0,Tyreek Hill,0.0,0.0,76.1510861591027,0.15384330895230708,0.0833333333333329,0.083333333333335,8.09531937106732,5.745671226685934,390.9166666666667,5.184141902081825,0.0,257.41666666666674,0.6890850858524669,10.12160263203964,0.004535118617335243,133.50000000000017,0.005770927466739115,1.1838163113217384,0.5080858666621713,2.2261316311812362
0,Kelvin Benjamin,0.0,0.0,52.76265662794798,0.2900831365202724,0.0,0.0,10.563713538317579,0.0,336.29999999999995,3.8126232755121494,0.0,208.1,0.9713926422524313,6.0998636207950305,0.08487770339947603,128.19999999999993,0.0,0.0,0.1845669481897722,2.0256410256410255
0,Chris Conley,0.0,0.0,44.18284766734191,0.16365517379783487,0.0,0.0,6.728821690650419,0.0,431.00000000000006,2.720284626037894,0.0,298.5,0.599245687806651,3.9539286313859456,0.0,132.49999999999994,0.0,0.0,0.007520221742002217,2.7629338640790095
0,Chad Hansen,0.0,0.0,29.0,0.0,0.0,0.0,9.500000000000004,0.0,374.5,2.4999999999999996,0.0,290.5,0.5,2.4999999999999996,0.0,84.0,0.0,0.0,0.0,4.0
0,Dede Westbrook,0.0,0.0,51.333333333333336,0.0,0.0,0.0,11.0,0.0,264.3333333333333,5.0,0.0,140.66666666666666,1.0,4.666666666666667,0.0,123.66666666666667,0.0,0.0,0.0,3.0
0,Breshad Perriman,0.0,0.0,12.140811915242702,0.014519239340941903,0.0,0.0,4.960589385484526,1.1513956021252936e-15,338.74999999999994,1.6357975955552857,0.0,202.24999999999997,0.9103220919020072,0.8988692862724136,0.0,136.49999999999994,0.0,5.364090248372033e-17,-0.02380235509313082,1.1829661020665743
0,Russell Shepard,0.0,0.0,20.57694849024137,0.16970981619804248,0.0,0.0,8.973632978083925,1.0521572545496645,307.30000000000007,1.6053501239667805,0.0,214.60000000000002,0.8509648613930691,2.366438470877297,0.0,92.6999999999999,0.0,0.10513583935860712,0.10608496014554872,2.0759094878732522
0,Trent Taylor,0.0,0.0,28.083333333333332,0.16666666666666663,0.0,0.0,8.083333333333334,0.0,337.0833333333333,2.8333333333333335,0.0,215.08333333333334,0.75,2.75,0.08333333333333331,122.0,0.0,0.0,0.08333333333333331,1.5
0,Louis Murphy,0.0,0.0,25.050174462732137,0.23644427752757546,0.0,0.0,7.286529383956876,-0.9422593402672224,360.00000000000006,2.183344447112587,0.0,255.33333333333337,0.914234724938249,4.09689805395884,0.019747421648334623,104.66666666666666,-0.014755195762805536,0.11384426068939762,0.31407264163836174,1.9818729660198453
0,Aldrick Robinson,0.0,0.0,22.92493094843976,0.029035986818922388,0.0,0.0,4.834627894226822,-0.18566514329069006,367.5555555555556,1.5521546725660147,0.0,242.66666666666663,0.6658968627204309,2.439042306601916,0.0,124.88888888888893,0.0,0.019269303106783764,0.11156562175114955,1.6821330231182556
0,Travis Rudolph,0.0,0.0,33.0,0.0,0.0,0.0,9.0,0.0,394.0,3.0,0.0,275.0,1.5,3.0,0.0,119.00000000000001,0.0,0.0,0.0,1.0
0,Brandon LaFell,0.0,0.0,35.31284187921817,0.09091154464831419,0.0021327689882621736,0.0,9.77544822204044,0.001549722097937245,270.61538461538476,3.322954845650707,0.0,176.23076923076923,0.5755789206284574,4.367838529518472,0.007145906978687687,94.38461538461546,0.0,0.03695413229710934,0.23353485385705178,2.9857142857142858
0,Amara Darboh,0.0,0.0,14.0,0.33333333333333304,0.0,0.0,11.999999999999998,0.0,287.0,1.5,0.0,185.5,0.666666666666667,1.0,0.0,101.5,0.0,0.0,0.0,2.8333333333333335
0,Jared Abbrederis,0.0,0.0,21.999999999999986,1.5000000000000004,0.0,0.0,18.500000000000455,0.0,354.50000000000006,1.4999999999999996,0.0,307.5,1.499999999999993,1.5000000000000009,0.0,47.00000000000009,0.0,0.0,0.0,4.000000000000011
0,Keenan Allen,0.0,0.0,86.64854545049214,0.26454723200485897,0.0,0.0,9.27951100548448,0.7441604231334009,349.66666666666663,6.714214171029286,0.0,229.83333333333346,1.0846814513791854,10.582942695458177,-0.011838061293046265,119.83333333333343,0.0,0.16366231044840163,0.43075246778176274,2.0321434908005953
0,John Ross,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,266.0,0.0,0.0,98.0,0.0,0.0,1.0,168.0,0.0,1.0,0.0,3.0
0,Brandin Cooks,0.0,0.0,73.28113294716007,0.06356810763537168,0.0,0.0,7.154933849674983,2.2688450963683664,407.91666666666674,4.721594453641822,0.0,280.99999999999994,0.755276412507015,9.620977400174672,0.0,126.91666666666666,0.004234597111624397,0.3732822291590532,0.4113688160339317,2.1411182436923717
0,Ryan Switzer,0.0,0.0,1.8,0.0,0.0,0.0,1.2,1.0,401.6,0.4,0.0,245.2,0.0,-0.20000000000000018,0.20000000000000018,156.4,0.0,0.8,0.0,0.7999999999999999
0,Leonte Carroo,0.0,0.0,34.50000000000003,1.5,0.0,0.0,21.00000000000001,0.0,234.00000000000003,3.5,0.0,165.50000000000006,1.5000000000000009,2.9999999999999982,0.0,68.49999999999994,0.0,0.0,0.0,3.0
0,Michael Campanaro,0.0,0.0,12.76602264739556,0.27304765671180586,0.0,0.0,11.142917307316779,4.689452953319266,305.1428571428571,1.6110773989419787,0.0,162.99999999999994,1.0699982056891846,1.218659371097456,0.0,142.14285714285705,-0.0035271079183790133,0.5070640665004268,-0.012297905083176977,2.1319140531167537
0,Jordan Taylor,0.0,0.0,14.357397771926777,0.39048112091010756,0.0,0.0,16.050518915021783,0.0,267.74999999999994,1.246195097507321,0.0,157.00000000000006,0.9803452562219162,0.6955615709848415,0.01944595255084358,110.75000000000013,0.0,0.0,0.008578300734447666,3.233431966788232
0,Brice Butler,0.0,0.0,29.415729335269432,0.06364789824641992,0.0,0.0,7.999411466246958,0.0,331.33333333333337,1.6546439013088177,0.0,223.22222222222211,0.5147857742867412,3.905754433122613,0.0,108.11111111111106,0.0,0.0,0.21885366875531428,1.998858085135086
